time,CCSM4,CESM1-CAM5
2000.0,888781200000.0,888781200000.0
2001.0,888295400000.0,888295400000.0
2002.0,885718600000.0,885718600000.0
2003.0,883533900000.0,883533900000.0
2004.0,879303300000.0,879303300000.0
2005.0,875491030000.0,875491030000.0
2006.0,865732460000.0,865732460000.0
2007.0,853378000000.0,853378000000.0
2008.0,843030270000.0,843030270000.0
2009.0,840793000000.0,840793000000.0
2010.0,822662300000.0,822662300000.0
2011.0,810176350000.0,810176350000.0
2012.0,804650300000.0,804650300000.0
2013.0,791628550000.0,791628550000.0
2014.0,787362000000.0,787362000000.0
2015.0,775666340000.0,775666340000.0
2016.0,770273000000.0,770273000000.0
2017.0,760538100000.0,760538100000.0
2018.0,752490100000.0,752490100000.0
2019.0,740732960000.0,740732960000.0
2020.0,733207400000.0,733207400000.0
2021.0,720941550000.0,728882800000.0
2022.0,708449700000.0,713566060000.0
2023.0,701810740000.0,711874250000.0
2024.0,690339600000.0,695408400000.0
2025.0,684520640000.0,691046300000.0
2026.0,676729260000.0,685410350000.0
2027.0,669478800000.0,677609100000.0
2028.0,669591600000.0,661643100000.0
2029.0,656555700000.0,636331300000.0
2030.0,647453800000.0,630394900000.0
2031.0,641093860000.0,614407800000.0
2032.0,634268350000.0,603382740000.0
2033.0,620875200000.0,607808800000.0
2034.0,608589500000.0,596461200000.0
2035.0,587559200000.0,580289700000.0
2036.0,581219250000.0,560735300000.0
2037.0,567019300000.0,543884770000.0
2038.0,557615940000.0,537473220000.0
2039.0,533463070000.0,521442800000.0
2040.0,524069730000.0,516934800000.0
2041.0,516920640000.0,511926600000.0
2042.0,506070660000.0,505526260000.0
2043.0,496501030000.0,497966020000.0
2044.0,488039500000.0,487165660000.0
2045.0,474612370000.0,469415360000.0
2046.0,460674100000.0,462202000000.0
2047.0,454974180000.0,450559050000.0
2048.0,443598370000.0,449872100000.0
2049.0,431394720000.0,445153180000.0
2050.0,420515220000.0,437123320000.0
2051.0,409626350000.0,428510050000.0
2052.0,403249230000.0,419188150000.0
2053.0,398318170000.0,409528140000.0
2054.0,379916780000.0,400964160000.0
2055.0,371772620000.0,389585900000.0
2056.0,363032740000.0,386530020000.0
2057.0,355249400000.0,383454540000.0
2058.0,343542820000.0,380042870000.0
2059.0,337273060000.0,374896330000.0
2060.0,339111500000.0,368519840000.0
2061.0,338803330000.0,365128000000.0
2062.0,336741040000.0,356742730000.0
2063.0,333318500000.0,347721500000.0
2064.0,325803770000.0,336237720000.0
2065.0,317734260000.0,325179900000.0
2066.0,313449600000.0,316103130000.0
2067.0,307920900000.0,304212840000.0
2068.0,300735760000.0,292098440000.0
2069.0,290918860000.0,283701900000.0
2070.0,287060100000.0,278928920000.0
2071.0,279042130000.0,269182270000.0
2072.0,275167740000.0,260042210000.0
2073.0,274138480000.0,253031220000.0
2074.0,269291900000.0,247411000000.0
2075.0,258037400000.0,238357890000.0
2076.0,247346430000.0,228129720000.0
2077.0,238380500000.0,219816890000.0
2078.0,230721880000.0,210282680000.0
2079.0,224529600000.0,205209490000.0
2080.0,220496540000.0,196708710000.0
2081.0,216094560000.0,188205680000.0
2082.0,205530630000.0,184208690000.0
2083.0,202185820000.0,179501320000.0
2084.0,199542820000.0,176864720000.0
2085.0,194130070000.0,173689500000.0
2086.0,185681820000.0,169228420000.0
2087.0,179789560000.0,164091250000.0
2088.0,177556320000.0,158538400000.0
2089.0,175156400000.0,155106430000.0
2090.0,173316000000.0,150892990000.0
2091.0,169792030000.0,146403750000.0
2092.0,166852230000.0,140821070000.0
2093.0,166210650000.0,136587250000.0
2094.0,163667150000.0,130625350000.0
