time,MPI-ESM-LR,NORESM1-M,CSIRO-MK3-6-0,CESM1-CAM5
2120.0,131784940000.0,187349880000.0,178799590000.0,137633320000.0
2121.0,129404084000.0,186124850000.0,171870600000.0,136801400000.0
2122.0,130410500000.0,192297120000.0,183015960000.0,135556130000.0
2123.0,130805340000.0,193794690000.0,176225960000.0,137224770000.0
2124.0,134637765000.0,189355470000.0,173818890000.0,135536090000.0
2125.0,135513340000.0,186322650000.0,171199970000.0,136334890000.0
2126.0,135377090000.0,184662500000.0,165101490000.0,136334720000.0
2127.0,135744090000.0,183091130000.0,165153520000.0,140092160000.0
2128.0,136876910000.0,179996750000.0,163881140000.0,139890740000.0
2129.0,134427980000.0,181417410000.0,182165080000.0,139606570000.0
2130.0,135580810000.0,181314570000.0,178215670000.0,138210970000.0
2131.0,136704480000.0,188065250000.0,179165300000.0,134456844000.0
2132.0,136914840000.0,185544210000.0,208579020000.0,134440760000.0
2133.0,139030360000.0,184462980000.0,208211800000.0,133364950000.0
2134.0,138063350000.0,189304640000.0,209065430000.0,129046470000.0
2135.0,133610004000.0,189935760000.0,208958960000.0,126377710000.0
2136.0,135523150000.0,192427300000.0,202833330000.0,125534380000.0
2137.0,137189600000.0,191002170000.0,213200240000.0,124485240000.0
2138.0,144862920000.0,194160980000.0,209675220000.0,123447670000.0
2139.0,152903810000.0,215073540000.0,202492500000.0,122845540000.0
2140.0,152519620000.0,212564360000.0,200885940000.0,120510734000.0
2141.0,149857320000.0,209769020000.0,196455870000.0,120574170000.0
2142.0,149139390000.0,209011310000.0,192341440000.0,121488220000.0
2143.0,149009070000.0,214956720000.0,186207940000.0,120141790000.0
2144.0,150309650000.0,215881900000.0,181953430000.0,121023950000.0
2145.0,152274520000.0,212504560000.0,186907930000.0,119354470000.0
2146.0,152558940000.0,206993870000.0,186087200000.0,118151700000.0
2147.0,149740980000.0,203999120000.0,179651610000.0,116683700000.0
2148.0,148852950000.0,205808650000.0,174333210000.0,116931790000.0
2149.0,145960300000.0,206535590000.0,168076080000.0,116071600000.0
2150.0,145521890000.0,214074820000.0,158774700000.0,116645760000.0
2151.0,142170960000.0,210165140000.0,151894590000.0,118678495000.0
2152.0,143781150000.0,206469610000.0,147752730000.0,118040920000.0
2153.0,142519090000.0,197685500000.0,146497720000.0,117569040000.0
2154.0,141688140000.0,193326020000.0,144110000000.0,117919646000.0
2155.0,140313850000.0,190492300000.0,141340000000.0,118107365000.0
2156.0,141424120000.0,189354980000.0,138139240000.0,116989510000.0
2157.0,142867530000.0,185495550000.0,135380525000.0,114599320000.0
2158.0,140694540000.0,184559530000.0,150507930000.0,114277810000.0
2159.0,143382800000.0,185665240000.0,150231730000.0,114284390000.0
2160.0,145559550000.0,187145340000.0,145898400000.0,110850040000.0
2161.0,146825460000.0,181683950000.0,139714120000.0,110401240000.0
2162.0,144884960000.0,178790090000.0,137256110000.0,111734700000.0
2163.0,145206890000.0,179843420000.0,136145180000.0,109772830000.0
2164.0,142934490000.0,173338210000.0,136801040000.0,108001740000.0
2165.0,140826430000.0,176016590000.0,142505030000.0,106867540000.0
2166.0,142256870000.0,175928410000.0,136952260000.0,108796035000.0
2167.0,140561870000.0,178068340000.0,131421810000.0,110761090000.0
2168.0,137003450000.0,172681820000.0,129310966000.0,110152210000.0
2169.0,134178560000.0,173505540000.0,126457310000.0,110043130000.0
2170.0,135684620000.0,171092770000.0,122466270000.0,110005666000.0
2171.0,136551460000.0,173693880000.0,122471190000.0,109138950000.0
2172.0,137991300000.0,168345040000.0,120427210000.0,108650740000.0
2173.0,139446120000.0,163698660000.0,117375345000.0,109936140000.0
2174.0,139303830000.0,170019470000.0,117878240000.0,108275330000.0
2175.0,136774780000.0,169253810000.0,118992810000.0,107130175000.0
2176.0,134541610000.0,171587630000.0,159278430000.0,107595160000.0
2177.0,133377745000.0,171883510000.0,179457410000.0,108060240000.0
2178.0,130233960000.0,171759940000.0,196487500000.0,107853440000.0
2179.0,131886160000.0,174778880000.0,201015130000.0,108789810000.0
2180.0,134343840000.0,173384560000.0,198139690000.0,109373600000.0
2181.0,136060860000.0,173285210000.0,188920120000.0,108820370000.0
2182.0,133294130000.0,172838880000.0,181716570000.0,107448934000.0
2183.0,132258120000.0,168235090000.0,173393250000.0,109860280000.0
2184.0,131592086000.0,164734700000.0,172748210000.0,107655740000.0
2185.0,130876514000.0,162083390000.0,162655140000.0,107677040000.0
2186.0,127338920000.0,159856690000.0,157389700000.0,108840140000.0
2187.0,129043825000.0,158561220000.0,156666300000.0,109145060000.0
2188.0,128010020000.0,157191620000.0,155958250000.0,108323380000.0
2189.0,129448850000.0,155207400000.0,153378010000.0,106621330000.0
2190.0,128574470000.0,154946950000.0,147474270000.0,107509440000.0
2191.0,133135050000.0,153905730000.0,144891430000.0,106021590000.0
2192.0,133708800000.0,154463830000.0,152594940000.0,103013810000.0
2193.0,135275670000.0,151845270000.0,148359680000.0,103132910000.0
2194.0,136830050000.0,150098500000.0,145166910000.0,102005950000.0
2195.0,136831080000.0,145025090000.0,144100820000.0,101604200000.0
2196.0,134909534000.0,148239700000.0,142193690000.0,102860860000.0
2197.0,135454990000.0,147671320000.0,159577030000.0,104114060000.0
2198.0,143546710000.0,147794480000.0,161122450000.0,105460050000.0
2199.0,143737240000.0,150342340000.0,158851510000.0,104058495000.0
2200.0,142633270000.0,154721830000.0,154010390000.0,102514370000.0
2201.0,139754910000.0,152304000000.0,146838860000.0,102507010000.0
2202.0,140930380000.0,149275210000.0,141311260000.0,103708930000.0
2203.0,144706620000.0,144323350000.0,135371840000.0,105123510000.0
2204.0,143139550000.0,142642580000.0,152302800000.0,103627920000.0
2205.0,139171200000.0,141279950000.0,150436610000.0,102750430000.0
2206.0,135682875000.0,142162080000.0,150756360000.0,104247410000.0
2207.0,133555550000.0,148332500000.0,154988330000.0,106021970000.0
2208.0,131146360000.0,147886570000.0,173834140000.0,107064540000.0
2209.0,131650580000.0,149900170000.0,168096460000.0,104195280000.0
2210.0,130890060000.0,150024750000.0,169810350000.0,105111880000.0
2211.0,130444420000.0,149279980000.0,168222900000.0,105970390000.0
2212.0,126712140000.0,152185490000.0,174760330000.0,105173930000.0
2213.0,127085240000.0,151260550000.0,171223240000.0,104928944000.0
2214.0,132992360000.0,152409130000.0,169841770000.0,107215160000.0
2215.0,129279090000.0,149733950000.0,165445170000.0,108777490000.0
2216.0,127303330000.0,147383900000.0,157532850000.0,108925665000.0
2217.0,128999010000.0,146240720000.0,151918360000.0,109284530000.0
2218.0,131723870000.0,143925620000.0,158947770000.0,106567156000.0
2219.0,131958910000.0,144511940000.0,156270180000.0,105954410000.0
2220.0,130560655000.0,146674190000.0,151316460000.0,105734234000.0
2221.0,131387744000.0,143908730000.0,146301960000.0,104654684000.0
2222.0,135085940000.0,147107680000.0,145708430000.0,102407130000.0
2223.0,136048870000.0,153794690000.0,142152560000.0,101823310000.0
2224.0,134717590000.0,153929200000.0,138268250000.0,101463940000.0
2225.0,134994650000.0,151312300000.0,139807600000.0,102905640000.0
2226.0,135180180000.0,150292740000.0,136991550000.0,102582810000.0
2227.0,133040620000.0,154273100000.0,136307370000.0,100201865000.0
2228.0,131770720000.0,159763150000.0,134222200000.0,101852725000.0
2229.0,132385290000.0,157414700000.0,145682420000.0,101187480000.0
2230.0,131551945000.0,160224670000.0,146205660000.0,101059010000.0
2231.0,132283064000.0,158295110000.0,146518870000.0,99873830000.0
2232.0,130582856000.0,157156670000.0,140565070000.0,100770980000.0
2233.0,128968500000.0,160779850000.0,138470740000.0,102238100000.0
2234.0,128425370000.0,156061060000.0,144708200000.0,102188440000.0
2235.0,125908070000.0,152460950000.0,141228700000.0,101051210000.0
2236.0,125305800000.0,159779750000.0,138837900000.0,100905830000.0
2237.0,123180580000.0,163001380000.0,132360750000.0,102083950000.0
2238.0,122218740000.0,164281170000.0,125732150000.0,99205300000.0
2239.0,124588060000.0,160439390000.0,123129690000.0,97888640000.0
2240.0,121959360000.0,158821970000.0,123275076000.0,99712060000.0
2241.0,122745010000.0,158356780000.0,118502285000.0,100882330000.0
2242.0,126805880000.0,155075130000.0,115595090000.0,100299600000.0
2243.0,127429460000.0,152805900000.0,111494370000.0,99906404000.0
2244.0,125638550000.0,152103350000.0,110041280000.0,102517280000.0
2245.0,129965834000.0,150943020000.0,107381890000.0,101439720000.0
2246.0,126850240000.0,150905630000.0,104015210000.0,99046620000.0
2247.0,125115834000.0,151155410000.0,100853690000.0,99177415000.0
2248.0,127477370000.0,159082550000.0,95933600000.0,100891220000.0
2249.0,124629690000.0,159076000000.0,99684250000.0,102170430000.0
2250.0,125003550000.0,158149840000.0,96960094000.0,100416725000.0
2251.0,123163980000.0,154159100000.0,95236510000.0,100422230000.0
2252.0,123101780000.0,148888540000.0,93432890000.0,99943580000.0
2253.0,125688970000.0,148340400000.0,93193090000.0,101309970000.0
2254.0,128242640000.0,145128360000.0,89660965000.0,101782830000.0
2255.0,131334300000.0,142141800000.0,85267520000.0,100589640000.0
2256.0,131238800000.0,142843790000.0,87491674000.0,100608295000.0
2257.0,134245850000.0,143218570000.0,85367865000.0,99504410000.0
2258.0,137072830000.0,142084830000.0,88636800000.0,98541790000.0
2259.0,137639360000.0,145572130000.0,89104890000.0,98267080000.0
2260.0,135072500000.0,147396200000.0,86024240000.0,97888340000.0
2261.0,134365330000.0,144166040000.0,83013120000.0,97018660000.0
2262.0,136455090000.0,143684650000.0,79306740000.0,96544840000.0
2263.0,134176000000.0,142817000000.0,76254446000.0,94952290000.0
2264.0,137676300000.0,140381780000.0,94381670000.0,95677360000.0
2265.0,134480580000.0,146740770000.0,92683400000.0,97184870000.0
2266.0,136652330000.0,146750050000.0,92339290000.0,97318870000.0
2267.0,130972705000.0,145748900000.0,97110900000.0,97586720000.0
2268.0,134670030000.0,145408410000.0,98132386000.0,98970970000.0
2269.0,135147690000.0,142745680000.0,96760780000.0,98976860000.0
2270.0,132993560000.0,144633840000.0,95093400000.0,100192420000.0
2271.0,131388240000.0,143296140000.0,95124450000.0,100895580000.0
2272.0,130096685000.0,146237930000.0,94282680000.0,100255490000.0
2273.0,128533890000.0,142444790000.0,97056140000.0,99214840000.0
2274.0,126812635000.0,147656820000.0,92747050000.0,102421190000.0
2275.0,125598800000.0,151616730000.0,90156250000.0,102243650000.0
2276.0,121436860000.0,153097960000.0,84880120000.0,102243280000.0
2277.0,120717260000.0,151857560000.0,83953840000.0,101520170000.0
2278.0,118309960000.0,147633720000.0,81088094000.0,102029574000.0
2279.0,116669790000.0,149275870000.0,79805284000.0,101928470000.0
2280.0,113715840000.0,149367110000.0,77760970000.0,99661300000.0
2281.0,111451080000.0,148057050000.0,75170920000.0,99817090000.0
2282.0,111605080000.0,148340870000.0,72659485000.0,99224550000.0
2283.0,111429510000.0,146801250000.0,72690080000.0,97269370000.0
2284.0,109026790000.0,143354280000.0,71836140000.0,99442500000.0
2285.0,107694310000.0,145034220000.0,73311510000.0,97874950000.0
2286.0,110046500000.0,147610780000.0,71716680000.0,96695890000.0
2287.0,112832090000.0,148994770000.0,72295180000.0,96877070000.0
2288.0,112477850000.0,149332740000.0,73735780000.0,95189280000.0
2289.0,110718140000.0,148463140000.0,81904660000.0,95236960000.0
2290.0,112643350000.0,147645580000.0,81277256000.0,95018254000.0
2291.0,113544045000.0,146987700000.0,80592190000.0,96131890000.0
2292.0,112134250000.0,147308410000.0,81209590000.0,94395610000.0
2293.0,117014940000.0,148645610000.0,83752110000.0,95695820000.0
2294.0,115391000000.0,147835980000.0,85628960000.0,97437565000.0
2295.0,113773300000.0,149194750000.0,88496530000.0,97951960000.0
2296.0,114957115000.0,146234380000.0,84173914000.0,97954270000.0
2297.0,119327460000.0,146190370000.0,80278830000.0,97106920000.0
2298.0,119454460000.0,146695550000.0,79645530000.0,94401700000.0
2299.0,117805605000.0,146891280000.0,77113640000.0,93984375000.0
2300.0,119956095000.0,150105420000.0,75323515000.0,93781120000.0
