time,CESM2-WACCM,CanESM5,MRI-ESM2-0
1980.0,14671981000.0,14671981000.0,14671981000.0
1981.0,14671981000.0,14671981000.0,14671981000.0
1982.0,14671981000.0,14671981000.0,14671981000.0
1983.0,14671981000.0,14671981000.0,14671981000.0
1984.0,14671981000.0,14671981000.0,14671981000.0
1985.0,14671981000.0,14671981000.0,14671981000.0
1986.0,14671981000.0,14671981000.0,14671981000.0
1987.0,14671981000.0,14671981000.0,14671981000.0
1988.0,14671981000.0,14671981000.0,14671981000.0
1989.0,14671981000.0,14671981000.0,14671981000.0
1990.0,14671981000.0,14671981000.0,14671981000.0
1991.0,14671981000.0,14671981000.0,14671981000.0
1992.0,14671981000.0,14671981000.0,14671981000.0
1993.0,14671981000.0,14671981000.0,14671981000.0
1994.0,14671981000.0,14671981000.0,14671981000.0
1995.0,14671981000.0,14671981000.0,14671981000.0
1996.0,14671981000.0,14671981000.0,14671981000.0
1997.0,14671981000.0,14671981000.0,14671981000.0
1998.0,14671981000.0,14671981000.0,14671981000.0
1999.0,14671981000.0,14671981000.0,14671981000.0
2000.0,14670683000.0,14670612000.0,14670746000.0
2001.0,14667318000.0,14667359000.0,14667007000.0
2002.0,14633013000.0,14635461000.0,14632778000.0
2003.0,14640053000.0,14631905000.0,14635772000.0
2004.0,14589302000.0,14581863000.0,14589329000.0
2005.0,14561292000.0,14538242000.0,14560815000.0
2006.0,14550096000.0,14527946000.0,14550233000.0
2007.0,14427673000.0,14407879000.0,14422286000.0
2008.0,14368563000.0,14351491000.0,14369216000.0
2009.0,14276211000.0,14256606000.0,14270330000.0
2010.0,14129229000.0,14110469000.0,14124034000.0
2011.0,14135374000.0,14111320000.0,14128957000.0
2012.0,14085084000.0,14026547000.0,14089160000.0
2013.0,14019132000.0,13956191000.0,14017617000.0
2014.0,13889771000.0,13810979000.0,13893732000.0
2015.0,13785860000.0,13685500000.0,13782675000.0
2016.0,13741287000.0,13599610000.0,13753109000.0
2017.0,13497413000.0,13342633000.0,13508726000.0
2018.0,13314304000.0,13151665000.0,13325555000.0
2019.0,12957020000.0,12781438000.0,12955468000.0
2020.0,12994643000.0,12662381000.0,13028553000.0
2021.0,12718296000.0,12327278000.0,12554687000.0
2022.0,12455716000.0,12150320000.0,12545968000.0
2023.0,12134224000.0,11682834000.0,12205015000.0
2024.0,11963667000.0,11354147000.0,12108775000.0
2025.0,11574991000.0,11182604000.0,11870837000.0
2026.0,11459783000.0,10806565000.0,11723733000.0
2027.0,11178229000.0,10527785000.0,11442876000.0
2028.0,11100601000.0,10269266000.0,11191306000.0
2029.0,10777888000.0,10032790000.0,11054913000.0
2030.0,10716429000.0,9683246000.0,10620564000.0
2031.0,10397858000.0,9486056000.0,10428996000.0
2032.0,10266899000.0,9080640000.0,10198340000.0
2033.0,10001520000.0,8754248000.0,9908467000.0
2034.0,9801217000.0,8496490000.0,9629588000.0
2035.0,9728954000.0,8005417000.0,9330143000.0
2036.0,9602769000.0,7904514000.0,8978344000.0
2037.0,9335016000.0,7659046000.0,8987614000.0
2038.0,9206728000.0,7267256000.0,8749205000.0
2039.0,8927885000.0,6930393000.0,8513450000.0
2040.0,8751698000.0,6887706000.0,8411776000.0
2041.0,8680517000.0,6572529000.0,7927694000.0
2042.0,8390505000.0,6394630000.0,7877669000.0
2043.0,8103398000.0,5983298000.0,7555646000.0
2044.0,7894190000.0,5858183000.0,7415285000.0
2045.0,7791517000.0,5542824000.0,7164381000.0
2046.0,7458573000.0,5336340000.0,6807925000.0
2047.0,7383033000.0,5131012000.0,6600657000.0
2048.0,7046824000.0,5044930000.0,6220755000.0
2049.0,6913176000.0,4597923000.0,6041032000.0
2050.0,6720935000.0,4548433000.0,5690296000.0
2051.0,6459114000.0,4360906000.0,5619601000.0
2052.0,6307185000.0,4053650000.0,5208188000.0
2053.0,6079439000.0,3846397000.0,5037433000.0
2054.0,5860078000.0,3822389000.0,4919789000.0
2055.0,5612151000.0,3673129000.0,4833742000.0
2056.0,5481126000.0,3392433000.0,4726566000.0
2057.0,5387483000.0,3247841000.0,4607034000.0
2058.0,5069025000.0,3120286000.0,4419154000.0
2059.0,5045292000.0,2942096000.0,4245269000.0
2060.0,4703911000.0,2828519000.0,4152962000.0
2061.0,4625929000.0,2714462000.0,4022554000.0
2062.0,4496103000.0,2626250000.0,3903619000.0
2063.0,4293188000.0,2517313000.0,3844110000.0
2064.0,4277939000.0,2408002000.0,3813611000.0
2065.0,4084751000.0,2316035000.0,3702030000.0
2066.0,4018907000.0,2272809000.0,3606513000.0
2067.0,3827376000.0,2127281000.0,3607270000.0
2068.0,3769699000.0,2078764000.0,3524765000.0
2069.0,3674291000.0,1976610000.0,3507969000.0
2070.0,3576283000.0,1955899000.0,3324483000.0
2071.0,3433828000.0,1801016000.0,3331102000.0
2072.0,3286334000.0,1786865000.0,3242046000.0
