time,CESM2-WACCM,CanESM5,IPSL-CM6A-LR,MRI-ESM2-0
2000,76078877056.56335,76078877056.56335,76078877056.56335,76078877056.56335
2001,73574124868.81279,74238244615.68726,75493375413.4299,74935127195.16219
2002,73807244763.82532,72604487154.47652,72894981089.54779,73100098297.21916
2003,72350598979.97232,70601820736.27849,71342529845.1789,70252375140.35614
2004,70926487709.47333,70045809007.10814,70753052443.47949,68506915739.610016
2005,67547039855.96612,69693624020.13573,66989209942.412056,67695472402.27636
2006,65422065039.68481,67881538932.865814,65915415134.63104,68105451611.14032
2007,63434403197.23143,63868034430.87882,65164365117.779465,63770535667.56893
2008,61824296954.39606,60753522835.49091,61299570703.834465,61600740149.67186
2009,61246410884.6243,59055879645.455795,59160925792.95075,61648284844.31491
2010,58387179270.42069,58648253821.543465,58407763501.439316,61183845243.65049
2011,55379365989.09332,57790922135.46333,56944897115.61534,59131792317.035446
2012,56291402342.715836,57542412008.99704,55840714504.629906,57963328161.52113
2013,55871722503.02324,56856713197.07062,55330884271.447334,56999281681.588844
2014,53612628707.3766,56038854211.653175,53558231493.04211,56037880811.137856
2015,52795200998.833755,56045145088.483055,52366660496.2609,51557042913.4261
2016,50887975227.590324,54189332618.07095,50526187607.032005,50909367320.74233
2017,50496617388.88163,52576710547.853226,49505148404.28522,49761574921.342
2018,48954374691.449905,52105284798.84102,49789770209.66733,49673736548.87974
2019,48814695261.395134,51245593036.50812,48042324529.801025,49724106727.84338
2020,47072237567.96896,48661631209.74155,47501923331.8139,48728947658.054794
2021,45818273050.51879,47647035818.0785,46766240101.79847,45364622346.47812
2022,45827456262.07065,46324419219.66099,47037662698.93187,45429453105.65448
2023,44898420156.51251,44631449275.45935,45301587992.54236,44376394915.8757
2024,44449687558.54253,42166220835.22265,43492079934.60227,43354997213.71971
2025,42724495177.39586,39675942711.767654,41430803920.190575,43833458258.133
2026,43595574775.04617,36295413733.35645,39229202329.20046,43055975761.59653
2027,42697537418.3032,34132587718.57475,38859540750.89613,40662170385.06704
2028,41206369275.66518,31893096628.24536,38425052972.62167,41437557871.332855
2029,39782288357.927216,29328647291.863888,36560449215.24359,41552165624.73668
2030,38640518823.48229,27621172142.806675,36450739544.7403,40255004535.88131
2031,38466683514.60773,27535854336.228573,35447906149.25448,39716608576.63843
2032,37450513041.124016,27061532621.171745,34794288929.897766,39128718140.40186
2033,36268671639.28953,26273973728.900024,34398312662.06288,39818993692.805984
2034,33957252000.213703,25330618279.086483,33882692739.627647,38635843262.75596
2035,33962029107.759193,24530715411.21164,34113192721.234035,36419556792.53981
2036,32340521674.82672,23775293886.05531,33026904366.260136,36543757562.92041
2037,30677691810.34351,23547422066.91948,30986497041.265083,37932539725.91986
2038,30531901426.129032,22477410035.01315,29209474296.683952,38227317646.67057
2039,29865170750.44758,21065045751.23123,27682053676.482002,37244821149.11346
2040,27422185512.559723,20035877946.821983,25979903613.921097,36329704323.12778
2041,27470248766.354782,19405700139.040836,24246757932.441433,37232388205.415886
2042,27714199882.801765,19156719393.938,23413480849.997177,36569486480.513054
2043,27080360218.147945,19200760177.52625,23662529367.02149,35241955193.72399
2044,26289307512.684193,18972672159.189632,23532508429.14221,34395472082.94041
2045,25248825210.44942,18532036990.547935,22787615080.131264,34669588264.217354
2046,24328341136.357246,18648106609.7696,22871707673.158504,34699862648.69269
2047,23375039251.493324,17660128551.65641,22122463444.829624,35234271888.83022
2048,23589305209.787746,16436048935.933447,20910635095.600384,34918034638.04539
2049,22921940268.411587,15985810760.439198,20016278397.190517,32417892842.660435
2050,22196933624.04931,15233653145.96116,20305910394.667095,31689950992.711346
2051,20769658678.43532,14581480608.62077,20449485343.616276,32586436748.348843
2052,19819144601.02545,13590380021.510843,18761560431.673054,31772989679.25078
2053,18955773836.69857,12528923827.143919,17530200225.381374,29446535523.016384
2054,18612018776.881252,11817669025.711096,16795220159.985126,28719814889.778816
2055,17986444209.88118,11919414643.99145,15774279047.233095,28534234187.90153
2056,17671320307.8388,11787803677.171844,14900503453.18023,27278345908.475433
2057,17220329208.524055,11392645439.872765,14817816812.719149,27387544423.201767
2058,16775175162.17192,11316233012.983677,14768429459.072367,26218679417.193874
2059,16325800845.942205,11141052479.021406,13871124046.258764,25715448589.228
2060,15652565591.112679,10915672154.665802,13165766662.234442,25511868535.89369
2061,15076986960.228924,10753169004.376684,12581722170.912947,24353896804.304085
2062,14521248510.552776,10330184791.474537,12078664363.914885,23054837030.080524
2063,13789628408.522284,9866472166.128958,11693659691.711159,21445503926.344948
2064,13428872322.997766,9822069297.065046,11266234918.42933,20976758430.80787
2065,12964975844.02845,9759358864.05635,11201444154.374388,21579465284.16337
2066,12531610326.561983,9467110533.207375,10749356844.813583,19728686283.682343
2067,12000425469.720394,9181651493.523615,10575628516.292177,18934100502.260117
2068,11667691919.372232,9114322294.889257,10350337412.433014,18558542032.170994
2069,11662898588.061144,8925680593.580603,10155164334.69393,17375565596.903843
2070,11037112416.012016,8890736107.75263,9985325326.853416,17046819115.808504
2071,11122759657.497404,8847240953.406788,9760352634.425962,17273257624.052975
2072,10701419282.255245,8464161146.111223,9632816675.005657,17539441685.397873
2073,11083245007.4773,8139026373.190951,9769337850.880842,18117957833.91388
2074,11138035325.590656,7633060911.573643,9753008208.202217,18037027000.282043
2075,10830846045.233849,7528693736.391807,9572691166.072243,18117311850.764328
2076,10448330580.367548,7370617189.840461,8554278362.605846,18412348236.400208
2077,10140051871.977398,7418322969.57822,8572440846.293958,19054841972.59493
2078,9484365312.86847,6998715052.397581,8620923721.122427,18931012520.84492
2079,8965128271.172352,6945525722.975627,8778675435.212667,18828884069.913692
2080,8787197908.857805,7158519867.505743,8900766631.479218,18776568408.80257
2081,9001478754.457682,7198797688.066745,8689849516.046713,18418457834.717026
2082,9402549347.27817,7261700114.670499,9190036576.41821,19439880729.592987
2083,9463979752.607206,7075034708.957306,9276320479.727852,19098607905.90936
2084,9155159221.191685,6971494005.689233,9147859937.586365,18161380243.252068
2085,9241992877.890575,6811352608.611098,8766962619.515684,18413162069.017094
2086,9100606614.054615,6883574668.367206,8536558755.835683,18345654401.24479
2087,8712607974.573137,6623599346.140658,8601147779.52987,17925275752.989994
2088,8573557912.326385,6522017144.134135,8359007352.630534,17650946317.17669
2089,8407941353.464849,6750255790.137799,8240123176.923523,17100486971.529953
2090,8270545269.768956,6725204260.922309,8287719753.302656,16568609814.627047
2091,8082523334.959518,6617427888.070375,8513797519.221717,16404510212.903114
2092,7823619820.1977625,6570705347.840192,8867429262.173353,16145778068.767773
2093,8174212332.517915,6526622657.925634,8982240346.465603,15802912610.581076
2094,8056343181.856684,6334552653.658794,8794555073.763596,15698855552.097456
2095,7963643184.046373,6264175198.564683,9047392799.544596,15495470825.34679
2096,8022805759.152889,6276884519.512768,8839022644.85549,15450663036.97941
2097,8139686901.529032,6364592898.377812,9242538756.452347,15708459053.845684
2098,8444022067.734342,6351808013.935329,9092291036.326412,15428803083.843071
2099,8564046615.204031,6420009657.75156,9435988661.755402,15024545119.09709
2100,8393488157.499095,6336284347.476737,9617678599.398746,15182808462.051958
2101,8362625157.422465,6123173928.210976,9491384404.494192,14077305840.980322
2102,8593441005.401114,5983762157.878807,9336985149.2936,13871984485.702932
2103,8696068124.822058,6288178336.176139,9543045172.318829,13746172379.828978
2104,8645587253.693645,6637356934.152175,9605557245.706205,13344563002.340855
2105,8454243842.562098,6605317177.459463,9675855991.167824,12650273427.93781
2106,8526722004.802713,6569324447.659642,9541596289.162586,12223321966.78525
2107,8313297738.897251,6763937421.580864,9659078449.814922,12241493476.728577
2108,8409603875.902121,6709609795.861734,9574212282.425276,12915637342.88595
2109,8427324974.75716,6687975452.984923,9513061041.721989,13373945099.688297
2110,8304999025.454284,6680707601.491965,9511764581.915564,13113152608.030458
2111,8584128070.293654,6804831097.637706,9555278226.762367,13114965001.900629
2112,8788300703.460957,6734357696.711562,10066839338.209427,12990458177.150274
2113,8843352373.470896,7085458663.8037815,10328690347.877556,12897160447.81697
2114,8718596099.452366,7184732191.828018,10380170594.242552,13580363402.216024
2115,8624210411.263084,7001867054.360996,10384976031.39285,13522390110.879694
2116,8731537923.125233,7044736988.977145,10422748069.808796,13628087728.841404
2117,8504082391.857368,7280721548.79505,10247653402.216635,13593946650.420156
2118,8234222776.221483,7511903141.457452,10200904650.513218,13365579166.699362
2119,8200916154.184336,7818552130.915425,10278722763.810432,13076669098.555824
2120,8132422410.419504,7884903891.390976,10232666556.022093,13878960763.812683
2121,7831797062.884547,7757777393.9960165,10192026762.170666,14528029262.76966
2122,8128131996.941703,7683715118.894296,10452230106.429028,14497318680.35421
2123,8146729024.227713,7969519213.053742,10639888445.251408,15153591763.755613
2124,7924680103.794814,8040851945.643334,10636776664.226383,15131710964.278725
2125,7844892148.773215,7911007275.739384,10456066184.753021,14944273497.152594
2126,7841925654.060018,8015782952.478416,10356241204.882881,14485794708.608582
2127,7941630416.601721,8064321311.486183,9969433634.106833,14219035991.628405
2128,8205280549.644594,8154586063.960468,9663538201.189423,14251224660.774826
