time,MRI-ESM2-0,IPSL-CM6A-LR,CANESM5,CESM2-WACCM
2032.0,2654766400000.0,2841968600000.0,2403460000000.0,2694368000000.0
2033.0,2607869900000.0,2796841900000.0,2343536400000.0,2653316000000.0
2034.0,2566028500000.0,2747567400000.0,2284263300000.0,2629368500000.0
2035.0,2522462000000.0,2705321400000.0,2214267200000.0,2600613700000.0
2036.0,2474931400000.0,2670649000000.0,2165845300000.0,2568103000000.0
2037.0,2430516300000.0,2645248400000.0,2092260900000.0,2537981000000.0
2038.0,2378037700000.0,2622202600000.0,2029612600000.0,2498206400000.0
2039.0,2309780100000.0,2575951000000.0,1955848800000.0,2449418700000.0
2040.0,2269101000000.0,2534918000000.0,1910165500000.0,2398224000000.0
2041.0,2219054700000.0,2473861600000.0,1843566500000.0,2350453400000.0
2042.0,2175239600000.0,2440856900000.0,1785061300000.0,2296078400000.0
2043.0,2114312500000.0,2402052000000.0,1713509400000.0,2248509500000.0
2044.0,2051842400000.0,2337534400000.0,1650049300000.0,2209036600000.0
2045.0,2007461500000.0,2270032800000.0,1589231200000.0,2148930200000.0
2046.0,1956743100000.0,2187394200000.0,1525424500000.0,2091082600000.0
2047.0,1915594000000.0,2120918500000.0,1470880300000.0,2068581200000.0
2048.0,1862356600000.0,2056088300000.0,1419222200000.0,2022799800000.0
2049.0,1818608500000.0,2007858300000.0,1358934200000.0,1986578100000.0
2050.0,1768116600000.0,1949194000000.0,1306127800000.0,1944989600000.0
2051.0,1726843500000.0,1885810500000.0,1267477900000.0,1900722500000.0
2052.0,1684732100000.0,1847077600000.0,1216047100000.0,1860630900000.0
2053.0,1645070000000.0,1791489200000.0,1170755000000.0,1827138600000.0
2054.0,1608713100000.0,1741139900000.0,1124057100000.0,1787624600000.0
2055.0,1570399200000.0,1693557300000.0,1084820700000.0,1762332200000.0
2056.0,1530627000000.0,1652396500000.0,1040137060000.0,1730985600000.0
2057.0,1496373800000.0,1608203600000.0,998336200000.0,1690837500000.0
2058.0,1465397300000.0,1569497300000.0,964823800000.0,1666731500000.0
2059.0,1436731700000.0,1528512000000.0,923374700000.0,1629067000000.0
2060.0,1403867900000.0,1476407500000.0,891987500000.0,1592649400000.0
2061.0,1374830100000.0,1440400300000.0,865731100000.0,1564645500000.0
2062.0,1350206500000.0,1399463200000.0,837102800000.0,1540771500000.0
2063.0,1333242000000.0,1363807000000.0,806698400000.0,1516530000000.0
2064.0,1311602600000.0,1334024100000.0,778208150000.0,1491369100000.0
2065.0,1290386800000.0,1298033300000.0,751852450000.0,1462820800000.0
2066.0,1270859000000.0,1268720600000.0,730596250000.0,1427834300000.0
2067.0,1259002500000.0,1241273500000.0,706867500000.0,1400166200000.0
2068.0,1239540600000.0,1219375700000.0,680938440000.0,1376160600000.0
2069.0,1218573500000.0,1196765000000.0,653555860000.0,1352335900000.0
2070.0,1204735600000.0,1177156500000.0,631265700000.0,1334018600000.0
2071.0,1186460700000.0,1151966600000.0,617290100000.0,1317428900000.0
2072.0,1170720200000.0,1130786000000.0,599905300000.0,1296856000000.0
2073.0,1155212800000.0,1111981300000.0,584046300000.0,1286945800000.0
2074.0,1143961200000.0,1094976860000.0,570332740000.0,1270543400000.0
2075.0,1130888800000.0,1077864560000.0,553644850000.0,1270786800000.0
2076.0,1115523900000.0,1063678800000.0,540508620000.0,1247968200000.0
2077.0,1110628800000.0,1047716200000.0,531549260000.0,1235488500000.0
2078.0,1103721900000.0,1028120200000.0,525015320000.0,1223505700000.0
2079.0,1098343000000.0,1012244700000.0,513203800000.0,1209686700000.0
2080.0,1090601550000.0,996962700000.0,500398980000.0,1202178000000.0
2081.0,1082428400000.0,980079500000.0,489678440000.0,1200230100000.0
2082.0,1075631500000.0,962129200000.0,479599660000.0,1204912400000.0
2083.0,1068602900000.0,950119200000.0,474942050000.0,1202019000000.0
2084.0,1060066000000.0,936756640000.0,473458250000.0,1198737000000.0
2085.0,1054842360000.0,918877800000.0,467815600000.0,1191307000000.0
2086.0,1047774300000.0,908595040000.0,463153730000.0,1181811200000.0
2087.0,1039707600000.0,895832300000.0,460798430000.0,1177678400000.0
2088.0,1042243260000.0,885517060000.0,460825900000.0,1174772800000.0
2089.0,1040937600000.0,874297750000.0,459625700000.0,1174163200000.0
2090.0,1037391300000.0,867310960000.0,455062600000.0,1171369800000.0
2091.0,1033167000000.0,860815360000.0,449681460000.0,1167260400000.0
2092.0,1032250460000.0,853440660000.0,447594820000.0,1163954200000.0
2093.0,1028535900000.0,843016400000.0,444355350000.0,1164108400000.0
2094.0,1026574700000.0,837638000000.0,440624700000.0,1161935800000.0
2095.0,1028248200000.0,829447140000.0,438421230000.0,1160283400000.0
2096.0,1028694340000.0,823546300000.0,435974370000.0,1154545200000.0
2097.0,1016826400000.0,814839040000.0,434012000000.0,1148887600000.0
2098.0,1014971700000.0,811715600000.0,433873350000.0,1135722200000.0
2099.0,1015042300000.0,809026400000.0,434483820000.0,1129890700000.0
2100.0,1020207240000.0,807360660000.0,434081530000.0,1128202000000.0
2101.0,1026761800000.0,803587360000.0,433640770000.0,1138089500000.0
2102.0,1025811150000.0,803029840000.0,434087260000.0,1131245000000.0
2103.0,1027581940000.0,796559900000.0,436788130000.0,1118600200000.0
2104.0,1036100960000.0,793375100000.0,440267800000.0,1107245700000.0
2105.0,1036998150000.0,792198450000.0,440216300000.0,1103116800000.0
2106.0,1037670900000.0,791022200000.0,437219100000.0,1107744900000.0
2107.0,1044478200000.0,788027340000.0,436829800000.0,1099191700000.0
2108.0,1043964100000.0,784847700000.0,439774150000.0,1100476800000.0
2109.0,1048050800000.0,780952300000.0,442311280000.0,1098997040000.0
2110.0,1059456600000.0,778826150000.0,441249820000.0,1107523500000.0
2111.0,1066311100000.0,773634100000.0,441008260000.0,1106670000000.0
2112.0,1067885900000.0,769363940000.0,438516000000.0,1116472700000.0
2113.0,1078124000000.0,766742600000.0,436615000000.0,1126459500000.0
2114.0,1083506700000.0,763300700000.0,438077000000.0,1129597200000.0
2115.0,1087997300000.0,761743930000.0,440766270000.0,1131593100000.0
2116.0,1098880250000.0,765496400000.0,440296100000.0,1128661300000.0
2117.0,1102417400000.0,762997830000.0,443222460000.0,1139860600000.0
2118.0,1107509000000.0,761408000000.0,447815350000.0,1139522000000.0
2119.0,1110215500000.0,768009440000.0,453635400000.0,1155805000000.0
2120.0,1117636300000.0,767732000000.0,456257270000.0,1158620800000.0
2121.0,1115206600000.0,768824600000.0,461581900000.0,1159920700000.0
2122.0,1126320000000.0,770009000000.0,462296300000.0,1166414200000.0
2123.0,1131543700000.0,774290900000.0,465390300000.0,1167322500000.0
2124.0,1143902700000.0,774798800000.0,467813800000.0,1176543300000.0
2125.0,1147856400000.0,783489960000.0,467623480000.0,1192496700000.0
2126.0,1162854100000.0,786385860000.0,468673560000.0,1189381000000.0
2127.0,1173915600000.0,784621900000.0,479794000000.0,1193577500000.0
2128.0,1188500600000.0,784411900000.0,490653800000.0,1210704200000.0
2129.0,1195875400000.0,781606260000.0,488072700000.0,1218721000000.0
2130.0,1206923600000.0,780580300000.0,492518470000.0,1214792900000.0
2131.0,1211513000000.0,779646700000.0,497119260000.0,1216963300000.0
2132.0,1223415000000.0,779975700000.0,499061000000.0,1217873700000.0
2133.0,1246889600000.0,778706600000.0,501073900000.0,1227176300000.0
2134.0,1250641400000.0,780076250000.0,507189460000.0,1234933100000.0
2135.0,1260186800000.0,781433800000.0,513301540000.0,1237500800000.0
2136.0,1270972400000.0,780150240000.0,517115400000.0,1238264600000.0
2137.0,1288198300000.0,777189060000.0,523488170000.0,1241366800000.0
2138.0,1299263300000.0,776306900000.0,527965160000.0,1258966000000.0
2139.0,1312670400000.0,772544460000.0,533877700000.0,1258687400000.0
2140.0,1327936400000.0,769118000000.0,539773830000.0,1265712800000.0
2141.0,1346963800000.0,768629540000.0,543559420000.0,1277988700000.0
2142.0,1359514700000.0,773668800000.0,549387500000.0,1291639300000.0
2143.0,1379275100000.0,771619360000.0,555296100000.0,1292264900000.0
2144.0,1391982500000.0,772215000000.0,562381060000.0,1307355500000.0
2145.0,1399435000000.0,774160900000.0,561386160000.0,1310695100000.0
2146.0,1418923300000.0,770661150000.0,567685350000.0,1319929900000.0
2147.0,1430652300000.0,769944850000.0,570800800000.0,1324529000000.0
2148.0,1441769000000.0,770671700000.0,571908800000.0,1331508400000.0
2149.0,1445786400000.0,771819100000.0,581830200000.0,1340017200000.0
2150.0,1456081600000.0,776682200000.0,588520200000.0,1356008700000.0
2151.0,1476950200000.0,779666600000.0,593770900000.0,1378129800000.0
2152.0,1489181600000.0,778647500000.0,595914900000.0,1376161900000.0
2153.0,1492150300000.0,776140100000.0,606928240000.0,1380614500000.0
2154.0,1503935900000.0,772419350000.0,613153050000.0,1389068800000.0
2155.0,1517446200000.0,770523800000.0,614517200000.0,1403565200000.0
2156.0,1533820900000.0,770085500000.0,621908300000.0,1414480700000.0
2157.0,1545821400000.0,771341700000.0,626245570000.0,1417659400000.0
2158.0,1557375100000.0,775195500000.0,631342960000.0,1429689200000.0
2159.0,1570497000000.0,776422160000.0,634955200000.0,1437948300000.0
2160.0,1579724200000.0,777519800000.0,640869700000.0,1441083200000.0
2161.0,1585983100000.0,777269400000.0,645851500000.0,1450113600000.0
2162.0,1607721300000.0,778162500000.0,653011850000.0,1464240600000.0
2163.0,1614414200000.0,778387260000.0,654509340000.0,1475135900000.0
2164.0,1621208900000.0,778763000000.0,660302860000.0,1479069700000.0
2165.0,1640137100000.0,778938160000.0,664043650000.0,1488575400000.0
2166.0,1657033500000.0,776746430000.0,665845600000.0,1501771600000.0
2167.0,1671680500000.0,777443300000.0,666788400000.0,1501851800000.0
2168.0,1682812200000.0,779210800000.0,675286000000.0,1519561000000.0
2169.0,1704031000000.0,779463360000.0,682740940000.0,1519787400000.0
2170.0,1702060800000.0,785693340000.0,692647900000.0,1538072800000.0
2171.0,1716814700000.0,785234500000.0,690063340000.0,1543074500000.0
2172.0,1732204700000.0,782902700000.0,688754300000.0,1542353000000.0
2173.0,1746645400000.0,784943400000.0,685308640000.0,1560553300000.0
2174.0,1770605500000.0,784781000000.0,692052030000.0,1569837200000.0
2175.0,1777964000000.0,787868700000.0,695042640000.0,1576363400000.0
2176.0,1796111900000.0,790781760000.0,697599800000.0,1583731600000.0
2177.0,1803292900000.0,791165900000.0,706008700000.0,1582800800000.0
2178.0,1821682200000.0,793735400000.0,712533800000.0,1581714900000.0
2179.0,1828436800000.0,792585300000.0,722771800000.0,1589242200000.0
2180.0,1851749000000.0,795133900000.0,717673600000.0,1598123300000.0
2181.0,1870646200000.0,798269400000.0,719256940000.0,1601659700000.0
2182.0,1878383100000.0,795975100000.0,720185000000.0,1599335600000.0
2183.0,1875032000000.0,800672060000.0,724182700000.0,1609033300000.0
2184.0,1891015700000.0,803610600000.0,725526700000.0,1612661100000.0
2185.0,1905665400000.0,810205300000.0,723826400000.0,1615268800000.0
2186.0,1913460200000.0,808230650000.0,728808600000.0,1624254200000.0
2187.0,1930232500000.0,808499940000.0,729510840000.0,1621222900000.0
2188.0,1948298600000.0,807878400000.0,735361400000.0,1626630000000.0
2189.0,1959815200000.0,810396500000.0,742515740000.0,1640190200000.0
2190.0,1979948300000.0,810185200000.0,751424000000.0,1641474400000.0
2191.0,1990835400000.0,814648500000.0,759530400000.0,1640778700000.0
2192.0,1988835700000.0,814776840000.0,757240200000.0,1646645500000.0
2193.0,2013161200000.0,815430100000.0,757568200000.0,1657776600000.0
2194.0,2033912900000.0,818443450000.0,758991400000.0,1656355800000.0
2195.0,2040326900000.0,820725550000.0,762704000000.0,1647335000000.0
2196.0,2062016000000.0,818770100000.0,764545340000.0,1655144600000.0
2197.0,2075077600000.0,817244540000.0,770584200000.0,1655939000000.0
2198.0,2084615700000.0,819968800000.0,772204270000.0,1652777800000.0
2199.0,2097807000000.0,822401430000.0,772904260000.0,1686003500000.0
2200.0,2101385100000.0,823442800000.0,777473800000.0,1698020600000.0
2201.0,2106163000000.0,829624350000.0,776526700000.0,1706942300000.0
2202.0,2112593500000.0,830351200000.0,772960800000.0,1701971100000.0
2203.0,2122299700000.0,830638900000.0,774368260000.0,1689715600000.0
2204.0,2127999800000.0,829706140000.0,775927500000.0,1673947100000.0
2205.0,2148435200000.0,828845600000.0,771435460000.0,1677684400000.0
2206.0,2161898200000.0,826183060000.0,769723900000.0,1669921000000.0
2207.0,2174441200000.0,830313860000.0,770502950000.0,1658788800000.0
2208.0,2190542800000.0,835348300000.0,777260600000.0,1658221900000.0
2209.0,2201480900000.0,836093350000.0,784146960000.0,1649078700000.0
2210.0,2214107800000.0,840613100000.0,782993460000.0,1655388800000.0
2211.0,2217803300000.0,844161900000.0,782651360000.0,1664820200000.0
2212.0,2227507000000.0,844956700000.0,784566600000.0,1667236800000.0
2213.0,2242484000000.0,848538000000.0,788459000000.0,1661537400000.0
2214.0,2256663000000.0,852296800000.0,786460100000.0,1646805900000.0
2215.0,2268624300000.0,855161630000.0,789285900000.0,1645563900000.0
2216.0,2283729600000.0,858178700000.0,792173200000.0,1644145300000.0
2217.0,2294587300000.0,858237240000.0,794936200000.0,1644424500000.0
2218.0,2301791800000.0,857196800000.0,798029800000.0,1641289600000.0
2219.0,2317635600000.0,855655650000.0,798998900000.0,1630671500000.0
2220.0,2335844600000.0,857612000000.0,799560200000.0,1620776800000.0
2221.0,2346888700000.0,861502000000.0,797829200000.0,1623489200000.0
2222.0,2352973000000.0,863827850000.0,804318900000.0,1618814200000.0
2223.0,2368781700000.0,866059400000.0,813727500000.0,1623809500000.0
2224.0,2386003800000.0,867305900000.0,817787960000.0,1616143600000.0
2225.0,2391617600000.0,873008500000.0,818699440000.0,1611973700000.0
2226.0,2404947300000.0,874669500000.0,820407000000.0,1606798400000.0
2227.0,2429165500000.0,876255400000.0,823249200000.0,1614595100000.0
2228.0,2427983000000.0,879681340000.0,828197770000.0,1625955900000.0
2229.0,2432347700000.0,880639600000.0,828174700000.0,1637821300000.0
2230.0,2450657000000.0,879929000000.0,827828140000.0,1626220300000.0
2231.0,2466646000000.0,879788800000.0,834752100000.0,1611053700000.0
2232.0,2480450300000.0,881011100000.0,834907140000.0,1604233000000.0
2233.0,2497131600000.0,883197900000.0,836731540000.0,1604663400000.0
2234.0,2504791200000.0,883144400000.0,837895700000.0,1598092000000.0
2235.0,2518445200000.0,884237000000.0,836159100000.0,1590426500000.0
2236.0,2528470600000.0,884443700000.0,833962840000.0,1603188600000.0
2237.0,2529912200000.0,883798800000.0,835146500000.0,1614922400000.0
2238.0,2543563000000.0,880803050000.0,835780200000.0,1604334000000.0
2239.0,2554274300000.0,876669400000.0,835717200000.0,1584092200000.0
2240.0,2567375000000.0,874461200000.0,834885500000.0,1611264600000.0
2241.0,2593158300000.0,873446050000.0,846395300000.0,1600997800000.0
2242.0,2598806500000.0,876941800000.0,847661700000.0,1601078700000.0
2243.0,2595529400000.0,871852150000.0,853264900000.0,1591962600000.0
2244.0,2593501700000.0,870436240000.0,858719800000.0,1582300100000.0
2245.0,2589401300000.0,871390000000.0,871566300000.0,1583196100000.0
2246.0,2606749500000.0,869359500000.0,876654500000.0,1577506600000.0
2247.0,2626469000000.0,871099000000.0,879711600000.0,1581762300000.0
2248.0,2643022000000.0,866675700000.0,881710500000.0,1567132000000.0
2249.0,2643645000000.0,869391800000.0,887825900000.0,1547452500000.0
2250.0,2667849400000.0,871183300000.0,889127240000.0,1529772900000.0
2251.0,2687867800000.0,871647500000.0,897982330000.0,1532809700000.0
2252.0,2694624300000.0,875464100000.0,903030200000.0,1537400900000.0
2253.0,2710695800000.0,875947160000.0,908329800000.0,1531517900000.0
2254.0,2730090300000.0,873594600000.0,919604900000.0,1526615200000.0
2255.0,2735396600000.0,869648000000.0,929618400000.0,1507584100000.0
2256.0,2745664300000.0,871652300000.0,930426060000.0,1514378800000.0
2257.0,2755076000000.0,875925000000.0,932084100000.0,1505541200000.0
2258.0,2751686200000.0,874063460000.0,944527500000.0,1515121900000.0
2259.0,2749256200000.0,877196600000.0,953035000000.0,1510947700000.0
2260.0,2762635000000.0,878099800000.0,958588600000.0,1502740300000.0
2261.0,2761142600000.0,872541800000.0,963433100000.0,1496196600000.0
2262.0,2787150000000.0,870857200000.0,964462600000.0,1495580000000.0
2263.0,2793683600000.0,871198900000.0,967175000000.0,1485256500000.0
2264.0,2798713300000.0,868915100000.0,967334760000.0,1480023300000.0
2265.0,2806956700000.0,870486640000.0,975206400000.0,1475018900000.0
2266.0,2814841700000.0,871723100000.0,983441740000.0,1459573400000.0
2267.0,2819436000000.0,871317000000.0,988688550000.0,1444877200000.0
2268.0,2836265400000.0,866956100000.0,988142200000.0,1434771000000.0
2269.0,2847566000000.0,869591000000.0,991970900000.0,1435086500000.0
2270.0,2853011000000.0,870108000000.0,993039750000.0,1426003900000.0
2271.0,2870282000000.0,875643900000.0,996385100000.0,1424993200000.0
2272.0,2879003600000.0,883236140000.0,1007150100000.0,1421179200000.0
2273.0,2880274000000.0,884298200000.0,1010549260000.0,1414717200000.0
2274.0,2904315000000.0,882805100000.0,1018047300000.0,1417349000000.0
2275.0,2907866400000.0,878115300000.0,1017941260000.0,1417685800000.0
2276.0,2923475000000.0,875726800000.0,1018652850000.0,1412654600000.0
2277.0,2930183000000.0,876228250000.0,1018834450000.0,1414097400000.0
2278.0,2940643300000.0,877844960000.0,1018464600000.0,1408840000000.0
2279.0,2953181400000.0,880546550000.0,1019578900000.0,1399208400000.0
2280.0,2954021600000.0,881425400000.0,1025467100000.0,1393423800000.0
2281.0,2960296000000.0,881681000000.0,1028305300000.0,1391191900000.0
2282.0,2983304600000.0,880499160000.0,1033034660000.0,1382342200000.0
2283.0,2990387000000.0,881824760000.0,1038745600000.0,1381095400000.0
2284.0,2999950500000.0,882783700000.0,1049177300000.0,1378662200000.0
2285.0,3000842600000.0,885229750000.0,1055423100000.0,1370538100000.0
2286.0,2999748100000.0,884269500000.0,1058607200000.0,1382548800000.0
2287.0,2996386400000.0,885214700000.0,1052858300000.0,1379479800000.0
2288.0,2982634600000.0,882639000000.0,1052794500000.0,1376952900000.0
2289.0,2990577800000.0,886917700000.0,1055557350000.0,1387334100000.0
2290.0,3004218200000.0,889656700000.0,1057322100000.0,1378221700000.0
2291.0,3007801700000.0,892715660000.0,1065987870000.0,1372747900000.0
2292.0,3017950000000.0,896901200000.0,1077048300000.0,1372764200000.0
2293.0,3029865000000.0,898457000000.0,1086776400000.0,1369389000000.0
2294.0,3032997000000.0,900226900000.0,1081702000000.0,1374511200000.0
2295.0,3018529200000.0,902601700000.0,1084120700000.0,1366802000000.0
2296.0,3016768600000.0,904387100000.0,1094449600000.0,1356001700000.0
2297.0,3014083500000.0,908100000000.0,1090823500000.0,1347618000000.0
2298.0,3024755000000.0,909579100000.0,1087430460000.0,1336556800000.0
2299.0,3031948000000.0,910043200000.0,1093239700000.0,1326751200000.0
2300.0,3031482500000.0,914277300000.0,1098273400000.0,1321014500000.0
