time,CESM2-WACCM,MRI-ESM2-0,CANESM5,IPSL-CM6A-LR,ACCESS-CM2,ACCESS-ESM1-5
2286.0,1674164700000.0,2937276600000.0,1112444000000.0,1059641560000.0,694193200000.0,892689500000.0
2287.0,1679958000000.0,2946770000000.0,1106113900000.0,1060058100000.0,693615660000.0,895151400000.0
2288.0,1674904100000.0,2955775800000.0,1109686700000.0,1060627600000.0,696538370000.0,894930400000.0
2289.0,1673134600000.0,2962611500000.0,1116485800000.0,1059922600000.0,694028200000.0,895147840000.0
2290.0,1690498000000.0,2960118500000.0,1119401400000.0,1065072800000.0,696684050000.0,896021300000.0
2291.0,1677737200000.0,2962659700000.0,1118495200000.0,1064099600000.0,695302500000.0,896766050000.0
2292.0,1680746000000.0,2963243300000.0,1114602300000.0,1064384100000.0,694558460000.0,895641850000.0
2293.0,1689996200000.0,2960127000000.0,1118608800000.0,1064196900000.0,692295600000.0,900283760000.0
2294.0,1694744000000.0,2975906000000.0,1119332100000.0,1066402500000.0,689018960000.0,908653360000.0
2295.0,1682404500000.0,2997342700000.0,1113338000000.0,1069947000000.0,688796500000.0,914069850000.0
2296.0,1667154700000.0,3015857000000.0,1118709700000.0,1072362200000.0,689893400000.0,913865000000.0
2297.0,1672370700000.0,3016588300000.0,1120846200000.0,1072717500000.0,687690600000.0,910615400000.0
2298.0,1683776100000.0,3029068400000.0,1120447800000.0,1076588050000.0,689428600000.0,909754100000.0
2299.0,1686520300000.0,3045946300000.0,1112073400000.0,1074649240000.0,689505600000.0,912145100000.0
2300.0,1672368400000.0,3055561000000.0,1117935100000.0,1068884560000.0,686445360000.0,919961140000.0
