time,CESM2-WACCM,CanESM5,IPSL-CM6A-LR,MRI-ESM2-0
2000,19397068179680.883,19397068179680.883,19397068179680.883,19397068179680.883
2001,19206800592629.96,19327642999435.793,19271872530078.91,19332666530152.484
2002,19007027046400.17,19246573702508.72,19184021906568.836,19219893947503.45
2003,18955307513124.13,19194344235071.2,19143861435033.72,19178094475171.48
2004,18914946962929.1,19132831099173.535,19090502253629.23,19154272652652.832
2005,18858928916105.1,19092508000786.387,19023151060275.64,19045130865684.08
2006,18779236386366.293,19026939477706.836,18899878774708.484,18905316424148.64
2007,18759913891852.895,18997650789666.992,18811825085955.234,18754853940530.62
2008,18718827298145.4,18967269533489.094,18800484221570.715,18604067658979.168
2009,18618234934899.457,18928496912313.52,18723053611596.473,18465705821409.95
2010,18576040893657.098,18758911875477.73,18546912453842.066,18309644353197.445
2011,18492153339461.773,18595740960965.625,18437361175770.64,18225918011683.02
2012,18341190651398.297,18477708161547.67,18291802461320.906,18149035591382.355
2013,18198044696547.535,18310091179796.008,18200174916752.633,18073661486421.473
2014,18077981505131.777,18134563005887.867,18098487588764.49,17976342625106.504
2015,17974556362277.203,18009918727137.473,18022395131276.293,17926730475640.62
2016,17844515121298.77,17855835601227.984,17912162205831.4,17788681988162.695
2017,17708129914750.08,17824934190635.93,17750534560392.734,17669750153173.05
2018,17533038426879.654,17603727565325.125,17561307941243.74,17538125494159.64
2019,17413075290716.117,17424276318986.844,17407957694555.193,17404561373076.404
2020,17239258382073.877,17301494172921.174,17281660502726.664,17338646622119.818
2021,17088832775820.65,17137008424698.973,17152983101737.383,17244850241796.854
2022,16818768915167.172,17060352507012.93,16957526357640.082,17163628850557.951
2023,16615931485954.143,16910928737533.441,16835609473932.344,16980180830928.248
2024,16455327499076.396,16758788654711.545,16705378836292.389,16834288112014.164
2025,16256182265458.377,16678936205472.545,16523616107921.797,16651074480616.045
2026,16034224492830.06,16612923251876.664,16393211797504.758,16521725440048.162
2027,15781089173698.875,16479399496084.19,16295637466058.03,16403875164528.984
2028,15503465887647.291,16374490976450.14,16116055535242.602,16325161670940.69
2029,15338811835731.682,16196897484949.723,15880655451595.107,16163421693993.42
2030,15217866288780.867,16041574859135.738,15649057095268.91,16090411591021.111
2031,15086671651669.568,15878684468510.385,15347930134005.922,15836774838960.785
2032,14957639893059.35,15660477269854.139,15210957278576.473,15658253868262.633
2033,14811916900648.34,15529999452203.09,15100054806069.936,15494836106292.076
2034,14597267516047.537,15328782338593.307,14977576496847.516,15408350231471.88
2035,14363615998189.852,15179878808446.564,14867079381087.195,15347955645645.805
2036,14200452859121.004,15010335666014.473,14713484163388.268,15231028306716.475
2037,13986505047051.398,14800543682162.6,14552064311508.828,15089802466917.998
2038,13729705140079.371,14672167823237.027,14333843210806.438,14841987520136.4
2039,13569135054194.328,14538939391467.232,14175317660748.643,14621546475612.842
2040,13470102741292.406,14301322082140.092,13974524075295.1,14377412571836.154
2041,13241842428866.197,14119730857585.705,13770559224808.518,14157902360055.486
2042,12968537225994.475,13873009084739.318,13540863395308.457,13930460908445.873
2043,12786178812319.082,13698402602588.51,13264640942459.176,13761875093584.635
2044,12554629552496.225,13528532044380.81,13069739655820.957,13623237086691.115
2045,12328864613198.408,13383245556202.832,12837007272095.904,13432349733930.043
2046,12119029067423.945,13175464645605.002,12608266352827.777,13345808806096.312
2047,11894651894207.633,12993463304145.975,12426783861862.986,13192240539706.426
2048,11642771787245.488,12805846535483.39,12315091746045.4,13034441488414.658
2049,11405557271306.713,12706630006388.453,12091640194263.03,12920118691651.582
2050,11229426366957.762,12552631497391.914,11836220437580.904,12669284690030.816
2051,11029888983101.338,12391952963232.207,11648456274300.922,12494072664345.066
2052,10744428550662.969,12166734011475.51,11439142899234.03,12427098697297.844
2053,10489007965437.035,11966409063527.441,11336353581982.219,12304356711044.04
2054,10310810219320.28,11857872627855.066,11174610450580.785,12164030679401.643
2055,10081170838409.248,11672688598749.307,10958559232922.498,12007501877921.639
2056,9803160208976.342,11518371490534.191,10774360840516.955,11862202055995.01
2057,9512091204498.986,11334770976154.885,10623948965994.074,11705123341015.129
2058,9270552306680.117,11100661137156.44,10381568151663.04,11548778341463.908
2059,9087877325669.012,10856907924513.684,10187010752483.268,11432483127496.09
2060,8931745072275.7,10588303245402.225,10062235278894.168,11315308600881.787
2061,8755915196943.498,10421149347617.396,9908724199915.451,11178788889116.842
2062,8553445833583.524,10243652281585.117,9730769466659.62,11058817095309.377
2063,8384677207317.136,10011653661165.678,9539713234732.965,10949917059472.287
2064,8215378388346.364,9826914150437.965,9433567079611.918,10791258187156.281
2065,8064844683586.364,9671041618930.139,9269384151245.38,10701492622398.582
2066,7942945709336.9375,9492769394438.52,9163606765783.014,10625226565896.535
2067,7830225165704.007,9365059033805.768,9086301768162.912,10495306307793.84
2068,7720981476910.613,9246040397617.611,8963445502897.31,10443237846139.533
2069,7553168199207.591,9103897838806.39,8800469274831.57,10358557482134.281
2070,7433644076338.255,8953043841140.293,8726713723118.056,10321622602253.938
2071,7294829758841.397,8823898798933.672,8652819876700.543,10239411404809.451
2072,7175087437050.549,8704003293250.443,8489757532312.38,10085824354257.326
2073,7010890442033.289,8589525673351.355,8385411266671.411,9993432321539.607
2074,6892088728252.953,8477764472040.683,8266598284970.08,9922813028318.27
2075,6803571339178.155,8365257711737.953,8121088324643.6875,9849514010576.377
2076,6721358031939.923,8215650405895.414,8017004113346.538,9757952680190.836
2077,6611538868426.91,8084129319990.513,7966524999260.492,9663178020102.834
2078,6502045094852.589,7985094897802.179,7896165773894.356,9591059017176.06
2079,6403781316321.146,7908257086043.337,7763967414850.824,9504167494885.66
2080,6301168762033.373,7855339133069.829,7704194067234.416,9380969635409.213
2081,6238577047051.92,7762181298157.082,7662089279575.293,9326780031075.518
2082,6162829607000.01,7699088657882.353,7548604670285.226,9214444487878.15
2083,6079412685547.499,7611264822894.76,7443744045455.648,9160543350905.285
2084,6029494617275.314,7517452588824.955,7391949356639.06,9123081901687.078
2085,5926564491731.401,7480850436331.49,7355143261085.62,9070794518165.184
2086,5873111813206.859,7450970416492.451,7310605148077.172,9033158493614.314
2087,5793773876904.895,7390839940418.038,7239065916850.346,8968844866491.62
2088,5692055016736.515,7262276610075.005,7166758346294.515,8913756569378.768
2089,5668474052178.893,7213027030127.626,7117125524461.452,8872052635488.826
2090,5646932775825.995,7156650220450.591,7079132663445.499,8867143772064.113
2091,5581287855990.951,7120375189629.376,7022056681540.814,8874348029143.639
2092,5534621605486.871,7098635289369.882,6961665068173.247,8833340816005.746
2093,5520423059097.193,7067616990910.328,6926017552076.4375,8801820646624.963
2094,5484865048812.639,7020987408793.796,6914784073329.764,8764087184266.912
2095,5447002322445.614,6969387578421.71,6855097300589.802,8753305012877.607
2096,5421603637952.164,6940725700797.331,6821820440523.119,8745346621514.209
2097,5394542644549.187,6937262789896.523,6818093326952.316,8724123782332.355
2098,5394179202254.209,6931525440430.048,6777374684052.378,8711631437550.922
2099,5369481058067.034,6899630967944.0,6736586096346.753,8698742419694.515
2100,5331068595969.434,6841301915065.565,6710721167041.115,8695916549959.05
2101,5320383931871.268,6802819376526.985,6662381770199.001,8694101207482.52
2102,5295148423116.718,6774377745810.716,6662918823241.144,8650380060091.05
2103,5301934618153.798,6737152626726.064,6638782859686.046,8639309880852.325
2104,5270043750510.827,6708421262116.156,6600722042660.346,8656713319741.91
2105,5229124253123.651,6683501211856.661,6576674655105.887,8647987725311.744
2106,5199984308577.979,6636425687224.109,6559661692033.943,8651324469769.419
2107,5202190088653.2,6623596160429.19,6537093608510.637,8682116662057.878
2108,5184793163929.175,6612032954846.232,6511644202022.468,8673711737020.519
2109,5176168902486.224,6590823387047.849,6470125479060.969,8692613364513.935
2110,5186355574330.629,6583671477950.341,6469107309639.138,8684137322200.218
2111,5200382853817.205,6569660974494.158,6441071098595.481,8685555449461.949
2112,5195301047057.486,6550445118460.569,6427270672614.393,8708167191916.034
2113,5184097917670.753,6543577696293.21,6421439730913.258,8683493301837.098
2114,5174795041862.618,6524387967660.218,6381194975966.421,8695506381039.204
2115,5172546030391.359,6510091356405.08,6363764169873.535,8686394096027.728
2116,5167900395387.112,6515294862237.171,6365033852216.822,8685387208005.779
2117,5159779494688.295,6523503949881.434,6374752484931.319,8692722835014.903
2118,5147275213734.936,6523002618170.655,6385958953671.482,8711490933746.68
2119,5155328489644.224,6512431407069.539,6374606805374.514,8733484067893.365
2120,5154445677629.402,6498647492340.767,6362817389243.428,8750299737228.72
2121,5163290623566.6,6483720148462.6,6366671164563.283,8712922853573.882
2122,5169035849431.122,6477330374351.442,6372423842615.554,8717253525368.793
2123,5172595395377.264,6487736135191.106,6372950143853.961,8728299574639.484
2124,5182063919866.634,6492042782143.481,6377702046702.135,8740506868071.44
2125,5145740465046.199,6476773195809.337,6381603869842.269,8734567394244.997
2126,5152985238973.809,6486146604043.557,6381026274675.434,8719062120543.232
2127,5126051232614.388,6476022933619.263,6398237204494.12,8744867145721.59
2128,5130330067131.895,6462876933993.009,6392959206218.81,8754808927063.871
2129,5116335336010.444,6492140321268.184,6402257460063.577,8795726339809.001
2130,5133935513697.994,6473409726089.364,6395824001954.755,8777580198369.421
2131,5114633738702.565,6467864080238.153,6376678207276.745,8828826262809.59
2132,5120509267793.908,6439472996429.961,6374356001006.041,8871510988457.05
2133,5120993000490.994,6435680754286.775,6372147859775.411,8867152789584.205
2134,5124009841020.673,6434449590832.219,6368663019726.409,8898803312536.354
2135,5135215453192.614,6443682641703.569,6342463856372.993,8940059502257.713
2136,5158079923081.056,6437321171986.03,6338277426048.639,8965766334226.2
2137,5173004851122.721,6435975726278.368,6351651628385.273,8991437396354.807
2138,5177611986572.664,6422880823213.681,6358468264477.583,8981389856299.2
2139,5161556533105.532,6424802624204.609,6351455784630.93,8995189146401.316
2140,5166905208350.3,6426642721868.164,6366267150656.517,9020999830231.377
2141,5157873170331.676,6413986227820.249,6371840435262.784,9044204235232.242
2142,5158099632175.701,6414082839038.748,6388930607203.228,9056610115497.406
2143,5139419716861.454,6408160833982.455,6380178429249.016,9076830839454.76
2144,5131231339066.958,6380258892104.235,6384672515124.505,9082606489708.393
2145,5148938996905.06,6370463055410.705,6401525084005.493,9107871204685.768
2146,5140340281728.71,6354523636477.158,6407721530181.549,9120122188410.018
2147,5137635633032.527,6338716775768.256,6406689882761.919,9122666230414.795
2148,5134009919000.134,6337278414234.276,6391052091092.291,9141736994107.719
2149,5167903421745.365,6352808911258.96,6384863438122.941,9132991731875.498
2150,5188377411879.877,6381493965341.201,6390609819098.529,9147559504260.68
2151,5190088346489.429,6377973952505.594,6402158568088.322,9148145504023.592
2152,5167756590471.396,6396002271602.444,6381528559842.774,9152317798993.797
2153,5158205740961.687,6405968215338.17,6372895906425.289,9162665932839.898
2154,5154456272678.981,6420237451090.042,6383061052705.848,9200072825169.787
2155,5156298719928.372,6411487814561.766,6380298941191.656,9214247708766.455
2156,5138904855929.324,6417145730149.931,6360215018451.522,9231825134723.07
2157,5150455925515.531,6419799129037.082,6356788067464.788,9242325145377.543
2158,5142125583766.139,6408046785082.151,6363921097377.315,9255258712631.873
2159,5147640803935.609,6385811226800.364,6367294391362.719,9269483628874.822
2160,5151838258841.587,6416433347229.882,6359589645887.123,9316451733324.102
2161,5149931055934.381,6408863251337.984,6365059902595.941,9352070846906.85
2162,5154925754643.236,6419115690380.269,6366125515667.839,9354901098850.586
2163,5166149454951.849,6423575191104.974,6373879710272.05,9371305416401.455
2164,5157011157062.797,6424104188031.743,6362608452462.134,9388988009347.861
2165,5163245934903.59,6411638684957.181,6367060041439.236,9402839763886.795
2166,5166648533942.436,6430628025820.03,6373371646406.436,9416650172487.64
2167,5171830900228.942,6436200993258.452,6380541185861.6,9450351520522.68
2168,5164087671823.844,6424760729864.652,6369123107395.574,9483067210835.268
2169,5158167263697.989,6437527586017.773,6380678906493.921,9497956216438.158
2170,5143513862524.457,6434875531553.0625,6375973042437.547,9549687780023.877
2171,5177869415128.151,6420372991410.499,6378869709416.376,9558117760632.03
2172,5162780515357.395,6418451171927.523,6370513476805.605,9574267208932.416
2173,5170144550693.298,6425329370652.698,6372697413995.815,9592046079224.111
2174,5155523048960.877,6425903937538.724,6382682471006.595,9610940988937.033
2175,5152361823044.363,6428500995055.527,6370198164958.72,9599055549834.656
2176,5124026201478.548,6428638272311.534,6354063643835.218,9648866832180.617
2177,5101999286442.805,6426871327951.409,6361484842052.152,9691551510704.68
2178,5145798526524.356,6416512557548.987,6358902034661.079,9723719396063.13
2179,5160774228099.338,6408859016809.198,6341641296943.998,9725758788839.232
2180,5152474636996.233,6393368614130.171,6353544952684.526,9732948758869.111
2181,5154755028518.48,6409524298650.653,6323570224297.879,9740308725523.592
2182,5160488385348.344,6437085579087.06,6331668364394.922,9771564916318.928
2183,5163156604651.069,6442720759135.198,6330839260628.795,9799211427651.037
2184,5172288207444.444,6466980826385.942,6324621583120.911,9793092439625.74
2185,5166489804023.466,6481835371243.402,6296143773953.18,9819676860759.332
2186,5174009514238.827,6484269491547.975,6277968361988.849,9874785664093.754
2187,5184367167578.106,6479204523838.732,6275836398939.444,9902599389385.521
2188,5188765690368.923,6472432444340.779,6290147117423.015,9934022738622.855
2189,5179694536699.366,6462437943983.354,6301593876961.785,9973652901955.844
2190,5195954251423.612,6466434486113.73,6304849976697.006,10016661509084.154
2191,5205363643060.086,6461877535330.68,6316497007155.623,10058929948445.68
2192,5206251253597.476,6463812425060.052,6334917906324.526,10101495608073.127
2193,5213066566215.903,6474511051424.86,6363700377041.269,10121527321164.371
2194,5206560474437.808,6479758254496.281,6373063003348.677,10124428037429.232
2195,5226424271484.079,6486090218842.491,6360987886982.249,10170005345800.484
2196,5217275069466.128,6486690406236.066,6382447457644.672,10233892870816.37
2197,5207987736973.587,6505207441439.948,6428731211669.529,10258789466675.629
2198,5228396883547.537,6512765808065.099,6452442420440.253,10256315839723.148
2199,5227430673322.413,6513947079952.386,6467275114814.322,10240593002001.945
2200,5213792429003.489,6496551501418.74,6486726832492.602,10237862404045.35
2201,5193150762231.815,6485812367533.774,6506397583718.8,10267940643693.65
2202,5182003480861.869,6478322084857.437,6496448138916.838,10297452244950.318
2203,5156207217552.159,6482559262637.751,6478388958554.885,10283108949062.295
2204,5161045715707.3955,6507237952235.021,6497838501804.451,10286254735153.87
2205,5146713226800.338,6496321728719.342,6487972571643.475,10295006852633.768
2206,5148449731065.876,6505789787773.716,6504180076496.603,10286240305886.684
2207,5140506045558.276,6505579241704.85,6499813107014.638,10304651553501.898
2208,5140557773019.417,6505017308401.369,6529046455672.48,10291582420756.209
2209,5131145716736.382,6497974551578.338,6513765136907.999,10324160495517.94
2210,5135731289402.211,6496331469396.304,6512550055021.681,10336497554335.28
2211,5131404924481.322,6498645002951.429,6507330483741.969,10377266760035.732
2212,5121176724663.757,6518660602164.72,6535979855443.452,10420177828487.277
2213,5134654399242.935,6510113120295.849,6536646503941.908,10433023605709.262
2214,5120626866326.953,6506906809091.66,6536562378200.454,10469434002280.375
2215,5094600418828.507,6521942485406.648,6551112170288.094,10451891202650.68
2216,5115296898221.022,6530444796836.112,6553342147310.137,10478608929739.674
2217,5118216264075.011,6527977401656.008,6569368048967.71,10525869549102.844
2218,5103732222496.207,6527322013163.078,6580746707004.781,10507051902414.27
2219,5107599750689.636,6519568630342.296,6595387519680.844,10506827523107.23
2220,5087409218801.584,6525936509133.67,6595003631452.655,10479615706096.43
2221,5084170821931.535,6523743195035.681,6623395596025.29,10490963594434.94
2222,5069057986211.589,6532367745845.147,6625087052798.027,10535673673482.635
2223,5060302375491.31,6512629809924.058,6622869557561.151,10536045974104.78
2224,5055654532026.412,6520011369203.836,6646939183095.416,10518380100476.34
2225,5064452180850.362,6528844762974.316,6653847522583.159,10581282209114.598
2226,5071557013734.611,6525370202677.578,6652766874722.911,10615859167501.15
2227,5048647110969.263,6518045537108.492,6644685198979.096,10587630566722.076
2228,5029518051408.79,6525127431517.749,6657423168269.135,10598469692674.732
2229,5016546835981.283,6550139468102.397,6670143387800.97,10575440557226.28
2230,4993177668188.378,6556815496802.709,6690816885353.289,10588206375776.123
2231,5010042838828.307,6541297107579.767,6699769149466.788,10605974416468.273
2232,5001756066131.585,6532032496655.348,6693322982181.493,10598989382743.521
2233,4990594287291.936,6505919585514.444,6676925695790.586,10563469301716.94
2234,4995247408439.31,6532714985281.658,6688256058742.297,10595765772694.639
2235,5004319426105.967,6532134933111.304,6671040433720.904,10598660496048.15
2236,5014147465991.353,6527864915515.823,6672319113434.724,10617027493432.41
2237,4990081470816.0625,6535553743587.805,6673476432386.021,10658896353008.092
2238,4962824894202.021,6550634684974.86,6650828748300.055,10717530888634.174
2239,4947745866823.527,6582050690245.68,6655829866130.8,10709983698282.53
2240,4935026518794.026,6602989897524.276,6645483779980.103,10704095037163.195
2241,4947430328492.702,6613179225439.159,6661392732367.751,10650197978808.896
2242,4952119259095.566,6598412494264.225,6648774092527.347,10660751449509.785
2243,4933518698783.644,6592627255927.744,6654567328883.717,10661254144470.352
2244,4920911877518.503,6571424695118.635,6658955831103.802,10683093184345.473
