time,ACCESS-CM2,ACCESS-ESM1-5,CESM2-WACCM,CanESM5,IPSL-CM6A-LR,MRI-ESM2-0
2000,19397068179680.883,19397068179680.883,19397068179680.883,19397068179680.883,19397068179680.883,19397068179680.883
2001,19256284178924.49,19307996867285.316,19204954096449.195,19323843573018.31,19271424973054.863,19326601917079.07
2002,19181651313758.2,19223722024838.254,19004320815903.508,19241364084132.23,19182551720379.316,19211880731345.49
2003,19086475064560.754,19052580467687.1,18951554672636.344,19188195702280.777,19140669901033.805,19169137025720.004
2004,18969253003878.812,18968769224864.3,18910393105875.715,19122923791890.293,19085176825699.42,19141587137099.67
2005,18877544783225.715,18863880991643.844,18853459090977.402,19081056084403.285,19015879545119.133,19028834945182.777
2006,18812152772825.996,18757221747738.332,18773137568702.16,19014566692778.3,18891955902059.332,18887979889578.664
2007,18784367478746.508,18716694368063.96,18752230617456.316,18983198162079.848,18803120702265.312,18735596638789.977
2008,18745003522761.703,18574842906122.633,18703057155779.164,18948121937788.363,18791150507560.656,18583843938094.703
2009,18615374376493.17,18511604652586.89,18599994283196.12,18908820179160.938,18711488004552.2,18440040069763.617
2010,18584692073866.45,18433267953395.543,18556882209215.547,18738387347073.484,18529934912265.75,18283243676437.92
2011,18501299456409.83,18257495669545.914,18467779029368.242,18563135529768.574,18418542040890.863,18198947826316.863
2012,18364165566293.836,18071810635955.07,18313758260821.27,18443413714798.06,18272390283023.094,18120021221781.973
2013,18245123022840.074,17960500591743.04,18168225429569.297,18274919474117.625,18175548712368.164,18041623977476.414
2014,18075926240775.777,17834847058574.1,18047691982779.918,18098967480916.637,18069946595093.094,17941284672865.02
2015,17931773642811.01,17710799279722.543,17943934073592.574,17967043804044.375,17992962833649.496,17890166204380.617
2016,17753651586754.57,17671299425834.9,17813016097187.465,17812249863983.062,17882269711199.06,17741179027739.684
2017,17662303747261.133,17602633577523.6,17675631394552.484,17774747626679.387,17712288164972.89,17620087478385.13
2018,17572479512518.877,17499252703082.26,17499804548626.932,17552390325176.451,17516013619659.986,17487198165548.074
2019,17366654959558.045,17339686876089.309,17379163907946.232,17370412998601.629,17355196907345.758,17349428229633.385
2020,17218431087974.303,17218096106063.2,17205102858472.656,17247025939165.791,17227419195614.545,17279534384719.312
2021,16989044267766.56,17048769708999.693,17054591926889.254,17079119885528.596,17093262795362.352,17185193600938.203
2022,16821729020631.48,16912366628357.707,16781746900916.275,17001793589510.607,16895834776002.93,17103853187827.87
2023,16732986161030.598,16648354794936.941,16569613425112.373,16851396416008.95,16772353208441.068,16918083801934.504
2024,16476534621997.994,16513433259977.094,16407224284824.754,16694247107038.684,16638564500922.334,16770997168267.398
2025,16343219505100.469,16341921923174.68,16204322788837.225,16609565217128.854,16456402803553.156,16582231935207.14
2026,16158222918163.027,16199455298335.623,15980591037989.293,16541835149763.496,16317176996425.71,16444779822353.53
2027,15997891918322.77,16062614556793.594,15726490400109.05,16405721691187.803,16217148837049.947,16325375404809.484
2028,15786381146775.654,15927601539874.777,15447755100692.19,16284755549273.973,16032059635910.982,16244732756477.053
2029,15527985875690.338,15767781851423.045,15279742310732.318,16097687036437.693,15789514715490.156,16079927695429.488
2030,15305019529248.777,15509478554322.514,15148393990131.32,15940550700966.693,15555620283753.254,16001669004625.223
2031,15142196554686.488,15278353923029.62,15017084746839.229,15772809922612.078,15249600353377.682,15748038526703.54
2032,14977960333510.012,15092564435837.268,14879929084234.36,15546382788173.14,15109649591802.375,15568408017775.953
2033,14820569255361.889,14870806678777.178,14733552966940.09,15409535522033.586,14994076843264.78,15401391352035.434
2034,14595702529563.135,14663251557759.441,14515486132605.639,15204643541143.227,14867865911435.467,15313695424828.393
2035,14403735717822.377,14458411860044.738,14281167754701.277,15050510569092.209,14751392415645.531,15250687107229.016
2036,14132805942574.215,14311247203701.6,14111766114234.865,14872692121951.002,14585970989638.441,15132996572346.11
2037,13901191698426.568,14105262578856.295,13898067208860.312,14658598602398.322,14419301111761.602,14989973581745.832
2038,13711932951324.197,13939589337268.0,13643616141254.988,14504152938837.479,14198287792631.562,14741261050113.387
2039,13569151437846.05,13652406991341.094,13484590815001.21,14365119033956.04,14028785450786.97,14518547052543.031
