time,CESM2-WACCM,CanESM5,IPSL-CM6A-LR,MRI-ESM2-0
2000,284502029992.7376,284502029992.7376,284502029992.7376,278898937246.6762
2001,283895622434.51654,284934648542.8249,281670547531.28,278819447118.9616
2002,283299704564.4288,286391609577.10834,282101538398.615,274439480347.6898
2003,279577048957.89197,288624838150.02203,281206557183.5928,271988176402.96185
2004,276268282918.4898,289807239069.74866,278392952569.3833,269518313508.1632
2005,269584837127.11273,289098677288.8236,269228501162.04117,274540074857.24823
2006,264728349388.13626,288592085240.46185,266677368410.4009,273463355792.71002
2007,259212750508.62656,284383280678.4288,263856219255.61728,275889277663.18
2008,258397909710.3438,285292545093.76245,262553934902.93387,271627048051.1872
2009,256891797484.3187,281206360491.6949,260841888147.34232,268942272955.56778
2010,256236563856.3515,278831310818.92804,258042191727.2731,266345775480.1303
2011,255044609725.93054,274577174569.36633,257222584473.44376,262357090328.5607
2012,254799464677.15393,271017293754.30048,255972242607.59692,260136194200.5157
2013,250790023888.1995,268942664122.72766,252822995367.0314,257344619361.69104
2014,246314750622.48785,268292382251.9113,251273717782.78534,251986067348.77277
2015,242548913154.15607,267893841518.23196,249607087428.28638,251378882499.0889
2016,241250847487.5709,267437964291.7974,246859447200.67795,250642926846.86063
2017,240194365917.20895,265386862739.9481,242911141277.7134,252571519364.79507
2018,243891031227.4726,259335185161.05276,237874866548.43256,247509875893.355
2019,242304379007.15237,251126224919.19275,240813031531.0239,243915150472.87164
2020,241264938707.0079,243092867095.73486,237821756958.59662,241055221334.41833
2021,236388541028.64905,233065047453.5546,234559913054.46524,241470963374.51447
2022,231598256784.67056,227013784823.01614,234727568269.1613,242257421231.04602
2023,229252374598.33917,216111135244.39145,229013652013.7008,240949556924.34195
2024,224808138741.52625,208491135572.0493,225031314304.64423,232417808269.64883
2025,221146657994.7657,203196353340.39484,218687381316.62265,227559799466.99567
2026,219534922139.1532,199130236721.79047,215109488584.3442,220459086384.66534
2027,218200076302.80646,194649555635.76605,207216943926.28873,213393403530.91568
2028,218567497677.99033,182590252975.2508,199365919612.90546,211993535885.4316
2029,210717119466.42084,173779301494.26178,193631116682.53787,209533812584.28256
2030,204864113584.26736,166576319456.5502,190019974910.98352,202277683171.57086
2031,201528196026.41928,155875488509.09445,185410843287.25775,199907569260.01483
2032,196119167174.35004,149462498898.8904,177283793145.5715,195200409375.214
2033,190285476498.2191,147044021540.55157,173712859620.83344,190477070895.61118
2034,184676756680.24902,143879718032.61374,171942573589.20895,185807751960.43054
