time,CESM1-CAM5,CSIRO-Mk3-6-0,MPI-ESM-LR,NorESM1-M
2000,1036778710043.4889,1036778710043.4889,1036778710043.4889,1036778710043.4889
2001,1035866995493.6847,1026649668743.26,1028949558178.8475,1032486655269.9875
2002,1032146998087.2476,1015640723467.3647,1015593463343.4175,1030337664987.9891
2003,1021150502024.6511,992739279053.4492,1015792005666.2836,1021378838664.7955
2004,1021153299086.8804,988195877581.5853,1008818952546.5122,1007647177471.4586
2005,1021445122185.9889,978246362588.8595,981011213794.4899,975970533953.7762
2006,1011746604637.5186,971247069639.9998,977731283666.7997,981019552216.1381
2007,984820013257.1702,975687482634.7275,970092977036.4788,973515115312.0616
2008,974120958790.9696,986501769736.3832,962705380281.9891,979347435247.4678
2009,962855016687.4559,963744568046.1064,964844578193.5361,973097034456.6997
2010,939131941396.6022,961353109272.6476,954403325711.1056,972760401694.3152
2011,928326702395.5586,956838028518.9348,942321264585.6532,966018333564.6587
2012,931150686269.6542,946706367722.0219,929235733583.0094,965297116958.2661
2013,926841505639.9375,922318486273.338,924605680661.0077,947199968720.139
2014,929308468568.7704,918165892659.8824,913575250433.212,942605825180.3026
2015,914466328537.8793,911567278442.6871,895796405427.3103,930045992456.7793
2016,902543801050.8732,903056338769.2107,863282783887.1892,913619508643.5347
2017,897717669154.032,889538165472.5155,845959399631.0072,907387334822.4814
2018,880341581738.1483,870472959076.1151,842755773150.6096,887825356135.8278
2019,861826111665.9447,847116298251.6107,834092609662.8495,872395929429.0864
2020,841506230219.8895,844595209611.7543,843980168829.3334,852297278019.7458
2021,825359646296.401,819996843272.9993,836514655853.6798,855876103562.0657
2022,811295846865.7366,800378034767.1448,812001359522.994,838154999993.1431
2023,798087875948.4398,781683899627.6323,803728826965.9547,825186240244.9758
2024,796872548882.7391,782571357264.6355,790936250849.4355,799024887689.0013
2025,797880357349.0305,773846936082.9869,777576056373.0623,783982968085.1046
2026,776655076813.4291,766517669564.9396,761347692838.9639,773958916987.9131
2027,776199612552.7906,776937991160.8278,749594692373.6294,776221979920.8052
2028,772843625975.849,769561641585.0671,727085706001.9423,757898328589.9752
2029,752717337717.3578,754493612754.5642,720721553922.3506,740119983932.7511
2030,733511128420.1886,735453802533.8966,714608073658.2537,729765251119.0447
2031,699376651687.8384,730407593283.2058,698489285086.5151,703042143989.1987
2032,675560821715.5546,719887630119.3698,684238916246.7651,697535686220.2457
2033,674834996753.989,713723542035.2051,664677715636.4688,675300256594.0845
2034,645052171549.2819,705886736057.9734,631555305110.431,648788896475.0941
2035,619917535701.4729,684889671580.6409,620624851878.3643,628959657208.0807
2036,602794342011.6431,664494571077.3557,613702035423.1898,613493198784.3226
2037,574829609873.4036,646934789748.44,598109208973.0642,602058024504.898
2038,549823775930.6897,620806410389.1803,574078454454.3036,564280030207.0575
2039,543480565582.40063,619955546420.7457,566641320775.7092,544694947733.3032
2040,532625504083.22327,599707732239.537,541767816173.65265,528754978673.31256
2041,503094347578.4941,575768932065.8591,533532040027.31793,512692034721.6818
2042,493025846912.02844,547889750609.84216,526091481392.6431,492629337106.37494
2043,493199512036.7549,524739612795.3171,521127614594.58765,470622787465.54016
2044,476479132512.89105,502494314881.6592,505105255522.97784,455059307548.884
2045,465972988057.49536,487877087113.2128,493447884136.07263,431722525531.6741
2046,454119093328.5448,472001820188.0292,485375852134.4424,420180996370.83484
2047,428796770102.43176,453447887269.994,472097879458.3227,417111845113.6029
2048,410972667066.53436,436946482972.9167,460356445058.2211,397790894202.2723
2049,396955153578.4467,424307548257.0919,459597108142.0917,383807659048.0205
2050,376936124527.58136,402847813694.702,463130507554.0327,355008053631.33954
2051,358748407739.6451,385561737574.43085,449285187962.9872,336096041443.0143
2052,329126504561.83234,359261991484.9138,437716555533.0892,316961221571.9847
2053,318336490898.1494,346382121297.14935,425765310035.38525,302518444800.6711
2054,304104451275.95654,327923076402.43115,414283029563.94745,294540358597.77167
2055,282771525917.73334,313065783351.662,408618249008.2657,283850499145.66144
2056,268858097655.05212,302287195528.1276,396034174447.3333,272204242842.88785
2057,265251753656.86053,293019294200.70374,386124730475.0178,255167849802.52954
2058,255378995663.75577,280145313879.2901,376228948039.7808,239803292239.74094
2059,238044949864.41208,268548007888.80508,353784727002.87756,229701379596.24274
2060,223860050042.39334,246443613373.9792,341154358334.47156,222192469382.24728
2061,216304493849.38113,239518046968.31207,326944063906.54877,217816550456.06622
2062,205030434343.56863,223894572004.38858,321161544634.6352,208809256733.47098
2063,200231051361.85962,207165596695.75836,310843510550.639,201639249573.85397
2064,195615194072.80008,197775808531.80515,296071022855.7538,197369582951.60712
2065,184266202743.04358,193916265187.956,281723334149.1521,187006926361.99286
2066,170416478530.80484,187396384453.47302,278263543611.84283,180816636843.74405
2067,160741654514.26947,174129393277.45874,272967571935.39188,174050330097.0783
2068,150762357566.36752,162115906550.54306,273423218731.5597,169259113340.0245
2069,142353927210.59833,152769950721.21805,262279993750.7038,167784879506.65918
2070,133534973202.38428,147235837695.58023,247798640043.22424,161054875432.85843
2071,123619936042.77713,142571720104.1104,238764480773.14197,154900841063.58926
2072,123035347211.89194,130388826108.61908,229771569812.0731,150261981266.33063
2073,114134776941.05754,122030860238.58192,233378258194.98682,146608206261.00647
2074,105610262210.32112,110833000429.33563,232858708030.5869,144074725133.60645
2075,100248194972.09096,102942859258.83897,229827430489.20132,140310285386.12064
2076,97411129972.52707,97638150620.36632,230196027118.18015,138667966586.75125
2077,90654626818.70755,90152168323.58105,227912047175.10117,135225423017.1353
2078,84793428951.55069,83898462698.77132,224052351193.08417,128207590516.59023
2079,78264309668.64783,78426692927.67351,222348290426.8684,120839386939.79651
2080,76038092752.21191,73724789343.3701,216947842026.5253,112728475092.89484
2081,73118511885.35411,73351768240.6063,212527597692.89594,104863929983.40822
2082,66636982655.96113,68611540151.16288,210270186132.842,101634218111.52637
2083,59641245326.261314,66296914780.621056,206717436191.06888,99283363746.5759
2084,56550207988.79773,62063165999.25303,201094931298.1123,92852381398.48729
2085,55098409948.05469,60575246095.73118,194195496948.13782,87932994972.45901
2086,51918343194.52477,57156170226.59425,188024613330.48367,84320040893.67178
2087,48561246361.41412,54961584081.34948,184664285844.9163,82631932940.09703
2088,45693971574.42316,51961953955.04394,179525613906.25858,80762871178.10196
2089,42051927657.769516,50622352316.60647,179218831805.8594,78158307255.00223
2090,38389023063.968506,49653342733.82596,176620181542.68518,73904464745.59773
2091,36490663809.136635,47275477799.71747,172368398770.1786,69965695120.73257
2092,36278131203.01102,43879710513.937,175660713577.6442,67941710860.561516
2093,35658828007.271095,41049575738.14353,172546648974.45444,67538141550.43328
2094,34661908710.284615,42747568087.713036,172290835465.38452,67439292259.4889
2095,32714081687.16453,40287769554.43509,174981274497.89636,63322060881.97234
2096,31322758642.021748,39485982718.58933,176121144786.5045,61370079479.29217
2097,28511223454.18116,36918750454.86516,173366818026.2653,58692714355.42179
2098,26896066202.833126,35012855912.310165,171818166525.7992,55763865752.8205
2099,26225318041.50836,34717509709.65804,172431680009.74777,53384057953.15368
2100,25067785018.73516,34118413351.895283,167547117083.4425,51074590128.23282
2101,23486126401.714718,32065313657.821815,162325019936.76855,49050713296.294464
2102,21685215313.825764,32330133899.543194,162566390252.1234,44801760037.130905
2103,21425234235.961906,30259390351.610764,157927641821.3398,45141036395.09724
2104,21337211323.450775,29058098520.97309,154339165940.57678,45133890909.03665
2105,20882567503.515743,28191171589.634518,155152786639.98795,42518626090.66194
2106,18777986886.383938,26290429011.716263,155334804147.39154,42893654364.12791
2107,18144313263.28475,24964916107.384052,153115068803.01483,40380041532.424484
2108,16070803909.18194,25004056609.2695,149800604522.90176,41232594540.93311
2109,15185376269.875961,24152422823.378,153727365866.10336,39385364286.87866
2110,14950221932.759098,22972778098.066586,153079619957.8061,38149740185.938545
2111,14078624414.621737,22198445767.675114,148854876092.51782,37377696517.977646
2112,14090944782.167908,20654462452.62512,146866094442.24835,36364279085.035515
2113,13819371472.902802,19402378379.37854,140896922478.04205,35791524134.20225
2114,13561090537.940145,18733811316.103767,142508513205.02222,36540434007.95234
2115,13488882326.408018,17921699150.225685,138457885735.15112,35012405135.11378
2116,13027275432.237938,17587187038.150383,137925439200.50357,33458405039.64509
2117,12787929503.357138,17383768219.170662,135180205913.87123,32464443033.4125
2118,12853271892.499964,16166780570.786243,129855209784.6864,32739087027.194626
2119,12644175353.431808,14860213842.543348,125553831347.85246,31443276868.808353
2120,13901502409.361696,15079032589.9688,123797038126.89317,30196496754.05311
2121,15217764038.472588,14843170621.026356,124908994820.03079,28521546828.752323
2122,14657337930.676449,13792260644.895401,124621592329.66443,28327160077.201973
2123,13752473347.94991,13176597434.004835,124279061570.7933,27772300193.52212
2124,13144949101.609987,12922708484.080498,127411125401.82616,27290837856.970963
2125,12955786056.991209,12682068449.24598,127000390775.18004,26499241037.921783
2126,12919228094.975508,12913847556.85996,128970820443.80086,25185684931.63687
2127,12864353470.474941,12422522381.67231,130921757680.44795,24124359301.63455
2128,12671538201.672972,11684172000.869541,128699640021.2099,23417552194.573437
2129,12554677513.939558,12082408587.814999,126373657814.84477,22490245397.653236
2130,11820641467.599138,11983876962.48752,121825012148.50156,22387223968.966064
2131,11597310410.723085,12141593130.701532,121662624335.03027,22426188645.689587
2132,11467609694.495249,12040469899.194166,123466196997.8436,22233761729.39225
2133,11476601594.524378,11820978852.05272,122906402852.5766,21505284773.920635
2134,11441201218.346918,11824642379.729717,120660859251.67763,21506118421.56978
2135,11331665228.755526,11141834878.23389,120527692339.38374,22019285584.248028
2136,10875925881.038754,10692204209.737387,115851304851.25266,21240997751.386997
2137,10770513384.201273,10407335133.659002,114593961015.40508,20637617210.466972
2138,10800887104.51013,10429011302.81191,116285466447.58481,20997953464.22564
2139,10400939743.982042,10309588960.424519,117528974203.71475,21644539799.739395
2140,10216596839.250233,9645574955.220417,115118503390.02394,21191098101.737797
2141,10288471777.885069,8730437333.740995,114330920103.44101,20686555576.834824
2142,10125190689.54965,8665902512.268295,117475185161.55055,20912463834.413483
2143,10237420377.201595,8853618734.116304,117981123140.44972,21789777715.468147
2144,9918680726.33275,8543432537.201556,119524692439.17137,21681356997.46667
2145,9879850993.883017,8184385409.860238,118338283818.43912,21354202808.671547
2146,10576954109.206505,7867579175.864032,116466391658.8102,21241465757.33645
2147,10257632446.764683,7668075722.155913,114927166139.82576,21602964842.42035
2148,10130241950.108833,7777313329.081719,113083893235.94124,21560898102.8068
2149,9805877811.970001,7860887418.473003,113304824145.73485,22616394190.029705
2150,9745636408.33368,7751212394.166668,113938888895.76752,22832889397.624012
2151,10210853984.006805,7570725756.928269,112148219260.9713,22787748212.742474
2152,9671310619.815413,7610843944.619637,112881545463.08104,22256710736.90597
2153,9422977147.931124,7695979397.778518,111924276733.4428,21280550805.030277
2154,9435266572.877848,7546883208.645658,114567929325.08669,21616408609.60119
2155,9566641566.980612,7364260364.786566,113655367807.95068,21845144653.826057
2156,9628271511.43881,7378368296.605743,115927354370.4451,23369486008.3933
2157,9461752189.48976,7450298505.782913,108633697094.85912,23098161251.40024
2158,9101577824.348917,7139829854.654097,106268643432.13701,22082485080.79345
2159,8952051532.196152,6862207984.626871,108502826392.46045,22040851100.4508
2160,8829419134.37767,6615312112.332746,105191977973.5282,22465441783.108467
2161,8983647392.99269,6529330525.828038,101037584345.00302,22202687629.650238
2162,9347251931.096323,6620150815.492602,99297879377.84222,22079957722.770004
2163,9209099769.113586,6542507825.809711,98865272788.46014,21576747637.48296
2164,9056285932.424955,6549343952.663471,97542573749.18196,20904602469.90903
2165,9138538258.088982,6630817468.300734,96045734611.04745,20673816619.97583
2166,8947189452.406292,6340999271.8669405,95428386826.25517,20500705915.97152
2167,9451436788.536049,6397472521.779661,94349960407.25085,20116742306.5482
2168,8994848011.83167,6208036223.194008,89932574593.47968,19824911936.362324
2169,8953089874.63555,6145026496.365056,89693291462.42827,20028259798.126152
2170,8817734779.866497,6092756689.532077,87619280209.1012,19731574605.75098
2171,8654751838.19025,5933980851.027846,82844264218.27536,19407605714.09164
2172,8387822972.897621,5872945168.221218,82572983464.65555,19052584514.438972
2173,8253623207.752882,5927452334.104202,83421165798.39948,18882073257.876644
2174,8046899119.546388,6081008031.462969,83051144052.06409,18975358445.61152
2175,8009887550.625786,6245013870.042694,79936344193.58173,18727189557.275276
2176,7665270399.146714,6366957002.870279,78971648183.76125,18900177029.76837
2177,7459721681.834394,6537987618.736296,79187515820.2893,18809936641.377316
2178,7244305271.985527,6265453499.468141,75224410218.11131,18708221784.21532
2179,7471556827.475709,6049591062.044014,75784986155.8821,18772302719.353367
2180,7301474197.190933,5908061426.319108,76478524273.87888,18381008806.071087
2181,7050850218.362117,6073553589.294562,74635952311.54192,18547165183.78876
2182,7018372538.34026,6037093310.693099,75682266833.85985,18289882918.623848
2183,7296686889.108924,5991483181.45302,77633177868.58313,18551043262.04735
2184,7066337968.089535,5951705502.754683,77521377068.6682,18608941439.81836
2185,7069085001.321447,5956322390.26336,76846912649.19345,18527678248.664875
2186,7084237297.080016,5956935429.82348,74292927739.6389,18781018139.184624
2187,7054663137.163556,6044437525.929775,74639235242.14153,18414992383.017838
2188,6865288232.963151,5668484038.473134,75763488091.17363,17943093940.65955
2189,6659930954.363366,5577280045.017268,75371621912.40709,17852177964.39856
2190,6486746376.695091,5870286782.150304,74551342953.7636,18290690803.309288
2191,6499271572.094678,5683500247.943128,74259826938.88992,18468065588.40425
2192,6197349521.065895,5450404521.24763,73705724571.99384,18214573715.65189
2193,6145176077.127835,5349589239.893998,73427006439.85555,18125373905.451366
2194,6037006717.969212,5089956529.829024,73656472671.00487,17273744682.30418
2195,5924565070.368126,4792505306.405937,73277922490.49084,17194746532.867477
2196,5960272109.578789,4831440441.644801,74208449900.76483,16934906488.2452
2197,5931663139.875166,4912781596.535274,74656492226.82568,16832863896.81985
2198,6188625878.382551,5036763500.515093,76762612291.85947,18256205487.32667
2199,6217124703.031063,5140167379.125842,77914699614.17711,19737457272.978737
2200,6092387628.629181,5140741421.656572,76834916904.86841,19339050362.32478
2201,5967602128.532678,4965130179.850856,75627988047.55847,19014353228.26825
2202,5988338877.416147,5078314194.174826,76699316481.36705,18434669749.74852
2203,5837793473.620166,4846268755.431641,75140463243.82726,18182093838.414806
2204,5831915639.339916,4704975606.398045,73144141784.28757,17804346158.909092
2205,5806238517.363714,4598607595.150143,73190744640.0028,17204173569.310223
2206,6003913321.697989,4518758324.005765,71276447082.28218,16552738228.841185
2207,6282576979.2322855,4473810734.653355,71209986351.72333,16943374414.674572
2208,5961278844.648532,4252563434.9981413,69794553522.58432,16661096346.803818
2209,5563748729.747678,4249796840.0482507,70258975345.63518,16652726696.061155
2210,5714767483.876659,4432428441.877952,67804538391.51902,16779392604.359858
2211,6174966039.502546,4640056883.383557,66679111659.75852,16278361323.645147
2212,6155780139.70973,4420525167.196915,67371976586.28821,16325615828.30776
2213,5898433758.714035,4185096640.225212,67895666861.70813,16163131758.77248
2214,5864255667.136262,4063394246.8335547,66908790610.88667,16250053589.543598
2215,6088385946.132043,4193799130.1657214,67078347111.36009,15546809260.486393
2216,6034495590.896533,4376546022.849432,67619031225.01109,15482480167.621155
2217,5959133794.509576,4167043183.8227015,66173288882.93544,14986023170.500156
2218,5829824751.920006,4189084676.6629953,65342132160.16914,14506170113.56691
2219,5994324671.61886,4144991753.643135,65629401029.790306,14319611054.723139
2220,6085026454.482593,4112220754.879787,65122675019.827644,14203591339.507528
2221,5911543631.299789,4155508732.815914,65718829282.12126,14690021161.14064
2222,5901793884.26735,4056465355.132806,67002377338.54414,14525360356.285498
2223,5694870657.719766,4183375904.559871,66211795411.551025,14507715126.186724
2224,5671641017.503275,4012507191.567797,66728102578.12764,14669671090.243586
2225,5747281425.678791,3897772472.7738857,66067732366.944,15163246669.547588
2226,5664674391.064049,3745986472.3103614,65629647836.71759,15273986861.584284
2227,5458839117.824038,3717024411.3863635,66428783435.76526,15286357883.634949
2228,5286576939.007237,3838737921.2575636,64816311136.14071,14951422077.715252
2229,5498979694.361832,4049152536.3015532,65204517425.993515,15107020493.060183
2230,5342126565.012089,3824520885.899325,66285454327.44206,15169399269.917732
2231,5258600715.477931,3617812305.9024,64683445838.037254,14499287817.19079
2232,5201147832.761761,3598093074.646751,63685703387.181564,15146318565.021292
2233,5372236003.34497,3909696095.540544,62365226258.807976,14612868771.627695
2234,5309027468.464085,3754553197.917559,62825370467.35016,14108570132.634226
2235,5299323815.084886,3914047133.9849043,60794940968.05231,13932256594.293745
2236,5078735956.856632,3956370268.8426332,60843442073.293335,13883847431.9473
2237,5089637646.110347,3774230297.747166,60188879692.99343,13936273396.702555
2238,5042708301.03172,3648462933.4707317,63543390927.74177,13652246949.511295
2239,4844881547.353146,3635315854.4641232,62058944225.51335,13539554015.145033
2240,4905497633.147652,3667908848.633573,62255242995.60114,13788162204.664091
2241,4860241763.908134,3588250216.162975,61381308741.603935,13985549255.05882
2242,4865754927.488151,3584718483.6422205,60938859710.72091,14766708804.670603
2243,4792123320.007956,3569106714.353331,62089180783.75314,15228227813.964058
2244,4795725816.190787,3578828462.451668,61328255145.61865,15827141620.213594
2245,4717761568.077759,3542667540.8995047,60802304596.051575,15881483250.431463
2246,4734889835.492209,3424232437.823052,60473808665.391495,15940972738.097122
2247,4775460774.726103,3519885658.17704,61900477472.80504,16007614784.703459
2248,5083023089.3743305,3493358921.1542363,60332769400.69711,16311653769.996225
2249,5151010104.480455,3577128662.9386587,60535792177.48048,16935279020.536625
2250,5003623621.3147545,3478816194.6618624,59116870347.23943,17049859450.163862
2251,4949644999.16123,3437743696.7440653,58278139199.54243,16748998028.409245
2252,4937950898.514607,3369359226.8167906,57543210182.43581,16526354889.66732
2253,5112795399.53849,3140786577.0526786,58901051067.236435,16486153665.51733
2254,5190526855.1713295,2984016248.3806233,57024173405.01281,16082823862.049833
2255,5115140817.140572,3011253179.0884666,55211443056.646675,15255552426.837456
2256,5031131522.575804,2976445261.498843,55342966321.04748,15665534496.100046
2257,4951398427.416801,2838728399.9843006,55409374988.629074,15302082391.180899
2258,4965638851.746292,2937313434.6280894,55959054872.47159,15212165254.741302
2259,4982949695.82318,3003316946.025792,55488807336.696045,15154963277.992002
2260,4952266557.546725,2944882470.511743,53936585062.847534,14928397050.83411
2261,4957919554.692807,2945060157.197808,53201363541.37192,14860621077.430614
2262,4876286510.386807,2988209684.713749,53449416482.021774,14484647140.549837
2263,4807308753.901712,2897236577.5829535,53285687637.156815,14223633224.71103
2264,4842951952.377395,3003375327.1043115,53230335559.25755,14127466681.540672
2265,4875473509.872229,2890755139.2967916,52181324520.38389,14527758623.446836
2266,5190196024.554492,2845923061.559191,51347202166.096016,14378424548.865364
2267,5095919919.36329,2930488079.602908,50774786605.46509,13973070939.162493
2268,5150503156.123144,3010674543.9320292,50889129056.64396,13732227267.384077
2269,5185969016.178744,3485544717.55762,49639764937.442726,13458336236.32844
2270,5224074041.3457,3770025672.471533,48043057272.10094,13595633867.337093
2271,5272628685.3265505,3627171875.9096704,48132649059.03562,13473496901.459145
2272,5247563414.070073,3467123646.3241987,47782998497.89629,13915309773.904911
2273,5254678741.37501,3365021124.676442,47429226244.844734,13326599889.732721
2274,5177354185.038411,3230335621.9852777,46695235903.46409,13413709108.362661
2275,5093744181.980683,3216408168.382178,45105254184.33193,13641958911.2069
2276,5182817295.249416,3165253172.5414543,44113597593.43944,13609411043.977016
2277,5104027940.410763,3159193396.2422743,46189064445.5506,13423183490.395786
2278,4901623217.706427,3163163889.315317,49152528254.61964,13686432335.64327
2279,4714957441.512527,3080628523.4203873,50765804016.38584,14496963600.116524
2280,4596058978.165199,2982512651.9158187,50885658819.1449,14653372997.877676
2281,4640635121.321097,3041502755.0944104,51462007000.144424,14708836671.624596
2282,4573349615.32483,2958757874.8609633,50292283600.38904,14686944648.555103
2283,4373636368.017982,2933866564.907238,49996786991.742256,14156208503.818804
2284,4321549308.405628,2875248696.155521,50160992743.04072,13841985462.566784
2285,4449823662.539741,2958107512.29624,50262519161.01066,13601295855.683735
2286,4413723662.829555,3099781782.0916724,51762032465.073975,13590515961.683764
2287,4361069868.656416,3105601037.5262465,52899039498.79811,13656313525.80521
