time,CESM1-CAM5,CanESM2,MPI-ESM-LR
2000,1036778710043.4889,1036778710043.4889,1036778710043.4889
2001,1031673841528.2793,1034831932848.1631,1026855778904.3756
2002,1021684349360.3079,1019870782461.5944,1010736886921.8143
2003,1005353583250.0109,1013661784122.4333,1007469273389.9268
2004,999304533630.6086,1001953555580.0619,999322353176.7657
2005,992989723366.3069,981523501234.0391,969991429839.8269
2006,978536093615.1473,975527886137.1422,964886998105.1156
2007,974843235657.6182,970418012703.6011,960786974462.9762
2008,961929119486.4291,951692606578.2345,948845418535.2528
2009,969841256877.2975,959796002208.1576,946831599550.4641
2010,962239854710.614,964755442982.8688,942441200417.2631
2011,945893239364.1512,972730844962.1912,923475515181.4425
2012,937844089844.922,954406098602.4801,924339911148.7927
2013,936651279419.5665,934478493874.1656,908448180485.8046
2014,914029056673.8494,933303459603.4409,886356321983.9253
2015,918220968158.0609,926749966546.9539,873275547277.3917
2016,926211059242.9971,930433906844.256,842519312856.2667
2017,926785930560.7732,923652611013.3501,844743772642.6583
2018,902270489763.9722,905461060824.5222,845735853084.3295
2019,872468586861.4062,873639449272.574,836991115070.2404
2020,849861985652.2852,851187120897.7634,839300184069.5463
2021,828366907119.503,844767197259.3708,818599450061.3092
2022,830881994423.9888,829285710407.6707,793199633570.8359
2023,826374904509.8582,803678127801.6771,783009259879.8789
2024,803939283393.7648,776871162239.1495,758422727036.4504
2025,781642105717.9104,775493600986.7592,760590674834.731
2026,768240905899.1292,769406928769.1162,744302644616.847
2027,749323884252.565,747281019562.3004,714242581827.5457
2028,724278642088.1829,737490308433.2098,692373493314.0565
2029,692443608434.1815,702583914273.1393,674874867630.2484
2030,659800111312.7343,680763927495.384,669888543670.1566
2031,646516364720.1249,674381403214.1204,659780619038.9861
2032,647726795846.4022,669008677450.7856,648954992064.7542
2033,617975655561.8954,642454590037.4438,637303753520.502
2034,587396441539.5354,609831362841.2645,635278411692.3153
2035,570138638188.4968,572851732921.5908,624118530740.4316
2036,553824449451.3811,549287496401.39954,609462484265.607
2037,542235300534.00104,536356534981.18713,589534960366.3601
2038,521233740641.02026,522635074482.3746,581933743422.5776
2039,495386693788.0797,503570413212.2081,554983754936.8643
2040,477659903497.00354,500074110665.892,548418604148.83374
2041,451746816571.91345,462196111029.30615,537589967920.9879
2042,437084707696.90906,431955664021.96716,533349154023.54694
2043,413070397849.7318,416013833997.68243,522488722516.2979
2044,396357465446.7706,399847177230.65796,502614949872.86597
2045,374312523201.7556,391114255417.97894,485527849404.9166
2046,361566769853.88806,392167358436.8165,475577115829.9632
2047,352765035950.77826,383193926061.34973,458297163840.7927
2048,341038498236.69855,363666914126.769,437624399835.26984
2049,329947059921.863,349507988905.27985,432866962511.5726
2050,319082177012.9056,331940533664.2634,429433619629.8218
2051,308708556559.8481,317676787353.36145,419139291495.21655
2052,295406982772.45404,316020307136.0743,411083520211.7003
2053,274842768268.45972,314053375234.3479,407421365396.1518
2054,264434211029.7387,297232233477.9447,400255766918.17737
2055,258067594232.83438,295012426820.9296,396641961591.82623
2056,250295719162.36896,283464980524.31433,386991670692.7254
2057,243528117924.16678,277043031701.73126,378973934148.0503
2058,237144316370.1033,272937209463.2192,374134313516.1778
2059,224676862520.70554,266287896296.86133,378266971862.58246
2060,215348342178.31613,264752661515.91104,367733104813.32104
2061,205702564204.99622,260798527201.6644,360773487211.38904
