time,CCSM4,CSIRO-Mk3-6-0,MPI-ESM-LR
2000,1036778710043.4889,1036778710043.4889,1036778710043.4889
2001,1028619262775.7976,1031628971784.9456,1029048738596.2975
2002,997569476095.8528,1024238388307.5067,1013268444553.0677
2003,977781949568.4364,1005705239430.2783,1008419179212.2413
2004,984797003278.5415,1006748263231.9891,1001259367273.989
2005,966524378523.4657,1002285222687.5483,973374747683.5342
2006,966073967400.4131,999024160630.5219,970927887033.1057
2007,948058729686.4781,994328268026.9515,959392659419.1125
2008,945173916246.0848,981272288566.9482,963486287278.2462
2009,949201989430.6572,968749318855.8552,946500779896.0989
2010,941505934572.0083,954897620573.8328,933369931788.8892
2011,934478313793.4327,940665339693.9312,919999635865.7788
2012,934657625879.8784,937764667966.7015,922538237581.0421
2013,934919159007.5402,926585098322.514,907032267277.4392
2014,928354823846.4226,915630836593.8389,889956853393.481
2015,901219878109.1204,903157322434.5112,869592293543.4824
2016,888041700875.4697,897134012708.7029,856806991135.3488
2017,873468427463.731,890329141388.5201,846405295055.8597
2018,854270688081.2621,865935193869.8152,837498972349.0162
2019,858085404743.3895,856634921433.6307,833248861600.5598
2020,843764509740.0603,842109718548.8167,835737277125.5658
2021,839624896241.4464,830165760613.2178,817745895076.5526
2022,830078863435.2441,813147916622.138,787564186565.8766
2023,796272885891.9445,812352172737.6127,764872339017.6572
2024,736081742950.6312,811402354587.3706,753819617339.4609
2025,716403942985.5201,802624227024.876,748757835935.7932
2026,672539999180.8783,785707302744.0316,737542233723.8218
2027,635909257693.5999,773271184716.959,716832717430.6361
2028,624384913554.8802,764978314845.4202,701134642238.2238
2029,595212861683.9034,751318443215.1024,701181268637.4917
2030,559847051541.287,725698098496.204,713394005379.1498
2031,552112540104.5745,710819882255.5029,715133840394.5288
2032,535677487696.7238,695808418187.1907,723761922971.6299
2033,506228272301.4268,693140563962.9668,709443118032.8782
2034,475767211116.5834,692602307963.2954,683752159621.5682
2035,461546013519.6692,682478846042.6704,660366558708.0873
2036,427853438830.4895,677160340340.3872,653903707455.5349
2037,415955183502.681,650771827944.0024,639758012711.973
2038,394348727508.23,626881671616.8802,613546881961.9343
2039,367926422196.23315,618460252468.0524,605278484515.6886
2040,354358549710.765,593639869899.324,595519858873.541
2041,338423332727.3778,565513769905.8279,575178192325.7177
2042,324847238733.08826,527287904925.59546,551702537575.8633
2043,312797299292.6335,507457427586.4827,531470536897.24915
2044,293685976780.6932,491037523647.59436,507199393354.8521
2045,275403313960.61304,476414472226.78406,487410261390.6575
2046,255796001258.52673,448046707842.3264,484339459057.97034
2047,251767624882.01392,412195319308.1484,458603969621.5455
2048,243426350144.87885,389224298119.7899,446847953528.8569
2049,231622367464.03546,370790936107.4298,442124577737.45605
2050,215997476825.0454,360454110525.83136,429400038553.67725
2051,201039735123.1031,353087749594.70074,426175622352.98584
2052,191886888511.71194,335565916845.7958,408230276329.7378
2053,183157294472.4158,312908002481.1646,400907388778.7453
2054,176671437641.53607,294410743445.2456,390446886703.8604
2055,169327057044.14777,283177456054.61957,378086954711.0943
2056,159224742622.59796,265902953764.65247,348946970417.8489
2057,148209961999.4931,251272951343.40427,331484578678.36554
2058,141001218237.75778,233307991137.95407,317386503246.8431
2059,133662830201.7961,223790510959.06525,306217897755.48193
2060,120454549045.99133,212750863392.65906,293684232970.7581
2061,111671435242.53297,191642991977.55536,286157806511.1763
2062,99727723498.02377,179322353114.27792,282199239398.86554
2063,90071498487.87987,166036026506.58737,272456014017.69034
2064,82494078842.59882,152465912628.06534,258520034193.10046
2065,75137720846.26189,146465394389.5747,254250004261.12045
2066,68276639117.467476,134433603768.91077,246038244159.46506
2067,61605838707.54898,121214772403.28223,228937806831.64545
2068,57365223500.7686,112550350077.9771,221764513414.1691
2069,53014004293.980225,105802232904.7314,206965399647.08435
2070,47427469073.08733,96621196767.1981,195668465019.4838
2071,43109532058.88497,84541601439.14803,181390832832.0756
2072,40728431754.437874,77125631609.40851,168523471049.54364
2073,38926108231.14162,68481037624.28919,161867183152.86084
2074,34135608567.37382,62688770962.99382,152737768155.23657
2075,30653052678.272343,57022629581.84065,144211672233.32584
2076,28743962872.59136,52360951659.10951,137473928507.28018
2077,26099995013.99382,48102512252.48187,125513063751.4277
2078,23547241984.24856,42921747426.13983,115230915396.65096
2079,20785523034.854313,40312725734.881256,113908778273.57292
2080,18629892089.084045,36090206197.05888,107612885622.95511
2081,17609317087.99595,32028287042.33352,102515160723.1269
2082,16449022010.308243,29271882213.383923,98945044847.14032
2083,14929495966.59208,26214813018.33309,93973050293.15604
2084,13871378989.959545,23496089608.411964,89140066284.64752
2085,12364119194.204891,20871227314.09356,85651609065.65501
2086,11008401525.696535,17435414079.98491,81588707656.41856
2087,10200424104.423958,15621774840.611515,75808123036.43082
2088,9026538735.95594,14489207325.403973,69728996694.22879
2089,7821446851.605732,13489685449.707357,63981477337.21423
2090,6712544820.380255,12556503622.008934,59989167393.9777
2091,6340807030.578041,11850817280.711946,55967838414.51296
2092,5778502872.194553,10923428019.918816,51876757989.29436
2093,5024392496.674228,9887476523.436108,48578591218.09354
2094,4679750026.423826,8682108540.570625,43971349639.03959
2095,4244082075.220188,8093842265.511605,42653640029.0903
2096,4044558471.1148567,7437233044.000094,39653368764.41789
2097,3548393670.9827976,6335076520.906259,36560774442.37033
2098,3464598701.48956,5894230388.397279,32897771026.456688
2099,3164472841.4002914,5385394138.830094,30411079087.092346
2100,3014091406.593193,4761876885.302409,28653164682.81039
2101,2728783919.2113485,4232160690.030123,26291657367.46047
2102,2510990761.1563535,3901586222.8098726,23587835616.047226
2103,2486557121.5548387,3707528827.3404174,21317304299.88176
2104,2320726404.331491,3456171185.445998,20851215481.139965
2105,2152897503.4149985,3077840249.1465387,19124991735.719936
2106,2067510247.862687,2837719621.728173,17931134295.80798
2107,2002991969.7601106,2660242303.971029,16466173586.152779
2108,1914387744.448114,2556279482.584817,15608786829.870941
2109,1861096461.1039038,2314638526.31907,15206913012.741325
2110,1818665847.4485033,2140950933.9102232,13940820706.948324
2111,1700247482.543244,2097094157.1307337,13252658208.979418
2112,1602345485.2901592,1930203498.5202243,11568466328.74971
2113,1518839122.9839957,1770384900.008439,10272492112.516851
