time,CESM2-WACCM,CanESM5,MRI-ESM2-0
1980.0,93095453800000.0,93095453800000.0,93095453800000.0
1981.0,93095733900000.0,93096198200000.0,93095694300000.0
1982.0,93096173300000.0,93096007400000.0,93096390700000.0
1983.0,93094303000000.0,93093213100000.0,93094588500000.0
1984.0,93097569800000.0,93097677800000.0,93097952000000.0
1985.0,93099453600000.0,93099260000000.0,93099985500000.0
1986.0,93097967300000.0,93096917200000.0,93098506700000.0
1987.0,93095031300000.0,93092870800000.0,93095586900000.0
1988.0,93093047300000.0,93090346300000.0,93093645800000.0
1989.0,93090750200000.0,93087391900000.0,93091582600000.0
1990.0,93091133800000.0,93087425300000.0,93091825300000.0
1991.0,93085645200000.0,93080707200000.0,93086452700000.0
1992.0,93085389700000.0,93080132900000.0,93086286300000.0
1993.0,93087837800000.0,93082762100000.0,93088668200000.0
1994.0,93087723500000.0,93082933700000.0,93088647000000.0
1995.0,93086116700000.0,93081471300000.0,93087012200000.0
1996.0,93088190100000.0,93084205800000.0,93089191200000.0
1997.0,93089632800000.0,93085658200000.0,93090639900000.0
1998.0,93091055600000.0,93087446500000.0,93092098600000.0
1999.0,93090257900000.0,93086966500000.0,93091282100000.0
2000.0,93090589000000.0,93087197000000.0,93092136500000.0
2001.0,93072661500000.0,93069778700000.0,93074913000000.0
2002.0,92992251400000.0,93004243600000.0,93018511800000.0
2003.0,92966761600000.0,92985935800000.0,92988045900000.0
2004.0,92907722100000.0,92927995900000.0,92936599000000.0
2005.0,92827071200000.0,92856472400000.0,92867390800000.0
2006.0,92673314900000.0,92723926000000.0,92733309500000.0
2007.0,92500460300000.0,92567327700000.0,92571623500000.0
2008.0,92266757900000.0,92368554000000.0,92383362900000.0
2009.0,92034860900000.0,92115121700000.0,92173568900000.0
2010.0,91843210500000.0,91928275400000.0,92003376800000.0
2011.0,91678688400000.0,91757812800000.0,91845884500000.0
2012.0,91207376100000.0,91345238300000.0,91505732000000.0
2013.0,90757301100000.0,90929950800000.0,91146975400000.0
2014.0,90475308200000.0,90631546600000.0,90869546200000.0
2015.0,90201537900000.0,90318258200000.0,90580071900000.0
2016.0,89811430000000.0,89916463000000.0,90255842900000.0
2017.0,89160063900000.0,89315895800000.0,89697820800000.0
2018.0,88778030100000.0,88888914900000.0,89302366000000.0
2019.0,88464559600000.0,88560015600000.0,89004767400000.0
2020.0,88141928200000.0,88070901900000.0,88687717200000.0
2021.0,87775064700000.0,87597898300000.0,88418351300000.0
2022.0,87243771200000.0,87107620900000.0,88147202400000.0
2023.0,86777970200000.0,86543652700000.0,87545952100000.0
2024.0,86481587000000.0,85911581100000.0,87072834000000.0
2025.0,86043539900000.0,85179840100000.0,86601096200000.0
2026.0,85589318200000.0,84665560300000.0,86284376900000.0
2027.0,85111241000000.0,84053640700000.0,85798558000000.0
2028.0,84750872500000.0,83290321900000.0,85444369400000.0
2029.0,84324786200000.0,82467826200000.0,84914002300000.0
2030.0,84052482400000.0,81774723000000.0,84535271900000.0
2031.0,83841471000000.0,81062352100000.0,83981296700000.0
2032.0,83550363000000.0,80306553000000.0,83449089800000.0
2033.0,83120560200000.0,79511047200000.0,82943641400000.0
2034.0,82737939000000.0,78824134100000.0,82455185500000.0
2035.0,82362230300000.0,77982530800000.0,82069483300000.0
2036.0,81967819200000.0,77292585900000.0,81662004800000.0
2037.0,81527786700000.0,76467021000000.0,81129493600000.0
2038.0,80913924500000.0,75595661300000.0,80387572100000.0
2039.0,80376564200000.0,74738232600000.0,79638120800000.0
2040.0,80013844400000.0,73850258100000.0,78977826500000.0
2041.0,79554365000000.0,73023289600000.0,78247463200000.0
2042.0,78972994400000.0,72068968800000.0,77456319900000.0
2043.0,78547605300000.0,71138236900000.0,76564336000000.0
2044.0,78053364300000.0,70256107000000.0,75937120300000.0
2045.0,77513105900000.0,69495964600000.0,75221434300000.0
2046.0,77042763000000.0,68604443100000.0,74601708300000.0
2047.0,76575079400000.0,67780758300000.0,74023758200000.0
2048.0,75997292500000.0,66915961200000.0,73328718100000.0
2049.0,75465565600000.0,66117135200000.0,72725362400000.0
2050.0,74929124100000.0,65325601100000.0,71897500500000.0
2051.0,74378308700000.0,64557700500000.0,71190382400000.0
2052.0,73566618000000.0,63652531900000.0,70513631200000.0
2053.0,72839770100000.0,62798141100000.0,69647990900000.0
2054.0,72283216900000.0,62056158500000.0,68887331400000.0
2055.0,71558496300000.0,61246987100000.0,68326075000000.0
2056.0,70937472500000.0,60396053800000.0,67744632000000.0
2057.0,70147109000000.0,59618227400000.0,67148996200000.0
2058.0,69510742300000.0,58771226400000.0,66584120000000.0
2059.0,68879498800000.0,57955471900000.0,65948221800000.0
2060.0,68282293300000.0,57100906500000.0,65536074600000.0
2061.0,67737460800000.0,56339305300000.0,64878432600000.0
2062.0,67180133500000.0,55509351200000.0,64468254200000.0
2063.0,66621281100000.0,54661487700000.0,64017904800000.0
2064.0,66058765200000.0,53852300700000.0,63429186700000.0
2065.0,65416641700000.0,53239881800000.0,62978523300000.0
2066.0,64975027700000.0,52470188900000.0,62505251700000.0
2067.0,64428229000000.0,51865092100000.0,62153970500000.0
2068.0,63887830200000.0,51225247000000.0,61796753300000.0
2069.0,63407327400000.0,50483104800000.0,61482198700000.0
2070.0,63001653300000.0,49865165000000.0,61031719100000.0
2071.0,62494538300000.0,49378924600000.0,60676175100000.0
2072.0,62080069500000.0,48864955900000.0,60146765500000.0
2073.0,61625645300000.0,48268502500000.0,59686893300000.0
2074.0,61218121800000.0,47825755800000.0,59266201400000.0
2075.0,60911995700000.0,47225570200000.0,58819679800000.0
2076.0,60312192900000.0,46594805600000.0,58422175300000.0
2077.0,60017938300000.0,46005673100000.0,58045986200000.0
2078.0,59548290000000.0,45581485900000.0,57679476000000.0
2079.0,59124835200000.0,45177420500000.0,57323317100000.0
2080.0,58610733100000.0,44775898400000.0,56887954900000.0
2081.0,58262270500000.0,44358001100000.0,56431237700000.0
2082.0,58053202800000.0,43948690300000.0,56045607400000.0
2083.0,57688903600000.0,43508219600000.0,55704150600000.0
2084.0,57385802600000.0,42991043900000.0,55465006400000.0
2085.0,57032040200000.0,42649417900000.0,55142578600000.0
2086.0,56848167100000.0,42347071300000.0,54942318700000.0
2087.0,56544026800000.0,41963260200000.0,54736874200000.0
2088.0,56126354000000.0,41532734100000.0,54535122400000.0
2089.0,55862011800000.0,41167031900000.0,54365905000000.0
2090.0,55641931200000.0,40815559200000.0,54220343800000.0
2091.0,55348609800000.0,40507124200000.0,54050826000000.0
2092.0,55172986000000.0,40259431000000.0,53804642700000.0
2093.0,54995675400000.0,40005229100000.0,53626586000000.0
2094.0,54699888000000.0,39693936000000.0,53353664500000.0
2095.0,54383074800000.0,39434291200000.0,53198148800000.0
2096.0,54151342000000.0,39082524700000.0,53067449500000.0
2097.0,53931629500000.0,38852258000000.0,52916711500000.0
2098.0,53680283900000.0,38636884900000.0,52696175200000.0
2099.0,53530899100000.0,38398142700000.0,52577427300000.0
2100.0,53409119800000.0,38069231200000.0,52471107200000.0
2101.0,53265183300000.0,37871962900000.0,52397521700000.0
2102.0,53040862400000.0,37632494800000.0,52343598500000.0
2103.0,52822268000000.0,37433870300000.0,52288164600000.0
2104.0,52643233400000.0,37248931900000.0,52260257200000.0
2105.0,52453213200000.0,37068190500000.0,52182905900000.0
2106.0,52333966600000.0,36752720600000.0,52121624800000.0
2107.0,52231824900000.0,36540734300000.0,52119742200000.0
2108.0,52116704400000.0,36287463000000.0,52077137700000.0
2109.0,51933113200000.0,36101476200000.0,52039447600000.0
