time,ACCESS-CM2,ACCESS-ESM1-5,CESM2-WACCM,CanESM5,IPSL-CM6A-LR,MRI-ESM2-0
1980.0,93095453800000.0,93095453800000.0,93095453800000.0,93095453800000.0,93095453800000.0,93095453800000.0
1981.0,93095655200000.0,93095535200000.0,93095733900000.0,93096198200000.0,93095754300000.0,93095694300000.0
1982.0,93096302700000.0,93096090800000.0,93096173300000.0,93096007400000.0,93096572900000.0,93096390700000.0
1983.0,93094428600000.0,93094315100000.0,93094303000000.0,93093213100000.0,93093729400000.0,93094588500000.0
1984.0,93097446200000.0,93097328900000.0,93097569800000.0,93097677800000.0,93097394800000.0,93097952000000.0
1985.0,93099199100000.0,93099164700000.0,93099453600000.0,93099260000000.0,93098417300000.0,93099985500000.0
1986.0,93097537200000.0,93097521600000.0,93097967300000.0,93096917200000.0,93095029100000.0,93098506700000.0
1987.0,93094793000000.0,93094656300000.0,93095031300000.0,93092870800000.0,93091613700000.0,93095586900000.0
1988.0,93092994300000.0,93092818700000.0,93093047300000.0,93090346300000.0,93089112000000.0,93093645800000.0
1989.0,93090952600000.0,93090432600000.0,93090750200000.0,93087391900000.0,93085844000000.0,93091582600000.0
1990.0,93091269100000.0,93090509900000.0,93091133800000.0,93087425300000.0,93085030200000.0,93091825300000.0
1991.0,93085815300000.0,93084960500000.0,93085645200000.0,93080707200000.0,93078853400000.0,93086452700000.0
1992.0,93085451400000.0,93084765800000.0,93085389700000.0,93080132900000.0,93077515800000.0,93086286300000.0
1993.0,93088071400000.0,93087243400000.0,93087837800000.0,93082762100000.0,93079611500000.0,93088668200000.0
1994.0,93087803000000.0,93087091300000.0,93087723500000.0,93082933700000.0,93079034800000.0,93088647000000.0
1995.0,93086296500000.0,93085420400000.0,93086116700000.0,93081471300000.0,93076998700000.0,93087012200000.0
1996.0,93088526800000.0,93087338600000.0,93088190100000.0,93084205800000.0,93079081300000.0,93089191200000.0
1997.0,93090086300000.0,93088811100000.0,93089632800000.0,93085658200000.0,93081199100000.0,93090639900000.0
1998.0,93091571800000.0,93090202300000.0,93091055600000.0,93087446500000.0,93082583100000.0,93092098600000.0
1999.0,93090631900000.0,93088886400000.0,93090257900000.0,93086966500000.0,93080159000000.0,93091282100000.0
2000.0,93091294400000.0,93089676500000.0,93090589000000.0,93087197000000.0,93080099100000.0,93092136500000.0
2001.0,93073427600000.0,93068940000000.0,93072661500000.0,93069778700000.0,93046015700000.0,93074913000000.0
2002.0,92993800700000.0,92979533400000.0,92992251400000.0,93004243600000.0,92900234900000.0,93018511800000.0
2003.0,92970341600000.0,92947902300000.0,92966761600000.0,92985935800000.0,92803223900000.0,92988045900000.0
2004.0,92906714800000.0,92886135900000.0,92907722100000.0,92927995900000.0,92705405400000.0,92936599000000.0
2005.0,92824135700000.0,92811612800000.0,92827071200000.0,92856472400000.0,92617686100000.0,92867390800000.0
2006.0,92686193200000.0,92680005800000.0,92673314900000.0,92723926000000.0,92385894800000.0,92733309500000.0
2007.0,92526192800000.0,92484875300000.0,92500460300000.0,92567327700000.0,92140433100000.0,92571623500000.0
2008.0,92320601300000.0,92238783100000.0,92266757900000.0,92368554000000.0,91859212400000.0,92383362900000.0
2009.0,92100634200000.0,91982943500000.0,92034860900000.0,92115121700000.0,91392829300000.0,92173568900000.0
2010.0,91917050400000.0,91783880800000.0,91843210500000.0,91928275400000.0,91168040800000.0,92003376800000.0
2011.0,91752734200000.0,91599891600000.0,91678688400000.0,91757812800000.0,90808153800000.0,91845884500000.0
2012.0,91316774600000.0,91218107600000.0,91207376100000.0,91345238300000.0,90155863500000.0,91505732000000.0
2013.0,90879384300000.0,90809386500000.0,90757301100000.0,90929950800000.0,89300291000000.0,91146975400000.0
2014.0,90599238700000.0,90529715800000.0,90475308200000.0,90631546600000.0,88680214400000.0,90869546200000.0
2015.0,90323102300000.0,90236809000000.0,90201537900000.0,90318258200000.0,88404124400000.0,90580071900000.0
2016.0,89935576400000.0,89884597200000.0,89811430000000.0,89916463000000.0,87919593100000.0,90255842900000.0
2017.0,89283082300000.0,89249434400000.0,89160063900000.0,89315895800000.0,86885873100000.0,89697820800000.0
2018.0,88908472500000.0,88825260100000.0,88778030100000.0,88888914900000.0,86195873100000.0,89302366000000.0
2019.0,88609083300000.0,88525441600000.0,88464559600000.0,88560015600000.0,85781073400000.0,89004767400000.0
2020.0,88246349600000.0,88154715000000.0,88141928200000.0,88070901900000.0,85655564900000.0,88687717200000.0
2021.0,87762455200000.0,87750727800000.0,87775064700000.0,87597898300000.0,85691807500000.0,88418351300000.0
2022.0,87330636100000.0,87439810900000.0,87243771200000.0,87107620900000.0,85441659000000.0,88147202400000.0
2023.0,87006047300000.0,86996174400000.0,86777970200000.0,86543652700000.0,85396344700000.0,87545952100000.0
2024.0,86556805200000.0,86730681000000.0,86481587000000.0,85911581100000.0,85345029800000.0,87072834000000.0
2025.0,86244468300000.0,86332539500000.0,86043539900000.0,85179840100000.0,85268076800000.0,86601096200000.0
2026.0,85946171400000.0,85981416300000.0,85589318200000.0,84665560300000.0,85027183800000.0,86284376900000.0
2027.0,85635635400000.0,85588280900000.0,85111241000000.0,84053640700000.0,84968040900000.0,85798558000000.0
2028.0,85249990400000.0,85213470100000.0,84750923000000.0,83289915700000.0,84767023100000.0,85444309700000.0
2029.0,84770559600000.0,84833092900000.0,84325385300000.0,82466685500000.0,84554771200000.0,84913525600000.0
2030.0,84245015500000.0,84439959400000.0,84053964500000.0,81771714000000.0,84356382700000.0,84534281300000.0
2031.0,83956483100000.0,84009051000000.0,83845071500000.0,81059531200000.0,83901940600000.0,83980087200000.0
2032.0,83634130700000.0,83648711700000.0,83556280500000.0,80304730500000.0,83684478800000.0,83448180900000.0
2033.0,83284551100000.0,83156562700000.0,83132105800000.0,79506299700000.0,83519890200000.0,82942554700000.0
2034.0,82791132000000.0,82589582000000.0,82754718200000.0,78814176300000.0,83288359500000.0,82455172000000.0
2035.0,82220425700000.0,82173506300000.0,82383791200000.0,77972424400000.0,83218315400000.0,82072565500000.0
2036.0,81537832700000.0,81790579600000.0,81998277900000.0,77284010600000.0,83169230300000.0,81665458600000.0
2037.0,80868738500000.0,81351845000000.0,81562046300000.0,76457572200000.0,83097353400000.0,81139707300000.0
2038.0,80400016600000.0,80958251000000.0,80957178100000.0,75587226500000.0,82844496500000.0,80402153600000.0
2039.0,79998861200000.0,80559349100000.0,80429309900000.0,74727904000000.0,82663433100000.0,79657144700000.0
2040.0,79598375600000.0,80121271500000.0,80077387900000.0,73838734400000.0,82460114200000.0,78995526500000.0
2041.0,79157105700000.0,79576379600000.0,79628953100000.0,73007792200000.0,82250353800000.0,78271816400000.0
2042.0,78688701900000.0,79142582900000.0,78892499900000.0,72205710200000.0,81939573700000.0,77487241600000.0
2043.0,78085631500000.0,78812521700000.0,78199285100000.0,71303805200000.0,81586732100000.0,76670089600000.0
2044.0,77526244700000.0,78353831000000.0,77495879700000.0,70276200000000.0,81207643000000.0,75806849000000.0
2045.0,77080609700000.0,77830835100000.0,77027232600000.0,69354781000000.0,80801148400000.0,74964808700000.0
2046.0,76478022300000.0,77422762200000.0,76442625100000.0,68519092200000.0,80247715400000.0,74057520600000.0
2047.0,75806439000000.0,76782791900000.0,75940220400000.0,67620682200000.0,79706977200000.0,73277607000000.0
2048.0,75193351000000.0,76275366700000.0,75367877900000.0,66615279900000.0,79252829000000.0,72278262200000.0
2049.0,74600775800000.0,75849174000000.0,74672742800000.0,65673762800000.0,78555362700000.0,71487012700000.0
2050.0,73956941100000.0,75441802500000.0,73980320800000.0,64730799100000.0,77990621800000.0,70605373800000.0
