time,CESM2-WACCM,CanESM5,IPSL-CM6A-LR,MRI-ESM2-0
2000,17355628967951.596,17355628967951.596,17355628967951.596,17355628967951.596
2001,17320272889192.549,17332445745690.035,17326168230966.277,17330129089633.26
2002,17276060188159.238,17309390058314.695,17300020578437.045,17304935370515.955
2003,17237434847357.88,17281290977762.371,17275688315563.623,17273649780551.307
2004,17199565426347.053,17253233879393.383,17250963756332.31,17244837652297.752
2005,17160172395640.64,17224929008082.062,17225268518427.172,17192925596194.633
2006,17132001921841.432,17196893565230.027,17196234873075.582,17155253141214.64
2007,17101252491500.273,17172519808132.26,17163228734324.95,17118706339314.352
2008,17073810737508.287,17139574928557.53,17134667494431.162,17090298209093.22
2009,17033516020056.21,17116891850657.771,17095421294929.688,17059365119206.953
2010,17006317252444.254,17087854063980.74,17062894200971.328,17009456129005.803
2011,16980168896508.145,17055302820701.174,17031142110669.941,16977098087668.08
2012,16943093254183.416,17021763460752.98,17008512518927.393,16950637097251.861
2013,16907936082013.143,16982625008766.793,16981648929980.2,16920916866306.014
2014,16855827920704.334,16933887322819.79,16952058715829.08,16882557655067.8
2015,16800008547658.514,16889390714649.264,16911162372632.832,16855340925386.445
2016,16762634089998.861,16837475145642.65,16874827232286.822,16818372274026.797
2017,16721088024618.264,16781540726106.87,16828214996430.357,16774121335134.885
2018,16688144882813.135,16718867999330.46,16780305928527.229,16720060205449.465
2019,16665513510249.393,16665141304553.633,16711177095628.818,16676848794427.486
2020,16638177531004.805,16603571748207.818,16667928930212.018,16628265239772.12
2021,16610480035127.2,16536175086344.512,16635883981751.479,16569439510077.871
2022,16570547534495.758,16462208541199.164,16579919064067.967,16530699069911.61
2023,16524923140070.357,16388238837374.04,16553683945916.836,16456250308580.357
2024,16495004209580.328,16316117640786.291,16525793658313.746,16359448500474.102
2025,16447558256441.576,16242241598473.146,16489488499160.13,16309549810190.81
2026,16416300547617.275,16133075870493.393,16465843544558.527,16255604500199.46
2027,16383171196982.496,16010690516840.627,16429711499629.715,16202126598678.05
2028,16345849369441.3,15884071679975.684,16386283183474.107,16131592986561.525
2029,16315314759488.164,15785128611124.648,16350016938929.326,16047421819945.906
2030,16291548843306.238,15657427159857.463,16301970912577.748,15998499549672.793
2031,16264629110471.936,15526096133088.066,16239224885925.018,15911184609103.295
2032,16207793411780.873,15428085000264.65,16208460359910.357,15837946794914.965
2033,16176558549561.72,15317502250754.44,16172931855537.062,15761899137189.61
2034,16143856448669.168,15199059896826.486,16136029918339.68,15673029357063.95
2035,16113121112746.232,15070821084604.818,16096598279077.86,15602931558544.658
2036,16073416901289.72,14952173526130.297,16070757823246.707,15513573837398.629
2037,16023654300304.924,14808011778252.78,16040706034346.748,15406282956836.053
2038,15959428953319.988,14641106401085.834,16003190257034.094,15283592332060.74
2039,15914212569987.61,14464390569774.791,15960464499761.768,15178963986162.316
2040,15880578592928.547,14316086903505.326,15902552200538.836,15056568863939.326
2041,15840271515005.033,14177279958011.793,15857842882416.97,14914777739932.893
2042,15788646582838.13,14047170503619.92,15804457711262.084,14725296803995.871
2043,15759714678614.174,13869197561921.516,15761193048771.59,14577798943527.982
2044,15722994785494.979,13684365684383.227,15715998099362.076,14483901163720.812
2045,15688967964225.15,13545923265456.172,15666301149983.715,14394421957840.469
2046,15656947838784.713,13389097932721.89,15604848017363.352,14282678512482.209
2047,15631135286689.78,13228212680711.691,15543866927343.908,14204263641399.922
2048,15581622610297.07,13057773232919.018,15491251533599.123,14109882755475.596
2049,15538574784971.498,12905604286660.44,15450427129633.193,13981931036290.031
2050,15501296991983.617,12738100420354.328,15389384351493.537,13866530919029.787
2051,15433621770609.654,12563231868513.877,15322197943247.965,13719859650518.725
2052,15359541977887.457,12413838528304.877,15262567656173.793,13545704059970.2
2053,15285457490573.068,12258462381492.195,15204051656810.744,13394878346060.404
2054,15221557553360.527,12101781095999.84,15108050496384.055,13246129283898.336
2055,15160608509736.44,11930598078611.322,15004531570472.203,13135783924119.59
2056,15080934658905.69,11766834639162.26,14902125888060.773,13023854275241.47
2057,15017942778383.285,11614940885725.672,14819106711733.713,12918025847732.402
2058,14963483282517.545,11487437092546.924,14725190236929.203,12794796108160.006
2059,14888455658053.582,11350213255847.29,14596018904269.465,12704824277530.965
2060,14842557642633.77,11197564742728.307,14464510926104.852,12643042240607.738
2061,14785541039996.44,11035879097900.316,14359826099401.1,12563974438357.855
2062,14715683353984.377,10861391716290.059,14263267178966.398,12486662653396.145
2063,14650263412389.975,10686572564620.594,14164702835776.896,12389773394646.887
2064,14596879736402.684,10521568284178.42,14038136964551.123,12300449353536.215
2065,14554745627420.12,10385816023432.986,13923507843358.223,12221229913858.191
2066,14517036283012.695,10218149683614.553,13787859931716.445,12111069113605.615
2067,14431633966309.129,10059559591988.965,13644815698730.88,12024462804698.332
2068,14374993234238.586,9886418515479.252,13537135299693.934,11914563881683.598
2069,14330915224509.896,9738592599743.975,13428534390832.824,11816030343315.271
2070,14299299556979.318,9625331438839.56,13325749988583.145,11718289987422.404
2071,14224570933810.787,9516660890022.457,13250666860549.596,11588997812932.615
2072,14154587016101.607,9402855411329.191,13174938263496.414,11499418575047.16
2073,14109911639176.32,9300296319431.31,13096182285873.89,11406703311498.627
2074,14052851528944.719,9185899359694.027,13019913175270.773,11329217045238.178
2075,13995485426351.047,9065630244060.104,12945898970314.168,11244352737039.053
2076,13933334094737.564,8943178895096.045,12863340282871.832,11145346275931.674
2077,13883892029985.035,8835662112432.812,12746722517958.754,11078254479507.184
2078,13831023510061.45,8749443293696.663,12628312991002.688,10954498363550.22
2079,13774908238163.338,8640988951358.595,12526633308117.043,10843928126577.973
2080,13713693445723.875,8516202183682.178,12430922065053.93,10765844401007.232
2081,13687099414901.164,8410505609536.198,12323683734451.441,10708169341219.842
2082,13657757886755.793,8274996958751.978,12197360973421.88,10633747465092.031
2083,13590244876213.332,8159242759900.8,12081964210876.209,10573716501979.852
2084,13550561646597.955,8062009651589.602,11986967840279.559,10520597711803.846
2085,13478541933805.922,7980183409326.885,11910027402688.816,10443929826503.334
2086,13444485470868.117,7854308617482.747,11797840834569.47,10396157381642.408
2087,13378262338730.516,7763297184169.902,11678109003733.777,10329611370756.281
2088,13352292265900.285,7678568052049.163,11585069597037.373,10262536856192.389
2089,13307645839196.646,7596489844559.641,11494966557698.982,10217059603845.486
2090,13274597789980.035,7504357395471.139,11383057728601.488,10172890882326.053
2091,13230755300793.852,7418205730259.966,11280491947066.176,10142051674427.744
2092,13201092316107.44,7313851190223.307,11175124959524.953,10098754451716.3
2093,13173916209691.947,7208897033413.78,11059113411959.256,10058351243905.34
2094,13116691854114.82,7118296224912.763,10966333759046.918,10000400274630.611
2095,13083007671460.336,7051344683610.931,10882155110049.78,9946921529771.625
2096,13061803006768.066,6985246099575.896,10795235932663.16,9908952512928.566
2097,13037420430661.375,6900110292922.694,10707814775467.045,9856243021752.816
2098,13003069505666.867,6823691250586.421,10632075414108.324,9793832568190.996
2099,12970579917896.332,6760133553190.347,10526514530088.922,9750957960664.55
2100,12931596821348.68,6694077922946.3125,10419641691042.604,9700223871945.496
2101,12895963034805.994,6634495699055.361,10338769829909.457,9666695543545.334
2102,12874501628467.3,6559365994177.595,10245923778674.963,9629593792628.04
2103,12849312852643.328,6491919659884.409,10161660945816.85,9590335828720.8
2104,12824616467730.95,6422772746816.934,10084723382940.857,9563107922648.85
2105,12800342291617.697,6361379695796.685,10018962721446.846,9518819933937.508
2106,12767197121337.947,6293571220376.393,9953189594467.658,9487321078766.277
2107,12752079907571.76,6207778166828.203,9887949361407.11,9464751700666.223
2108,12730860526133.854,6137883004433.543,9823990702490.986,9455330009147.225
2109,12700852842289.256,6064766906024.092,9757230164885.38,9439892508322.664
2110,12685674462910.21,6018382938816.437,9676615267103.154,9422979084683.174
2111,12656512416374.809,5979894030079.355,9608634916494.244,9390283657229.256
2112,12632671218848.639,5930540171871.202,9530669154656.326,9363234224858.37
2113,12573785866329.31,5879396026876.967,9455597918996.982,9349237580039.182
2114,12547136129169.68,5841743537957.144,9397510140354.115,9329459078190.303
