time,IPSL-CM6A-LR,ACCESS-ESM1-5,EC-EARTH3-VEG,CAMS-CSM1-0,CESM2-WACCM,MRI-ESM2-0,GFDL-ESM4,CESM2,EC-EARTH3,FGOALS-F3-L,BCC-CSM2-MR,CANESM5,MPI-ESM1-2-HR,ACCESS-CM2,INM-CM4-8,INM-CM5-0,NORESM2-MM
2016.0,8260712000000.0,8260712000000.0,8260712000000.0,8260712000000.0,8260712000000.0,8260712000000.0,8260712000000.0,8260712000000.0,8260712000000.0,8260712000000.0,8260712000000.0,8260712000000.0,8260712000000.0,8260712000000.0,8260712000000.0,8260712000000.0,8260712000000.0
2017.0,8221308000000.0,8221308000000.0,8221308000000.0,8221308000000.0,8221308000000.0,8221308000000.0,8221308000000.0,8221308000000.0,8221308000000.0,8221308000000.0,8221308000000.0,8221308000000.0,8221308000000.0,8221308000000.0,8221308000000.0,8221308000000.0,8221308000000.0
2018.0,8202588000000.0,8202588000000.0,8202588000000.0,8202588000000.0,8202588000000.0,8202588000000.0,8202588000000.0,8202588000000.0,8202588000000.0,8202588000000.0,8202588000000.0,8202588000000.0,8202588000000.0,8202588000000.0,8202588000000.0,8202588000000.0,8202588000000.0
2019.0,8176226300000.0,8176226300000.0,8176226300000.0,8176226300000.0,8176226300000.0,8176226300000.0,8176226300000.0,8176226300000.0,8176226300000.0,8176226300000.0,8176226300000.0,8176226300000.0,8176226300000.0,8176226300000.0,8176226300000.0,8176226300000.0,8176226300000.0
2020.0,8139182000000.0,8139182000000.0,8139182000000.0,8139182000000.0,8139182000000.0,8139182000000.0,8139182000000.0,8139182000000.0,8139182000000.0,8139182000000.0,8139182000000.0,8139182000000.0,8139182000000.0,8139182000000.0,8139182000000.0,8139182000000.0,8139182000000.0
2021.0,8090623000000.0,8101736500000.0,8109348600000.0,8105300000000.0,8101840300000.0,8078829300000.0,8104092000000.0,8104569700000.0,8097807500000.0,8106009400000.0,8111142000000.0,8100250000000.0,8108475000000.0,8116529000000.0,8101103700000.0,8100410000000.0,8088568000000.0
2022.0,8057092000000.0,8064899000000.0,8068614600000.0,8081758500000.0,8047959000000.0,8035446600000.0,8057590000000.0,8066259500000.0,8026217500000.0,8066300000000.0,8078198000000.0,8061204000000.0,8073572000000.0,8072266000000.0,8062834000000.0,8054810600000.0,8053045300000.0
2023.0,8009844500000.0,8016110300000.0,8012804000000.0,8051185000000.0,8016229300000.0,7989246300000.0,8041506300000.0,8028524000000.0,7966434000000.0,8028801700000.0,8040983600000.0,7996196000000.0,8046349000000.0,8025083000000.0,8028578400000.0,8004480500000.0,8004969700000.0
2024.0,7974092300000.0,7990888400000.0,7960063400000.0,8014227600000.0,7993186300000.0,7951813700000.0,8008742000000.0,7992275000000.0,7914852500000.0,7993121300000.0,8012772000000.0,7958523500000.0,8022672000000.0,7994688400000.0,7991010500000.0,7962319400000.0,7980149400000.0
2025.0,7935026000000.0,7956771400000.0,7919356000000.0,7982785500000.0,7945926000000.0,7885615500000.0,7975986000000.0,7964978000000.0,7858517700000.0,7948165700000.0,7995738600000.0,7898150700000.0,7992156600000.0,7965321000000.0,7950525000000.0,7913240000000.0,7942507000000.0
2026.0,7892118300000.0,7916805000000.0,7888638000000.0,7948467700000.0,7895624000000.0,7827403300000.0,7934479000000.0,7929530000000.0,7812118000000.0,7902642000000.0,7966456000000.0,7844645600000.0,7951376000000.0,7920803600000.0,7908387000000.0,7889994000000.0,7907664000000.0
2027.0,7834308700000.0,7863794000000.0,7846057000000.0,7916434000000.0,7822878700000.0,7758042000000.0,7909523600000.0,7914804000000.0,7753584000000.0,7871583500000.0,7927162000000.0,7808554000000.0,7899612000000.0,7896961600000.0,7868392700000.0,7842661000000.0,7862535000000.0
2028.0,7795490400000.0,7832361000000.0,7813537500000.0,7869866000000.0,7788383700000.0,7701764500000.0,7868446000000.0,7885692600000.0,7691253600000.0,7828792000000.0,7897616500000.0,7745836700000.0,7866383600000.0,7849267700000.0,7829549000000.0,7808900700000.0,7806384600000.0
2029.0,7742318700000.0,7800068500000.0,7777005000000.0,7832626000000.0,7755242000000.0,7644370000000.0,7851106400000.0,7842259500000.0,7633072000000.0,7797608000000.0,7861817000000.0,7696597600000.0,7838723000000.0,7808788000000.0,7789921400000.0,7770040400000.0,7764273000000.0
2030.0,7696828300000.0,7760139000000.0,7733028000000.0,7787440000000.0,7702589700000.0,7588428000000.0,7815331000000.0,7795371000000.0,7563469400000.0,7765654000000.0,7817995000000.0,7629463000000.0,7815151000000.0,7768471000000.0,7744108000000.0,7723302000000.0,7743868500000.0
2031.0,7643020000000.0,7713130500000.0,7701384000000.0,7740518300000.0,7633482000000.0,7526662000000.0,7766111400000.0,7753378600000.0,7493180000000.0,7731676000000.0,7792251400000.0,7566757000000.0,7777922000000.0,7732349400000.0,7710838000000.0,7669491400000.0,7706775700000.0
2032.0,7605096000000.0,7665355000000.0,7649288500000.0,7704574000000.0,7573463000000.0,7477104500000.0,7738731000000.0,7705558000000.0,7433671400000.0,7693115300000.0,7749260300000.0,7501887000000.0,7753657500000.0,7683250300000.0,7661579000000.0,7626261300000.0,7676970000000.0
2033.0,7547023000000.0,7615649700000.0,7617303000000.0,7663228000000.0,7519159000000.0,7422315000000.0,7708382600000.0,7645830000000.0,7381690000000.0,7651336400000.0,7691743300000.0,7420540000000.0,7727678500000.0,7634699000000.0,7609539600000.0,7589829000000.0,7635376000000.0
2034.0,7503730000000.0,7580538000000.0,7574903000000.0,7629596300000.0,7464029000000.0,7366984600000.0,7675233000000.0,7598529600000.0,7306836700000.0,7614147600000.0,7653206000000.0,7362535000000.0,7682624300000.0,7575141000000.0,7557553300000.0,7539470000000.0,7582599000000.0
2035.0,7443250000000.0,7518959400000.0,7540307000000.0,7596511000000.0,7412907000000.0,7313451600000.0,7639675000000.0,7543712000000.0,7236923000000.0,7578907600000.0,7604192400000.0,7298581000000.0,7633162500000.0,7526174700000.0,7515298000000.0,7493152400000.0,7539083700000.0
2036.0,7393105700000.0,7474119700000.0,7502925700000.0,7567719300000.0,7336364600000.0,7286104000000.0,7601290000000.0,7496611000000.0,7171001000000.0,7545254600000.0,7560513500000.0,7206162000000.0,7591309000000.0,7485738000000.0,7470742000000.0,7444582400000.0,7490920500000.0
2037.0,7358129000000.0,7443115400000.0,7477235500000.0,7559228000000.0,7256655500000.0,7238432000000.0,7562955600000.0,7461853500000.0,7103439700000.0,7503079300000.0,7498024000000.0,7102061000000.0,7558289000000.0,7441260000000.0,7431414300000.0,7403134000000.0,7439717000000.0
2038.0,7316584300000.0,7425039000000.0,7452191400000.0,7517774000000.0,7196847000000.0,7189336400000.0,7517261000000.0,7396743700000.0,7035606000000.0,7458669500000.0,7424777400000.0,7032470000000.0,7518919600000.0,7386946000000.0,7390039600000.0,7365052600000.0,7372115300000.0
2039.0,7275770500000.0,7381423000000.0,7434232400000.0,7488369300000.0,7145351300000.0,7128331300000.0,7478045600000.0,7316645600000.0,6964404300000.0,7410496300000.0,7389627500000.0,6964841500000.0,7468986400000.0,7332685700000.0,7338927300000.0,7335250500000.0,7321496300000.0
2040.0,7222798600000.0,7343850000000.0,7389856700000.0,7458639000000.0,7090918700000.0,7071361700000.0,7427471700000.0,7255249400000.0,6899470000000.0,7375513700000.0,7356117700000.0,6899394700000.0,7431356000000.0,7282877300000.0,7306085400000.0,7290111400000.0,7276308500000.0
2041.0,7163266700000.0,7279980000000.0,7362384500000.0,7401901700000.0,7014050700000.0,7038191500000.0,7381015600000.0,7203730000000.0,6826152000000.0,7320367000000.0,7325735000000.0,6814391000000.0,7389461000000.0,7242388000000.0,7262576300000.0,7260105300000.0,7211094000000.0
2042.0,7118367000000.0,7242638000000.0,7322021700000.0,7374396000000.0,6939459700000.0,7005640000000.0,7354086000000.0,7121635600000.0,6751595300000.0,7299223000000.0,7289143000000.0,6732732000000.0,7335897000000.0,7182852600000.0,7206980300000.0,7224171000000.0,7155215000000.0
2043.0,7070698000000.0,7204632500000.0,7278221600000.0,7334080300000.0,6891156000000.0,6945276700000.0,7308841600000.0,7038665000000.0,6659786000000.0,7258011000000.0,7235780500000.0,6663402000000.0,7296235000000.0,7129987000000.0,7164721000000.0,7166684600000.0,7075544000000.0
2044.0,7013841000000.0,7144464700000.0,7236149600000.0,7299748300000.0,6829654000000.0,6884334000000.0,7277291000000.0,6978771400000.0,6586819400000.0,7207876000000.0,7203480000000.0,6590696000000.0,7261703000000.0,7075779000000.0,7129698000000.0,7109077000000.0,7023138700000.0
2045.0,6962704000000.0,7103930000000.0,7210553000000.0,7267661000000.0,6763908700000.0,6835998000000.0,7242670000000.0,6923469000000.0,6509846600000.0,7167905600000.0,7180763300000.0,6509197000000.0,7226848700000.0,7033112000000.0,7081237700000.0,7077735000000.0,6984243300000.0
2046.0,6909690600000.0,7049302000000.0,7153892500000.0,7234273700000.0,6684026000000.0,6790001000000.0,7204014400000.0,6865214000000.0,6450302700000.0,7140219000000.0,7154192400000.0,6440382000000.0,7204425400000.0,6982173500000.0,7024887700000.0,7029341000000.0,6923655600000.0
2047.0,6844405000000.0,7014147700000.0,7119775500000.0,7203776400000.0,6615580300000.0,6736620000000.0,7167453000000.0,6804837000000.0,6388172000000.0,7118466000000.0,7123619000000.0,6365169300000.0,7159070300000.0,6928725400000.0,6983785600000.0,7001528600000.0,6874730000000.0
2048.0,6784152500000.0,6983340500000.0,7099538500000.0,7178520400000.0,6576393400000.0,6692406300000.0,7122761300000.0,6735020400000.0,6314371000000.0,7088073300000.0,7083756400000.0,6283400000000.0,7125033500000.0,6878886600000.0,6940609000000.0,6960255600000.0,6831505000000.0
2049.0,6714348300000.0,6947690500000.0,7047832700000.0,7135916000000.0,6514170000000.0,6641966600000.0,7088290000000.0,6661207000000.0,6268391000000.0,7049472600000.0,7025485000000.0,6219770600000.0,7078595300000.0,6824144000000.0,6896101000000.0,6921757700000.0,6767769000000.0
2050.0,6640725000000.0,6913078000000.0,7017101500000.0,7085476000000.0,6454669000000.0,6590182700000.0,7054301000000.0,6582700600000.0,6199052300000.0,7023389000000.0,6984670000000.0,6149167000000.0,7050348700000.0,6767275700000.0,6868758000000.0,6880609000000.0,6707488500000.0
2051.0,6589392000000.0,6859821000000.0,6966554000000.0,7055286000000.0,6373965000000.0,6539821000000.0,7020573000000.0,6516558000000.0,6135312500000.0,6990481300000.0,6935455700000.0,6066621400000.0,7008812000000.0,6715074000000.0,6824005000000.0,6834412000000.0,6649798000000.0
2052.0,6521758000000.0,6811730000000.0,6916314500000.0,7024606700000.0,6308433500000.0,6490292000000.0,6989167500000.0,6445040400000.0,6080595000000.0,6962037700000.0,6898979400000.0,6004446600000.0,6978255500000.0,6663568400000.0,6788789300000.0,6791380300000.0,6602805000000.0
2053.0,6463626400000.0,6751814000000.0,6874352600000.0,6979071000000.0,6246958600000.0,6447624000000.0,6955964000000.0,6382465600000.0,6015764000000.0,6933497500000.0,6841063400000.0,5926894400000.0,6941156000000.0,6592181300000.0,6744197000000.0,6757350400000.0,6542230300000.0
2054.0,6412086000000.0,6704982000000.0,6824311400000.0,6949936000000.0,6183294000000.0,6396905500000.0,6928071700000.0,6308729000000.0,5947702400000.0,6898886600000.0,6779909000000.0,5857140000000.0,6907725000000.0,6540148000000.0,6697979500000.0,6693059600000.0,6485186700000.0
2055.0,6329953400000.0,6662503000000.0,6786315000000.0,6934083000000.0,6112404300000.0,6332508000000.0,6893285000000.0,6246962300000.0,5899004000000.0,6859805700000.0,6735833600000.0,5770675500000.0,6885356300000.0,6476629000000.0,6656063700000.0,6671840600000.0,6443185500000.0
2056.0,6262834600000.0,6632548300000.0,6735134000000.0,6916942000000.0,6046137000000.0,6264956400000.0,6865816600000.0,6180754000000.0,5862452600000.0,6810728700000.0,6679016000000.0,5700408000000.0,6840913500000.0,6420070700000.0,6610012000000.0,6635926300000.0,6387759300000.0
2057.0,6225572400000.0,6588169500000.0,6696073000000.0,6874454000000.0,5981323000000.0,6228170000000.0,6810316000000.0,6097666000000.0,5813471000000.0,6761627500000.0,6654292700000.0,5613889000000.0,6796112000000.0,6346661000000.0,6562324700000.0,6596646000000.0,6327860000000.0
2058.0,6175618000000.0,6543370000000.0,6658599700000.0,6841579300000.0,5925018500000.0,6166445300000.0,6769206000000.0,6042597000000.0,5749829000000.0,6722508300000.0,6622997000000.0,5537447000000.0,6757005000000.0,6285779000000.0,6527217000000.0,6542410600000.0,6261678500000.0
2059.0,6113559300000.0,6488397000000.0,6614900000000.0,6806577000000.0,5874094400000.0,6131674000000.0,6742089400000.0,5961342000000.0,5702595000000.0,6685611500000.0,6596043700000.0,5473724000000.0,6715425000000.0,6224793000000.0,6487153300000.0,6488665000000.0,6203449500000.0
2060.0,6045222600000.0,6441319500000.0,6587974400000.0,6756219500000.0,5816291700000.0,6073051000000.0,6716643000000.0,5898189000000.0,5654750700000.0,6639726000000.0,6563441000000.0,5387433500000.0,6692530000000.0,6172689000000.0,6454944000000.0,6452069500000.0,6141856000000.0
2061.0,5973261000000.0,6402755500000.0,6522185000000.0,6713006600000.0,5756933000000.0,6009494000000.0,6672272600000.0,5820933700000.0,5608570000000.0,6595324000000.0,6520866600000.0,5303077000000.0,6654523300000.0,6114166000000.0,6413667000000.0,6423864000000.0,6082522000000.0
2062.0,5909237000000.0,6371339700000.0,6499356000000.0,6683471000000.0,5701099000000.0,5955241000000.0,6624535600000.0,5762260000000.0,5561221000000.0,6547504600000.0,6459738300000.0,5237977000000.0,6619401300000.0,6055525400000.0,6370894000000.0,6386621600000.0,6041519500000.0
2063.0,5855296600000.0,6331705000000.0,6454929500000.0,6646398500000.0,5616904400000.0,5893542400000.0,6583930000000.0,5692621000000.0,5516267400000.0,6502580500000.0,6418521000000.0,5175167700000.0,6574924400000.0,5997105500000.0,6325722000000.0,6347092000000.0,5988380300000.0
2064.0,5776011700000.0,6285329000000.0,6406891600000.0,6620643300000.0,5548430000000.0,5838632600000.0,6551134000000.0,5649144500000.0,5478398000000.0,6456191500000.0,6375571000000.0,5120551600000.0,6537168300000.0,5954258600000.0,6293792000000.0,6313442500000.0,5923880000000.0
2065.0,5717349600000.0,6243605300000.0,6379884000000.0,6595181300000.0,5483260300000.0,5782623500000.0,6513609400000.0,5594150300000.0,5420689700000.0,6419094000000.0,6336682700000.0,5050683400000.0,6515330000000.0,5914343000000.0,6261921300000.0,6280652500000.0,5891611000000.0
2066.0,5661708000000.0,6186268600000.0,6337672000000.0,6575020300000.0,5413680000000.0,5740447700000.0,6480294600000.0,5542292000000.0,5369030500000.0,6381805000000.0,6285389500000.0,4948368600000.0,6483447600000.0,5869778000000.0,6217515000000.0,6242722400000.0,5833491500000.0
2067.0,5586379300000.0,6145546000000.0,6290500000000.0,6536583000000.0,5344849300000.0,5695521400000.0,6459903000000.0,5488320000000.0,5325555500000.0,6355337000000.0,6238945000000.0,4859262700000.0,6459626600000.0,5799701000000.0,6162405000000.0,6197505700000.0,5783645300000.0
2068.0,5514383000000.0,6103364000000.0,6250940000000.0,6506624300000.0,5293257000000.0,5634408000000.0,6423955000000.0,5420317000000.0,5272169300000.0,6315898000000.0,6189713700000.0,4796615000000.0,6434014600000.0,5734557300000.0,6134323000000.0,6155232000000.0,5725398500000.0
2069.0,5449041600000.0,6056358400000.0,6220144000000.0,6474267400000.0,5231439000000.0,5592004400000.0,6397564000000.0,5368077400000.0,5209720000000.0,6279314000000.0,6135793000000.0,4716258000000.0,6402391000000.0,5672963400000.0,6103200400000.0,6109215000000.0,5662998000000.0
2070.0,5388976500000.0,6028048500000.0,6193718000000.0,6437046600000.0,5171561600000.0,5544304000000.0,6365453000000.0,5344479000000.0,5167115700000.0,6243238300000.0,6087211000000.0,4658685000000.0,6367245000000.0,5608558300000.0,6064560400000.0,6054224600000.0,5619542000000.0
2071.0,5326425300000.0,5995515300000.0,6149547500000.0,6405993000000.0,5107793500000.0,5501816400000.0,6333561000000.0,5310372000000.0,5101407000000.0,6211528000000.0,6045158600000.0,4584513700000.0,6334546700000.0,5563393500000.0,6024213300000.0,6000711000000.0,5563555000000.0
2072.0,5238464400000.0,5950598500000.0,6110296000000.0,6371101600000.0,5053651000000.0,5460219400000.0,6293261000000.0,5249300400000.0,5028273700000.0,6165372600000.0,5996768000000.0,4524372000000.0,6294185000000.0,5502919000000.0,5967747500000.0,5952451400000.0,5506833000000.0
2073.0,5156279000000.0,5906798000000.0,6076813000000.0,6336791000000.0,4991462400000.0,5408568600000.0,6258397500000.0,5205060500000.0,4959458300000.0,6122970300000.0,5952483400000.0,4455993000000.0,6267957400000.0,5445900000000.0,5919573000000.0,5917704700000.0,5448460000000.0
2074.0,5073368000000.0,5868613500000.0,6029183000000.0,6308253700000.0,4926929000000.0,5372110700000.0,6207732000000.0,5148026300000.0,4907964300000.0,6062154400000.0,5892755400000.0,4390158600000.0,6235942000000.0,5387061000000.0,5867966600000.0,5871484500000.0,5387915400000.0
2075.0,5009080000000.0,5827446400000.0,6002513500000.0,6282041000000.0,4875650000000.0,5327072300000.0,6177624000000.0,5100090000000.0,4862293600000.0,6032648600000.0,5842014000000.0,4309709500000.0,6203368300000.0,5338503300000.0,5818920500000.0,5826621000000.0,5334501400000.0
2076.0,4934272500000.0,5796378700000.0,5957601000000.0,6262223300000.0,4823495700000.0,5281542000000.0,6120831000000.0,5028272000000.0,4814181000000.0,6006484000000.0,5781124000000.0,4233517900000.0,6174097300000.0,5285503600000.0,5766586000000.0,5787578500000.0,5272796000000.0
2077.0,4848963600000.0,5746360000000.0,5930556000000.0,6229484600000.0,4764263000000.0,5228690700000.0,6091901000000.0,4984399700000.0,4748946700000.0,5971416000000.0,5738394600000.0,4163522000000.0,6142431000000.0,5227768400000.0,5717206000000.0,5735045000000.0,5222667600000.0
2078.0,4767250000000.0,5716917000000.0,5879674400000.0,6196552500000.0,4720944500000.0,5185473600000.0,6066028000000.0,4938317000000.0,4692717300000.0,5948227700000.0,5687170600000.0,4106361500000.0,6106190000000.0,5181449700000.0,5680058000000.0,5703041000000.0,5160447000000.0
2079.0,4686150000000.0,5677527000000.0,5852407000000.0,6165026600000.0,4657219000000.0,5130121000000.0,6037918700000.0,4895956000000.0,4640116000000.0,5914026000000.0,5641942000000.0,4034867500000.0,6061938000000.0,5115715500000.0,5643089000000.0,5666795700000.0,5121403000000.0
2080.0,4603201000000.0,5639910700000.0,5828813000000.0,6145634000000.0,4595105400000.0,5103270500000.0,5990349500000.0,4832553300000.0,4583922000000.0,5882501000000.0,5596106500000.0,3988104400000.0,6021187000000.0,5066783000000.0,5601393400000.0,5625268000000.0,5056730000000.0
2081.0,4527033000000.0,5594869700000.0,5769276000000.0,6114371400000.0,4552100000000.0,5068041000000.0,5948271000000.0,4762549400000.0,4522851000000.0,5833894700000.0,5556071000000.0,3923923400000.0,5979758000000.0,4997528400000.0,5565195000000.0,5586226000000.0,5007844300000.0
2082.0,4443884500000.0,5549615000000.0,5725013000000.0,6079095000000.0,4510383000000.0,5020520000000.0,5914763000000.0,4686422000000.0,4456778000000.0,5794526000000.0,5497346000000.0,3865793800000.0,5943363400000.0,4942388500000.0,5521462000000.0,5544460400000.0,4974259500000.0
2083.0,4387108300000.0,5511717600000.0,5692424500000.0,6038035000000.0,4461391000000.0,4978690000000.0,5867764000000.0,4640587000000.0,4402037000000.0,5753848000000.0,5468084000000.0,3799855700000.0,5906301500000.0,4897389000000.0,5466322000000.0,5511128000000.0,4915787000000.0
2084.0,4310554400000.0,5465606000000.0,5647899300000.0,6007227400000.0,4407607400000.0,4933408000000.0,5826526300000.0,4584041000000.0,4346702700000.0,5718471600000.0,5406392300000.0,3736768300000.0,5868210000000.0,4839702000000.0,5415816400000.0,5470694700000.0,4851695600000.0
2085.0,4246077200000.0,5432828000000.0,5607654400000.0,5982423000000.0,4353621200000.0,4898266000000.0,5792401500000.0,4539149700000.0,4312156300000.0,5679800600000.0,5368648000000.0,3671195000000.0,5820004000000.0,4795825000000.0,5373177600000.0,5431809000000.0,4788045000000.0
2086.0,4167821400000.0,5392279500000.0,5564743000000.0,5956517000000.0,4303315800000.0,4866808000000.0,5736023000000.0,4482117000000.0,4248738700000.0,5627955000000.0,5321624400000.0,3611262200000.0,5781368000000.0,4750202000000.0,5324624000000.0,5396509000000.0,4734008700000.0
2087.0,4080533500000.0,5367497000000.0,5519174500000.0,5928141700000.0,4231317400000.0,4823108000000.0,5698204000000.0,4420499000000.0,4196760800000.0,5598457400000.0,5273368000000.0,3547542600000.0,5766669000000.0,4706701000000.0,5288134400000.0,5354720600000.0,4709471000000.0
2088.0,4017620000000.0,5328976500000.0,5472968500000.0,5903535300000.0,4180298200000.0,4785858000000.0,5658957000000.0,4344340500000.0,4136730400000.0,5547379000000.0,5214093000000.0,3492853300000.0,5722407000000.0,4649344000000.0,5242608000000.0,5310307600000.0,4657411000000.0
2089.0,3948647800000.0,5285792000000.0,5421362300000.0,5877944000000.0,4118590000000.0,4745868600000.0,5618060500000.0,4292264000000.0,4081690600000.0,5505772700000.0,5164533500000.0,3437977000000.0,5668204400000.0,4600258600000.0,5208177400000.0,5267241000000.0,4603853700000.0
2090.0,3858603200000.0,5265747000000.0,5376508000000.0,5834991500000.0,4067090000000.0,4716504300000.0,5578578500000.0,4233003000000.0,4037190400000.0,5469403000000.0,5128138500000.0,3394908000000.0,5627291000000.0,4542740600000.0,5160666400000.0,5230185400000.0,4558692000000.0
2091.0,3778461000000.0,5224945700000.0,5319477000000.0,5788585700000.0,4019066500000.0,4688287000000.0,5538375000000.0,4199460000000.0,3991743000000.0,5429587300000.0,5101073000000.0,3329362200000.0,5597536000000.0,4485102400000.0,5129024000000.0,5187977600000.0,4512670500000.0
2092.0,3713797000000.0,5192330000000.0,5266898700000.0,5746150300000.0,3964470800000.0,4664824700000.0,5488475400000.0,4126357300000.0,3946297000000.0,5398692000000.0,5062260000000.0,3260590300000.0,5567736000000.0,4438983400000.0,5080366000000.0,5157287000000.0,4460210000000.0
2093.0,3638827000000.0,5148372400000.0,5235335500000.0,5720016700000.0,3924851000000.0,4620085600000.0,5443479000000.0,4064883800000.0,3895058500000.0,5357984000000.0,5017354400000.0,3195610600000.0,5542482000000.0,4385966000000.0,5040257400000.0,5124153400000.0,4432774300000.0
2094.0,3586015000000.0,5104973400000.0,5180179300000.0,5675154400000.0,3881606300000.0,4590573000000.0,5402700300000.0,4007332200000.0,3832779000000.0,5319113000000.0,4969007000000.0,3141123200000.0,5511967700000.0,4318591700000.0,5009044000000.0,5087367000000.0,4387912500000.0
2095.0,3528722000000.0,5057618000000.0,5141647300000.0,5632799300000.0,3830086400000.0,4578497500000.0,5359722000000.0,3937562300000.0,3783611400000.0,5281076500000.0,4938126600000.0,3090209600000.0,5487450400000.0,4263980000000.0,4987778000000.0,5061510400000.0,4353640000000.0
