time,MRI-ESM2-0,CANESM5,IPSL-CM6A-LR,CESM2-WACCM
2051.0,30193710000.0,27989463000.0,33068304000.0,36948394000.0
2052.0,29427818000.0,26829566000.0,31275444000.0,34949026000.0
2053.0,28412630000.0,25547954000.0,29902240000.0,33045551000.0
2054.0,27406787000.0,23971144000.0,28406039000.0,31527748000.0
2055.0,26316374000.0,23084136000.0,26676347000.0,30270527000.0
2056.0,25641652000.0,21648368000.0,25452716000.0,28956328000.0
2057.0,25015718000.0,20812673000.0,24294689000.0,27511840000.0
2058.0,23929610000.0,19745059000.0,23158400000.0,26028517000.0
2059.0,23186320000.0,18648660000.0,22058785000.0,24476445000.0
2060.0,22486940000.0,17792240000.0,21045694000.0,23447415000.0
2061.0,21765904000.0,17017427000.0,20298180000.0,22658966000.0
2062.0,21250286000.0,16240409000.0,19321553000.0,22111420000.0
2063.0,20835596000.0,15784581000.0,18456943000.0,21395298000.0
2064.0,20466831000.0,15113168000.0,17873678000.0,20551799000.0
2065.0,19845847000.0,14330234000.0,17060136000.0,19937487000.0
2066.0,19384906000.0,13784983000.0,16417162000.0,19341545000.0
2067.0,18988974000.0,13268873000.0,15839212000.0,18722154000.0
2068.0,18695686000.0,13005960000.0,15168653000.0,18056892000.0
2069.0,18064443000.0,12464573000.0,14419130000.0,17507367000.0
2070.0,17784214000.0,12075368000.0,13800370000.0,16975242000.0
2071.0,17375076000.0,11795353000.0,13244824000.0,16494281000.0
2072.0,17231935000.0,11733869000.0,12835081000.0,16312908000.0
2073.0,16907947000.0,11448515000.0,12491726000.0,16258893000.0
2074.0,16759549000.0,11381460000.0,12233912000.0,15920837000.0
2075.0,16575950000.0,11115623000.0,11985004000.0,15802590000.0
2076.0,16327577000.0,11022667000.0,11726295000.0,15669049000.0
2077.0,16105534000.0,10889692000.0,11525626000.0,15409740000.0
2078.0,16322865000.0,10844333000.0,11401002000.0,15105837000.0
2079.0,16089278000.0,10631415000.0,11150975000.0,14956829000.0
2080.0,16045417000.0,10538072000.0,10913632000.0,14947288000.0
2081.0,15970885000.0,10545124000.0,10693652000.0,14906240000.0
2082.0,15930789000.0,10523000000.0,10642904000.0,14757691000.0
2083.0,15848218000.0,10480731000.0,10620926000.0,14608198000.0
2084.0,15683825000.0,10433499000.0,10678411000.0,14323356000.0
2085.0,15675211000.0,10321058000.0,10607434000.0,14148961000.0
2086.0,15666416000.0,10379353000.0,10600782000.0,14019328000.0
2087.0,15731592000.0,10337883000.0,10677768000.0,13959409000.0
2088.0,15842804000.0,10289836000.0,10670087000.0,13682237000.0
2089.0,15843422000.0,10277637000.0,10644780000.0,13600810000.0
2090.0,16000394000.0,10260703000.0,10606254000.0,13586985000.0
2091.0,16060594000.0,10142018000.0,10552788000.0,13470305000.0
2092.0,16165128000.0,10120686000.0,10536751000.0,13380111000.0
2093.0,16340061000.0,10150803000.0,10518909000.0,13284821000.0
2094.0,16495455000.0,10248590000.0,10530312000.0,13274540000.0
2095.0,16746162000.0,10271756000.0,10449782000.0,13347071000.0
2096.0,16944522000.0,10279256000.0,10573238000.0,13308785000.0
2097.0,17193073000.0,10259799000.0,10540548000.0,13409591000.0
2098.0,17368005000.0,10296635000.0,10572666000.0,13447627000.0
2099.0,17562642000.0,10336978000.0,10593746000.0,13558252000.0
2100.0,17609544000.0,10332232000.0,10675906000.0,13672199000.0
2101.0,17888190000.0,10426189000.0,10673481000.0,13852574000.0
2102.0,18041510000.0,10474364000.0,10667512000.0,13773892000.0
2103.0,18253371000.0,10498748000.0,10780092000.0,13962064000.0
2104.0,18374040000.0,10498444000.0,10840650000.0,14228833000.0
2105.0,18526374000.0,10419818000.0,10948819000.0,14426904000.0
2106.0,18941330000.0,10524787000.0,11016731000.0,14624998000.0
2107.0,18891094000.0,10578691000.0,10941196000.0,14810931000.0
2108.0,19099510000.0,10655273000.0,10919120000.0,14817874000.0
2109.0,19410063000.0,10670291000.0,10874794000.0,14989814000.0
2110.0,19548348000.0,10773134000.0,10944689000.0,15075344000.0
2111.0,20318157000.0,10807887000.0,11030558000.0,15141409000.0
2112.0,20874541000.0,10826908000.0,11033076000.0,15450094000.0
2113.0,20974590000.0,11005253000.0,11128289000.0,15672437000.0
2114.0,21204027000.0,11024197000.0,11181539000.0,15880480000.0
2115.0,21584056000.0,11109119000.0,11329666000.0,16025158000.0
2116.0,21508010000.0,11106835000.0,11431350000.0,16300534000.0
2117.0,21867108000.0,11245304000.0,11410698000.0,16616550000.0
2118.0,22320308000.0,11388204000.0,11552431000.0,16795266000.0
2119.0,22460525000.0,11572569000.0,11666769000.0,16805901000.0
2120.0,22524300000.0,11716125000.0,11796546000.0,16959468000.0
2121.0,22652199000.0,11762317000.0,11988087000.0,17174972000.0
2122.0,22793261000.0,11881784000.0,12162960000.0,17122123000.0
2123.0,23118825000.0,11986741000.0,12383890000.0,17291600000.0
2124.0,23237196000.0,12055476000.0,12520620000.0,17648996000.0
2125.0,23240410000.0,12214652000.0,12809378000.0,18005053000.0
2126.0,23445342000.0,12356740000.0,13099576000.0,18061664000.0
2127.0,23867722000.0,12435576000.0,12953658000.0,18044285000.0
2128.0,24254431000.0,12498158000.0,13251336000.0,18477203000.0
2129.0,24760226000.0,12722640000.0,13181230000.0,18725427000.0
2130.0,25110807000.0,12830572000.0,13083649000.0,18879678000.0
2131.0,25513062000.0,12841901000.0,13318540000.0,19051903000.0
2132.0,25811880000.0,13000880000.0,13449277000.0,19308007000.0
2133.0,26208002000.0,12894506000.0,13615864000.0,19492432000.0
2134.0,26975693000.0,13066431000.0,13781373000.0,19571112000.0
2135.0,27283206000.0,13050189000.0,13719470000.0,19850453000.0
2136.0,27744102000.0,13076906000.0,13825142000.0,20138228000.0
2137.0,27847727000.0,13135314000.0,13842917000.0,20540164000.0
2138.0,28160625000.0,13096592000.0,13785384000.0,20746070000.0
2139.0,28829647000.0,13207835000.0,13837328000.0,20725977000.0
2140.0,29960740000.0,13038253000.0,13899624000.0,20899607000.0
2141.0,30553407000.0,13010296000.0,13971491000.0,21052869000.0
2142.0,31292609000.0,13054010000.0,14018162000.0,21483735000.0
2143.0,31341834000.0,13215810000.0,14167258000.0,21817922000.0
2144.0,32355254000.0,13211851000.0,14247117000.0,21911017000.0
2145.0,32878137000.0,13308220000.0,14481421000.0,22033256000.0
2146.0,32983749000.0,13362961000.0,14552994000.0,22562243000.0
2147.0,33697503000.0,13419054000.0,14471272000.0,23152546000.0
2148.0,34030502000.0,13470655000.0,14451761000.0,23423580000.0
2149.0,34444980000.0,13457329000.0,14339967000.0,23620262000.0
2150.0,35510550000.0,13418531000.0,14407446000.0,23725130000.0
2151.0,36487240000.0,13527852000.0,14532021000.0,24044958000.0
2152.0,37057053000.0,13658710000.0,14577144000.0,24247984000.0
2153.0,37368775000.0,13815587000.0,14662956000.0,24604948000.0
2154.0,37695250000.0,13814465000.0,14649911000.0,24888506000.0
2155.0,38956850000.0,13949421000.0,14733577000.0,25257112000.0
2156.0,39758660000.0,14084182000.0,14678654000.0,25654903000.0
2157.0,39817916000.0,14258420000.0,14721149000.0,25930672000.0
2158.0,39873896000.0,14351966000.0,14672898000.0,26293180000.0
2159.0,41322824000.0,14435832000.0,14783385000.0,27494513000.0
2160.0,41616196000.0,14409483000.0,14712680000.0,27277806000.0
2161.0,42236826000.0,14424842000.0,14660868000.0,27951964000.0
2162.0,42841387000.0,14466447000.0,14798831000.0,28239647000.0
2163.0,43151344000.0,14657101000.0,14922289000.0,28691952000.0
2164.0,43716076000.0,14966904000.0,14923364000.0,29049764000.0
2165.0,44037970000.0,15013688000.0,14999454000.0,28930494000.0
2166.0,44737663000.0,15090344000.0,14877691000.0,28850942000.0
2167.0,46508315000.0,15213281000.0,14981382000.0,29004675000.0
2168.0,47289430000.0,15327454000.0,15029650000.0,28878295000.0
2169.0,48040010000.0,15361024000.0,15119897000.0,29030326000.0
2170.0,49092903000.0,15360419000.0,15146677000.0,29041402000.0
2171.0,49724998000.0,15311364000.0,15327753000.0,29151382000.0
2172.0,50808697000.0,15461048000.0,15388474000.0,29179957000.0
2173.0,51596886000.0,15705590000.0,15470053000.0,29321861000.0
2174.0,51951580000.0,15632689000.0,15360530000.0,29816099000.0
2175.0,53054657000.0,15714200000.0,15791962000.0,29974757000.0
2176.0,53830537000.0,15888478000.0,16035554000.0,29870890000.0
2177.0,54545863000.0,15976758000.0,16325450000.0,29645824000.0
2178.0,55282024000.0,15989931000.0,16293662000.0,29918458000.0
2179.0,55401120000.0,16105534000.0,16202546000.0,29802224000.0
2180.0,56589955000.0,16225842000.0,16260142000.0,30165864000.0
2181.0,57348067000.0,16260706000.0,16346638000.0,30081026000.0
2182.0,57642074000.0,16408030000.0,16267652000.0,30181212000.0
2183.0,58316650000.0,16517564000.0,16357906000.0,30423007000.0
2184.0,59832640000.0,16593330000.0,16312467000.0,30542289000.0
2185.0,60458815000.0,16613702000.0,16297173000.0,30561597000.0
2186.0,61440225000.0,16576758000.0,16386550000.0,30755916000.0
2187.0,63121965000.0,16552283000.0,16481288000.0,30562894000.0
2188.0,64440087000.0,16557012000.0,16521845000.0,30717526000.0
2189.0,65676726000.0,16517030000.0,16560447000.0,30883183000.0
2190.0,66167480000.0,16424188000.0,16629765000.0,30857916000.0
2191.0,67489075000.0,16507257000.0,16615769000.0,31155632000.0
2192.0,68559330000.0,16504352000.0,16577175000.0,31266003000.0
2193.0,71073750000.0,16572453000.0,16600529000.0,31732441000.0
2194.0,71711840000.0,16755595000.0,16807269000.0,31845345000.0
2195.0,71993750000.0,16823353000.0,16932592000.0,31858676000.0
2196.0,72845790000.0,17034650000.0,16877440000.0,31946578000.0
2197.0,73241400000.0,17124049000.0,16716752000.0,32262767000.0
2198.0,73493630000.0,17121915000.0,16880818000.0,32503005000.0
2199.0,73888940000.0,17172017000.0,16984310000.0,33741574000.0
2200.0,73868060000.0,17164113000.0,17007128000.0,33507774000.0
2201.0,74458080000.0,17179684000.0,17307838000.0,33752224000.0
2202.0,75514980000.0,17273758000.0,17144657000.0,33872026000.0
2203.0,75894850000.0,17345860000.0,17120584000.0,33520200000.0
2204.0,76632740000.0,17351040000.0,17063054000.0,34147797000.0
2205.0,77685146000.0,17462378000.0,17024825000.0,34779005000.0
2206.0,78408950000.0,17774799000.0,17128159000.0,34540480000.0
2207.0,79906850000.0,17718140000.0,17104768000.0,34467262000.0
2208.0,80642280000.0,17682852000.0,17144222000.0,34590180000.0
2209.0,81139710000.0,17800442000.0,17403089000.0,34416443000.0
2210.0,81644090000.0,17966174000.0,17531138000.0,34845667000.0
2211.0,82462425000.0,18102264000.0,17831258000.0,34929852000.0
2212.0,82986550000.0,18323003000.0,17753786000.0,34978304000.0
2213.0,83360650000.0,18393475000.0,17853243000.0,35018887000.0
2214.0,84442670000.0,18397300000.0,17769185000.0,34688800000.0
2215.0,85019510000.0,18489997000.0,17876118000.0,34611140000.0
2216.0,85646030000.0,18715340000.0,18293598000.0,34743370000.0
2217.0,86426935000.0,18687482000.0,18526802000.0,34335290000.0
2218.0,87731150000.0,18769424000.0,18353146000.0,34537100000.0
2219.0,88193690000.0,18793554000.0,18290588000.0,34370494000.0
2220.0,88630780000.0,18885704000.0,18416183000.0,34371910000.0
2221.0,88920270000.0,18827325000.0,18455632000.0,34388664000.0
2222.0,89227740000.0,18899476000.0,18675302000.0,34563162000.0
2223.0,89718140000.0,18869176000.0,18754120000.0,33934460000.0
2224.0,90493930000.0,18821984000.0,18724830000.0,33616437000.0
2225.0,91282020000.0,18816395000.0,18689466000.0,33782673000.0
2226.0,91793810000.0,18700526000.0,18819705000.0,33573669000.0
2227.0,92665030000.0,18737824000.0,19152226000.0,33288505000.0
2228.0,93325296000.0,18711716000.0,19178445000.0,33079808000.0
2229.0,94347305000.0,18881837000.0,19362640000.0,32766657000.0
2230.0,94826720000.0,18794744000.0,19497100000.0,32337332000.0
2231.0,95027700000.0,18746116000.0,19442026000.0,32319764000.0
2232.0,95568480000.0,18620490000.0,19572728000.0,31954926000.0
2233.0,95645740000.0,18469712000.0,19390010000.0,31492178000.0
2234.0,96614780000.0,18399700000.0,19376402000.0,31507902000.0
2235.0,97622760000.0,18374238000.0,19042685000.0,31308145000.0
2236.0,98144930000.0,18380192000.0,18896214000.0,30970910000.0
2237.0,97715905000.0,18374130000.0,18894068000.0,30885680000.0
2238.0,98759565000.0,18505013000.0,18713170000.0,30720483000.0
2239.0,99282100000.0,18439748000.0,18674362000.0,30670537000.0
2240.0,100238270000.0,18384536000.0,18529501000.0,30276913000.0
2241.0,101470490000.0,18374072000.0,18482643000.0,29857182000.0
2242.0,100790480000.0,18298544000.0,18685975000.0,29610631000.0
2243.0,101813620000.0,18330114000.0,18870737000.0,29577181000.0
2244.0,101848680000.0,18194917000.0,18692157000.0,29060233000.0
2245.0,101622400000.0,18138800000.0,18706022000.0,28852940000.0
2246.0,102588450000.0,18005928000.0,18883588000.0,28670611000.0
2247.0,103087284000.0,18106380000.0,18824983000.0,28681427000.0
2248.0,104583010000.0,18115193000.0,18504100000.0,28287732000.0
2249.0,105530030000.0,18190178000.0,18563981000.0,27970925000.0
2250.0,106813700000.0,18310340000.0,18514650000.0,28075993000.0
2251.0,107154570000.0,18424349000.0,18452832000.0,27970740000.0
2252.0,107764335000.0,18443459000.0,18529730000.0,27624626000.0
2253.0,108474250000.0,18427738000.0,18571766000.0,27796191000.0
2254.0,109784240000.0,18663903000.0,18520630000.0,28210256000.0
2255.0,110331530000.0,18714310000.0,18291540000.0,27950154000.0
2256.0,111290335000.0,18784422000.0,18374332000.0,27847963000.0
2257.0,111962220000.0,18975472000.0,18172467000.0,27567210000.0
2258.0,111958730000.0,19191600000.0,18183799000.0,27503526000.0
2259.0,112292230000.0,19298828000.0,18236357000.0,27694832000.0
2260.0,112817955000.0,19248294000.0,18457379000.0,27653564000.0
2261.0,113221910000.0,19227224000.0,18458667000.0,27288228000.0
2262.0,113519330000.0,19163820000.0,18555455000.0,27357424000.0
2263.0,113895830000.0,19512869000.0,18521903000.0,27188204000.0
2264.0,113792520000.0,19592630000.0,18379930000.0,26923037000.0
2265.0,113691700000.0,19806702000.0,18666789000.0,26747050000.0
2266.0,113638736000.0,19838304000.0,18683208000.0,26479935000.0
2267.0,113541080000.0,19926526000.0,18629138000.0,26230512000.0
2268.0,113984000000.0,19970025000.0,18505520000.0,26035763000.0
2269.0,113810240000.0,20182256000.0,18637480000.0,26004886000.0
2270.0,115026910000.0,20089317000.0,18555865000.0,25722325000.0
2271.0,114951710000.0,20286622000.0,18625497000.0,25606832000.0
2272.0,115490220000.0,20370764000.0,18691391000.0,25609462000.0
2273.0,117051790000.0,20529670000.0,18539990000.0,25735096000.0
2274.0,117993280000.0,20501800000.0,18416679000.0,25722890000.0
2275.0,119323430000.0,20541334000.0,18219130000.0,25428980000.0
2276.0,118973145000.0,20479234000.0,18142218000.0,25413452000.0
2277.0,118332250000.0,20494316000.0,18322168000.0,25270522000.0
2278.0,118002140000.0,20807555000.0,18684162000.0,25224240000.0
2279.0,117885300000.0,20924275000.0,18777512000.0,25307818000.0
2280.0,117835050000.0,21083496000.0,18885542000.0,24635922000.0
2281.0,118653280000.0,21051316000.0,18945260000.0,24768518000.0
2282.0,119322110000.0,20911593000.0,18750278000.0,24615623000.0
2283.0,120887870000.0,21043570000.0,18749706000.0,24247056000.0
2284.0,121869664000.0,20879320000.0,18870847000.0,24221387000.0
2285.0,122199860000.0,20809010000.0,18759846000.0,24001384000.0
2286.0,123444620000.0,20810990000.0,18813850000.0,24096748000.0
2287.0,123126340000.0,20746523000.0,18953677000.0,23864859000.0
2288.0,123997000000.0,20777990000.0,18815422000.0,23770876000.0
2289.0,123871494000.0,20749634000.0,18966055000.0,24150220000.0
2290.0,123877360000.0,20827236000.0,18907492000.0,24054153000.0
2291.0,123981234000.0,21078819000.0,19020590000.0,23951673000.0
2292.0,123837900000.0,21209962000.0,19271078000.0,23960189000.0
2293.0,124290500000.0,21252764000.0,19434287000.0,24040223000.0
2294.0,125646600000.0,21427096000.0,19464139000.0,23907086000.0
2295.0,125768840000.0,21354564000.0,19323337000.0,23684702000.0
2296.0,126475650000.0,21532662000.0,19152690000.0,23607273000.0
2297.0,127021285000.0,21650106000.0,19623426000.0,23699728000.0
2298.0,127881010000.0,21787430000.0,19631667000.0,23499958000.0
2299.0,128456840000.0,21717225000.0,19680560000.0,23458560000.0
2300.0,127735120000.0,21621518000.0,19502172000.0,23378459000.0
