time,IPSL-CM6A-LR,CESM2-WACCM,CANESM5,MRI-ESM2-0
2058.0,6030029000000.0,6466865500000.0,2879789700000.0,4565898400000.0
2059.0,5960091000000.0,6435141000000.0,2750329700000.0,4506880300000.0
2060.0,5898065400000.0,6388230000000.0,2619575400000.0,4450185000000.0
2061.0,5829948300000.0,6350002000000.0,2487526600000.0,4383167200000.0
2062.0,5769764300000.0,6300496300000.0,2375584800000.0,4310153300000.0
2063.0,5711549400000.0,6286280000000.0,2255793200000.0,4231243000000.0
2064.0,5646407700000.0,6266210500000.0,2138515300000.0,4161841000000.0
2065.0,5606005500000.0,6231739000000.0,2028891300000.0,4112635400000.0
2066.0,5551753000000.0,6186679000000.0,1920131400000.0,4039156200000.0
2067.0,5496423600000.0,6138894000000.0,1817175900000.0,3978743500000.0
2068.0,5441980500000.0,6116327000000.0,1716897200000.0,3903413800000.0
2069.0,5388002000000.0,6067095000000.0,1630658600000.0,3853331000000.0
2070.0,5329776500000.0,6035991400000.0,1545814100000.0,3767808800000.0
2071.0,5300261000000.0,5974568500000.0,1466708500000.0,3689060000000.0
2072.0,5246078000000.0,5944596000000.0,1396451600000.0,3626237000000.0
2073.0,5193955500000.0,5917136000000.0,1327553800000.0,3540924000000.0
2074.0,5139288000000.0,5893912000000.0,1259338900000.0,3492879000000.0
2075.0,5077605000000.0,5839637000000.0,1197701300000.0,3428985900000.0
2076.0,5024458000000.0,5771902300000.0,1139215800000.0,3358203000000.0
2077.0,4972229400000.0,5750693000000.0,1089234340000.0,3299849800000.0
2078.0,4934373700000.0,5693229000000.0,1042879400000.0,3226972200000.0
2079.0,4884141000000.0,5655919300000.0,1001741940000.0,3166015000000.0
2080.0,4824339000000.0,5606263500000.0,956596300000.0,3107819600000.0
2081.0,4782851400000.0,5596355000000.0,916676600000.0,3056231500000.0
2082.0,4713202000000.0,5548470700000.0,879115400000.0,3009888000000.0
2083.0,4649739000000.0,5520700700000.0,840652400000.0,2961413500000.0
2084.0,4600690600000.0,5517799000000.0,803899700000.0,2917600000000.0
2085.0,4567318000000.0,5506366000000.0,771150700000.0,2868690300000.0
2086.0,4516974400000.0,5480600000000.0,738255900000.0,2816110200000.0
2087.0,4462264000000.0,5430108000000.0,709117100000.0,2760837700000.0
2088.0,4408825000000.0,5414630000000.0,682697750000.0,2720392000000.0
2089.0,4356047400000.0,5364257000000.0,656432230000.0,2675704900000.0
2090.0,4290705400000.0,5341862000000.0,631539400000.0,2633261400000.0
2091.0,4223984200000.0,5308178000000.0,610895600000.0,2595632000000.0
2092.0,4168118200000.0,5293072700000.0,588425800000.0,2547267100000.0
2093.0,4104661500000.0,5281809000000.0,567937700000.0,2507889000000.0
2094.0,4052509500000.0,5258923000000.0,549011000000.0,2472571800000.0
2095.0,4011481000000.0,5238069000000.0,531929400000.0,2427237000000.0
2096.0,3956379000000.0,5208189000000.0,515205270000.0,2401245900000.0
2097.0,3905597000000.0,5159881500000.0,501531400000.0,2359927500000.0
2098.0,3872996700000.0,5131670700000.0,489121450000.0,2317279000000.0
2099.0,3836078200000.0,5096203000000.0,477349050000.0,2290714000000.0
2100.0,3782223900000.0,5065541000000.0,464457140000.0,2256373300000.0
