time,CESM2-WACCM,CanESM5,MRI-ESM2-0
1980.0,5338340200000.0,5338340200000.0,5338340200000.0
1981.0,5338340200000.0,5338340200000.0,5338340200000.0
1982.0,5338340200000.0,5338340200000.0,5338340200000.0
1983.0,5338340200000.0,5338340200000.0,5338340200000.0
1984.0,5338340200000.0,5338340200000.0,5338340200000.0
1985.0,5338340200000.0,5338340200000.0,5338340200000.0
1986.0,5338340200000.0,5338340200000.0,5338340200000.0
1987.0,5338340200000.0,5338340200000.0,5338340200000.0
1988.0,5338340200000.0,5338340200000.0,5338340200000.0
1989.0,5338340200000.0,5338340200000.0,5338340200000.0
1990.0,5338340200000.0,5338340200000.0,5338340200000.0
1991.0,5338340200000.0,5338340200000.0,5338340200000.0
1992.0,5338340200000.0,5338340200000.0,5338340200000.0
1993.0,5338340200000.0,5338340200000.0,5338340200000.0
1994.0,5338340200000.0,5338340200000.0,5338340200000.0
1995.0,5338340200000.0,5338340200000.0,5338340200000.0
1996.0,5338340200000.0,5338340200000.0,5338340200000.0
1997.0,5338340200000.0,5338340200000.0,5338340200000.0
1998.0,5338340200000.0,5338340200000.0,5338340200000.0
1999.0,5338340200000.0,5338340200000.0,5338340200000.0
2000.0,5338340200000.0,5338340200000.0,5338340200000.0
2001.0,5338340200000.0,5338340200000.0,5338340200000.0
2002.0,5344968800000.0,5351301500000.0,5350592500000.0
2003.0,5341733400000.0,5348330200000.0,5346099200000.0
2004.0,5338864300000.0,5346301200000.0,5341130100000.0
2005.0,5286518200000.0,5298745600000.0,5301950500000.0
2006.0,5225188800000.0,5239632700000.0,5245640200000.0
2007.0,5195655400000.0,5207552600000.0,5215907700000.0
2008.0,5185816500000.0,5199004600000.0,5213187100000.0
2009.0,5169946500000.0,5175288800000.0,5191562300000.0
2010.0,5156424500000.0,5160277100000.0,5171356300000.0
2011.0,5186653000000.0,5194611600000.0,5202997800000.0
2012.0,5190570900000.0,5199981700000.0,5213092300000.0
2013.0,5147772300000.0,5160748100000.0,5170628600000.0
2014.0,5141001200000.0,5151640400000.0,5164152500000.0
2015.0,5121677900000.0,5143748300000.0,5149987400000.0
2016.0,5086184700000.0,5111287000000.0,5118035300000.0
2017.0,5047601900000.0,5075430000000.0,5081487600000.0
2018.0,4952013000000.0,4981282600000.0,4988593300000.0
2019.0,4932314400000.0,4966965900000.0,4976187600000.0
2020.0,4905481700000.0,4933603100000.0,4959811900000.0
2021.0,4817519300000.0,4929986800000.0,4923753500000.0
2022.0,4760571500000.0,4909715900000.0,4889848300000.0
2023.0,4695212100000.0,4867469300000.0,4862477100000.0
2024.0,4635452100000.0,4812845600000.0,4877178600000.0
2025.0,4564488500000.0,4759162400000.0,4877524700000.0
2026.0,4527794600000.0,4756989500000.0,4867855700000.0
2027.0,4414989700000.0,4711846600000.0,4845963600000.0
2028.0,4415617600000.0,4650343900000.0,4818388700000.0
2029.0,4370432500000.0,4589651500000.0,4764020500000.0
2030.0,4334726100000.0,4581863300000.0,4747612100000.0
2031.0,4305623000000.0,4579681400000.0,4676313000000.0
2032.0,4270955700000.0,4528644200000.0,4669422400000.0
2033.0,4218492400000.0,4462396800000.0,4645839200000.0
2034.0,4194639400000.0,4444380500000.0,4643842400000.0
2035.0,4166941200000.0,4389364800000.0,4612521400000.0
2036.0,4120636700000.0,4346279900000.0,4603140000000.0
2037.0,4054800400000.0,4310660300000.0,4598918200000.0
2038.0,3968002700000.0,4262599700000.0,4565185800000.0
2039.0,3864594200000.0,4220484900000.0,4533587200000.0
2040.0,3841486600000.0,4160250900000.0,4474947300000.0
2041.0,3806637200000.0,4105768900000.0,4424210500000.0
2042.0,3736302100000.0,4048934600000.0,4412430800000.0
2043.0,3697409300000.0,4005070900000.0,4344697700000.0
2044.0,3658825200000.0,3960405800000.0,4334609400000.0
2045.0,3577937700000.0,3919100000000.0,4292698800000.0
2046.0,3544734300000.0,3843676900000.0,4257374500000.0
2047.0,3495868500000.0,3774496400000.0,4237539600000.0
2048.0,3418846700000.0,3724602700000.0,4165592800000.0
2049.0,3371976100000.0,3670082000000.0,4146295900000.0
2050.0,3306004400000.0,3639938900000.0,4091978500000.0
2051.0,3244843700000.0,3584434900000.0,4040062700000.0
2052.0,3192701600000.0,3542208300000.0,4043739000000.0
2053.0,3085864600000.0,3460419200000.0,3973606200000.0
2054.0,3020835900000.0,3396994500000.0,3965071900000.0
