time,IPSL-CM6A-LR,ACCESS-ESM1-5,ACCESS-CM2,CESM2-WACCM,MRI-ESM2-0,CANESM5
2042.0,13114163000000.0,13050006000000.0,13003462000000.0,12955461000000.0,13027218000000.0,12826202000000.0
2043.0,13006643000000.0,13000702000000.0,12908910000000.0,12853140000000.0,12911723000000.0,12786801000000.0
2044.0,12963498000000.0,12912129000000.0,12803292000000.0,12753727000000.0,12760490000000.0,12621709000000.0
2045.0,12877495000000.0,12821681000000.0,12694674000000.0,12632524000000.0,12646943000000.0,12525596000000.0
2046.0,12767091000000.0,12750507000000.0,12587013000000.0,12497437000000.0,12525501000000.0,12387763000000.0
2047.0,12674199000000.0,12615906000000.0,12535849000000.0,12385271000000.0,12398346000000.0,12199134000000.0
2048.0,12592591000000.0,12532473000000.0,12432352000000.0,12315334000000.0,12219907000000.0,12082264000000.0
2049.0,12460504000000.0,12458907000000.0,12350515000000.0,12202190000000.0,12073032000000.0,11907903000000.0
2050.0,12348896000000.0,12393757000000.0,12248773000000.0,12063221000000.0,11949734000000.0,11771464000000.0
2051.0,12291256000000.0,12318641000000.0,12143245000000.0,11957563000000.0,11838558000000.0,11609796000000.0
2052.0,12194367000000.0,12200583000000.0,12055988000000.0,11845463000000.0,11724356000000.0,11415400000000.0
2053.0,12082296000000.0,12107248000000.0,11943040000000.0,11731815000000.0,11594780000000.0,11253871000000.0
2054.0,11967420000000.0,12021646000000.0,11848428000000.0,11625080000000.0,11438180000000.0,11085026000000.0
2055.0,11813137000000.0,11883773000000.0,11762914000000.0,11480125000000.0,11267274000000.0,10901736000000.0
2056.0,11664823000000.0,11763838000000.0,11662103000000.0,11406006000000.0,11147604000000.0,10718712000000.0
2057.0,11514858000000.0,11638352000000.0,11527244000000.0,11285753000000.0,11031376000000.0,10515479000000.0
2058.0,11387012000000.0,11524311000000.0,11417566000000.0,11186025000000.0,10873555000000.0,10350385000000.0
2059.0,11306236000000.0,11439803000000.0,11316731000000.0,11061410000000.0,10754543000000.0,10207989000000.0
2060.0,11188558000000.0,11331019000000.0,11205730000000.0,10910305000000.0,10625860000000.0,10031223000000.0
2061.0,11058843000000.0,11178469000000.0,11072117000000.0,10764793000000.0,10447327000000.0,9873502000000.0
2062.0,10975095000000.0,11074764000000.0,10939206000000.0,10652511000000.0,10309398000000.0,9683432000000.0
2063.0,10857124000000.0,10946368000000.0,10807611000000.0,10501499000000.0,10187283000000.0,9503878000000.0
2064.0,10712619000000.0,10844892000000.0,10674465000000.0,10374665000000.0,10031630000000.0,9341278000000.0
2065.0,10600979000000.0,10721995000000.0,10524069000000.0,10240294000000.0,9974793000000.0,9177698000000.0
2066.0,10484529000000.0,10629846000000.0,10443941000000.0,10093357000000.0,9894953000000.0,8970056000000.0
2067.0,10393007000000.0,10496871000000.0,10345703000000.0,9963633000000.0,9756459000000.0,8858796000000.0
2068.0,10251666000000.0,10406330000000.0,10227703000000.0,9880105000000.0,9612366000000.0,8715680400000.0
2069.0,10131835000000.0,10328389000000.0,10086235000000.0,9723461000000.0,9487060000000.0,8543347400000.0
2070.0,9996332000000.0,10198409000000.0,9980140000000.0,9567011000000.0,9363287000000.0,8380846000000.0
2071.0,9910201000000.0,10077537000000.0,9866579000000.0,9423857000000.0,9222771000000.0,8197082000000.0
2072.0,9768700000000.0,9975714000000.0,9714494000000.0,9288391000000.0,9071975000000.0,7967822300000.0
2073.0,9711875000000.0,9859160000000.0,9564620000000.0,9136892000000.0,8933924000000.0,7814177000000.0
2074.0,9572605000000.0,9707472000000.0,9458854000000.0,8994783000000.0,8777877000000.0,7607558300000.0
2075.0,9464836000000.0,9580738000000.0,9317310000000.0,8822788000000.0,8640186500000.0,7440152700000.0
2076.0,9356993000000.0,9484908000000.0,9180418000000.0,8662558400000.0,8507510000000.0,7207775600000.0
2077.0,9217214000000.0,9386578000000.0,9073652000000.0,8527666500000.0,8320565400000.0,6995650300000.0
2078.0,9108333000000.0,9284136000000.0,8925554000000.0,8332092400000.0,8212829400000.0,6832971600000.0
2079.0,8984723000000.0,9170835000000.0,8774946400000.0,8155742000000.0,8037427300000.0,6624567600000.0
2080.0,8879132000000.0,9044603000000.0,8616134000000.0,7980797000000.0,7877542000000.0,6473677000000.0
2081.0,8735489500000.0,8943838000000.0,8488653000000.0,7845514300000.0,7720770500000.0,6284445000000.0
2082.0,8595741600000.0,8818443000000.0,8323081000000.0,7666764000000.0,7554067300000.0,6094282000000.0
2083.0,8453707300000.0,8685325600000.0,8178140400000.0,7497959600000.0,7460779000000.0,5933904000000.0
2084.0,8337313000000.0,8563607500000.0,8021758000000.0,7328927000000.0,7331419500000.0,5737547300000.0
2085.0,8239272000000.0,8443565400000.0,7907406000000.0,7189805700000.0,7191952600000.0,5567641000000.0
2086.0,8134194600000.0,8355631300000.0,7777784700000.0,7010304000000.0,7037580000000.0,5385482000000.0
2087.0,7964789300000.0,8255480300000.0,7646156400000.0,6877364600000.0,6877832000000.0,5189225000000.0
2088.0,7833782300000.0,8099596300000.0,7492926000000.0,6724126000000.0,6728948600000.0,4985453000000.0
2089.0,7712610500000.0,7949550000000.0,7386028300000.0,6600831500000.0,6551181500000.0,4799230000000.0
2090.0,7551689000000.0,7852150000000.0,7243596000000.0,6471014000000.0,6391837000000.0,4607142000000.0
2091.0,7378000000000.0,7725559000000.0,7099243000000.0,6347228700000.0,6224277000000.0,4418187600000.0
2092.0,7194583500000.0,7573824600000.0,6961719400000.0,6193815000000.0,6088986000000.0,4234401000000.0
2093.0,6999867700000.0,7430941000000.0,6802706000000.0,6062593300000.0,5942370000000.0,4055708200000.0
2094.0,6875665400000.0,7304306500000.0,6660984000000.0,5894367600000.0,5844803000000.0,3881078400000.0
2095.0,6740022000000.0,7190981600000.0,6496134400000.0,5748156000000.0,5724179000000.0,3715495600000.0
2096.0,6559438000000.0,7098856000000.0,6347318400000.0,5580660000000.0,5579526400000.0,3515530000000.0
2097.0,6407004400000.0,6973579300000.0,6205458000000.0,5442078000000.0,5435248600000.0,3344936700000.0
2098.0,6261566000000.0,6843341500000.0,6073615400000.0,5283260000000.0,5291670000000.0,3176594100000.0
2099.0,6076511000000.0,6714098000000.0,5911673000000.0,5141665700000.0,5137460000000.0,3024846600000.0
2100.0,5828240000000.0,6586182400000.0,5752864400000.0,4990921300000.0,5010966000000.0,2847337300000.0
2101.0,5644082000000.0,6460755400000.0,5591855500000.0,4852475000000.0,4882146000000.0,2687356400000.0
2102.0,5445684000000.0,6316869300000.0,5423002000000.0,4707153600000.0,4765322000000.0,2513680700000.0
2103.0,5237326000000.0,6205777000000.0,5242941300000.0,4582610000000.0,4638572000000.0,2364657600000.0
2104.0,5082884000000.0,6114937000000.0,5059041000000.0,4432403600000.0,4504551400000.0,2212095900000.0
2105.0,4900238000000.0,6012414000000.0,4858673000000.0,4302135000000.0,4393176100000.0,2076626100000.0
2106.0,4757002400000.0,5917330400000.0,4676437700000.0,4191575600000.0,4265376200000.0,1948630500000.0
2107.0,4578222300000.0,5855443400000.0,4513383000000.0,4076489700000.0,4139860400000.0,1799916200000.0
2108.0,4416359000000.0,5778324300000.0,4308663500000.0,3978945600000.0,4014635000000.0,1668743600000.0
2109.0,4220173000000.0,5664607300000.0,4110515400000.0,3855077600000.0,3858369600000.0,1554448600000.0
2110.0,4026325000000.0,5551388000000.0,3918031200000.0,3726106400000.0,3724126500000.0,1437172100000.0
2111.0,3862392000000.0,5432885000000.0,3720581000000.0,3619716900000.0,3606674100000.0,1323006000000.0
2112.0,3672890000000.0,5328698000000.0,3533437700000.0,3503481700000.0,3480667300000.0,1223250300000.0
2113.0,3525083400000.0,5210716000000.0,3328287000000.0,3394724200000.0,3357064800000.0,1139159500000.0
2114.0,3355468000000.0,5074721400000.0,3163985500000.0,3281826300000.0,3251558700000.0,1057924700000.0
2115.0,3238258000000.0,4947265000000.0,2991191800000.0,3178352600000.0,3140170300000.0,985322550000.0
2116.0,3072965700000.0,4795868400000.0,2779990200000.0,3082976200000.0,3017606700000.0,912875060000.0
2117.0,2898386200000.0,4673832500000.0,2616753000000.0,2992369800000.0,2889765600000.0,848146200000.0
2118.0,2787878400000.0,4533043000000.0,2447393000000.0,2905453000000.0,2787276500000.0,774960450000.0
2119.0,2647069000000.0,4427424000000.0,2280707300000.0,2811543700000.0,2703902400000.0,712210500000.0
2120.0,2482594600000.0,4329993100000.0,2117076400000.0,2714322600000.0,2593856000000.0,647965970000.0
2121.0,2378166700000.0,4218129500000.0,1948443100000.0,2617705800000.0,2489039000000.0,592480960000.0
2122.0,2268664200000.0,4098158500000.0,1790298300000.0,2526938700000.0,2387714800000.0,533570060000.0
2123.0,2135791100000.0,3969756400000.0,1659454900000.0,2444670000000.0,2276418700000.0,478912740000.0
2124.0,2026816100000.0,3842875600000.0,1535650600000.0,2359051700000.0,2155889200000.0,435906100000.0
2125.0,1894093400000.0,3717221000000.0,1428989400000.0,2271800200000.0,2048321400000.0,393977800000.0
2126.0,1807633200000.0,3568771500000.0,1308425700000.0,2199920300000.0,1962837300000.0,353866800000.0
2127.0,1711636000000.0,3429035400000.0,1207325400000.0,2129567200000.0,1848907300000.0,315759920000.0
2128.0,1604904800000.0,3280577000000.0,1119270000000.0,2046669400000.0,1753631800000.0,279850450000.0
2129.0,1524334900000.0,3125661000000.0,1040652240000.0,1980278200000.0,1658110600000.0,248097050000.0
2130.0,1437847400000.0,3004152400000.0,968045300000.0,1921503200000.0,1556600000000.0,218505150000.0
2131.0,1376534700000.0,2880735800000.0,898045440000.0,1863357400000.0,1456128300000.0,194809090000.0
2132.0,1315551800000.0,2721369300000.0,835023600000.0,1802882500000.0,1360287000000.0,175513470000.0
2133.0,1253278400000.0,2579432200000.0,768996800000.0,1735233400000.0,1284278000000.0,157788520000.0
2134.0,1187623900000.0,2450512700000.0,706014740000.0,1676601500000.0,1210542300000.0,141659960000.0
2135.0,1146882100000.0,2322338700000.0,646871700000.0,1619632300000.0,1136408500000.0,124341320000.0
2136.0,1109063900000.0,2189948900000.0,589760900000.0,1558080500000.0,1055422700000.0,109825810000.0
2137.0,1059679440000.0,2072151600000.0,532298700000.0,1493970800000.0,989560300000.0,96572330000.0
2138.0,1014073260000.0,1957724700000.0,486306800000.0,1432175500000.0,932176900000.0,85197595000.0
2139.0,965831600000.0,1845288200000.0,443663600000.0,1371898000000.0,868953700000.0,73435020000.0
2140.0,923775340000.0,1737973000000.0,407764270000.0,1314634600000.0,801385100000.0,62403944000.0
2141.0,880741500000.0,1634094000000.0,369348300000.0,1259258900000.0,746883700000.0,53470760000.0
2142.0,852269600000.0,1523875400000.0,331464670000.0,1198152600000.0,697811000000.0,45906637000.0
2143.0,811372250000.0,1431614000000.0,301074200000.0,1139471400000.0,649824440000.0,39198884000.0
2144.0,782312000000.0,1335819900000.0,276867020000.0,1080796400000.0,604711400000.0,33067667000.0
2145.0,755308900000.0,1241273500000.0,257474150000.0,1027620200000.0,552013300000.0,27129029000.0
2146.0,728211260000.0,1150280400000.0,234104640000.0,973720800000.0,511716750000.0,22492074000.0
2147.0,705504940000.0,1074770100000.0,212429900000.0,927877230000.0,481885320000.0,18924630000.0
2148.0,687198960000.0,1003008200000.0,193333350000.0,890659000000.0,448498600000.0,15585841000.0
2149.0,666045100000.0,927325200000.0,177354030000.0,855677000000.0,417339900000.0,12757575000.0
2150.0,652217700000.0,859587600000.0,161537620000.0,822742200000.0,384041980000.0,10447816000.0
2151.0,642096800000.0,795834300000.0,149183320000.0,781657640000.0,355749300000.0,8747071000.0
2152.0,629877640000.0,732027160000.0,138894050000.0,744232100000.0,322616560000.0,7201167400.0
2153.0,613956900000.0,672592360000.0,126870870000.0,708066600000.0,296042230000.0,5840945000.0
2154.0,592132600000.0,620411600000.0,116573240000.0,674318400000.0,275016940000.0,4763836000.0
2155.0,579734600000.0,573619770000.0,108063700000.0,639888700000.0,253763400000.0,3966532000.0
2156.0,565337100000.0,528652700000.0,98307530000.0,610483300000.0,237450630000.0,3485132800.0
2157.0,552010600000.0,484526200000.0,90984850000.0,579178460000.0,223191420000.0,3173318700.0
2158.0,538951200000.0,442768160000.0,83735590000.0,549306830000.0,206507620000.0,2895124500.0
2159.0,532842700000.0,398763000000.0,76689555000.0,522135960000.0,190320790000.0,2646403600.0
2160.0,520638860000.0,360446200000.0,69555720000.0,494771830000.0,174611020000.0,2549154800.0
2161.0,519387380000.0,333577680000.0,65079472000.0,469154430000.0,159629130000.0,2450249000.0
2162.0,515394900000.0,304365440000.0,60034204000.0,446917380000.0,145282560000.0,2332921300.0
2163.0,503876780000.0,278519900000.0,56074842000.0,422404820000.0,131701300000.0,2220216300.0
2164.0,503527930000.0,255824300000.0,51376718000.0,396863600000.0,120466694000.0,2116425100.0
2165.0,490959860000.0,235278660000.0,46667702000.0,376992530000.0,109551804000.0,2019113300.0
2166.0,478992730000.0,214248590000.0,42525585000.0,359487670000.0,98444370000.0,1923743400.0
2167.0,469261400000.0,196393200000.0,38494392000.0,344329060000.0,87778484000.0,1847685400.0
2168.0,458375820000.0,178842600000.0,34831610000.0,327193460000.0,76342320000.0,1786446800.0
2169.0,451175480000.0,161882400000.0,31319380000.0,312679430000.0,64155350000.0,1715685200.0
2170.0,442009030000.0,144375370000.0,28553066000.0,298221670000.0,55454884000.0,1653704000.0
2171.0,433209770000.0,126974920000.0,26469022000.0,282425850000.0,46554178000.0,1603938400.0
2172.0,429147030000.0,111056626000.0,23857232000.0,267238130000.0,39577104000.0,1553110100.0
2173.0,417516000000.0,96443200000.0,22120760000.0,253501600000.0,32805240000.0,1520865200.0
2174.0,409457720000.0,82504835000.0,20264802000.0,241517230000.0,27006054000.0,1469575700.0
2175.0,398028200000.0,70935890000.0,19063935000.0,229353000000.0,21960380000.0,1416708000.0
2176.0,395644600000.0,60779700000.0,17456194000.0,215028680000.0,17190515000.0,1346581100.0
2177.0,394416130000.0,51619560000.0,15627938000.0,204270500000.0,11841014000.0,1283083300.0
2178.0,383695500000.0,43258642000.0,14475184000.0,191830030000.0,8209969000.0,1246398800.0
2179.0,390234300000.0,35338797000.0,13329556000.0,177853640000.0,5481932000.0,1196723500.0
2180.0,381565040000.0,27837014000.0,12462650000.0,166753580000.0,3552835800.0,1138147800.0
2181.0,376610400000.0,20907028000.0,11337262000.0,154705770000.0,1702255600.0,1078023000.0
2182.0,372569800000.0,14252132000.0,9950517000.0,143231840000.0,1218892200.0,1020718600.0
2183.0,369039200000.0,8074120000.0,9201508000.0,131475510000.0,1147710500.0,962721150.0
2184.0,363751830000.0,4116594700.0,8258755000.0,121378080000.0,1092696600.0,907211700.0
2185.0,368722280000.0,1338144000.0,7222693000.0,111675650000.0,1071855040.0,853724160.0
2186.0,366550600000.0,617203400.0,6361613000.0,102974270000.0,1043233150.0,809454200.0
2187.0,369733470000.0,571558600.0,5593560600.0,94859680000.0,1015030660.0,767307900.0
2188.0,367332200000.0,540792700.0,5221051400.0,86943470000.0,1002555260.0,726549000.0
2189.0,366544420000.0,498212380.0,4737100000.0,80114290000.0,981703800.0,683509440.0
2190.0,362371500000.0,469702140.0,4241518600.0,72395190000.0,956883460.0,641657100.0
2191.0,354743600000.0,441697900.0,3840363800.0,64996643000.0,936903900.0,598445600.0
2192.0,352487900000.0,418910240.0,3505016600.0,57365307000.0,923008400.0,566143040.0
2193.0,347685520000.0,369817250.0,3183464200.0,51049206000.0,899096960.0,530141280.0
2194.0,348818670000.0,349072600.0,2903323000.0,45113938000.0,886924350.0,497838180.0
2195.0,344477600000.0,342928740.0,2565465900.0,38196940000.0,859773060.0,470711650.0
2196.0,341633700000.0,338220130.0,2376511200.0,32082584000.0,833280800.0,442819620.0
2197.0,341364200000.0,326969570.0,2004225000.0,26582542000.0,816009100.0,412528100.0
2198.0,337209520000.0,321620860.0,1748065500.0,21148180000.0,796212900.0,383115620.0
2199.0,335495760000.0,316020860.0,1471261300.0,15825047000.0,782760400.0,362333950.0
2200.0,335443560000.0,310825660.0,1273170200.0,11143481000.0,763837630.0,341044800.0
2201.0,331253700000.0,308252350.0,1077253800.0,5848349700.0,742838700.0,329996480.0
2202.0,325326860000.0,305313660.0,992477060.0,2013655000.0,724871800.0,316667360.0
2203.0,320134020000.0,298283740.0,853431000.0,706262460.0,701050700.0,301283400.0
2204.0,320900330000.0,287330530.0,838296640.0,661797700.0,681748700.0,294360100.0
2205.0,319629660000.0,284590600.0,792952960.0,628755000.0,664819000.0,283920640.0
2206.0,317158300000.0,282564800.0,751822460.0,592905700.0,650384260.0,275778800.0
2207.0,317202530000.0,278479000.0,716599900.0,559655230.0,638827100.0,271418180.0
2208.0,318069180000.0,274708670.0,697829570.0,532750900.0,617004740.0,264249300.0
2209.0,312759300000.0,272198660.0,697819600.0,513635200.0,603080450.0,259898860.0
2210.0,312373540000.0,270717400.0,671897600.0,496315500.0,590974850.0,259098620.0
2211.0,310935520000.0,272712640.0,648406900.0,481576770.0,568926700.0,254169460.0
2212.0,316262000000.0,272629300.0,624312450.0,466550500.0,552194700.0,250795950.0
2213.0,314897430000.0,269478880.0,597205000.0,454358200.0,531535840.0,249909760.0
2214.0,315596050000.0,267961330.0,573246700.0,443599700.0,520314000.0,250293470.0
2215.0,315368300000.0,265083440.0,557917440.0,437101200.0,506339420.0,248747400.0
2216.0,312880900000.0,262450660.0,554474100.0,432244770.0,488065340.0,244943980.0
2217.0,309129350000.0,261433630.0,553112800.0,433660320.0,473497820.0,243406350.0
2218.0,307210940000.0,259519070.0,546638850.0,430718180.0,452462880.0,243293620.0
2219.0,303487120000.0,259606910.0,530319680.0,430002620.0,444175940.0,241988770.0
2220.0,305142460000.0,257177120.0,515813630.0,430999520.0,433638200.0,239908160.0
2221.0,308195800000.0,258763380.0,516399900.0,428376160.0,420306370.0,237610180.0
2222.0,305362000000.0,260114130.0,495153760.0,430229900.0,409467460.0,236573840.0
2223.0,300930500000.0,261108700.0,486074300.0,427191520.0,400432860.0,234962420.0
2224.0,305828600000.0,260718290.0,478901400.0,425333920.0,394821600.0,235692830.0
2225.0,300581200000.0,259312100.0,464954340.0,426433570.0,390764480.0,233970050.0
2226.0,296921370000.0,256335860.0,459848160.0,420875170.0,383345400.0,230625700.0
2227.0,295527100000.0,257370960.0,441341500.0,414448320.0,374837920.0,227927890.0
2228.0,292218470000.0,258393840.0,439034940.0,413773700.0,372417380.0,226140340.0
2229.0,292412820000.0,257460100.0,430340160.0,410053980.0,365467740.0,222812430.0
2230.0,289442140000.0,257485000.0,414074370.0,406496450.0,354562620.0,220269060.0
2231.0,288745520000.0,256249140.0,428769060.0,405016500.0,345676600.0,218543940.0
2232.0,289921040000.0,255755570.0,396706720.0,402220800.0,341192030.0,217249710.0
2233.0,288541870000.0,254064980.0,371153570.0,402413600.0,338126940.0,215986850.0
2234.0,286826300000.0,254681400.0,332387940.0,401335070.0,329538270.0,214862200.0
2235.0,282538150000.0,257338930.0,303307740.0,403870600.0,319580860.0,213756850.0
2236.0,280038400000.0,255120480.0,283559230.0,402431140.0,312252860.0,213855580.0
2237.0,281322700000.0,252840930.0,275203200.0,401170200.0,305988350.0,212328670.0
2238.0,281632200000.0,251531780.0,268233360.0,399819680.0,304454080.0,211665120.0
2239.0,278359400000.0,251416860.0,259328620.0,397509900.0,297933200.0,210516030.0
2240.0,273349870000.0,251522540.0,253368600.0,395585600.0,294885470.0,210411460.0
2241.0,275667880000.0,249925630.0,250729980.0,396581570.0,290829000.0,210773570.0
2242.0,272780350000.0,249031950.0,246958980.0,397699260.0,290073200.0,209994600.0
2243.0,271235330000.0,248563500.0,243972930.0,396269000.0,287283400.0,209204060.0
2244.0,269491190000.0,249720740.0,241494670.0,393430880.0,282697860.0,209177250.0
2245.0,266078620000.0,248267380.0,235017010.0,389997630.0,283614880.0,208661420.0
2246.0,262757970000.0,249323300.0,233756080.0,391855680.0,281331740.0,207628670.0
2247.0,261978960000.0,248516460.0,231761200.0,393911700.0,284502530.0,207368580.0
2248.0,258711360000.0,249074320.0,230898960.0,394529150.0,283991000.0,208261500.0
2249.0,257386890000.0,248851860.0,231680700.0,394284600.0,285168030.0,207317780.0
2250.0,258069300000.0,250834200.0,231036670.0,392351650.0,286251620.0,206952450.0
2251.0,253643800000.0,251652980.0,231088720.0,393145700.0,287166140.0,206616510.0
2252.0,254698720000.0,248247070.0,230489440.0,391945200.0,285110820.0,206408460.0
2253.0,254041300000.0,250817420.0,230579070.0,389842460.0,284415970.0,205557710.0
2254.0,260874340000.0,249627650.0,230273150.0,388678980.0,285475650.0,204402030.0
2255.0,258508730000.0,248362700.0,229120240.0,391210180.0,287685570.0,203967170.0
2256.0,258675020000.0,247791620.0,227170510.0,390749730.0,286434600.0,202700900.0
2257.0,256464960000.0,246684480.0,227219900.0,387946370.0,285749820.0,203477150.0
2258.0,254709810000.0,247371140.0,228141230.0,386580860.0,284137180.0,203027300.0
2259.0,252920170000.0,247577490.0,228420770.0,388726240.0,282879000.0,202860640.0
2260.0,249303700000.0,247932600.0,226672060.0,387889470.0,284593630.0,202343580.0
2261.0,250351550000.0,245485300.0,225906080.0,385074850.0,285443840.0,201389070.0
2262.0,248066770000.0,245604800.0,226083090.0,385704400.0,286178660.0,200836050.0
2263.0,247340480000.0,245157420.0,227252980.0,386171330.0,282058780.0,199121860.0
2264.0,246530620000.0,244158370.0,226943700.0,384554240.0,281275840.0,197912670.0
2265.0,246333650000.0,243748830.0,226350240.0,386154340.0,281398530.0,196611650.0
2266.0,244460490000.0,243652580.0,225253120.0,384407520.0,281559260.0,195789300.0
2267.0,240298870000.0,244172510.0,223887170.0,386714370.0,282954980.0,195875410.0
2268.0,236480150000.0,245067740.0,223874640.0,385795070.0,283036640.0,195506030.0
2269.0,236242810000.0,244315840.0,224861600.0,384875200.0,282773400.0,194389890.0
2270.0,234598600000.0,246453470.0,224662610.0,382832320.0,281359700.0,193472910.0
2271.0,234043520000.0,244218420.0,224556320.0,381400770.0,284082340.0,192115970.0
2272.0,229950720000.0,245982300.0,223628500.0,381461730.0,284657440.0,191397200.0
2273.0,230084280000.0,246208910.0,223280860.0,381349380.0,282844000.0,190731540.0
2274.0,230978860000.0,246457280.0,222384780.0,382147460.0,283044930.0,190278530.0
2275.0,230351270000.0,247903020.0,219719940.0,379457900.0,278854620.0,189920930.0
2276.0,228280470000.0,246770690.0,219491890.0,379797600.0,281526080.0,189965870.0
2277.0,228880400000.0,247284400.0,221429980.0,380998100.0,280856350.0,189851950.0
2278.0,230315150000.0,251072600.0,221277650.0,377507140.0,280394080.0,189930350.0
2279.0,231389740000.0,246714820.0,220299380.0,376327840.0,282966880.0,189930180.0
2280.0,228863020000.0,247632180.0,218207870.0,375479300.0,282864640.0,189923040.0
2281.0,231532460000.0,247068660.0,218540510.0,373008800.0,285416060.0,190220750.0
2282.0,230605750000.0,246853180.0,216830450.0,373600000.0,285036900.0,189403100.0
2283.0,231749290000.0,248305700.0,216787260.0,375153800.0,283503000.0,189728050.0
2284.0,229054370000.0,248224860.0,217493300.0,375008740.0,282992800.0,189384690.0
2285.0,228325230000.0,247916960.0,216565340.0,373350800.0,283970200.0,189449650.0
2286.0,226409740000.0,248154670.0,216001950.0,373597300.0,282391740.0,189984270.0
