time,IPSL-CM6A-LR,ACCESS-CM2,ACCESS-ESM1-5,CESM2-WACCM,CANESM5,MRI-ESM2-0
2278.0,5906033500000.0,4521797000000.0,7399738400000.0,5605094000000.0,6653697000000.0,11567495000000.0
2279.0,5887005000000.0,4517118000000.0,7422069000000.0,5613482400000.0,6655918000000.0,11601013000000.0
2280.0,5843914300000.0,4493019700000.0,7413076000000.0,5613259000000.0,6634289000000.0,11624487000000.0
2281.0,5834526000000.0,4470891600000.0,7393045400000.0,5606985000000.0,6626919000000.0,11632190000000.0
2282.0,5849327600000.0,4465599000000.0,7405834300000.0,5601715300000.0,6606601300000.0,11665817000000.0
2283.0,5856219000000.0,4452228500000.0,7387748000000.0,5590513000000.0,6607408700000.0,11692069000000.0
2284.0,5863275000000.0,4449068000000.0,7368082500000.0,5575922400000.0,6594032600000.0,11693629000000.0
2285.0,5849081000000.0,4444489000000.0,7365913000000.0,5576808000000.0,6569281500000.0,11707780000000.0
2286.0,5848466000000.0,4441539300000.0,7342690000000.0,5570159000000.0,6586021400000.0,11717350000000.0
2287.0,5839579500000.0,4421191000000.0,7328206000000.0,5570555000000.0,6585680000000.0,11720654000000.0
2288.0,5821380000000.0,4420160500000.0,7323449300000.0,5549971700000.0,6584149000000.0,11738367000000.0
2289.0,5821939000000.0,4404457500000.0,7311172000000.0,5553752000000.0,6568408000000.0,11769042000000.0
2290.0,5806333400000.0,4399257000000.0,7310070500000.0,5547690000000.0,6567768400000.0,11747120000000.0
2291.0,5799674000000.0,4377176700000.0,7294369700000.0,5546481500000.0,6577714000000.0,11781437000000.0
2292.0,5800749000000.0,4375313600000.0,7281339500000.0,5542464500000.0,6550661000000.0,11779997000000.0
2293.0,5797357000000.0,4362643200000.0,7272758500000.0,5539669000000.0,6538840000000.0,11800511000000.0
2294.0,5798841000000.0,4356757800000.0,7249563500000.0,5535481500000.0,6546908000000.0,11821267000000.0
2295.0,5803502000000.0,4360942400000.0,7225359000000.0,5533660000000.0,6507255000000.0,11841518000000.0
2296.0,5809323400000.0,4344126400000.0,7217610000000.0,5539828300000.0,6485815300000.0,11861656000000.0
2297.0,5792976000000.0,4326799400000.0,7224784000000.0,5533630000000.0,6503221700000.0,11866343000000.0
2298.0,5793730000000.0,4314431800000.0,7241881600000.0,5525080600000.0,6509060700000.0,11871181000000.0
2299.0,5791611400000.0,4336769000000.0,7254241700000.0,5510418400000.0,6503820000000.0,11882898000000.0
2300.0,5785174700000.0,4310000700000.0,7257477600000.0,5522515000000.0,6483466000000.0,11915699000000.0
