time,CESM1-CAM5,CSIRO-Mk3-6-0,MPI-ESM-LR,NorESM1-M
2000,284502029992.7376,284502029992.7376,284502029992.7376,284502029992.7376
2001,280882222103.92145,286224784840.36084,287250363627.6002,280384209786.47296
2002,285073104533.44977,280149089308.6979,284463672252.388,281652865483.38007
2003,284942357819.8562,276197951002.91364,284862114222.6685,278624985555.6947
2004,282541854309.7261,270869908353.4997,280804302408.04297,274414170683.45676
2005,278331852913.89813,267753383217.0899,280855491549.3635,269272723072.38
2006,280946602609.36365,263077983356.42975,280871358412.3094,262262934893.65955
2007,279231200437.4449,262380490820.06503,282449592221.915,261635472674.95944
2008,275878843115.2663,261412519376.22513,280376214161.5797,261092370261.91177
2009,272599613688.3184,257687072238.41586,279873581610.8753,259856495817.37976
2010,266695151679.59998,257631750162.92505,277238787729.4503,251596959124.02145
2011,261259783992.27454,256955852503.45166,272015240968.6911,247996894701.97278
2012,256132402340.85995,253232707701.0532,272675432252.4604,248934407364.9664
2013,257351290712.65674,253608021529.4942,271384710261.98138,248001505638.6455
2014,256722575825.3794,254819032703.46625,268114405486.86414,245366470456.60382
2015,255592587313.6277,250490068339.69363,263523238388.06067,241985188042.42218
2016,252720589010.61072,246398835209.14346,262027954792.1154,240080122972.45438
2017,253254104849.867,239612909833.54214,259393891941.7121,238139598323.6543
2018,250257949512.5249,235818508503.52847,254185140284.79736,236775098384.7418
2019,245424572739.20065,235869562337.14786,245994380736.18137,238301926432.45312
2020,243881219999.72232,235959940763.5701,241237220436.73218,236930389292.3523
2021,239089423631.20834,236933312048.4501,240686279575.4256,236635539105.57266
2022,231673875315.2762,235994373765.19528,233788886811.33536,235509970555.2744
2023,225825053242.061,234578340065.4735,230275253784.89435,229614523724.4322
2024,222063629429.38904,232900699771.80704,228083735244.061,227926182144.69104
2025,219225851515.24194,231972764384.28406,225616590769.27274,226990783062.51703
2026,216388534902.08408,225881549468.66364,226857790144.57236,225865821120.0405
2027,206337197539.43,221634973470.3269,221345132524.44073,225439049955.37952
2028,209417899985.08572,217327585101.6101,219832910996.58844,218820408355.10107
2029,203786224634.98608,211317025808.4746,215478186476.6518,216000168334.28607
2030,199108850148.04013,206453542724.56302,213615691933.05136,211344861985.82092
2031,194240143373.00256,201691553815.8945,212309292397.9327,209180883396.74847
2032,187548985122.11285,198569624423.82858,209520401940.4416,207293438311.0567
2033,186446237832.61224,193077955796.5283,206397312297.9697,202563753021.15167
2034,179098289365.66122,189685981968.40552,203597877856.17505,201875227506.38535
2035,174370956401.96133,185712628689.62048,198756975813.38184,195849067396.70178
2036,168530351413.56015,181188346773.5257,192224280150.48456,191254769978.45746
2037,167023594882.35696,176799286135.97092,187220403786.08517,187924600568.32318
2038,164318145045.9086,173193008693.0461,184242558192.08295,182981050707.38498
2039,159639878791.41144,167300794751.55463,180572726574.78586,175803835186.8054
2040,152709534370.8892,163505250195.0846,174944944931.5043,168735979752.5214
2041,149534574081.30273,159536128540.68982,169491352582.74042,167357882631.34586
2042,145442270528.0434,156032994931.955,163179751001.99072,165632664626.88065
2043,139132437209.98257,150918631025.772,157762794995.69135,161340946143.29712
2044,135198025613.00508,146137738825.87747,155802640566.16434,156204942194.35577
2045,130403788433.60985,142174702967.08975,151991302163.4559,155077560516.48492
2046,125428166083.90805,138491419387.13626,145931707260.1842,151660489675.13095
2047,123403315499.96565,134900304536.5795,141283320370.83002,152955322287.66266
2048,116936765795.0994,135251113224.94662,138321879007.21533,151860440787.9166
2049,114035373842.562,130006675859.49614,134444520125.94669,148801314567.07855
2050,113708641592.96942,128180578539.91449,130675675250.78209,144269669738.0898
2051,106751612813.21172,125789906968.56047,128850081733.9051,140032365297.18683
2052,102335269521.52676,123426018712.03047,125002835047.379,139978245444.4879
2053,96270553304.83148,122673263172.18332,121540455970.45578,137245065587.15785
2054,91023234043.89827,123228911932.7849,119508247955.64517,133936622767.86122
2055,84787945560.62325,123205598551.91692,116732106328.95752,130584266615.88336
2056,81542390969.8189,123937297062.81175,115188630465.95047,128848067471.62596
2057,78395325574.78653,122396102710.98807,112702818307.48578,127029757393.71341
2058,76035328569.3277,121435751448.69246,111866306908.38293,124049731075.04965
2059,73506222740.3781,119501402985.63184,107652404099.46616,120928064308.435
2060,70881771379.9657,115359861911.67694,105807922368.6661,120075851445.76431
2061,67383705196.10772,111923104070.5212,103974741349.12059,118185998186.14859
2062,63811001094.776566,111038924696.56699,103879824332.51546,116546278412.47804
2063,61453819173.00231,108867064413.3793,102910476090.29665,115677652514.69603
2064,59133688103.25195,107622482915.96704,101569393636.96078,114125950925.52116
2065,58230771007.916664,107510520698.94086,100045027521.69156,114935792389.6827
2066,56544774006.29354,106702360119.35121,98830656742.84036,113267036481.9824
2067,55112739458.27431,104318935081.45804,98215050914.91176,111008948392.18289
2068,52859096610.16212,101913600782.18889,95448077759.96368,104794576637.12508
2069,52565866473.64711,100866767882.51692,92884612516.42448,104442917861.6978
2070,50544284383.04661,100627213185.37756,89646301936.95245,101079438968.82811
2071,48489828383.145134,101808375502.11487,86375257259.33614,98219959204.39491
2072,47429255807.17365,100303644428.56317,83965213058.51634,96790834483.93364
2073,46546645561.73331,98933119611.62212,80438755790.53537,95774444372.79785
2074,46093318718.17577,98646125284.87086,81315784621.65092,95008524513.2002
2075,43675532279.80538,97932574096.89299,80115595965.9566,90690335201.54172
2076,41595102905.20897,96011557822.77303,78952201760.45163,87298546240.32594
2077,40059775634.94124,95938224648.77089,77454905226.68521,84901705506.19275
2078,37566308959.03592,96379162014.8177,74910563146.04362,82905824774.13167
2079,35588965308.235,96442591907.77371,72061272663.18077,80696194068.34908
2080,33993075444.892445,96719451429.3619,69767793833.60994,77716846193.70346
2081,32289975190.196552,94588341857.97278,70223863146.09941,76067221801.55971
2082,30732568302.474705,95402278352.23775,69084068852.27196,75635742759.84637
2083,29222573484.390953,95252971031.1321,68157738646.679504,72670403627.07066
