time,CCSM4,CESM1-CAM5
2000,284502029992.7376,284502029992.7376
2001,283729298930.3336,281002070931.2008
2002,273470712269.5495,285046539319.74023
2003,267780584538.86307,284591550436.71063
2004,267571464885.27258,281902917186.02106
2005,265367490338.34598,276941780645.39374
2006,263384799279.94446,280064029525.1818
2007,262625127243.77426,280030990307.57477
2008,254863538065.2727,276466616782.23846
2009,255514577846.59744,276745665058.03296
2010,257039847187.59418,276288377619.59766
2011,253356635467.85568,271732145628.74966
2012,254807084954.97855,271888694736.8626
2013,254943911478.8169,265912700280.48935
2014,249740641794.98456,261921049618.42795
2015,251178127768.17056,259990658076.40854
2016,250347679423.87064,258293286649.42963
2017,253463050524.98883,254088680934.58646
2018,249566615408.2369,248773834148.16058
2019,247555121071.7778,247426311670.41028
2020,246047295358.3797,242525733048.16486
2021,244026017176.17047,241557987030.3609
2022,242700640634.82324,236825190505.83145
2023,241345595521.5646,232057706873.6142
2024,238859896759.71204,229228209279.06754
2025,236000741736.60175,224657979428.9585
2026,233111443771.88812,219192874496.60486
2027,229564133876.90497,214988132523.26392
2028,226430561415.7709,211952641464.2023
2029,217536555317.917,205650340526.79938
2030,210017473028.3492,200198266305.0668
2031,205865135994.42313,197581722379.26724
2032,203788290504.6889,194081563737.89487
2033,201250881135.91162,191283289710.26685
2034,192354782592.0149,186559087929.43286
2035,190912878498.30838,178832790189.78577
2036,187926279223.27045,173266468715.29974
2037,181959954331.4642,171083315879.35797
2038,181015684034.44824,169199234392.0366
2039,176995673861.38965,165319425087.4004
2040,172746913601.32004,164477860847.49466
2041,166029352020.06335,160348579436.55325
2042,167852096645.11295,161359957861.5549
2043,165634436802.52066,158660359596.67908
2044,161684523357.77542,157232479229.33057
2045,160811446448.0179,154010841090.49612
2046,158769553557.91315,147759109449.9698
2047,158029173794.99945,145653250151.62192
2048,157715344489.15833,143133583293.6638
2049,156077903505.44498,135183532555.00465
2050,152307426034.43634,130961985415.92557
2051,150449993370.31293,126188632585.1292
2052,147097333047.3147,123437039540.16158
2053,143647728238.223,121435203329.82684
2054,137848446168.62045,116563352918.55824
2055,137533046680.1331,113935667280.09383
2056,135932726942.7367,110173552975.41241
2057,129583413555.36188,106810483728.51988
2058,124452982133.36975,103974029266.1608
2059,121029093873.34723,102241400185.36331
2060,117698879738.60316,98511096911.74602
2061,113020817441.1341,94583531137.63857
2062,109341906040.6835,90792898938.07542
2063,108631355049.56897,89151147629.37273
2064,105349884027.64806,86636849542.61058
2065,102354403707.34276,80970256470.68571
2066,99656906810.90375,76830047876.48209
2067,96526245037.44919,74975581531.27483
2068,90920346260.57047,70704820801.32115
2069,89411314420.95293,68721123162.66383
2070,87636867525.05655,63888334139.29745
2071,85643686058.50468,61486440629.13483
2072,83000753743.78804,59174651158.02254
2073,78349720999.51482,55826572114.08606
2074,75952412140.47116,53035613009.61011
2075,74485080663.46663,51202969171.0133
2076,71303132243.20724,48903058600.24574
2077,69487671552.00406,47105440914.371216
2078,68435600278.38642,45464628920.42886
2079,64960951454.72274,43492769199.95636
2080,63195856697.823586,42359702209.233215
2081,60746474595.44777,39895978197.48417
2082,57855430665.01304,37011400889.005
2083,54199787945.34911,33897211307.791737
2084,52150527136.311745,31809757468.758713
2085,50606599629.85435,29685353589.384705
2086,47290457138.322876,27150903800.809982
2087,44752995485.54687,25213287787.98595
2088,43727907618.4953,23943627651.787308
2089,43486839785.97946,22802055611.22237
2090,42532217072.92897,21375257913.548508
2091,41078445392.3384,20093782763.032795
2092,40060786702.923935,18409409875.718227
2093,38887205875.58963,17196486344.253777
2094,37930428162.997246,15978618245.072594
2095,36489799933.30934,14622597930.848686
2096,34552452524.2843,13635872599.6298
2097,32713526906.871853,12487686478.08904
2098,30509809430.159298,11381470717.555897
2099,28797700860.03452,10486407446.003431
2100,27869525482.315563,9524520440.531454
2101,27685601782.910156,9256061515.450632
2102,26719849621.161255,8123264532.852048
2103,24950384427.888573,7182706464.201498
2104,23384359298.922943,6353066705.517586
2105,21956732967.816185,5781207228.387472
2106,21186815512.809437,5411832121.687364
2107,20659574840.64016,4961579455.096452
2108,19858036347.22888,4758226080.337057
2109,18824250065.346615,4561157547.589218
2110,17932554681.2205,4176061028.1046433
2111,17508413734.847298,3750451474.8557906
2112,16673115114.070091,3443282171.284662
2113,15637889457.070238,3155518766.3634505
2114,14826295883.217442,2904798728.9416814
2115,14308195320.88922,2755293049.2112913
2116,13416519890.599186,2620654139.165247
2117,12922748177.596216,2292479784.0720873
2118,12160632066.742409,2069425107.313647
2119,11476486152.978386,1862922000.7198899
2120,11203120485.925688,1658218191.6569934
2121,10523498405.308512,1429994211.3255062
2122,10132981185.542067,1290641199.9434235
2123,9630011489.641928,1158528615.3882918
2124,9019477546.216078,1054192459.1202571
2125,8386758399.356454,917330632.3054495
2126,7773029516.411923,785503281.3968858
2127,7354713038.029375,717652515.8378739
2128,6930329032.311353,613741428.2651207
2129,6647470678.625708,533216116.05609465
2130,5900720373.2603855,516079155.3096878
2131,5453652143.2514,462138262.7981924
2132,5318733440.951678,407141205.0857846
2133,4980774377.023427,370998238.136411
2134,4713413503.679112,361229040.0787102
2135,4234986237.0495343,348054372.6266636
2136,3976694290.567141,338215126.6592486
2137,3638390330.0546,327680097.7051432
2138,3482328975.822459,316809106.2814914
2139,3321032842.6485357,309097628.4281867
2140,3072160675.674453,315018154.08639973
2141,2783492778.889942,315892220.71491665
2142,2543158120.5550776,313112480.7308962
2143,2254775647.7198,306942567.00334215
2144,1949089258.3614128,290735883.20247686
2145,1728316734.8536763,292279785.13142353
2146,1513959147.541194,293437932.66864055
2147,1372884665.9598632,294841297.7855518
