time,CCSM4,CSIRO-Mk3-6-0,MPI-ESM-LR
2000,284502029992.7376,284502029992.7376,284502029992.7376
2001,285292833838.5966,286102268129.10876,283845201058.1136
2002,276151491386.227,281077712080.2548,280403460891.2518
2003,272123799706.21072,277905207020.23773,279994360121.0908
2004,273003836266.2575,273544888765.40475,275480539193.54266
2005,271761453785.02036,271448520030.45932,274366658416.76788
2006,270811179903.61942,267412090189.9825,273805811737.69635
2007,266211521217.7894,262875681346.19574,273696216971.34225
2008,264551715580.6292,261634910122.47147,272461580323.7452
2009,267147072356.7702,262733289783.3843,269483393724.7468
2010,262586087735.4109,262046816567.9907,269475858777.2195
2011,255396720287.9357,260462485775.6684,268041620146.25305
2012,250066994833.10098,258162146539.5808,264481364393.1152
2013,245874803057.86722,260056974850.77414,258745314769.31897
2014,243811665174.2818,260562651527.49698,248139979541.0822
2015,244707102290.24667,256598340117.94254,242838436688.3199
2016,244447995169.00827,250061954989.7399,241202479577.77344
2017,246005152992.96173,248001585098.4664,238548435816.35257
2018,242224598159.315,242954669775.2435,237106645295.9881
2019,240313586713.79062,239718526578.3108,232871081590.60516
2020,237888190700.30228,234571140409.20337,232205579929.3335
2021,235906767508.52853,229901864007.17447,230968625060.87973
2022,236098880862.5328,229454710316.46823,228855952629.3011
2023,231790179337.86804,226894631204.804,226926990163.03116
2024,223407722267.8438,224507975066.20206,221145035536.59595
2025,218832347264.91348,222148856966.6145,219740906770.46497
2026,216508186514.72067,220652084658.44626,212831601330.46442
2027,210302441041.70187,219705390894.57922,204575830753.80258
2028,211398723019.03085,219091687559.2768,196343896386.19415
2029,208509982108.58737,220420574797.9494,193464911802.7105
2030,209183038833.50934,221264022101.87125,188202825636.1208
2031,208208994546.19385,217143143970.1989,186286460207.56854
2032,207462334016.7659,215157780324.6205,184005106135.2797
2033,206320010175.88992,211932260991.35913,179097031544.76562
2034,201259004654.15732,209654291997.4432,171882421046.95605
2035,195016240711.85965,207537497278.8175,164981954101.8791
2036,188714406656.6557,201392661538.94092,159965849240.3245
2037,182662508552.77393,201255011331.49527,166145341554.75446
2038,181208700850.70932,199114113699.85754,162707505854.23758
2039,178159120604.5952,196055065867.61838,162673412979.3055
2040,176667948258.39816,187522945715.16107,157386763777.28687
2041,173852999843.0799,184151757218.8874,156781953346.4615
2042,170746485472.34518,184380994888.32465,151190649158.74765
2043,170348420051.1736,183494461938.97125,144695269100.6703
2044,170174580099.27625,178882357209.43997,140177952626.67078
2045,171059003848.64868,172222219495.97833,139615276849.13034
2046,167124284828.96317,165196460863.70935,135047285256.96735
2047,161734140084.77292,160280973754.2102,131497979879.42035
2048,158427849513.8727,159467036769.94855,125866068796.5192
2049,154276815407.0535,158159226606.52713,123708214334.64275
2050,149488744627.04193,158011452225.76956,122017724047.59818
2051,145553615665.1223,153874689363.12698,117554179720.53348
2052,141328988203.47702,148652688224.43646,112946852376.32616
2053,139644185141.20697,143384816367.5327,109644364880.37057
2054,132790941996.01332,140900388325.23013,109848923795.92113
2055,131388788055.64507,139350292624.9788,107059809111.49648
2056,128892510891.4587,134928626563.73991,105118548179.82959
2057,126690572127.22946,132821429830.0341,102231526307.86716
2058,123531312955.82542,131395996534.39673,100250261260.80621
2059,121581995326.417,132773885730.56499,98108132945.48308
2060,117682770897.32393,133872967859.08269,95627203729.42892
2061,116219866513.99698,132962882633.40948,92248175900.95897
2062,113083193793.2195,130694930341.45201,88564623287.27547
2063,109859390793.85643,128567367843.58911,84295972081.93127
2064,105300962823.20915,125221250702.07225,81959537767.87318
2065,102920813375.17096,120520905894.51952,77350617145.2203
2066,101287755237.83788,116057950023.80206,75950826920.60538
2067,98830868697.77658,112958413902.6352,74839082405.53104
2068,94076889721.70142,110915106444.09552,72485760164.04674
2069,89512857054.97264,106039004189.34993,68680784590.394394
2070,86708725607.81741,103015514981.66496,65925670574.76765
2071,81881296792.5837,99836533579.92114,63743014507.56988
2072,79050138811.7089,94554862390.43568,60912933504.58107
2073,77681404900.4115,91258380857.18228,58489858915.039185
2074,75713442124.56442,88640773849.83664,55034991552.80355
2075,74231853157.48021,86174410489.50877,52518717112.02034
2076,71437209389.35268,83988062874.37044,50299875022.966156
2077,69493138704.60782,81007164026.80139,48381237667.50782
2078,67610335363.29538,79330997263.33064,44539782474.40173
2079,65377407238.923615,74854382147.73909,43063347273.999886
2080,62244241102.54322,72909472583.73276,42273008799.917885
2081,59693050230.72598,70768112339.46733,40608169275.20127
2082,56942043366.82635,68780630448.81284,39447505991.43099
2083,52843958326.36752,66210310938.14627,38979207787.725876
2084,51969713997.213585,63223033308.84986,36749685813.64789
2085,49952891928.68955,61712367740.46161,34161874930.10526
2086,49410228157.89328,59501644594.44724,33747449164.588135
2087,46543574586.762344,57402154998.71634,32829154671.83519
2088,44712339768.30625,55673245192.13002,31755453715.351093
2089,42600082897.560814,53844461239.56097,30685356744.09633
2090,40559013252.87782,50038753575.05462,28434958204.962917
2091,38387904472.2012,46467852210.3759,27133327855.5884
2092,36294269517.930466,44565748515.11705,26029105575.557343
2093,35051433478.92549,41700922369.63551,24305149625.568638
2094,34650846226.00023,39641548410.88665,22772071559.570114
2095,32717111405.41791,37373141028.89355,21629044258.58086
2096,30874961010.266266,34422519016.34032,20887199436.0376
2097,29628001540.57594,32276974450.78132,20141028942.83792
2098,28886123171.527317,30147819401.682636,18916994870.483093
2099,27082590463.576557,28073850055.799114,18072806710.57999
2100,25466293554.781124,26285892625.094475,16836456939.085957
2101,24713014319.209057,24498536190.489063,16154437806.772875
2102,23175620962.477108,23450656735.048164,14853756465.620758
2103,22187597772.580544,21331411443.401295,13551882431.58251
2104,20851811242.031414,19215428518.756756,12593439026.677988
2105,19759941378.061806,17329602933.71847,12014136376.129656
2106,17974325785.59322,15369413518.763674,10990800767.920942
2107,16841900733.041265,13477203233.36444,10404607371.438887
2108,15592952226.00564,11855802136.883257,9328352398.629124
2109,14687340129.090681,10586913430.310326,8690838914.852352
2110,13704144588.629171,9171064331.423916,7936663874.400132
2111,12846648482.323215,7755683039.96239,7210680872.945202
2112,11778807956.389637,6563160432.2917185,6646750265.567771
2113,10838794745.964119,5644320414.103879,5936774078.1036625
2114,9938493134.34967,4700861753.942019,5515579652.505823
2115,9511360995.117851,4245856154.6867986,5210705890.340027
2116,8804638788.343369,3757245115.8701887,4757250158.964737
2117,8423875512.418917,3283911887.9991245,4417112507.7539215
2118,8023397263.7474785,2820683338.0175233,4068732826.6518164
2119,7560688129.486881,2527720261.2012286,3699412241.2683105
2120,7026198288.644994,2211805582.024011,3341062167.1068563
2121,6258832270.314408,2023005582.2525072,3059094627.1400704
2122,5720681089.351215,1783970483.475814,3012334280.5953493
2123,5250828534.4027195,1554995585.14098,2709307187.8483477
2124,5006842182.153433,1354391992.110497,2501055428.1500397
2125,4639783528.874973,1170608309.6898198,2284654745.8085303
2126,4340064174.443847,999175659.6018858,2033056171.1037521
2127,4079889457.523801,892684334.1233928,1834955780.1741445
2128,3668548982.4225807,760869189.3763646,1743270168.986821
2129,3396685703.0949006,657678857.0266917,1557082508.190639
2130,3173380784.452271,581454005.7030913,1472628161.9974723
2131,2992751816.587817,464575700.11943525,1397656091.280288
2132,2773710603.900799,375531286.8051558,1311873044.8115754
2133,2618389512.0185895,304383831.8799291,1193452177.1669574
2134,2382682722.9696274,263765155.9128998,1142377284.0295527
2135,2156175026.1118965,224506183.70688045,1120374329.542494
