time,CESM1-CAM5,CanESM2,MPI-ESM-LR
2000,284502029992.7376,284502029992.7376,284502029992.7376
2001,281784245107.937,284938233559.23413,287013904703.5262
2002,287435143070.63403,284720711574.08606,283962233537.8935
2003,288348212234.27673,283247807777.54333,283931916420.34485
2004,287566059152.26227,278668436672.3983,279586365290.0691
2005,284338064253.77734,276109482518.5879,278859495061.59686
2006,288984136007.82526,275535905706.6553,278366984003.25543
2007,291819527900.1543,271942661664.5362,274498620973.331
2008,291207749809.2745,270212248383.8097,273164461554.35306
2009,288519378857.03546,268111831555.29565,273822301050.69675
2010,281022251556.8132,265990799803.23648,272137497797.47742
2011,280964301746.7588,257303306731.18454,268530486136.22336
2012,276215279050.04205,255431782218.23166,260752716889.67923
2013,276130058031.5159,245474929124.32843,254638647510.07315
2014,267751115111.54688,243096315979.07874,252551397516.8484
2015,262453616351.04385,241266413571.67953,252971536067.91586
2016,260873151632.805,242203520051.85376,251890665352.39224
2017,260744177678.2886,245654530910.8858,242349607516.72656
2018,255479302802.322,246722296340.03854,238478855705.6346
2019,251820258599.53998,246733469407.7032,235167161452.87656
2020,245433483773.76367,240734786824.7872,242723317294.16238
2021,237917874720.0534,238468267012.30118,236173906950.21613
2022,237664464075.78342,238094728439.0308,231991217034.9389
2023,236221791329.06607,237497371192.21277,227140244165.39587
2024,234251981383.14713,235278568398.38022,225764354439.1993
2025,226401403511.44705,230206166028.1636,225298092125.75098
2026,218967486085.02344,228148361990.4293,216393036103.21832
2027,215058526178.34906,223393153124.3776,212656640196.56854
2028,211961088524.73654,217104681055.63452,209144155348.44852
2029,210547471501.41608,209801612560.5814,200848244591.26804
2030,206635523066.24142,205194760049.97537,196787189027.2967
2031,203370030697.25217,200939400015.5766,196138365872.88443
2032,200496932560.64597,198392115448.89163,193134643735.24506
2033,194156402363.8506,199179672545.14224,190582862867.14313
2034,182976872841.00275,194497835851.41553,186106553896.4582
2035,181185911479.5694,192501787650.8562,180880276942.75476
2036,178407088139.9563,190635831769.2524,175775204060.03418
2037,172355665025.06305,185759495973.49475,173002085548.23737
2038,166694281343.8773,183357336413.17688,167590533424.62997
2039,163073066291.99588,181938166154.29034,162635947503.45566
2040,161715581352.96765,178802977832.29166,160462595670.21823
2041,157741199018.9339,179178048000.6094,161167613989.17053
2042,152790524018.22797,174455620545.89874,157849813867.8271
2043,148351373551.2771,172185790923.3649,155267433926.67474
2044,148565979393.9578,169553097045.09598,153570292172.92126
2045,145526354769.77103,170321460432.1805,150980645296.0863
2046,140745066093.90518,166965512692.8209,146313250708.97778
2047,135439375492.71391,163286151013.99872,137999495285.44315
2048,134560771793.6282,160506728532.68024,136103242447.20604
2049,130238934161.01083,155578887756.04572,130604536210.96027
2050,127542605677.66606,154637552761.62616,128702666462.06535
2051,124912520443.52272,152235177944.9775,126493885526.6048
2052,119581841798.08182,150667975942.92822,121255194373.05972
2053,116282681465.61757,147193661624.71667,117435745489.34673
2054,113239015372.2836,142275074517.91168,114089885643.61647
2055,110910058669.45746,140164113718.59308,110980310219.82022
2056,106596421674.7186,134195218723.07243,107802612869.67665
2057,104947802421.34297,131252430875.65756,106110109567.8695
2058,100724639032.52469,132263489186.22832,104838651150.50708
2059,97413904534.22404,129113887343.57596,105674425476.37177
2060,95249773474.43527,124765462639.00546,104542567029.54573
2061,91357921187.16228,124412147319.43538,101265152133.81938
2062,88966957915.72363,121004337198.04936,99815759657.92145
2063,83367695947.18842,118705776498.45741,97049549365.2526
2064,82294346870.6941,113046790044.52524,95520821774.84705
2065,80650803578.1924,112662936430.9879,94390336217.49986
2066,77608641487.85172,110029859196.27344,92806328115.47926
2067,76485254128.1974,107922023481.21124,91162553322.06215
2068,75490739421.65123,105870278397.0935,87442144555.92957
2069,73443107380.84296,107214260652.50188,85589149481.45084
2070,72388979760.24916,107292650655.40495,83946131481.528
2071,71207390541.9323,105265876906.93178,82573053211.36168
2072,70124149263.14664,103175897594.07565,82897935043.19952
2073,67487082363.8846,101000896358.64897,81564400117.04422
2074,65227992947.22077,97486272380.35847,82700908322.20251
2075,63355941372.70924,95689448592.73088,80338286989.96895
2076,61924159588.98657,94840300365.76328,79752992142.2964
2077,60944463305.69233,91849085591.77908,78819264898.66956
2078,58532938076.20867,91508817636.4158,77801306343.02434
2079,56877032365.86884,87267384936.80536,76616001997.23888
2080,55214484804.36055,85591111295.85345,73790434207.01901
2081,54158680830.92838,83841373485.9115,71845154921.11626
2082,52808747347.44407,81287085085.26901,70636906934.58086
2083,52411928579.40702,80951053118.10266,69407348512.86638
2084,51466998515.52207,80212768474.29292,67849372940.76502
2085,50573541574.45292,79515854829.02614,65619676861.21127
2086,49212634915.99502,76545691375.6401,65808670691.68304
2087,48920128689.39392,75212060763.68918,64672882229.22015
2088,47814939859.0233,74049404166.25902,65196094931.346504
2089,49114224790.69674,71908786079.26555,65509769084.05564
2090,48826577640.97539,69959080508.4431,64242405576.82587
2091,48158806618.67522,68561770598.58563,63261535679.569725
2092,47184240914.8542,67822238970.552,62385140882.41108
2093,45690461368.77155,66968099069.49324,61674976491.65601
2094,44700302410.39269,65775230749.26499,59734214139.64704
2095,43573280877.60938,64685512687.527145,58948975652.51228
2096,43073042916.12877,62760924102.169174,57742218498.37849
2097,43032630146.40263,61916277836.222694,56823900538.67901
2098,41382343835.86497,60507743417.61327,57024191192.85964
2099,40403469680.7599,60179641992.31799,56295601288.80792
2100,39830776853.21229,59073419784.800385,56106905900.93004
2101,38857802987.92655,57330144882.79626,57075838840.889534
2102,37413816641.60301,55935020144.005,55907465067.84308
2103,36129490351.33784,54755958126.91447,53922308511.42277
2104,35313778229.465965,54362641149.635506,52903916925.16101
2105,34046647966.23918,52774287348.61744,51891664375.401405
2106,32692222041.9026,50203442816.14512,52440917253.898285
2107,31809233973.185535,49836241210.49295,51795056475.9777
2108,31152973006.29344,49234469786.90475,51408567834.02579
2109,30668479445.222355,47529348332.43818,50856689107.406425
2110,30443137751.71115,46457266392.299576,49469084086.58693
2111,29357154953.3283,45739948296.50826,48704153389.656715
2112,28408985834.714905,45183502745.134026,48806346530.56019
2113,27722448645.426224,44691322370.903725,48098015496.56612
2114,27121237581.832306,43531235141.4848,47402490730.46466
2115,26592594179.442883,43057412090.48639,46577474052.86585
2116,25406090026.621872,41788617244.38274,46384385705.67472
2117,24931613762.66965,40682371507.69168,45374624907.22462
2118,24356984770.37709,40530913523.71217,44627329585.496346
2119,24007659954.827347,39487225577.40656,44312808037.79509
2120,23640346736.440388,38576191078.605736,45310346066.35607
2121,23351945855.648426,37941845762.26088,46280425606.526184
2122,22929638591.777874,37145683601.26297,46316183072.828606
2123,22135587624.90144,36146290078.622025,45694036780.90676
2124,20573454210.54933,37508514206.072975,44675299121.82378
2125,19895417952.914974,36828911019.41771,43470220132.53356
2126,19062785798.37687,36921187050.895355,43020038557.368614
2127,18750376775.469715,37279747300.908134,42441882220.917755
2128,17882607512.36865,37111173877.01095,42539900215.168526
2129,17376651644.445183,36391309054.08198,41039965516.248604
2130,16779114719.2568,35783468228.98138,40638009039.029396
2131,16580154920.605137,34972819681.708595,41067112214.05769
2132,16239065353.456003,34280762532.931587,40881541360.04298
2133,15320711552.674566,34527975328.87797,40902099507.7289
2134,14603340388.916578,34677815850.15894,40856517464.71326
2135,13897361092.772566,33963303239.460556,40174928174.923195
2136,13195558844.799965,33802494611.30066,39709916605.71023
2137,12675415452.464043,33461782735.60581,39294896074.44832
2138,12334123594.635462,32523606874.58974,38770125789.935684
2139,12430349623.389402,32284546536.347397,37949909304.21549
2140,12184883445.046188,31554292348.47238,37661448511.52708
2141,12037247958.971865,30664512536.119686,35849038266.6019
2142,11887818626.546799,29530800182.65763,35285879206.22074
2143,11432997719.121696,28471894087.32452,35238242066.83706
2144,11176858962.355242,27999707932.93794,35497631137.50388
2145,10827549874.320713,27096815248.625004,35130681751.52751
2146,10442015833.487875,26577207429.078667,35224947576.47117
2147,10272264595.916664,26154459815.98501,34764705721.14216
2148,10023881448.43313,25600754570.835163,34566052982.39408
2149,9793514491.313616,25125296796.80238,34358266124.705215
2150,9708736712.594597,24601955366.83538,34300670408.296143
2151,9543222475.71729,23636024971.23927,33268514015.198517
2152,9229553730.66866,23413425341.77608,33159189212.515697
2153,9019947673.488817,23176028870.719765,32732692360.007473
2154,8682091550.950726,22659468279.032852,32604228873.553806
