time,IPSL-CM6A-LR,CESM2-WACCM,MRI-ESM2-0,CANESM5
2032.0,39092695000.0,38900785000.0,30373691000.0,35068500000.0
2033.0,38283070000.0,36786975000.0,30716025000.0,33683483000.0
2034.0,37996835000.0,35789115000.0,29154888000.0,32372537000.0
2035.0,37709470000.0,34789806000.0,27716958000.0,31487805000.0
2036.0,36027752000.0,33408346000.0,26170724000.0,30211295000.0
2037.0,34461650000.0,33574926000.0,25409008000.0,28814604000.0
2038.0,33262813000.0,32185980000.0,25038980000.0,27101907000.0
2039.0,31916253000.0,30830020000.0,24125358000.0,26754736000.0
2040.0,31077270000.0,29133230000.0,23858813000.0,25401250000.0
2041.0,29961183000.0,27392152000.0,23390728000.0,24154872000.0
2042.0,28286663000.0,26154332000.0,23577948000.0,23765168000.0
2043.0,27710728000.0,24558680000.0,22457696000.0,22114927000.0
2044.0,26448470000.0,23605395000.0,21224139000.0,20238662000.0
2045.0,25214340000.0,22669496000.0,20618660000.0,18962166000.0
2046.0,23953392000.0,21338331000.0,20228320000.0,17650480000.0
2047.0,22997380000.0,20089623000.0,19427654000.0,16105125000.0
2048.0,21857761000.0,19191951000.0,19037686000.0,15358539000.0
2049.0,20782733000.0,18432090000.0,18970380000.0,15012309000.0
2050.0,19815553000.0,17891998000.0,18288770000.0,13817776000.0
2051.0,19459041000.0,17088575000.0,17118294000.0,13047838000.0
2052.0,19119548000.0,16659580000.0,16367702000.0,12517069000.0
2053.0,18715523000.0,15926211000.0,15719297000.0,11927069000.0
2054.0,18571320000.0,15297037000.0,15061234000.0,11026252000.0
2055.0,17646619000.0,13962946000.0,14602649000.0,10503887000.0
2056.0,16697857000.0,13528412000.0,14466552000.0,10483405000.0
2057.0,15763243000.0,12494037000.0,13426260000.0,10376320000.0
2058.0,15448450000.0,11594589000.0,13149860000.0,10180899000.0
2059.0,14988146000.0,10849363000.0,12636875000.0,10421234000.0
2060.0,14264500000.0,10361899000.0,12344934000.0,10315475000.0
2061.0,13991947000.0,9862952000.0,12292680000.0,10521930000.0
2062.0,13687830000.0,9859644000.0,11917980000.0,10140623000.0
2063.0,13321450000.0,9647998000.0,11454551000.0,9772711000.0
2064.0,12394699000.0,9193474000.0,11145585000.0,9739113000.0
2065.0,11521263000.0,9078258000.0,11027872000.0,9573298000.0
2066.0,11229834000.0,8926513000.0,10412184000.0,9375622000.0
2067.0,11222089000.0,8574297600.0,10166310000.0,9428687000.0
2068.0,11081783000.0,8487070000.0,9939716000.0,9058063000.0
2069.0,10519409000.0,8643866000.0,10028135000.0,8733420000.0
2070.0,10237267000.0,8509139500.0,9702041000.0,8484772000.0
2071.0,9935356000.0,8786588000.0,9655371000.0,8457109500.0
2072.0,9599811000.0,8864133000.0,9559417000.0,8256196000.0
2073.0,9523003000.0,9252738000.0,9651003000.0,8250895000.0
2074.0,9498861000.0,9287664000.0,9607921000.0,7951535000.0
2075.0,9412879000.0,9255803000.0,9983074000.0,8027541000.0
2076.0,9455142000.0,9450512000.0,10203429000.0,8445057000.0
2077.0,9300547000.0,9661374000.0,10764324000.0,8227826700.0
2078.0,9104851000.0,9561354000.0,10713506000.0,8206202400.0
2079.0,9227916000.0,9517513000.0,10821190000.0,8375626000.0
2080.0,9240894000.0,9760191000.0,10821938000.0,8190575000.0
2081.0,9331090000.0,9485196000.0,10978326000.0,8306585000.0
2082.0,9540586000.0,9356213000.0,11117725000.0,8534661000.0
2083.0,9426775000.0,9577362000.0,11281506000.0,8787004000.0
2084.0,9341076000.0,9665280000.0,11461769000.0,8796908000.0
2085.0,9132528000.0,9284173000.0,11562199000.0,8379627000.0
2086.0,9004398000.0,9422316000.0,11733197000.0,8263990300.0
2087.0,8983771000.0,9497910000.0,11953866000.0,8503816700.0
2088.0,9271772000.0,9438469000.0,11714451000.0,8363206000.0
2089.0,9152838000.0,9561035000.0,11771761000.0,9042661000.0
2090.0,9186221000.0,9508284000.0,11990576000.0,8529370600.0
2091.0,9497273000.0,9550927000.0,11991882000.0,8910139000.0
2092.0,9634300000.0,9400194000.0,11827621000.0,8983008000.0
2093.0,9830263000.0,9625044000.0,12129695000.0,9425606000.0
2094.0,9922377000.0,9525181000.0,12434008000.0,9532412000.0
2095.0,9994538000.0,9625829000.0,12560913000.0,9728408000.0
2096.0,9729713000.0,9757738000.0,12812214000.0,9609144000.0
2097.0,9792142000.0,9544477000.0,13376531000.0,10093491000.0
2098.0,9857359000.0,9770953000.0,13253539000.0,10566328000.0
2099.0,10008940000.0,9785619000.0,13321148000.0,10929253000.0
2100.0,10025730000.0,9502170000.0,13713452000.0,11048682000.0
