time,CSIRO-MK3-6-0,MPI-ESM-LR,CCSM4
2097.0,260766900000.0,386247820000.0,514461100000.0
2098.0,244368000000.0,371208400000.0,495355130000.0
2099.0,230651360000.0,345122050000.0,479967050000.0
2100.0,219212250000.0,322180840000.0,461790200000.0
2101.0,203519280000.0,302772980000.0,445152500000.0
2102.0,192604850000.0,281966300000.0,426558320000.0
2103.0,179976340000.0,260105620000.0,403650280000.0
2104.0,170573800000.0,240862020000.0,386767060000.0
2105.0,159229020000.0,223045000000.0,368078850000.0
2106.0,149093580000.0,207839220000.0,353916980000.0
2107.0,138335780000.0,197033250000.0,340493040000.0
2108.0,127396180000.0,181205760000.0,324287270000.0
2109.0,119441190000.0,167164020000.0,306525000000.0
2110.0,109532860000.0,151561830000.0,290998780000.0
2111.0,102667940000.0,139991290000.0,276007520000.0
2112.0,97484180000.0,130157240000.0,261351620000.0
2113.0,90091020000.0,124198810000.0,248895300000.0
2114.0,84305370000.0,114280670000.0,236932890000.0
2115.0,79553950000.0,105169310000.0,227704340000.0
2116.0,75601584000.0,97867300000.0,216830600000.0
2117.0,71214540000.0,89699566000.0,206662350000.0
2118.0,69061300000.0,81807300000.0,200741850000.0
2119.0,64309180000.0,77756130000.0,192897660000.0
2120.0,61093405000.0,72641160000.0,181622870000.0
2121.0,57849307000.0,67679620000.0,173657980000.0
2122.0,54356898000.0,64400240000.0,167253250000.0
2123.0,51972130000.0,61385417000.0,160176500000.0
2124.0,49971577000.0,55483687000.0,152320930000.0
2125.0,46589980000.0,50860446000.0,147085930000.0
2126.0,43124695000.0,46696530000.0,142548630000.0
2127.0,41617590000.0,43573776000.0,137205940000.0
2128.0,39611360000.0,40339567000.0,131183240000.0
2129.0,39092300000.0,37389283000.0,125085480000.0
2130.0,38339625000.0,35469963000.0,121682500000.0
2131.0,37598310000.0,32972669000.0,116996120000.0
2132.0,36309135000.0,30924747000.0,112196850000.0
2133.0,35663670000.0,29892080000.0,107687920000.0
2134.0,34723193000.0,28798560000.0,104575850000.0
2135.0,34525364000.0,26923387000.0,101098960000.0
2136.0,32633485000.0,25416542000.0,97573134000.0
2137.0,32010244000.0,24605640000.0,91652375000.0
2138.0,31362906000.0,22956800000.0,89555360000.0
2139.0,30921095000.0,21661647000.0,85674920000.0
2140.0,30550370000.0,20777058000.0,82143020000.0
2141.0,29918566000.0,20043784000.0,78518070000.0
2142.0,29299970000.0,19463293000.0,75609735000.0
2143.0,28637690000.0,19383824000.0,72902120000.0
2144.0,28391400000.0,18859290000.0,70665250000.0
2145.0,27893385000.0,18015164000.0,68509184000.0
2146.0,26994786000.0,17675612000.0,66851030000.0
2147.0,27266974000.0,17254693000.0,64180870000.0
2148.0,25901666000.0,16857721000.0,62215954000.0
2149.0,25195889000.0,16412519000.0,60588550000.0
2150.0,24225610000.0,16174264000.0,59294080000.0
2151.0,23883258000.0,15682586000.0,58548570000.0
2152.0,22963866000.0,15927456000.0,57083330000.0
2153.0,22378615000.0,16906872000.0,56510484000.0
2154.0,20971485000.0,16351139000.0,55231996000.0
2155.0,20452432000.0,15910416000.0,54203790000.0
2156.0,19845605000.0,15421154000.0,53743104000.0
2157.0,19380500000.0,14817450000.0,52223635000.0
2158.0,19112903000.0,14621012000.0,50533120000.0
2159.0,18912455000.0,14596529000.0,49389093000.0
2160.0,17666812000.0,13870433000.0,48855757000.0
2161.0,17276561000.0,13334235000.0,46965670000.0
2162.0,16470223000.0,12964573000.0,46927570000.0
2163.0,14963378000.0,12713062000.0,46063150000.0
2164.0,14161662000.0,12429976000.0,44921100000.0
2165.0,13114687000.0,12159263000.0,44411800000.0
2166.0,12287668000.0,11850457000.0,43297560000.0
2167.0,11531718000.0,11968922000.0,41750483000.0
2168.0,11001428000.0,11628780000.0,41412035000.0
2169.0,10199742000.0,12031596000.0,41005140000.0
2170.0,9735780000.0,11610376000.0,39916732000.0
2171.0,9139663000.0,10995662000.0,38485443000.0
2172.0,8577314000.0,10746462000.0,38069924000.0
2173.0,8499514400.0,10880066000.0,37982490000.0
2174.0,8483894000.0,10637654000.0,38185440000.0
2175.0,7850494000.0,10134799000.0,38098956000.0
2176.0,7382878000.0,9712300000.0,37306814000.0
2177.0,7257905700.0,9192719000.0,36711780000.0
2178.0,6779923500.0,8907159000.0,36034810000.0
2179.0,6553842000.0,8829851000.0,35474120000.0
2180.0,6622605300.0,8316218000.0,35183677000.0
2181.0,6454125600.0,8060726300.0,35108070000.0
2182.0,6472500000.0,7666434000.0,34590600000.0
2183.0,6211348000.0,7102487000.0,34615500000.0
2184.0,5968365600.0,6864351700.0,34267355000.0
2185.0,5971297300.0,6482115600.0,34075865000.0
2186.0,5973802000.0,6134929400.0,34177757000.0
2187.0,5624781300.0,5737102300.0,33663588000.0
2188.0,5406804000.0,5377943600.0,33657006000.0
2189.0,5083676700.0,5161342000.0,33145220000.0
2190.0,4998356500.0,5029252000.0,33096694000.0
2191.0,4836459500.0,4822470000.0,33071161000.0
2192.0,4659732000.0,4630711000.0,32435376000.0
2193.0,4467590000.0,4449294000.0,32390074000.0
2194.0,4246994200.0,4473768400.0,31569514000.0
2195.0,4348140500.0,4485854700.0,31339600000.0
2196.0,4181582800.0,4524689400.0,31153566000.0
2197.0,4078862800.0,4575916000.0,30663369000.0
2198.0,4031589000.0,4338362400.0,30065154000.0
2199.0,3975850200.0,4225238000.0,30093494000.0
2200.0,3857188600.0,4062679800.0,29984332000.0
2201.0,3764481000.0,3892923000.0,29994746000.0
2202.0,3753198800.0,3759455000.0,29278943000.0
2203.0,3628153900.0,3718007300.0,28973453000.0
2204.0,3680838100.0,3917479200.0,28840333000.0
2205.0,3808404000.0,3858602500.0,28560648000.0
2206.0,3727654100.0,3721969700.0,27821780000.0
2207.0,3533462500.0,3565746700.0,26914503000.0
2208.0,3455818500.0,3407731200.0,26628796000.0
2209.0,3398268000.0,3585450000.0,25930721000.0
2210.0,3356499000.0,3369831700.0,25192753000.0
2211.0,3280704000.0,3285970000.0,24493273000.0
2212.0,3282815500.0,3304994300.0,24506094000.0
2213.0,3279125000.0,3365278500.0,24067707000.0
2214.0,3181564700.0,3240998100.0,23575265000.0
2215.0,3147364900.0,3204102700.0,22940006000.0
2216.0,3179787800.0,3365291000.0,22915980000.0
2217.0,3033331200.0,3214953200.0,22257500000.0
2218.0,2964342800.0,3145966800.0,22079070000.0
2219.0,2921817600.0,3201414400.0,21668153000.0
2220.0,2836970500.0,3231695600.0,21741690000.0
2221.0,2731000800.0,3183075000.0,21950714000.0
2222.0,2709731300.0,3102925300.0,21570216000.0
2223.0,2537370000.0,3020191700.0,21302628000.0
2224.0,2481935400.0,3011137000.0,21083877000.0
2225.0,2389621200.0,2941645300.0,20816488000.0
2226.0,2284637200.0,2956451600.0,20879696000.0
2227.0,2177576700.0,2836419800.0,20246362000.0
2228.0,2187775700.0,2782516200.0,19738352000.0
2229.0,2173570300.0,2676113000.0,20015530000.0
2230.0,2119599000.0,2603828000.0,20279577000.0
2231.0,2061072600.0,2548145200.0,20023341000.0
2232.0,2010109000.0,2477932500.0,19780024000.0
2233.0,1876324600.0,2441935600.0,19563454000.0
2234.0,1858487600.0,2367463200.0,19430510000.0
2235.0,1812459300.0,2388750600.0,19590160000.0
2236.0,1822008600.0,2321416200.0,19645080000.0
2237.0,1786670000.0,2285182000.0,19425040000.0
2238.0,1730606600.0,2338471400.0,19511335000.0
2239.0,1641987700.0,2372627200.0,19342754000.0
2240.0,1601425700.0,2424156200.0,18963204000.0
2241.0,1613252900.0,2441316400.0,19028021000.0
2242.0,1637495400.0,2351748400.0,18839884000.0
2243.0,1580115800.0,2331439900.0,18940692000.0
2244.0,1540027400.0,2400629500.0,18826646000.0
2245.0,1503491800.0,2331382300.0,18561030000.0
2246.0,1455385200.0,2248085500.0,18366007000.0
2247.0,1449392800.0,2151766800.0,18484850000.0
2248.0,1386829300.0,2077368300.0,18365817000.0
2249.0,1390986800.0,2026125400.0,18033455000.0
2250.0,1364016900.0,1988693600.0,18210740000.0
2251.0,1267249500.0,1941031800.0,18013305000.0
2252.0,1206256400.0,1851705000.0,17736542000.0
2253.0,1282522800.0,1789455100.0,17737160000.0
2254.0,1244646900.0,1762622000.0,17683505000.0
2255.0,1222826600.0,1697219100.0,17512930000.0
2256.0,1214599300.0,1611102700.0,17632720000.0
2257.0,1172744700.0,1582319200.0,17440401000.0
2258.0,1155739900.0,1569167700.0,17516489000.0
2259.0,1152712600.0,1525340500.0,17485892000.0
2260.0,1159163500.0,1482149000.0,17483756000.0
2261.0,1125073500.0,1486661200.0,17436047000.0
2262.0,1088291200.0,1469211600.0,17674146000.0
2263.0,1086031400.0,1461875700.0,17496640000.0
2264.0,1056314100.0,1484812700.0,17567824000.0
2265.0,1050039230.0,1495666600.0,17413874000.0
2266.0,1034687170.0,1498571900.0,17231583000.0
2267.0,1006093950.0,1475679000.0,17117732000.0
2268.0,995732800.0,1448156400.0,17086814000.0
2269.0,960810050.0,1453953700.0,17010300000.0
2270.0,947695170.0,1403563800.0,17171294000.0
2271.0,949165200.0,1434064400.0,17139663000.0
2272.0,973172350.0,1408073500.0,17060487000.0
2273.0,972813000.0,1374589200.0,16969995000.0
2274.0,963480900.0,1363628800.0,17249735000.0
2275.0,969186400.0,1337730200.0,17140939000.0
2276.0,962063300.0,1305791400.0,17045007000.0
2277.0,947957000.0,1290739600.0,16728388000.0
2278.0,953305340.0,1279390600.0,16836220000.0
2279.0,948405100.0,1243464400.0,16648945000.0
2280.0,940897900.0,1216957300.0,16263742000.0
2281.0,914751300.0,1233178200.0,16465537000.0
2282.0,886388860.0,1209824100.0,16347508000.0
2283.0,839252740.0,1186959600.0,16340643000.0
2284.0,811397570.0,1172149600.0,16507818000.0
2285.0,825240000.0,1173175300.0,16650427000.0
2286.0,816106400.0,1127441700.0,16720191000.0
2287.0,803607740.0,1105462900.0,16742408000.0
2288.0,785877060.0,1108940400.0,16709831000.0
2289.0,756864500.0,1077112600.0,16492372000.0
2290.0,736440300.0,1071316000.0,16400138000.0
2291.0,737674560.0,1076520400.0,16338040000.0
2292.0,690875700.0,1063461400.0,16258825000.0
2293.0,674393700.0,1025089700.0,16207727000.0
2294.0,664413200.0,1004785860.0,16114756000.0
2295.0,647264900.0,999498050.0,15895400000.0
2296.0,646333250.0,982301950.0,15903699000.0
2297.0,641500860.0,980717600.0,15794379000.0
2298.0,598826750.0,999489400.0,15568225000.0
2299.0,591027200.0,980712000.0,15620082000.0
2300.0,583923700.0,973444300.0,15510001000.0
