time,CSIRO-MK3-6-0,MPI-ESM-LR,CCSM4
2000.0,3304243600000.0,3303946300000.0,3304243600000.0
2001.0,3298406000000.0,3298112800000.0,3298406000000.0
2002.0,3286188200000.0,3285897700000.0,3286188200000.0
2003.0,3281301300000.0,3281007000000.0,3281301300000.0
2004.0,3292180300000.0,3291874000000.0,3292180300000.0
2005.0,3295315000000.0,3295003500000.0,3295315000000.0
2006.0,3288615400000.0,3288306000000.0,3288615400000.0
2007.0,3267074700000.0,3266767200000.0,3267074700000.0
2008.0,3246946500000.0,3246641600000.0,3246946500000.0
2009.0,3223646000000.0,3223352200000.0,3223646000000.0
2010.0,3209073000000.0,3208772600000.0,3209073000000.0
2011.0,3206808600000.0,3206508700000.0,3206808600000.0
2012.0,3186851600000.0,3186556100000.0,3186851600000.0
2013.0,3162704200000.0,3162410800000.0,3162704200000.0
2014.0,3150483300000.0,3150191300000.0,3150483300000.0
2015.0,3140227200000.0,3139937200000.0,3140227200000.0
2016.0,3128400500000.0,3128109800000.0,3128400500000.0
2017.0,3119231300000.0,3118942400000.0,3119231300000.0
2018.0,3112506000000.0,3112218700000.0,3112506000000.0
2019.0,3099222600000.0,3098939800000.0,3099222600000.0
2020.0,3086835000000.0,3086552700000.0,3086835000000.0
2021.0,3052364000000.0,3076751400000.0,3057549600000.0
2022.0,3031547800000.0,3073019200000.0,3028190500000.0
2023.0,2978729000000.0,3052187200000.0,3009155400000.0
2024.0,2945019000000.0,3023926200000.0,2983808500000.0
2025.0,2917975500000.0,3013624000000.0,2961827700000.0
2026.0,2865593000000.0,3004649200000.0,2946509600000.0
2027.0,2839190200000.0,3017500300000.0,2936243000000.0
2028.0,2810996300000.0,3010860000000.0,2910485000000.0
2029.0,2766503000000.0,2986599800000.0,2864583000000.0
2030.0,2731840000000.0,2966074400000.0,2830194400000.0
2031.0,2703621600000.0,2937362800000.0,2791010200000.0
2032.0,2666653500000.0,2894307300000.0,2738167000000.0
2033.0,2606260300000.0,2871690000000.0,2714877600000.0
2034.0,2546163800000.0,2851631000000.0,2685629400000.0
2035.0,2498678200000.0,2842546100000.0,2643483400000.0
2036.0,2460372700000.0,2794493300000.0,2602024000000.0
2037.0,2412568400000.0,2751338400000.0,2569644000000.0
2038.0,2353754500000.0,2721603000000.0,2533142000000.0
2039.0,2298459000000.0,2685953400000.0,2492604600000.0
2040.0,2232346700000.0,2643357600000.0,2448145800000.0
2041.0,2179386600000.0,2597770000000.0,2409650200000.0
2042.0,2120041900000.0,2543440600000.0,2378133100000.0
2043.0,2066741000000.0,2513582700000.0,2340534400000.0
2044.0,2021175100000.0,2482643000000.0,2287361900000.0
2045.0,1965224900000.0,2436425600000.0,2237544300000.0
2046.0,1924055200000.0,2364715800000.0,2193770200000.0
2047.0,1881962700000.0,2302952900000.0,2150205100000.0
2048.0,1825645400000.0,2268768500000.0,2101588300000.0
2049.0,1771426300000.0,2210847000000.0,2068362300000.0
2050.0,1722771600000.0,2167012600000.0,2032349000000.0
2051.0,1667550000000.0,2120347700000.0,1988419800000.0
2052.0,1635294800000.0,2076237800000.0,1947385600000.0
2053.0,1585446500000.0,2033871600000.0,1912722000000.0
2054.0,1549646200000.0,1995437800000.0,1882483000000.0
2055.0,1506565700000.0,1983871300000.0,1844726200000.0
2056.0,1461408900000.0,1939947000000.0,1802036300000.0
2057.0,1424535200000.0,1884905500000.0,1761564700000.0
2058.0,1368865800000.0,1834026900000.0,1722942600000.0
2059.0,1322447800000.0,1785164600000.0,1691560700000.0
2060.0,1274310600000.0,1731607800000.0,1652623400000.0
2061.0,1234806500000.0,1672809200000.0,1615950800000.0
2062.0,1197738400000.0,1604378400000.0,1573581600000.0
2063.0,1159153300000.0,1564796600000.0,1540314100000.0
2064.0,1112675500000.0,1513603600000.0,1503276800000.0
2065.0,1068819400000.0,1463322400000.0,1467504900000.0
2066.0,1031548900000.0,1410914600000.0,1431285000000.0
2067.0,1000070450000.0,1358104500000.0,1398827400000.0
2068.0,965443850000.0,1314797800000.0,1357401400000.0
2069.0,932745800000.0,1277842300000.0,1313582700000.0
2070.0,893899640000.0,1239405400000.0,1269078200000.0
2071.0,866829700000.0,1188930100000.0,1230790200000.0
2072.0,835674800000.0,1148288400000.0,1199020400000.0
2073.0,812134500000.0,1117907500000.0,1162336900000.0
2074.0,780929660000.0,1091493500000.0,1130696300000.0
2075.0,755290540000.0,1044900400000.0,1108047200000.0
2076.0,718348100000.0,998742400000.0,1075614300000.0
2077.0,688770840000.0,969528300000.0,1034506860000.0
2078.0,658978900000.0,936889900000.0,1001684000000.0
2079.0,631141760000.0,909655600000.0,969311900000.0
2080.0,612386340000.0,868108500000.0,939299700000.0
2081.0,590599900000.0,821880400000.0,904281700000.0
2082.0,562549800000.0,786362000000.0,875287800000.0
2083.0,538035520000.0,753671600000.0,856504860000.0
2084.0,518979940000.0,724788640000.0,828642700000.0
2085.0,496723500000.0,710244560000.0,798745030000.0
2086.0,478237100000.0,677874100000.0,772017300000.0
2087.0,457205680000.0,648426000000.0,747241340000.0
2088.0,437790900000.0,620340600000.0,725861660000.0
2089.0,412138670000.0,590390000000.0,708117700000.0
2090.0,392637680000.0,557567250000.0,682038400000.0
2091.0,368983740000.0,527353840000.0,657470200000.0
2092.0,347306160000.0,501487100000.0,630619300000.0
2093.0,334467430000.0,475730200000.0,607687540000.0
2094.0,316390900000.0,451340300000.0,578174450000.0
2095.0,296521730000.0,432926920000.0,554905440000.0
2096.0,277627200000.0,406391550000.0,534005600000.0
