time,CCSM4,CESM1-CAM5
2000.0,3304243600000.0,3304243600000.0
2001.0,3298406000000.0,3298406000000.0
2002.0,3286188200000.0,3286188200000.0
2003.0,3281301300000.0,3281301300000.0
2004.0,3292180300000.0,3292180300000.0
2005.0,3295315000000.0,3295315000000.0
2006.0,3288615400000.0,3288615400000.0
2007.0,3267074700000.0,3267074700000.0
2008.0,3246946500000.0,3246946500000.0
2009.0,3223646000000.0,3223646000000.0
2010.0,3209073000000.0,3209073000000.0
2011.0,3206808600000.0,3206808600000.0
2012.0,3186851600000.0,3186851600000.0
2013.0,3162704200000.0,3162704200000.0
2014.0,3150483300000.0,3150483300000.0
2015.0,3140227200000.0,3140227200000.0
2016.0,3128400500000.0,3128400500000.0
2017.0,3119231300000.0,3119231300000.0
2018.0,3112506000000.0,3112506000000.0
2019.0,3099222600000.0,3099222600000.0
2020.0,3086835000000.0,3086835000000.0
2021.0,3056100700000.0,3073119600000.0
2022.0,3042637300000.0,3048770600000.0
2023.0,3027724000000.0,3025418000000.0
2024.0,2988611000000.0,3003421600000.0
2025.0,2973405000000.0,2988736200000.0
2026.0,2955639500000.0,2971285300000.0
2027.0,2950643000000.0,2958391800000.0
2028.0,2925128300000.0,2945432400000.0
2029.0,2915103700000.0,2919294600000.0
2030.0,2905863000000.0,2883766500000.0
2031.0,2908217100000.0,2864567300000.0
2032.0,2902891400000.0,2858106700000.0
2033.0,2875946700000.0,2846331000000.0
2034.0,2847204400000.0,2817796300000.0
2035.0,2821697000000.0,2785780200000.0
2036.0,2800072500000.0,2760279300000.0
2037.0,2780764600000.0,2727885400000.0
2038.0,2748633000000.0,2709192000000.0
2039.0,2712544000000.0,2693220000000.0
2040.0,2677672500000.0,2676114000000.0
2041.0,2631936200000.0,2662921700000.0
2042.0,2607759000000.0,2626064700000.0
2043.0,2575612000000.0,2592752000000.0
2044.0,2568826700000.0,2552525800000.0
2045.0,2519932000000.0,2522412200000.0
2046.0,2494620200000.0,2508137200000.0
2047.0,2473234500000.0,2468791000000.0
2048.0,2443475200000.0,2441290000000.0
2049.0,2417624400000.0,2407961200000.0
2050.0,2372888000000.0,2375085200000.0
2051.0,2345124800000.0,2345371000000.0
2052.0,2326885300000.0,2328646600000.0
2053.0,2304357400000.0,2300072400000.0
2054.0,2265340000000.0,2270348200000.0
2055.0,2235403900000.0,2261657600000.0
2056.0,2214450200000.0,2264231600000.0
2057.0,2182291700000.0,2243692900000.0
2058.0,2150683000000.0,2209728700000.0
2059.0,2119293100000.0,2207791700000.0
2060.0,2082022600000.0,2197337400000.0
2061.0,2052709300000.0,2163090000000.0
2062.0,2029899100000.0,2117702800000.0
2063.0,2007376900000.0,2091219000000.0
2064.0,1981288800000.0,2073141400000.0
2065.0,1954570000000.0,2044299300000.0
2066.0,1926509500000.0,2010380400000.0
2067.0,1892301800000.0,1980015600000.0
2068.0,1852300200000.0,1954990100000.0
2069.0,1815481200000.0,1921776900000.0
2070.0,1785697700000.0,1883863100000.0
2071.0,1758114200000.0,1854979300000.0
2072.0,1722726900000.0,1823931000000.0
2073.0,1684649300000.0,1801826000000.0
2074.0,1656542600000.0,1769248700000.0
2075.0,1624704800000.0,1726360500000.0
2076.0,1587596900000.0,1678960400000.0
2077.0,1563232700000.0,1638925300000.0
2078.0,1539169700000.0,1615181600000.0
2079.0,1514447300000.0,1589140500000.0
2080.0,1492343700000.0,1538972300000.0
2081.0,1461357100000.0,1493982500000.0
2082.0,1426700600000.0,1457135000000.0
2083.0,1402178800000.0,1433525600000.0
2084.0,1376175700000.0,1404394300000.0
2085.0,1342907200000.0,1364559800000.0
2086.0,1323051600000.0,1329110500000.0
2087.0,1302898700000.0,1304268100000.0
2088.0,1279350500000.0,1274647200000.0
2089.0,1267061200000.0,1242480500000.0
2090.0,1239801300000.0,1204623900000.0
2091.0,1212487700000.0,1183908400000.0
2092.0,1188584200000.0,1157781400000.0
2093.0,1168961700000.0,1126965000000.0
2094.0,1149803200000.0,1103199900000.0
2095.0,1128531600000.0,1079464300000.0
2096.0,1109268000000.0,1040633500000.0
2097.0,1090667300000.0,999711970000.0
2098.0,1073357260000.0,968413350000.0
2099.0,1056727960000.0,948708300000.0
2100.0,1044953800000.0,923347800000.0
2101.0,1028888600000.0,900069100000.0
2102.0,1008481340000.0,871701700000.0
2103.0,988925260000.0,850485100000.0
2104.0,976384300000.0,816596450000.0
2105.0,958632200000.0,791385540000.0
2106.0,945897540000.0,778757600000.0
2107.0,932112430000.0,757513450000.0
2108.0,920003400000.0,736212900000.0
