time,IPSL-CM6A-LR,CESM2,MRI-ESM2-0,EC-EARTH3,EC-EARTH3-VEG,INM-CM4-8,INM-CM5-0,ACCESS-ESM1-5,CAMS-CSM1-0,TAIESM1,CESM2-WACCM,MPI-ESM1-2-HR,NORESM2-MM,FGOALS-F3-L,BCC-CSM2-MR,CANESM5,CMCC-CM2-SR5,GFDL-ESM4,ACCESS-CM2
2013.0,19055122000000.0,19055122000000.0,19055122000000.0,19055122000000.0,19055122000000.0,19055122000000.0,19055122000000.0,19055122000000.0,19055122000000.0,19055122000000.0,19055122000000.0,19055122000000.0,19055122000000.0,19055122000000.0,19055122000000.0,19055122000000.0,19055122000000.0,19055122000000.0,19055122000000.0
2014.0,18956840000000.0,18956840000000.0,18956840000000.0,18956840000000.0,18956840000000.0,18956840000000.0,18956840000000.0,18956840000000.0,18956840000000.0,18956840000000.0,18956840000000.0,18956840000000.0,18956840000000.0,18956840000000.0,18956840000000.0,18956840000000.0,18956840000000.0,18956840000000.0,18956840000000.0
2015.0,18872220000000.0,18872220000000.0,18872220000000.0,18872220000000.0,18872220000000.0,18872220000000.0,18872220000000.0,18872220000000.0,18872220000000.0,18872220000000.0,18872220000000.0,18872220000000.0,18872220000000.0,18872220000000.0,18872220000000.0,18872220000000.0,18872220000000.0,18872220000000.0,18872220000000.0
2016.0,18794953000000.0,18794953000000.0,18794953000000.0,18794953000000.0,18794953000000.0,18794953000000.0,18794953000000.0,18794953000000.0,18794953000000.0,18794953000000.0,18794953000000.0,18794953000000.0,18794953000000.0,18794953000000.0,18794953000000.0,18794953000000.0,18794953000000.0,18794953000000.0,18794953000000.0
2017.0,18614567000000.0,18614567000000.0,18614567000000.0,18614567000000.0,18614567000000.0,18614567000000.0,18614567000000.0,18614567000000.0,18614567000000.0,18614567000000.0,18614567000000.0,18614567000000.0,18614567000000.0,18614567000000.0,18614567000000.0,18614567000000.0,18614567000000.0,18614567000000.0,18614567000000.0
2018.0,18489675000000.0,18489675000000.0,18489675000000.0,18489675000000.0,18489675000000.0,18489675000000.0,18489675000000.0,18489675000000.0,18489675000000.0,18489675000000.0,18489675000000.0,18489675000000.0,18489675000000.0,18489675000000.0,18489675000000.0,18489675000000.0,18489675000000.0,18489675000000.0,18489675000000.0
2019.0,18371087000000.0,18371087000000.0,18371087000000.0,18371087000000.0,18371087000000.0,18371087000000.0,18371087000000.0,18371087000000.0,18371087000000.0,18371087000000.0,18371087000000.0,18371087000000.0,18371087000000.0,18371087000000.0,18371087000000.0,18371087000000.0,18371087000000.0,18371087000000.0,18371087000000.0
2020.0,18190128000000.0,18190128000000.0,18190128000000.0,18190128000000.0,18190128000000.0,18190128000000.0,18190128000000.0,18190128000000.0,18190128000000.0,18190128000000.0,18190128000000.0,18190128000000.0,18190128000000.0,18190128000000.0,18190128000000.0,18190128000000.0,18190128000000.0,18190128000000.0,18190128000000.0
2021.0,18082534000000.0,18060614000000.0,18116700000000.0,18083687000000.0,18051177000000.0,18051260000000.0,18192336000000.0,18060384000000.0,18051500000000.0,18060749000000.0,18058270000000.0,18120612000000.0,18134677000000.0,18124040000000.0,18105776000000.0,18061088000000.0,18143125000000.0,18113050000000.0,17990890000000.0
2022.0,17935119000000.0,17962862000000.0,18057315000000.0,17986654000000.0,17959408000000.0,17892804000000.0,18156366000000.0,17950600000000.0,17904536000000.0,18004023000000.0,17843807000000.0,18049495000000.0,18048086000000.0,18117558000000.0,17950466000000.0,17996274000000.0,18066142000000.0,18085203000000.0,17864670000000.0
2023.0,17826421000000.0,17901648000000.0,17894344000000.0,17888814000000.0,17881860000000.0,17799141000000.0,18005625000000.0,17706355000000.0,17836380000000.0,17955033000000.0,17686596000000.0,17951490000000.0,17948383000000.0,18118542000000.0,17772088000000.0,17868727000000.0,18000800000000.0,17956789000000.0,17816428000000.0
2024.0,17723705000000.0,17720144000000.0,17762097000000.0,17757293000000.0,17755661000000.0,17659463000000.0,17940076000000.0,17586883000000.0,17732890000000.0,17872890000000.0,17545057000000.0,17809023000000.0,17833577000000.0,18072370000000.0,17674726000000.0,17751951000000.0,17867056000000.0,17835774000000.0,17585926000000.0
2025.0,17541325000000.0,17616560000000.0,17619010000000.0,17606155000000.0,17620504000000.0,17524987000000.0,17818246000000.0,17479010000000.0,17547704000000.0,17706546000000.0,17384767000000.0,17705344000000.0,17664655000000.0,17855496000000.0,17544008000000.0,17690430000000.0,17911670000000.0,17752377000000.0,17496053000000.0
2026.0,17454567000000.0,17473371000000.0,17512626000000.0,17457128000000.0,17496777000000.0,17438362000000.0,17667950000000.0,17367324000000.0,17469130000000.0,17645714000000.0,17208319000000.0,17721660000000.0,17528727000000.0,17770226000000.0,17363281000000.0,17649654000000.0,17885538000000.0,17667235000000.0,17358961000000.0
2027.0,17371266000000.0,17339715000000.0,17414580000000.0,17334143000000.0,17380304000000.0,17382271000000.0,17567992000000.0,17248764000000.0,17376579000000.0,17461463000000.0,16988740000000.0,17564079000000.0,17469573000000.0,17691759000000.0,17171996000000.0,17540584000000.0,17729763000000.0,17510470000000.0,17234704000000.0
2028.0,17222254000000.0,17144716000000.0,17348134000000.0,17217571000000.0,17135540000000.0,17351258000000.0,17447655000000.0,17129938000000.0,17245157000000.0,17315005000000.0,16759143000000.0,17515448000000.0,17367058000000.0,17570290000000.0,17002363000000.0,17480792000000.0,17654968000000.0,17385449000000.0,17080649000000.0
2029.0,17058742000000.0,16958248000000.0,17209481000000.0,17003918000000.0,16945822000000.0,17249797000000.0,17332638000000.0,16991921000000.0,17191024000000.0,17201942000000.0,16632455000000.0,17438961000000.0,17314678000000.0,17401901000000.0,16874164000000.0,17335078000000.0,17633483000000.0,17274002000000.0,16849055000000.0
2030.0,16859802000000.0,16770781000000.0,17162019000000.0,16720918000000.0,16853865000000.0,17126881000000.0,17244800000000.0,16754031000000.0,17110952000000.0,17096847000000.0,16542491000000.0,17378926000000.0,17225771000000.0,17295525000000.0,16692678000000.0,17204563000000.0,17569786000000.0,17085314000000.0,16661014000000.0
2031.0,16601037000000.0,16586907000000.0,16919270000000.0,16622588000000.0,16768597000000.0,17026057000000.0,17204208000000.0,16563238000000.0,16969303000000.0,16968450000000.0,16423392000000.0,17273301000000.0,17219094000000.0,17039632000000.0,16497974000000.0,17065365000000.0,17472779000000.0,16938816000000.0,16555638000000.0
2032.0,16488321000000.0,16440820000000.0,16766855000000.0,16509278000000.0,16605753000000.0,16953355000000.0,17107853000000.0,16423581000000.0,16784728000000.0,16814956000000.0,16317329000000.0,17183204000000.0,17070120000000.0,16888676000000.0,16232162000000.0,16875776000000.0,17358792000000.0,16817613000000.0,16428998000000.0
2033.0,16404557000000.0,16258651000000.0,16624328000000.0,16357154000000.0,16403656000000.0,16802789000000.0,17048591000000.0,16245770000000.0,16621581000000.0,16681574000000.0,16195035000000.0,17067143000000.0,17011917000000.0,16750388000000.0,16031719000000.0,16782134000000.0,17263124000000.0,16700622000000.0,16314277000000.0
2034.0,16298428000000.0,16209446000000.0,16550495000000.0,16203079000000.0,16246262000000.0,16691330000000.0,16962938000000.0,16064688000000.0,16557580000000.0,16472334000000.0,16007334000000.0,16956469000000.0,17012400000000.0,16629489000000.0,15731882000000.0,16612009000000.0,17217890000000.0,16575828000000.0,16130924000000.0
2035.0,16219807000000.0,16051526000000.0,16501663000000.0,16056877000000.0,16103459000000.0,16494304000000.0,16841139000000.0,15919438000000.0,16397014000000.0,16338571000000.0,15800830000000.0,16747315000000.0,16917133000000.0,16509135000000.0,15528053000000.0,16489538000000.0,17105687000000.0,16505642000000.0,15953373000000.0
2036.0,16135017000000.0,15788961000000.0,16398034000000.0,15859208000000.0,15987087000000.0,16287772000000.0,16746565000000.0,15795845000000.0,16197857000000.0,16184968000000.0,15669378000000.0,16608872000000.0,16668468000000.0,16351510000000.0,15260102000000.0,16350298000000.0,16973826000000.0,16436710000000.0,15737445000000.0
2037.0,15990478000000.0,15693193000000.0,16283111000000.0,15649993000000.0,15776083000000.0,16117569000000.0,16624608000000.0,15609610000000.0,16070539000000.0,16028209000000.0,15489028000000.0,16513478000000.0,16535043000000.0,16224177000000.0,15167394000000.0,16163891000000.0,16824921000000.0,16348874000000.0,15527153000000.0
2038.0,15807216000000.0,15597511000000.0,16049405000000.0,15513085000000.0,15585560000000.0,15998712000000.0,16530860000000.0,15495621000000.0,15882766000000.0,15862976000000.0,15249825000000.0,16415805000000.0,16429215000000.0,16063347000000.0,15037014000000.0,16091009000000.0,16650417000000.0,16218990000000.0,15350040000000.0
2039.0,15686088000000.0,15352867000000.0,15851042000000.0,15381779000000.0,15452851000000.0,15817685000000.0,16415066000000.0,15219156000000.0,15787588000000.0,15699477000000.0,15111403000000.0,16297700000000.0,16291635000000.0,15919877000000.0,14941380000000.0,15975160000000.0,16445713000000.0,16107350000000.0,15273131000000.0
2040.0,15496532000000.0,15195134000000.0,15627272000000.0,15163984000000.0,15365405000000.0,15660506000000.0,16289423000000.0,15015803000000.0,15689438000000.0,15491002000000.0,15041482000000.0,16301921000000.0,16147896000000.0,15816614000000.0,14768438000000.0,15784455000000.0,16378950000000.0,16008692000000.0,15176708000000.0
2041.0,15358805000000.0,15006530000000.0,15500458000000.0,14916476000000.0,15290568000000.0,15556210000000.0,16224493000000.0,14791303000000.0,15634101000000.0,15288477000000.0,14900132000000.0,16275429000000.0,15930168000000.0,15756524000000.0,14527473000000.0,15563393000000.0,16204267000000.0,15949146000000.0,14949736000000.0
2042.0,15236010000000.0,14821148000000.0,15241671000000.0,14734214000000.0,15186902000000.0,15469569000000.0,16102146000000.0,14612879000000.0,15582148000000.0,15047663000000.0,14645107000000.0,16175788000000.0,15800381000000.0,15697561000000.0,14382564000000.0,15421951000000.0,16039772000000.0,15791295000000.0,14775697000000.0
2043.0,15126983000000.0,14554102000000.0,15091274000000.0,14568860000000.0,15064051000000.0,15339858000000.0,16007800000000.0,14469682000000.0,15559641000000.0,14886165000000.0,14432412000000.0,15990010000000.0,15634017000000.0,15605146000000.0,14123077000000.0,15199904000000.0,15742683000000.0,15670743000000.0,14527399000000.0
2044.0,14997319000000.0,14334254000000.0,14936353000000.0,14461262000000.0,14862132000000.0,15213230000000.0,15891707000000.0,14333605000000.0,15379223000000.0,14684952000000.0,14273945000000.0,15848425000000.0,15488843000000.0,15446416000000.0,13926854000000.0,14971624000000.0,15600777000000.0,15544842000000.0,14346652000000.0
2045.0,14818549000000.0,14135018000000.0,14770839000000.0,14306069000000.0,14695199000000.0,15129960000000.0,15777672000000.0,14191255000000.0,15295714000000.0,14463254000000.0,14108088000000.0,15754099000000.0,15248833000000.0,15324349000000.0,13766183000000.0,14738745000000.0,15477416000000.0,15333195000000.0,14131368000000.0
2046.0,14604332000000.0,13977781000000.0,14650737000000.0,14055094000000.0,14566486000000.0,14995921000000.0,15681999000000.0,14087872000000.0,15221162000000.0,14272031000000.0,13888611000000.0,15706947000000.0,15019806000000.0,15122742000000.0,13588060000000.0,14525721000000.0,15405057000000.0,15184272000000.0,13915624000000.0
2047.0,14366593000000.0,13829140000000.0,14503164000000.0,13759303000000.0,14397115000000.0,14877098000000.0,15638525000000.0,13855159000000.0,15126834000000.0,14045778000000.0,13796034000000.0,15567773000000.0,14791486000000.0,15036675000000.0,13399028000000.0,14342639000000.0,15225870000000.0,15078662000000.0,13701211000000.0
2048.0,14207371000000.0,13705447000000.0,14332144000000.0,13585927000000.0,14273582000000.0,14719073000000.0,15530460000000.0,13726087000000.0,15032632000000.0,13783446000000.0,13486238000000.0,15422503000000.0,14553685000000.0,14791064000000.0,13194035000000.0,14118030000000.0,14937174000000.0,14931468000000.0,13552379000000.0
2049.0,13975631000000.0,13549027000000.0,14145406000000.0,13367916000000.0,14105376000000.0,14580626000000.0,15409856000000.0,13577500000000.0,14869318000000.0,13509179000000.0,13193875000000.0,15331966000000.0,14370720000000.0,14625981000000.0,13072571000000.0,13910894000000.0,14613369000000.0,14798916000000.0,13396854000000.0
2050.0,13773459000000.0,13349924000000.0,14005253000000.0,13156628000000.0,13895447000000.0,14448729000000.0,15268886000000.0,13456077000000.0,14695468000000.0,13287012000000.0,12973420000000.0,15176979000000.0,14146525000000.0,14460839000000.0,12817144000000.0,13717553000000.0,14387579000000.0,14620387000000.0,13197037000000.0
2051.0,13618641000000.0,13084282000000.0,13830362000000.0,12949765000000.0,13694905000000.0,14283479000000.0,15251469000000.0,13373632000000.0,14606878000000.0,13086456000000.0,12830244000000.0,15071904000000.0,13973021000000.0,14311020000000.0,12566200000000.0,13505801000000.0,14298465000000.0,14465545000000.0,12990467000000.0
2052.0,13367662000000.0,12939584000000.0,13765103000000.0,12727781000000.0,13513622000000.0,14200122000000.0,15151490000000.0,13210558000000.0,14525892000000.0,12893423000000.0,12675501000000.0,14951761000000.0,13713194000000.0,14231400000000.0,12378931000000.0,13296766000000.0,14158594000000.0,14391590000000.0,12844135000000.0
2053.0,13163251000000.0,12643555000000.0,13642516000000.0,12456462000000.0,13314492000000.0,14045704000000.0,15062533000000.0,12978596000000.0,14443624000000.0,12712493000000.0,12505310000000.0,14847009000000.0,13368516000000.0,14090291000000.0,12177232000000.0,13111552000000.0,13967850000000.0,14312690000000.0,12676812000000.0
2054.0,12905009000000.0,12427740000000.0,13482567000000.0,12262146000000.0,13066146000000.0,13933512000000.0,14885507000000.0,12777075000000.0,14209100000000.0,12433036000000.0,12171554000000.0,14740685000000.0,13145278000000.0,13945117000000.0,12025277000000.0,12939306000000.0,13787068000000.0,14142248000000.0,12459845000000.0
2055.0,12698146000000.0,12229093000000.0,13322563000000.0,12057336000000.0,12855553000000.0,13814931000000.0,14776342000000.0,12531800000000.0,14125380000000.0,12189622000000.0,11878277000000.0,14683060000000.0,12990408000000.0,13865458000000.0,11892876000000.0,12762075000000.0,13594970000000.0,14033489000000.0,12247502000000.0
2056.0,12530982000000.0,12008238000000.0,13185747000000.0,11887086000000.0,12608331000000.0,13606461000000.0,14630485000000.0,12321912000000.0,13988973000000.0,11855427000000.0,11652132000000.0,14570658000000.0,12803735000000.0,13661992000000.0,11749705000000.0,12589800000000.0,13315998000000.0,13898187000000.0,11993472000000.0
2057.0,12302590000000.0,11770684000000.0,13075499000000.0,11683841000000.0,12503735000000.0,13469255000000.0,14454446000000.0,12031763000000.0,13830290000000.0,11655495000000.0,11376386000000.0,14440705000000.0,12622833000000.0,13572317000000.0,11607388000000.0,12344662000000.0,13085961000000.0,13783647000000.0,11715569000000.0
2058.0,12098423000000.0,11593991000000.0,12865720000000.0,11511402000000.0,12344695000000.0,13342893000000.0,14244894000000.0,11795213000000.0,13800742000000.0,11415339000000.0,11171511000000.0,14321549000000.0,12385329000000.0,13398711000000.0,11413388000000.0,12123025000000.0,12839353000000.0,13690562000000.0,11522656000000.0
2059.0,11912133000000.0,11352065000000.0,12700848000000.0,11310725000000.0,12148869000000.0,13208168000000.0,14132653000000.0,11520144000000.0,13626374000000.0,11078004000000.0,10964056000000.0,14173539000000.0,12089643000000.0,13194710000000.0,11147338000000.0,11949590000000.0,12606082000000.0,13516173000000.0,11303791000000.0
2060.0,11661612000000.0,11014010000000.0,12472289000000.0,11062799000000.0,11897772000000.0,13109634000000.0,13977920000000.0,11238023000000.0,13475422000000.0,10778393000000.0,10693399000000.0,14072623000000.0,11840881000000.0,13010199000000.0,10829649000000.0,11737181000000.0,12437274000000.0,13418071000000.0,11089416000000.0
2061.0,11479630000000.0,10703334000000.0,12300253000000.0,10843818000000.0,11680697000000.0,12982387000000.0,13910549000000.0,10951591000000.0,13379060000000.0,10443930000000.0,10447086000000.0,13931384000000.0,11602973000000.0,12863343000000.0,10541164000000.0,11530212000000.0,12303781000000.0,13296453000000.0,10855580000000.0
2062.0,11210779000000.0,10485149000000.0,12162835000000.0,10691489000000.0,11506316000000.0,12859218000000.0,13833063000000.0,10804384000000.0,13226501000000.0,10087365000000.0,10214804000000.0,13840704000000.0,11334503000000.0,12694907000000.0,10316010000000.0,11331660000000.0,12091910000000.0,13120268000000.0,10660172000000.0
2063.0,11021632000000.0,10223310000000.0,11989997000000.0,10452124000000.0,11367136000000.0,12768929000000.0,13721193000000.0,10572373000000.0,13087152000000.0,9867295000000.0,9993842000000.0,13744278000000.0,11064684000000.0,12549189000000.0,10138215000000.0,11142619000000.0,11819956000000.0,13029739000000.0,10403519000000.0
2064.0,10827073000000.0,10038042000000.0,11731170000000.0,10251965000000.0,11134546000000.0,12732490000000.0,13540267000000.0,10379141000000.0,13002701000000.0,9662073000000.0,9758707000000.0,13654188000000.0,10895798000000.0,12380556000000.0,9913609000000.0,10990162000000.0,11620179000000.0,12914881000000.0,10197166000000.0
2065.0,10640516000000.0,9793334000000.0,11628664000000.0,10157389000000.0,10931749000000.0,12575748000000.0,13400100000000.0,10134141000000.0,12872132000000.0,9427818000000.0,9426655000000.0,13564815000000.0,10654960000000.0,12188532000000.0,9760174000000.0,10826219000000.0,11383642000000.0,12775925000000.0,9968554000000.0
2066.0,10397100000000.0,9576868000000.0,11455975000000.0,9987201000000.0,10724506000000.0,12431695000000.0,13304800000000.0,9849021000000.0,12807980000000.0,9119284000000.0,9129139000000.0,13461537000000.0,10398265000000.0,11988071000000.0,9501364000000.0,10678467000000.0,11153373000000.0,12647393000000.0,9797105000000.0
2067.0,10174067000000.0,9368268000000.0,11342831000000.0,9837087000000.0,10543069000000.0,12268968000000.0,13157499000000.0,9648159000000.0,12773580000000.0,8820921000000.0,8797052000000.0,13337301000000.0,10134406000000.0,11765598000000.0,9272877000000.0,10437268000000.0,10879755000000.0,12515168000000.0,9572387000000.0
2068.0,9998031000000.0,9150364000000.0,11206577000000.0,9641559000000.0,10381596000000.0,12151002000000.0,13054377000000.0,9428555000000.0,12637429000000.0,8425428000000.0,8490711000000.0,13206537000000.0,9916686000000.0,11650674000000.0,9117189000000.0,10257747000000.0,10585595000000.0,12351933000000.0,9330254000000.0
2069.0,9847743000000.0,8899916000000.0,11115205000000.0,9320424000000.0,10123865000000.0,12032953000000.0,12884344000000.0,9200823000000.0,12538706000000.0,8193627400000.0,8288931000000.0,13101634000000.0,9715987000000.0,11412275000000.0,8889287000000.0,10103183000000.0,10361524000000.0,12203511000000.0,9111538000000.0
2070.0,9671619000000.0,8623728000000.0,11013659000000.0,9054131000000.0,9937344000000.0,11884366000000.0,12781852000000.0,8898360000000.0,12376004000000.0,7940134000000.0,8128771400000.0,13050854000000.0,9489366000000.0,11195925000000.0,8670686000000.0,9902879000000.0,10144807000000.0,12069578000000.0,8913259000000.0
2071.0,9509575000000.0,8399044500000.0,10835017000000.0,8812356000000.0,9705583000000.0,11772809000000.0,12618720000000.0,8672126700000.0,12265016000000.0,7651006600000.0,7853727000000.0,12929594000000.0,9224120000000.0,10932791000000.0,8441846300000.0,9689835000000.0,9884968000000.0,11916991000000.0,8716795500000.0
2072.0,9274707000000.0,8154727000000.0,10661589000000.0,8624600500000.0,9468395000000.0,11647917000000.0,12485855000000.0,8389503000000.0,12175921000000.0,7402107000000.0,7558427000000.0,12831319000000.0,8960069000000.0,10723033000000.0,8178177000000.0,9485767000000.0,9691042000000.0,11824212000000.0,8523164000000.0
2073.0,9111088000000.0,7931171400000.0,10496270000000.0,8382781600000.0,9206789000000.0,11517485000000.0,12383372000000.0,8168962000000.0,12099447000000.0,7199269000000.0,7275248000000.0,12734905000000.0,8750609500000.0,10539084000000.0,7965355000000.0,9319095000000.0,9420457000000.0,11735287000000.0,8289241000000.0
2074.0,8988449000000.0,7651902000000.0,10351276000000.0,8108525500000.0,8936335000000.0,11418705000000.0,12222422000000.0,7934536300000.0,12027649000000.0,6953901000000.0,7045406000000.0,12559986000000.0,8492534000000.0,10439483000000.0,7717352600000.0,9116697000000.0,9181551000000.0,11578725000000.0,8071300000000.0
2075.0,8817002000000.0,7433133000000.0,10207713000000.0,7805323000000.0,8705673300000.0,11294675000000.0,12100372000000.0,7762595500000.0,11941517000000.0,6675182400000.0,6763793000000.0,12440941000000.0,8329917600000.0,10303891000000.0,7515171000000.0,8934900000000.0,8990927000000.0,11474589000000.0,7844757000000.0
2076.0,8674865600000.0,7173877000000.0,10052744000000.0,7551921000000.0,8469563000000.0,11142602000000.0,11947950000000.0,7621055000000.0,11830656000000.0,6407907000000.0,6497582400000.0,12334512000000.0,8145059400000.0,10118184000000.0,7239618000000.0,8789289000000.0,8738227000000.0,11329042000000.0,7665045000000.0
2077.0,8537545600000.0,6929506000000.0,9851990000000.0,7426632000000.0,8266019000000.0,11034868000000.0,11859301000000.0,7411305300000.0,11668027000000.0,6189615000000.0,6238147400000.0,12253292000000.0,7888582000000.0,10003964000000.0,7029695000000.0,8634960000000.0,8555959700000.0,11238030000000.0,7450254600000.0
2078.0,8393991000000.0,6708356000000.0,9665381000000.0,7218673500000.0,8063759000000.0,10908357000000.0,11770411000000.0,7246226000000.0,11564548000000.0,5909631700000.0,6003099700000.0,12170326000000.0,7668590000000.0,9863062000000.0,6891128000000.0,8495326000000.0,8345136700000.0,11079272000000.0,7224452000000.0
2079.0,8262933500000.0,6468733000000.0,9470062000000.0,6950234000000.0,7919202500000.0,10742973000000.0,11599076000000.0,7065204000000.0,11496854000000.0,5685519000000.0,5796813300000.0,12059669000000.0,7417549000000.0,9629443000000.0,6732298000000.0,8355779700000.0,7993782400000.0,10925158000000.0,6956292000000.0
2080.0,8115382000000.0,6245997600000.0,9287690000000.0,6754059000000.0,7685863000000.0,10648473000000.0,11501389000000.0,6938999400000.0,11360888000000.0,5469839600000.0,5603821400000.0,11955963000000.0,7251833700000.0,9487235000000.0,6566802600000.0,8213579700000.0,7725608000000.0,10809012000000.0,6735259000000.0
2081.0,7939991500000.0,6033987600000.0,9097643000000.0,6581293000000.0,7450734400000.0,10500778000000.0,11381259000000.0,6696793000000.0,11218884000000.0,5242724000000.0,5405702400000.0,11870991000000.0,7055448000000.0,9392709000000.0,6383766000000.0,8071471000000.0,7535540600000.0,10695502000000.0,6508586000000.0
2082.0,7722997600000.0,5847585400000.0,8933321000000.0,6354286000000.0,7230622000000.0,10381918000000.0,11303755000000.0,6471468000000.0,11062199000000.0,5015977000000.0,5240930000000.0,11774906000000.0,6894075000000.0,9213255000000.0,6202857000000.0,7947747000000.0,7322855300000.0,10608868000000.0,6328657000000.0
2083.0,7595056000000.0,5665624000000.0,8781534000000.0,6118110700000.0,6976590000000.0,10272237000000.0,11181730000000.0,6273792700000.0,10917478000000.0,4803927000000.0,5086045500000.0,11670456000000.0,6696388000000.0,9066247000000.0,5998599700000.0,7808403000000.0,7091644300000.0,10450620000000.0,6198565000000.0
2084.0,7444429300000.0,5489727000000.0,8604037400000.0,5927211600000.0,6744498500000.0,10096346000000.0,11081591000000.0,6091050600000.0,10829805000000.0,4633627500000.0,4890900300000.0,11604429000000.0,6457466600000.0,8950156000000.0,5809252000000.0,7680104600000.0,6849461500000.0,10348678000000.0,6020975300000.0
2085.0,7276314000000.0,5318797000000.0,8435452600000.0,5797757000000.0,6494354000000.0,10003767000000.0,10980367000000.0,5940490300000.0,10627667000000.0,4446778000000.0,4728342700000.0,11524654000000.0,6209746000000.0,8777989000000.0,5673405400000.0,7536823000000.0,6592872300000.0,10212218000000.0,5807761500000.0
