time,NORESM2-MM,MPI-ESM1-2-HR,GFDL-ESM4,BCC-CSM2-MR,FGOALS-F3-L,INM-CM4-8,INM-CM5-0,EC-EARTH3-VEG,MRI-ESM2-0,EC-EARTH3,CESM2,CESM2-WACCM,CAMS-CSM1-0
2041.0,16137479000000.0,16750614000000.0,15681102000000.0,14717445000000.0,15541583000000.0,16244125000000.0,16126525000000.0,15158299000000.0,15827536000000.0,15454828000000.0,15621427000000.0,15016631000000.0,15930301000000.0
2042.0,16007369000000.0,16716722000000.0,15556952000000.0,14504079000000.0,15444295000000.0,16150487000000.0,16040406000000.0,15051422000000.0,15650315000000.0,15320401000000.0,15471721000000.0,14807933000000.0,15779650000000.0
2043.0,15800832000000.0,16567488000000.0,15414050000000.0,14285787000000.0,15254627000000.0,16065805000000.0,15954387000000.0,14960657000000.0,15523115000000.0,15156817000000.0,15362306000000.0,14628269000000.0,15640485000000.0
2044.0,15604784000000.0,16475633000000.0,15291778000000.0,14155926000000.0,15067998000000.0,15958010000000.0,15936291000000.0,14752895000000.0,15499997000000.0,14968124000000.0,15261887000000.0,14476879000000.0,15554558000000.0
2045.0,15518255000000.0,16414487000000.0,15207166000000.0,13916174000000.0,14971807000000.0,15790416000000.0,15801291000000.0,14518018000000.0,15379986000000.0,14826865000000.0,15140462000000.0,14296113000000.0,15428484000000.0
2046.0,15417878000000.0,16336937000000.0,14962322000000.0,13753400000000.0,14796436000000.0,15688646000000.0,15709503000000.0,14325813000000.0,15316190000000.0,14677317000000.0,15044320000000.0,14130202000000.0,15305834000000.0
2047.0,15239430000000.0,16190628000000.0,14871649000000.0,13509410000000.0,14556013000000.0,15510878000000.0,15606503000000.0,14088988000000.0,15161275000000.0,14482528000000.0,14925112000000.0,14005207000000.0,15194479000000.0
2048.0,15057520000000.0,16117866000000.0,14743978000000.0,13285216000000.0,14445677000000.0,15316001000000.0,15452292000000.0,13875832000000.0,15031568000000.0,14339133000000.0,14813325000000.0,13841314000000.0,15109101000000.0
2049.0,14867781000000.0,16018659000000.0,14651833000000.0,13190959000000.0,14211133000000.0,15246908000000.0,15298071000000.0,13727420000000.0,14991418000000.0,14176517000000.0,14676300000000.0,13695983000000.0,15070253000000.0
2050.0,14869809000000.0,15870664000000.0,14587691000000.0,13035690000000.0,13949769000000.0,15159195000000.0,15179956000000.0,13552825000000.0,14865870000000.0,14034535000000.0,14470725000000.0,13480550000000.0,14970565000000.0
2051.0,14697591000000.0,15764141000000.0,14510811000000.0,12922863000000.0,13877429000000.0,15098959000000.0,15089674000000.0,13386410000000.0,14695240000000.0,13886871000000.0,14332850000000.0,13283093000000.0,14868230000000.0
2052.0,14510673000000.0,15667807000000.0,14433669000000.0,12727683000000.0,13751480000000.0,15040432000000.0,14995468000000.0,13298979000000.0,14469841000000.0,13761260000000.0,14222581000000.0,13090392000000.0,14814495000000.0
2053.0,14350877000000.0,15542850000000.0,14329694000000.0,12587750000000.0,13601726000000.0,14981884000000.0,14795950000000.0,13114775000000.0,14281260000000.0,13642022000000.0,14137128000000.0,13005648000000.0,14789061000000.0
2054.0,14211152000000.0,15474077000000.0,14119521000000.0,12391778000000.0,13554539000000.0,14898538000000.0,14688663000000.0,12819020000000.0,14140749000000.0,13455026000000.0,13976962000000.0,12948180000000.0,14652968000000.0
2055.0,13951892000000.0,15344401000000.0,14005449000000.0,12206692000000.0,13358277000000.0,14825899000000.0,14534086000000.0,12573102000000.0,14005377000000.0,13306953000000.0,13756583000000.0,12847668000000.0,14487869000000.0
2056.0,13748882000000.0,15149752000000.0,13891210000000.0,12033816000000.0,13151619000000.0,14697676000000.0,14475380000000.0,12378876000000.0,13940443000000.0,13135378000000.0,13625645000000.0,12639755000000.0,14382699000000.0
2057.0,13487333000000.0,15067143000000.0,13807246000000.0,11806049000000.0,13057913000000.0,14604977000000.0,14377351000000.0,12182551000000.0,13787403000000.0,12969536000000.0,13392109000000.0,12470755000000.0,14228019000000.0
2058.0,13237062000000.0,14890164000000.0,13679378000000.0,11552559000000.0,12939055000000.0,14490329000000.0,14292836000000.0,12037584000000.0,13564875000000.0,12822867000000.0,13297197000000.0,12272961000000.0,14045412000000.0
2059.0,13096401000000.0,14714263000000.0,13534150000000.0,11214835000000.0,12717023000000.0,14409270000000.0,14150992000000.0,11766070000000.0,13369245000000.0,12637522000000.0,13143378000000.0,12096427000000.0,14011036000000.0
2060.0,12932956000000.0,14589135000000.0,13471891000000.0,11018566000000.0,12585409000000.0,14346237000000.0,14081274000000.0,11538228000000.0,13304048000000.0,12482805000000.0,13015015000000.0,11912375000000.0,13932280000000.0
2061.0,12675628000000.0,14464411000000.0,13326515000000.0,10802108000000.0,12413953000000.0,14221554000000.0,14019618000000.0,11272237000000.0,13193230000000.0,12196256000000.0,12833217000000.0,11689338000000.0,13899672000000.0
2062.0,12539193000000.0,14342506000000.0,13231109000000.0,10534351000000.0,12248658000000.0,14132978000000.0,13907061000000.0,11061917000000.0,13082442000000.0,11955880000000.0,12652100000000.0,11476585000000.0,13730954000000.0
2063.0,12444950000000.0,14274856000000.0,13072503000000.0,10348239000000.0,12093213000000.0,14014922000000.0,13738447000000.0,10826706000000.0,12938312000000.0,11652678000000.0,12486953000000.0,11189664000000.0,13546284000000.0
2064.0,12293172000000.0,14217077000000.0,12972087000000.0,10181776000000.0,11958700000000.0,13858874000000.0,13569961000000.0,10659408000000.0,12919911000000.0,11556925000000.0,12277415000000.0,10959785000000.0,13421856000000.0
2065.0,12065428000000.0,14125979000000.0,12855403000000.0,10047463000000.0,11858499000000.0,13721584000000.0,13442194000000.0,10444878000000.0,12795996000000.0,11329087000000.0,12069905000000.0,10752047000000.0,13286552000000.0
2066.0,11833633000000.0,13999492000000.0,12690908000000.0,9844509000000.0,11643333000000.0,13673407000000.0,13378187000000.0,10252606000000.0,12697776000000.0,11150394000000.0,11834636000000.0,10518291000000.0,13216226000000.0
2067.0,11650168000000.0,13870288000000.0,12568817000000.0,9680817000000.0,11516359000000.0,13551542000000.0,13252908000000.0,10029072000000.0,12519742000000.0,10850808000000.0,11668572000000.0,10285854000000.0,13106680000000.0
2068.0,11512708000000.0,13769272000000.0,12519332000000.0,9533186000000.0,11453628000000.0,13410402000000.0,13114344000000.0,9781788000000.0,12401731000000.0,10606256000000.0,11403527000000.0,10021117000000.0,12998366000000.0
2069.0,11371416000000.0,13669779000000.0,12406017000000.0,9374284000000.0,11308088000000.0,13268376000000.0,12951175000000.0,9530809000000.0,12363000000000.0,10410216000000.0,11207057000000.0,9851996000000.0,12936267000000.0
2070.0,11230140000000.0,13581921000000.0,12272708000000.0,9152345000000.0,11201234000000.0,13133751000000.0,12835369000000.0,9362041000000.0,12261275000000.0,10227650000000.0,10966942000000.0,9565326000000.0,12825646000000.0
2071.0,11046094000000.0,13452105000000.0,12137050000000.0,8980811000000.0,11072703000000.0,12970084000000.0,12722230000000.0,9205953000000.0,12112814000000.0,10028239000000.0,10830717000000.0,9320275000000.0,12686046000000.0
2072.0,10852893000000.0,13333956000000.0,12009643000000.0,8834535000000.0,10899733000000.0,12897815000000.0,12651941000000.0,8975967000000.0,11919090000000.0,9844205000000.0,10613672000000.0,9048549000000.0,12544130000000.0
2073.0,10581118000000.0,13241011000000.0,11777693000000.0,8638887000000.0,10746992000000.0,12760249000000.0,12573521000000.0,8742226600000.0,11801318000000.0,9637146000000.0,10449605000000.0,8802821000000.0,12451339000000.0
2074.0,10410094000000.0,13175849000000.0,11583319000000.0,8499204000000.0,10660657000000.0,12620213000000.0,12505415000000.0,8561764000000.0,11713133000000.0,9485753000000.0,10263060000000.0,8545009000000.0,12313333000000.0
2075.0,10254020000000.0,13077656000000.0,11429575000000.0,8313781600000.0,10496520000000.0,12509598000000.0,12457012000000.0,8414269300000.0,11547762000000.0,9321672000000.0,10022663000000.0,8366405000000.0,12144136000000.0
2076.0,10005874000000.0,12936596000000.0,11351995000000.0,8170761000000.0,10358097000000.0,12393544000000.0,12380816000000.0,8220261000000.0,11452736000000.0,9024188000000.0,9735419000000.0,8156557600000.0,12055061000000.0
2077.0,9704070000000.0,12869863000000.0,11256451000000.0,7999709500000.0,10170833000000.0,12298602000000.0,12309032000000.0,8041362600000.0,11338013000000.0,8825953000000.0,9605498000000.0,7978931500000.0,11950088000000.0
2078.0,9554014000000.0,12772765000000.0,11144173000000.0,7846723000000.0,10049529000000.0,12187093000000.0,12205703000000.0,7871050000000.0,11167563000000.0,8560011400000.0,9469561000000.0,7779679500000.0,11892707000000.0
2079.0,9403295000000.0,12621664000000.0,11021947000000.0,7663814000000.0,9921908000000.0,12048138000000.0,12121188000000.0,7669813000000.0,11022940000000.0,8340166400000.0,9265507000000.0,7591390000000.0,11751519000000.0
2080.0,9170638000000.0,12469591000000.0,10931296000000.0,7457072500000.0,9769651000000.0,11896735000000.0,12007916000000.0,7479083700000.0,10904898000000.0,8200808600000.0,9059229000000.0,7442769000000.0,11740483000000.0
2081.0,8960348000000.0,12387275000000.0,10793259000000.0,7235193000000.0,9585670000000.0,11734557000000.0,11907777000000.0,7312765400000.0,10760037000000.0,7989374000000.0,8814072000000.0,7294463500000.0,11636912000000.0
2082.0,8747128000000.0,12294243000000.0,10642663000000.0,7034570300000.0,9453188000000.0,11615119000000.0,11826354000000.0,7151603400000.0,10578596000000.0,7813584000000.0,8603829300000.0,7108021500000.0,11530775000000.0
2083.0,8606485000000.0,12201780000000.0,10510581000000.0,6772905000000.0,9253656000000.0,11483356000000.0,11744377000000.0,6967591400000.0,10425367000000.0,7549783000000.0,8438823000000.0,6937631000000.0,11407993000000.0
2084.0,8373004700000.0,12134512000000.0,10351100000000.0,6540671600000.0,9107811000000.0,11338381000000.0,11612651000000.0,6761490700000.0,10315593000000.0,7325884000000.0,8271922500000.0,6763410000000.0,11332332000000.0
2085.0,8180190400000.0,12041698000000.0,10207192000000.0,6334994000000.0,8994182000000.0,11229595000000.0,11449373000000.0,6530370400000.0,10208982000000.0,7173420000000.0,8088409600000.0,6599402000000.0,11251454000000.0
2086.0,7975593300000.0,11994468000000.0,10059260000000.0,6133456600000.0,8834660000000.0,11093168000000.0,11271187000000.0,6378678000000.0,10060686000000.0,6943623600000.0,7845154700000.0,6369600000000.0,11200883000000.0
2087.0,7799413700000.0,11869509000000.0,9922324000000.0,5972434600000.0,8678794000000.0,11022966000000.0,11124323000000.0,6195697000000.0,9902777000000.0,6718420000000.0,7584450300000.0,6215455700000.0,11067865000000.0
2088.0,7619882000000.0,11811647000000.0,9792684000000.0,5828574000000.0,8568419400000.0,10937533000000.0,11034168000000.0,5982457400000.0,9744511000000.0,6531354500000.0,7415842000000.0,6060119000000.0,10927906000000.0
2089.0,7396489000000.0,11710442000000.0,9651585000000.0,5677167700000.0,8431521500000.0,10835601000000.0,10965821000000.0,5812837700000.0,9692407000000.0,6371300000000.0,7267176400000.0,5899289000000.0,10802403000000.0
2090.0,7139407400000.0,11636676000000.0,9561088000000.0,5563890500000.0,8311602000000.0,10772155000000.0,10829254000000.0,5665875600000.0,9575396000000.0,6229612600000.0,7064765000000.0,5776900400000.0,10637254000000.0
2091.0,6970730000000.0,11619147000000.0,9456386000000.0,5426252300000.0,8155053000000.0,10665947000000.0,10723819000000.0,5549394500000.0,9469201000000.0,6121592500000.0,6856103700000.0,5607953300000.0,10498174000000.0
2092.0,6834665600000.0,11570723000000.0,9349615000000.0,5302291300000.0,8072573500000.0,10563275000000.0,10606990000000.0,5411608500000.0,9319527000000.0,5946325600000.0,6632118000000.0,5440611500000.0,10360067000000.0
2093.0,6682679700000.0,11510372000000.0,9266313000000.0,5183123000000.0,7969809400000.0,10458753000000.0,10504031000000.0,5235864500000.0,9084174000000.0,5776430000000.0,6438257000000.0,5307356400000.0,10180512000000.0
2094.0,6481013000000.0,11435536000000.0,9126103000000.0,5049415000000.0,7853032600000.0,10378281000000.0,10377271000000.0,5089177600000.0,8913951000000.0,5580039700000.0,6293020000000.0,5137545000000.0,10075625000000.0
2095.0,6258145000000.0,11359094000000.0,8930331000000.0,4916294000000.0,7800518000000.0,10250136000000.0,10305888000000.0,4970232400000.0,8780966000000.0,5367491700000.0,6097490400000.0,5000428000000.0,10062077000000.0
2096.0,6051247700000.0,11261096000000.0,8853460000000.0,4742443000000.0,7655035000000.0,10148012000000.0,10201016000000.0,4828467600000.0,8651017000000.0,5235709000000.0,5929434000000.0,4901125500000.0,9967748000000.0
2097.0,5918692000000.0,11192016000000.0,8760495000000.0,4623368700000.0,7520165000000.0,9970246000000.0,10088422000000.0,4710606000000.0,8488757000000.0,5045249000000.0,5761591700000.0,4777626300000.0,9806611000000.0
2098.0,5808996000000.0,11099800000000.0,8630260000000.0,4517242300000.0,7367472000000.0,9882986000000.0,10006285000000.0,4552969000000.0,8342603000000.0,4886740000000.0,5652734000000.0,4684279000000.0,9717882000000.0
2099.0,5663354000000.0,10999802000000.0,8569140000000.0,4405267000000.0,7279080400000.0,9780651000000.0,9933662000000.0,4438805000000.0,8217710000000.0,4742951000000.0,5510068000000.0,4581300400000.0,9612782000000.0
2100.0,5480419000000.0,10920723000000.0,8455504500000.0,4266660500000.0,7160397300000.0,9732729000000.0,9846206000000.0,4343215000000.0,8140992000000.0,4608520000000.0,5382441300000.0,4508816500000.0,9553114000000.0
