time,CESM1-CAM5,CSIRO-Mk3-6-0,MPI-ESM-LR,NorESM1-M
2000,8229625945162.118,8229625945162.118,8229625945162.118,8229625945162.118
2001,8196842073662.646,8194928945462.823,8218791415274.758,8206716251183.155
2002,8163801254878.92,8177897687294.138,8200831578014.051,8170825351123.926
2003,8146768207791.565,8120613350408.312,8174786333857.404,8171829537293.992
2004,8135470887734.865,8093384636393.065,8146905275864.113,8156268874319.454
2005,8106748700353.542,8062688944526.18,8086676657125.792,8136624327934.728
2006,8070477458224.431,8021465124940.242,8048137895656.774,8112652990691.54
2007,8046476763177.08,7969611414910.532,8023563025657.37,8057671723929.324
2008,8024039744700.676,7950374792440.579,7993531233461.56,8014329774166.217
2009,8015647943538.573,7931858916942.684,7974281682924.36,7979255374904.434
2010,7978393645363.391,7909098910904.889,7945254574638.796,7938573179031.639
2011,7934606687319.338,7893370202514.685,7918948579662.509,7888909198094.855
2012,7888274366884.131,7856910312402.018,7891963985686.46,7843791560242.098
2013,7872244044058.599,7824670360459.256,7875510616069.7,7833762631109.087
2014,7862127994766.752,7784393720197.6045,7844726667157.817,7821864327602.035
2015,7834526604114.648,7747275581081.419,7794816854556.99,7807037104850.148
2016,7773752034781.422,7699803085340.575,7772272672429.032,7765417933590.849
2017,7705108679880.1,7692166211187.336,7743832615604.077,7719931048003.656
2018,7686112892710.218,7669835809125.256,7707057640030.396,7676008040656.969
2019,7643217530915.767,7638206324611.93,7667104737591.717,7650511272107.236
2020,7583115826722.045,7608662055433.248,7607371676347.438,7610409470480.968
2021,7532110665879.909,7590594128586.721,7569604528791.666,7553971992743.56
2022,7458889075780.73,7547379877899.981,7513575787731.788,7530349738922.735
2023,7378105983574.414,7524589579867.039,7464548404120.481,7469561769323.204
2024,7291228049452.998,7487212014841.759,7432180119370.588,7413962376848.274
2025,7178025797104.721,7464178495208.542,7392899855739.824,7347792977911.081
2026,7123065430175.324,7420610183164.729,7340569513436.96,7292848316133.602
2027,7041219846909.507,7378296942799.388,7271167101890.443,7231940327403.393
2028,6947184487482.897,7367244412080.718,7240012268694.96,7219663155388.637
2029,6880142345139.052,7326967889093.759,7199909273874.095,7180416572764.19
2030,6766411193097.224,7308763929214.514,7130531036458.029,7161598029044.647
2031,6673519452695.728,7255683197525.744,7104479746535.178,7127687006719.879
2032,6568953410920.414,7236700645836.173,7063459446024.359,7085464692116.766
2033,6430492524187.769,7186937762582.035,6990275000362.216,7039680208673.079
2034,6337074154917.014,7134309733478.437,6941462775187.13,7031382933078.463
2035,6272213385068.605,7099280678029.4375,6901236209628.623,6975905832097.87
2036,6172439606794.271,7047188073545.145,6856425114467.796,6948740966366.981
2037,6081142230068.592,6999729969529.422,6813199023854.284,6903236841298.944
2038,5952695305987.669,6960929719866.208,6753581648406.099,6858501331580.437
2039,5837773232083.309,6925844036158.655,6723942305763.742,6820308385436.966
2040,5739753395200.981,6905527122455.662,6663761564065.381,6762248946055.056
2041,5627146480275.3955,6868887707412.712,6618288742919.86,6713605490738.906
2042,5555731854660.92,6820853125163.777,6540761531169.075,6663978580478.583
2043,5453881995643.992,6795569741714.578,6503438209672.677,6603852139438.446
2044,5342409707772.856,6768173664492.328,6485302283640.837,6556065347571.934
2045,5236249250925.664,6712604156255.324,6450004472399.184,6520949326542.308
2046,5133384628397.486,6665926708051.309,6393826019659.203,6463169946783.32
2047,5024549368196.985,6598085225314.119,6366108065450.48,6384093270130.724
2048,4934340437388.171,6512592757622.026,6300310629378.359,6335723502971.331
2049,4856395009200.982,6478698181123.102,6283697543917.982,6281250751745.147
2050,4764627955039.5205,6442498322316.073,6242344541135.313,6206752233920.247
2051,4682596947790.711,6410153160849.154,6207379927344.938,6145524213019.468
2052,4594110955315.435,6358298523066.569,6158610545583.929,6106241351339.26
2053,4486893009748.008,6325859390082.1455,6120409640988.523,6047655865803.06
2054,4394134984945.258,6279996615334.105,6092260590540.122,5981016476222.029
2055,4305696666687.0063,6247318869133.141,6055900784389.671,5917558718059.796
2056,4202060777856.493,6191415180081.59,6017829228536.008,5875745837026.431
2057,4088639132568.714,6133750076265.644,5946980720605.218,5835413447669.172
2058,4012797432223.61,6113734890532.934,5901690359548.422,5768212635832.556
2059,3933128787324.3374,6047261711966.378,5842063368188.137,5700680342831.802
