time,CCSM4,CESM1-CAM5
2000,8229625945162.118,8229625945162.118
2001,8218135641071.556,8206551588633.57
2002,8182528141560.346,8184703089825.879
2003,8123792296130.195,8175687506881.347
2004,8087192438609.411,8169045985769.571
2005,8038647026593.562,8150040444878.508
2006,8020840004809.002,8125527676156.605
2007,8010362612397.32,8124265706096.279
2008,7982593499147.003,8116242638697.404
2009,7928647333661.482,8100671526669.259
2010,7885727869321.426,8092621456757.983
2011,7864529479102.855,8046340952376.543
2012,7842444871209.228,7982109048575.317
2013,7822898530167.323,7956164757343.918
2014,7783227369881.46,7900814599186.949
2015,7762019933970.777,7870916488006.478
2016,7737931504618.733,7805172368731.548
2017,7702692320649.732,7757087744914.676
2018,7642903250726.97,7712045018171.873
2019,7630251613800.549,7651510628300.219
2020,7607499455161.971,7597841387032.607
2021,7596977359596.948,7544951701845.86
2022,7580473823860.663,7496386898413.726
2023,7544204257323.871,7428642246669.483
2024,7510841511622.829,7368383264185.354
2025,7460326676197.979,7274806560579.606
2026,7415592292395.929,7172237380140.297
2027,7386619213821.126,7143409843854.444
2028,7338284392525.571,7079842270032.378
2029,7285577921843.638,6997655784806.178
2030,7233021825798.771,6934397084917.638
2031,7218085473036.999,6848606285192.266
2032,7184969269978.839,6781605539034.823
2033,7169962846394.438,6719123648365.938
2034,7131510576048.832,6655167482939.431
2035,7097598437266.448,6557553685459.208
2036,7070945704643.249,6485677366217.409
2037,7025262982190.075,6385635902766.563
2038,7020677619961.994,6307732226412.299
2039,6967784455709.334,6214051636236.006
2040,6921102680168.24,6149983506335.33
2041,6892592656003.965,6074504963211.443
2042,6831956885753.079,6009055102667.532
2043,6790204567026.569,5926509911859.717
2044,6748080355940.473,5870305867277.718
2045,6689037295461.345,5810709525722.302
2046,6625060011717.23,5731658366526.543
2047,6617117244198.588,5615711358322.137
2048,6575847363000.057,5512066573737.498
2049,6514967161735.047,5439339634722.546
2050,6461898445596.154,5359183568458.134
2051,6423740538695.3,5248892903861.518
2052,6364632885629.852,5137191200395.4375
2053,6285922674447.587,5029927152239.57
2054,6196065007562.563,4972872508402.295
2055,6153111459038.6045,4892394545101.759
2056,6097992804852.314,4814520374143.482
2057,6034107363631.486,4717722720913.913
2058,5985996298683.659,4681175230824.048
2059,5935204636818.953,4613922022985.362
2060,5876036355397.179,4522418213668.851
2061,5830119343083.882,4455257585160.039
2062,5749607772012.578,4364887744854.935
2063,5684446363580.489,4299127441137.8975
2064,5649382034406.371,4224531309489.266
2065,5584395586902.154,4133093001042.1587
2066,5478927418066.241,4037469439597.005
2067,5419555305963.266,3925272034168.9443
