time,CCSM4,CSIRO-Mk3-6-0,MPI-ESM-LR
2000,8229625945162.118,8229625945162.118,8229625945162.118
2001,8222284403371.56,8197830225817.082,8217496717352.136
2002,8189589798538.48,8183349269354.421,8198504602018.352
2003,8138501089126.707,8131306028448.21,8172868180132.39
2004,8110570873610.715,8106641436747.732,8146638293450.188
2005,8071907806560.699,8078605975236.519,8091631631643.348
2006,8057958020102.184,8042760369924.584,8055022532582.954
2007,8034921221544.963,8004721872321.371,8040489337028.059
2008,7999481113560.884,7962223324808.801,8006310761833.556
2009,7968978207101.572,7944407804214.12,7975269258686.663
2010,7940785207260.04,7901562565335.445,7933445411589.46
2011,7900858547768.078,7879317889546.366,7881207827442.269
2012,7844197063994.54,7875140613533.614,7857726953775.147
2013,7800242072876.161,7851146048957.139,7825753110384.355
2014,7773756191595.629,7824377483175.866,7810840120688.235
2015,7774195788174.667,7778600318502.186,7775517697874.793
2016,7755779553041.082,7749407750474.267,7738256889709.087
2017,7727735249796.5,7702960505723.192,7714608542584.35
2018,7684587946492.566,7662376750010.783,7669815147131.971
2019,7634431879547.006,7630849174710.179,7652482622319.705
2020,7610164652991.59,7597973212199.837,7613715212156.529
2021,7602180894125.1875,7558077137047.893,7591229643806.452
2022,7570808753822.268,7517712985224.963,7566534747462.159
2023,7553842314816.9,7478166168470.976,7538147564537.8
2024,7543064823854.77,7442711983680.841,7509762818471.792
2025,7525164662913.542,7404043085238.849,7477862742329.469
2026,7521109200951.545,7374898983128.023,7452109335776.389
2027,7487194490295.161,7338605262342.481,7404318546557.146
2028,7457178807748.481,7302890233515.162,7370595494596.661
2029,7393770416681.962,7267818397299.784,7323537997656.8
2030,7372814428935.5,7241827056568.675,7308435383831.465
2031,7333954242649.719,7212850258872.312,7268426407155.951
2032,7298819485577.595,7179895028266.368,7229941619535.283
2033,7257531226014.785,7134610572052.368,7185659814078.603
2034,7217950094453.902,7104976992149.151,7150809538589.968
2035,7137702253995.148,7054368929868.391,7122548476422.132
2036,7119029632447.082,7022567138217.49,7096245872535.373
2037,7063272131330.855,6987598277325.323,7070342331611.499
2038,7004513639066.598,6945853149929.405,7010969895861.56
2039,6941893028126.077,6903461470233.171,6964234789150.242
2040,6855791125978.586,6849761420036.936,6923454176334.971
2041,6826271991141.759,6793787229024.954,6869167162740.834
2042,6784639915606.138,6764627966883.551,6835846377045.468
2043,6737599246900.368,6713665893575.373,6800610886680.167
2044,6698658450225.374,6660113232214.252,6740623725316.154
2045,6622052036743.648,6590790098966.279,6670845966511.19
2046,6604340961197.307,6548984788496.003,6608862227316.06
2047,6558521924424.109,6523141504018.658,6549701893137.158
2048,6473816981714.979,6486154533135.416,6511727582792.798
2049,6410746249424.814,6453482692011.463,6447024011015.397
2050,6354212615351.184,6411024771835.339,6385277555694.583
2051,6294020675874.084,6373475665525.857,6326961751617.483
2052,6235456697325.227,6342282556689.894,6276364387440.681
2053,6147452619411.369,6299337237891.913,6224490132704.76
2054,6086733152785.588,6227660589912.453,6173748371550.836
2055,6052062600174.602,6188591916519.251,6126992479406.236
2056,5972224301078.783,6148273670859.184,6090652973112.705
2057,5924393713332.708,6108127029352.147,6033233223865.703
2058,5866768487867.442,6040607105733.895,5967783624836.59
2059,5792897470115.319,5986864249720.925,5908268042244.788
2060,5751754477884.661,5938041501020.77,5864858939749.455
2061,5667918795828.007,5892741335734.727,5823711777439.18
2062,5570695746092.129,5839455588387.733,5743942675887.483
2063,5514681834331.705,5781923721580.221,5667615824381.954
2064,5428553191652.416,5746132548817.96,5612288679413.041
2065,5352088629293.579,5705098286578.732,5529054975950.882
2066,5287868590213.502,5644276680182.184,5462008332685.271
2067,5244309148118.141,5587433499500.76,5413562169383.352
2068,5172143079327.894,5511544255713.394,5335285488593.2
2069,5081173655056.231,5444128723782.944,5280645644557.538
2070,5029551884645.607,5377704125152.239,5231691251128.637
2071,4957029814898.207,5326732933311.049,5185140654943.049
2072,4874668804656.096,5265933814514.026,5120156153614.491
2073,4817938005303.257,5201376456312.771,5033997980457.518
2074,4750449446772.242,5117490834887.123,4966906636811.439
2075,4693479480993.574,5055812338837.3,4897947788362.884
2076,4637617240401.915,4951386837465.632,4831524024964.022
2077,4581859714985.866,4894669343387.227,4756024027085.272
2078,4538257720872.855,4825494678337.716,4696477315458.639
2079,4468135229664.033,4758704237762.883,4641976006924.046
2080,4386278818190.0435,4688968256285.1875,4541684534400.791
2081,4328695711699.1265,4641646687741.816,4474547217794.788
2082,4258309633504.7256,4576651498306.374,4390743211922.3066
2083,4197872428981.5107,4499487404215.463,4323893489693.9146
