time,CESM1-CAM5,CanESM2,MPI-ESM-LR
2000,8229625945162.118,8229625945162.118,8229625945162.118
2001,8214601020356.44,8157007265458.862,8221755990246.524
2002,8199829037933.865,8122010471661.702,8205202824536.131
2003,8195344044810.226,8070374330419.832,8180649288574.39
2004,8194787137856.487,8038916012259.225,8154973992236.388
2005,8182375519736.292,8029597424157.9,8097798444955.003
2006,8164738219890.871,8004440272073.421,8061868265838.822
2007,8125223890884.8545,7962775468085.96,8022210579198.87
2008,8108425025118.08,7939424952517.797,7994558090763.629
2009,8102129553801.788,7894031599976.334,7946332172471.596
2010,8081959727486.366,7879680475008.469,7929795174743.19
2011,8062421367385.691,7853295322313.122,7900260259517.515
2012,8010211129466.735,7805022325442.237,7869959843979.344
2013,7969559771981.175,7783000206599.712,7849638308579.586
2014,7928912430703.567,7755110924313.626,7820106790821.43
2015,7881549132538.284,7739207035570.857,7785075757109.734
2016,7825508493177.124,7695098545691.465,7753958081715.587
2017,7773877784309.115,7677599077178.503,7729017175402.357
2018,7716861225552.966,7640645282111.476,7677419181047.784
2019,7650516461245.062,7615378442456.159,7628978271536.53
2020,7588608874101.175,7599400447224.768,7608203958669.333
2021,7530965312946.37,7573310169981.236,7570395766599.285
2022,7441717830650.587,7504202814258.199,7547233433202.466
2023,7401665466819.913,7454942743795.024,7495653689316.648
2024,7356400676904.855,7420446388781.18,7464580810029.127
2025,7277241015358.202,7367411982097.086,7439724415052.43
2026,7188756155304.042,7333952993130.056,7411998032228.709
2027,7129786285160.024,7303565868475.654,7391554724208.236
2028,7100119590326.38,7260714117117.801,7337122219112.429
2029,7062275009586.651,7218607359513.66,7285497007257.583
2030,6984734295201.452,7173925456896.173,7249299252318.401
2031,6956285499443.379,7104484409515.411,7232877878803.908
2032,6922026764560.467,7062583386658.683,7179602585118.708
2033,6828961094529.111,7010907686444.543,7129776653863.1455
2034,6793696258164.309,6961397925285.171,7107270894505.925
2035,6744967097980.873,6928035906665.045,7060905085651.283
2036,6672017423180.927,6904131549534.663,7002654231066.661
2037,6630238261840.483,6881129780288.065,6975266256876.384
2038,6582067512788.517,6823750027434.529,6930998905053.22
2039,6525778588702.992,6799431037911.871,6875758637380.029
2040,6475961466610.421,6735777221387.236,6838634867171.136
2041,6454717595211.307,6729242689687.982,6799740615808.591
2042,6392424418026.42,6716980024239.074,6751181590589.761
2043,6323379711002.296,6685416646146.425,6731999894304.299
2044,6271023265716.903,6650123489557.646,6691807348063.168
2045,6214367550645.753,6596356621671.739,6634611551712.814
2046,6173939918071.171,6556854551572.049,6574070796109.852
2047,6123359038261.926,6508578904066.591,6512847145772.751
2048,6061266796206.96,6472492720840.785,6483070282987.427
2049,5986694068195.897,6446285511899.083,6432400927043.613
2050,5933811164120.105,6404669058774.402,6392887384116.712
2051,5879062392418.394,6361801140676.677,6330589108340.309
2052,5829438143819.345,6322200547976.057,6293163642375.462
2053,5766084292789.68,6278623324863.688,6227005907399.787
2054,5688155535876.243,6228018000204.526,6184571124227.863
2055,5623643749572.666,6189890506774.928,6149345031972.822
2056,5530863090232.552,6140561835064.564,6098527625953.001
2057,5460529463872.836,6090579085473.331,6060154952554.795
2058,5377995227673.037,6062710271616.969,6023555518731.977
2059,5296224281550.071,6013280644237.452,5996697892905.147
2060,5233031922456.564,5970686235351.72,5958860561571.331
2061,5171123698064.624,5944060276553.154,5895536227312.666
2062,5105364415759.537,5894584416591.365,5847129626681.661
2063,5031025136072.032,5862486428578.099,5806881964418.637
2064,4947873282713.797,5803475655731.219,5762091855086.007
2065,4850031734995.069,5754410647263.763,5719921209883.27
2066,4777274619371.936,5709682111101.255,5687805087365.953
2067,4694978949289.611,5667889906952.6,5633443292322.9
2068,4643420894445.58,5625561612390.104,5587284443342.029
2069,4583226823293.948,5593902703353.82,5526185467500.749
2070,4529807904426.722,5525603492522.208,5496769659627.379
2071,4489556395386.245,5471410691432.374,5466444675492.62
2072,4410048548146.404,5431736816263.505,5422195146291.701
2073,4359446893565.2466,5401766528350.784,5370966241351.388
2074,4317724818040.1396,5354972466521.377,5329500072856.14
2075,4261600951815.5254,5295958568751.155,5270428418102.306
2076,4217396982572.6406,5245753120430.096,5221623267705.814
2077,4161467351399.327,5213900141624.676,5191610222976.59
2078,4095461360233.1235,5159978008417.027,5166650720607.837
2079,4047374663898.8613,5114593601067.992,5137593595303.736
2080,3987755001469.57,5063536250442.789,5087400403475.15
2081,3904682925224.6426,4999778678399.499,5044762206657.688
2082,3852766682139.3657,4968000608022.07,5019506998331.09
2083,3815814432321.7886,4911342586647.348,4982072331276.233
2084,3757440169313.1694,4843756375033.894,4934795804269.281
2085,3726202568134.678,4792182547946.395,4919740845381.787
2086,3691326468695.6304,4743097412437.88,4846688853935.635
2087,3657193944809.0073,4694117022118.902,4769460010180.725
2088,3611170563904.947,4613360452299.707,4744414452346.901
2089,3553278156011.019,4572555911179.858,4720171632731.763
2090,3465198860437.3843,4527320543734.255,4674865683535.116
2091,3405900596006.9707,4472222693066.42,4645176584601.816
2092,3331717471895.472,4409605847688.516,4611412557641.566
2093,3271593750231.0547,4345200332223.646,4564414690834.457
2094,3218291593593.747,4319530406577.6865,4538080757369.104
2095,3170243209750.2637,4289540720103.0977,4502025043528.328
2096,3114976944731.721,4247196884132.092,4478293963629.836
2097,3056530476289.7314,4208833119666.773,4453800959016.707
2098,3005613301824.3794,4145495541730.3047,4416567539613.477
2099,2938256550942.581,4097223300603.315,4391844809615.72
2100,2891715153601.767,4054828935973.9146,4361720243156.859
2101,2847608594985.7524,3995405959733.882,4318320205249.6646
2102,2795891107493.2944,3967102587170.678,4289382006410.1636
