time,CCSM4,CESM1-CAM5
2000.0,296325480000.0,296325480000.0
2001.0,297334670000.0,297334670000.0
2002.0,295847700000.0,295847700000.0
2003.0,290780480000.0,290780480000.0
2004.0,288279040000.0,288279040000.0
2005.0,286634870000.0,286634870000.0
2006.0,286520500000.0,286520500000.0
2007.0,282644020000.0,282644020000.0
2008.0,283340000000.0,283340000000.0
2009.0,282399440000.0,282399440000.0
2010.0,278436120000.0,278436120000.0
2011.0,276206520000.0,276206520000.0
2012.0,275524400000.0,275524400000.0
2013.0,275985630000.0,275985630000.0
2014.0,273251070000.0,273251070000.0
2015.0,269490860000.0,269490860000.0
2016.0,271076160000.0,271076160000.0
2017.0,267859100000.0,267859100000.0
2018.0,267521130000.0,267521130000.0
2019.0,262657200000.0,262657200000.0
2020.0,260582060000.0,260582060000.0
2021.0,258738290000.0,259017640000.0
2022.0,256942540000.0,255229500000.0
2023.0,255722060000.0,252017820000.0
2024.0,253765530000.0,249733610000.0
2025.0,251415940000.0,246788930000.0
2026.0,249105480000.0,243271000000.0
2027.0,247251080000.0,240331820000.0
2028.0,244372910000.0,238069970000.0
2029.0,238994280000.0,233715380000.0
2030.0,233749120000.0,229393370000.0
2031.0,230929020000.0,227479570000.0
2032.0,229138150000.0,224170770000.0
2033.0,227013660000.0,221590470000.0
2034.0,221359460000.0,218034420000.0
2035.0,219941240000.0,212733230000.0
2036.0,217680800000.0,208792980000.0
2037.0,213169520000.0,206574100000.0
2038.0,211791040000.0,204899190000.0
2039.0,207726870000.0,201440440000.0
2040.0,204105660000.0,200000550000.0
2041.0,198994330000.0,196004710000.0
2042.0,199241550000.0,195665510000.0
2043.0,197002310000.0,193167260000.0
2044.0,193632670000.0,190639980000.0
2045.0,191714800000.0,187242890000.0
2046.0,189323500000.0,181837200000.0
2047.0,188062370000.0,179475450000.0
2048.0,187243130000.0,177118170000.0
2049.0,185013160000.0,170323570000.0
2050.0,181260750000.0,166360840000.0
2051.0,178915620000.0,161515550000.0
2052.0,175796960000.0,158375070000.0
2053.0,172474470000.0,155698360000.0
2054.0,166835110000.0,151146560000.0
2055.0,166203560000.0,147860140000.0
2056.0,163864460000.0,143967620000.0
2057.0,158549600000.0,140488570000.0
2058.0,154122670000.0,137434235000.0
2059.0,150542630000.0,134997730000.0
2060.0,146616980000.0,131310480000.0
2061.0,142649700000.0,126989650000.0
2062.0,139243830000.0,122805760000.0
2063.0,137520660000.0,120643160000.0
2064.0,134133770000.0,117533300000.0
2065.0,131062500000.0,112239305000.0
2066.0,128052450000.0,108075420000.0
2067.0,124581356000.0,105297340000.0
2068.0,119187630000.0,101215580000.0
2069.0,117330250000.0,98586790000.0
2070.0,114969280000.0,94005260000.0
2071.0,112287210000.0,91202850000.0
2072.0,109388850000.0,88306230000.0
2073.0,104884760000.0,84788330000.0
2074.0,102186000000.0,81468130000.0
2075.0,100374634000.0,78814100000.0
2076.0,97190940000.0,75843960000.0
2077.0,94727490000.0,73442740000.0
2078.0,93164090000.0,71229520000.0
2079.0,89603900000.0,68731890000.0
2080.0,87743414000.0,66671670000.0
2081.0,85332480000.0,63680050000.0
2082.0,82287370000.0,60257542000.0
