time,CCSM4,MPI-ESM-LR,CSIRO-MK3-6-0
2158.0,454321630.0,609935000.0,45444790.0
2159.0,380597400.0,544476000.0,43864744.0
2160.0,311268930.0,499485340.0,41858020.0
2161.0,274411460.0,432083400.0,40312068.0
2162.0,267334140.0,388644900.0,38923924.0
2163.0,233116500.0,333616800.0,37819050.0
2164.0,208239900.0,293322340.0,36128976.0
2165.0,183341650.0,260727570.0,33755300.0
2166.0,168054160.0,200044690.0,32553654.0
2167.0,163252820.0,173523230.0,30759660.0
2168.0,159575360.0,146280510.0,28633720.0
2169.0,154127860.0,127958630.0,26953136.0
2170.0,145955790.0,113385304.0,26194474.0
2171.0,137367550.0,102184380.0,24071132.0
2172.0,132607170.0,91362410.0,22891718.0
2173.0,129727100.0,82942110.0,21983488.0
2174.0,128110220.0,80561460.0,20750012.0
2175.0,127630080.0,74495430.0,20644452.0
2176.0,123883310.0,70842264.0,20594056.0
2177.0,119604250.0,67481060.0,19798500.0
2178.0,117671970.0,66718240.0,19189450.0
2179.0,117595100.0,65312264.0,18685518.0
2180.0,127764240.0,62755184.0,18397660.0
2181.0,112697280.0,61395852.0,17977186.0
2182.0,107140490.0,60365996.0,17466824.0
2183.0,104721130.0,59914820.0,16875312.0
2184.0,98365840.0,59724644.0,16172634.0
2185.0,95708770.0,59003990.0,15330411.0
2186.0,92037500.0,58658590.0,14700585.0
2187.0,89034744.0,56767296.0,14429590.0
2188.0,84551610.0,57340084.0,13942794.0
2189.0,81298410.0,56635668.0,13493417.0
2190.0,78796340.0,56293300.0,12434075.0
2191.0,76039970.0,54600732.0,11718455.0
2192.0,74481460.0,53934530.0,11468802.0
2193.0,71866540.0,53384176.0,11076028.0
2194.0,70669360.0,53059170.0,10702715.0
2195.0,67578290.0,52144704.0,10632926.0
2196.0,65322004.0,50834460.0,10431687.0
2197.0,63749230.0,49941424.0,10607472.0
2198.0,62136260.0,48931548.0,10362740.0
2199.0,60950764.0,47862004.0,10145706.0
2200.0,60737628.0,47639310.0,10336768.0
2201.0,58697496.0,47052536.0,10257680.0
2202.0,58398220.0,46053530.0,10495993.0
2203.0,56930890.0,44469160.0,10325706.0
2204.0,55258988.0,43130010.0,10095278.0
2205.0,53981996.0,42471980.0,10040744.0
2206.0,54000076.0,40837630.0,9938417.0
2207.0,53187384.0,39008320.0,9927342.0
2208.0,52699612.0,38759950.0,10017359.0
2209.0,52173724.0,38715148.0,10058703.0
2210.0,51314730.0,37996404.0,9876961.0
2211.0,51457980.0,37662610.0,9765942.0
2212.0,50509680.0,36579388.0,9600426.0
2213.0,50806164.0,36291020.0,9678542.0
2214.0,49735830.0,36455440.0,9663520.0
2215.0,49761656.0,35894612.0,9438125.0
2216.0,50398216.0,35179840.0,9537596.0
2217.0,48860804.0,35047260.0,9689050.0
2218.0,48133924.0,35436644.0,9530188.0
2219.0,47773284.0,34969560.0,9616169.0
2220.0,47230620.0,34808908.0,9356162.0
2221.0,46363964.0,34595960.0,9329234.0
2222.0,45239120.0,34615084.0,9106166.0
2223.0,45157510.0,34725564.0,8951318.0
2224.0,44890836.0,34674972.0,8952728.0
2225.0,45096944.0,33327598.0,8954267.0
2226.0,45193132.0,33009270.0,9016257.0
2227.0,44903400.0,32010988.0,8880018.0
2228.0,44551604.0,31307768.0,8850198.0
2229.0,44227444.0,30702744.0,8890084.0
2230.0,43177056.0,30586228.0,8675877.0
2231.0,41955950.0,31091582.0,8644946.0
2232.0,41178376.0,30835878.0,8516316.0
2233.0,41230184.0,31103734.0,8483579.0
2234.0,41138700.0,31374192.0,8500170.0
2235.0,40600860.0,30753044.0,8405772.0
2236.0,40413770.0,30625484.0,8248576.0
2237.0,40067716.0,30840412.0,8302676.5
2238.0,39971308.0,29986146.0,8340577.0
2239.0,39969460.0,29995780.0,8392300.0
2240.0,40085304.0,29453046.0,8426303.0
2241.0,39537296.0,28637614.0,8124913.0
2242.0,38678990.0,29216854.0,8158148.0
2243.0,38635550.0,29672426.0,8277093.0
2244.0,37955252.0,29365456.0,8087425.5
2245.0,37531828.0,28855184.0,8010048.0
2246.0,37479184.0,28161874.0,8013853.0
2247.0,37077680.0,28140820.0,7949479.0
2248.0,37343744.0,27682446.0,7942494.5
2249.0,37060892.0,27912104.0,7827152.0
2250.0,36748864.0,28140360.0,7795880.0
2251.0,37326600.0,28468252.0,7711891.5
2252.0,36884490.0,28044752.0,7785673.5
2253.0,36830268.0,27563486.0,7774629.5
2254.0,36909750.0,27248750.0,7681283.5
2255.0,36931110.0,27401008.0,7807892.5
2256.0,36348956.0,27330446.0,7850748.0
2257.0,36981820.0,27890898.0,7879329.0
2258.0,36390964.0,27587692.0,7842071.5
2259.0,36120696.0,27833590.0,7780950.0
2260.0,36728010.0,27795374.0,7755721.0
2261.0,37158864.0,27408464.0,7718452.5
2262.0,37147776.0,27048074.0,7822020.5
2263.0,36288932.0,26751588.0,7815428.0
2264.0,37082530.0,26046928.0,7645804.0
2265.0,36953052.0,25624158.0,7717934.5
2266.0,35951024.0,25907978.0,7587874.5
2267.0,36141252.0,26073656.0,7612926.5
2268.0,36138264.0,25771202.0,7662874.0
2269.0,36415960.0,25859326.0,7778770.0
2270.0,35737756.0,26290250.0,7886064.5
2271.0,34840996.0,26149996.0,7791561.0
2272.0,34490612.0,26710470.0,7748556.0
2273.0,34436296.0,26693844.0,7617508.0
2274.0,35171970.0,26385628.0,7673065.0
2275.0,35115676.0,26611062.0,7667739.5
2276.0,34880332.0,27028242.0,7591087.0
2277.0,34715690.0,26597464.0,7375738.0
2278.0,34866980.0,26551358.0,7323982.5
2279.0,35046824.0,26546256.0,7302064.0
2280.0,34938656.0,26199032.0,7131578.0
2281.0,35283890.0,25998516.0,7320151.0
2282.0,34868616.0,25799732.0,7104909.0
2283.0,34644612.0,25660388.0,7149106.0
2284.0,34382836.0,25229496.0,7177971.5
2285.0,34499024.0,25267812.0,7203584.5
2286.0,34413410.0,25355128.0,7147318.5
2287.0,34546196.0,25151350.0,7075820.5
2288.0,33909010.0,25712248.0,6926032.0
2289.0,34309196.0,25904966.0,6880667.0
2290.0,34262164.0,25737856.0,6911219.0
2291.0,34574780.0,25635142.0,7007260.0
2292.0,34445136.0,25371900.0,7043692.5
2293.0,34271060.0,25362100.0,6970381.5
2294.0,33681390.0,25810456.0,7000089.0
2295.0,33695684.0,25656108.0,6973871.5
2296.0,33789340.0,25395918.0,6919244.0
2297.0,33750776.0,25216880.0,6853811.5
2298.0,33984276.0,24892700.0,6885444.5
2299.0,34003800.0,25319838.0,6784909.5
2300.0,33825350.0,25154070.0,6875182.0
