time,CESM1-CAM5,CCSM4
2000.0,5145098000000.0,5145098000000.0
2001.0,5145600000000.0,5145600000000.0
2002.0,5142958000000.0,5142958000000.0
2003.0,5150693000000.0,5150693000000.0
2004.0,5149819400000.0,5149819400000.0
2005.0,5104104000000.0,5104104000000.0
2006.0,5083803000000.0,5083803000000.0
2007.0,5064279700000.0,5064279700000.0
2008.0,5046829000000.0,5046829000000.0
2009.0,5001120300000.0,5001120300000.0
2010.0,4980125000000.0,4980125000000.0
2011.0,4967154300000.0,4967154300000.0
2012.0,4926467000000.0,4926467000000.0
2013.0,4901891000000.0,4901891000000.0
2014.0,4867358700000.0,4867358700000.0
2015.0,4865627000000.0,4865627000000.0
2016.0,4841246600000.0,4841246600000.0
2017.0,4787446000000.0,4787446000000.0
2018.0,4759668400000.0,4759668400000.0
2019.0,4717132000000.0,4717132000000.0
2020.0,4686995000000.0,4686995000000.0
2021.0,4657179000000.0,4669224000000.0
2022.0,4633297700000.0,4642504700000.0
2023.0,4615661700000.0,4619158700000.0
2024.0,4603788000000.0,4602487000000.0
2025.0,4602125000000.0,4584540500000.0
2026.0,4580243000000.0,4542846500000.0
2027.0,4557221400000.0,4485859000000.0
2028.0,4531209400000.0,4463583600000.0
2029.0,4501702000000.0,4435100600000.0
2030.0,4478240000000.0,4401850000000.0
2031.0,4465490400000.0,4356187400000.0
2032.0,4417808000000.0,4335661700000.0
2033.0,4393449600000.0,4292950600000.0
2034.0,4376095000000.0,4258371700000.0
2035.0,4357404000000.0,4226002000000.0
2036.0,4335165500000.0,4235490000000.0
2037.0,4309968000000.0,4197854500000.0
2038.0,4278272100000.0,4161777200000.0
2039.0,4258654800000.0,4138955700000.0
2040.0,4208777000000.0,4106553700000.0
2041.0,4193803800000.0,4079382200000.0
2042.0,4174384700000.0,4050330600000.0
2043.0,4168715300000.0,4018757700000.0
2044.0,4141596000000.0,4004973400000.0
2045.0,4108365300000.0,3984698600000.0
2046.0,4093171500000.0,3958354700000.0
2047.0,4062963000000.0,3910161100000.0
2048.0,4033702300000.0,3863435300000.0
2049.0,4014174600000.0,3827108000000.0
2050.0,3976594500000.0,3813896400000.0
2051.0,3949137000000.0,3778136800000.0
2052.0,3928714000000.0,3738438500000.0
2053.0,3923608300000.0,3714172000000.0
2054.0,3918984000000.0,3676846000000.0
2055.0,3895195300000.0,3645464600000.0
2056.0,3852213200000.0,3612457300000.0
2057.0,3827690000000.0,3586758300000.0
2058.0,3807292400000.0,3587595300000.0
2059.0,3766202400000.0,3565575500000.0
2060.0,3693466600000.0,3548636300000.0
2061.0,3672820400000.0,3519301300000.0
2062.0,3665288200000.0,3494558600000.0
2063.0,3635349300000.0,3466819300000.0
2064.0,3617035400000.0,3431508500000.0
