time,CESM1-CAM5,CANESM2,MPI-ESM-LR
2000.0,5145098000000.0,5145096000000.0,5145011000000.0
2001.0,5145600000000.0,5145597000000.0,5145505000000.0
2002.0,5142958000000.0,5142954000000.0,5142861600000.0
2003.0,5150693000000.0,5150687600000.0,5150591000000.0
2004.0,5149819400000.0,5149813000000.0,5149713000000.0
2005.0,5104104000000.0,5104098000000.0,5103996000000.0
2006.0,5083803000000.0,5083796300000.0,5083693000000.0
2007.0,5064279700000.0,5064272400000.0,5064166500000.0
2008.0,5046829000000.0,5046820000000.0,5046708000000.0
2009.0,5001120300000.0,5001111400000.0,5000993400000.0
2010.0,4980125000000.0,4980115000000.0,4979993600000.0
2011.0,4967154300000.0,4967143300000.0,4967017500000.0
2012.0,4926467000000.0,4926456000000.0,4926323300000.0
2013.0,4901891000000.0,4901879400000.0,4901745700000.0
2014.0,4867358700000.0,4867345000000.0,4867209300000.0
2015.0,4865627000000.0,4865611300000.0,4865465500000.0
2016.0,4841246600000.0,4841230300000.0,4841076000000.0
2017.0,4787446000000.0,4787430000000.0,4787275300000.0
2018.0,4759668400000.0,4759651600000.0,4759497000000.0
2019.0,4717132000000.0,4717115000000.0,4716955700000.0
2020.0,4686995000000.0,4686978500000.0,4686809000000.0
2021.0,4656035500000.0,4642449700000.0,4634495000000.0
2022.0,4628978000000.0,4624786400000.0,4600493500000.0
2023.0,4602257000000.0,4590650500000.0,4567215400000.0
2024.0,4590489600000.0,4539741600000.0,4541929000000.0
2025.0,4556312000000.0,4504719700000.0,4512487600000.0
2026.0,4486607700000.0,4471158500000.0,4490112500000.0
2027.0,4455828000000.0,4454593000000.0,4484969300000.0
2028.0,4426017300000.0,4453141000000.0,4464424000000.0
2029.0,4380925400000.0,4422264000000.0,4431555000000.0
2030.0,4321417600000.0,4380465300000.0,4418395000000.0
2031.0,4283316800000.0,4343068600000.0,4413061000000.0
2032.0,4247057600000.0,4317006000000.0,4388026300000.0
2033.0,4217620400000.0,4288828000000.0,4350832300000.0
2034.0,4181737900000.0,4258524300000.0,4337506500000.0
2035.0,4156405000000.0,4213949000000.0,4326745700000.0
2036.0,4138724500000.0,4158693800000.0,4296064400000.0
2037.0,4111371900000.0,4138239000000.0,4270935000000.0
2038.0,4081366000000.0,4093640400000.0,4247834600000.0
2039.0,4056210000000.0,4048113600000.0,4232318000000.0
2040.0,4026536800000.0,4031274000000.0,4212046000000.0
2041.0,4013729000000.0,3993356200000.0,4190087700000.0
2042.0,3986874200000.0,3954635200000.0,4174349000000.0
2043.0,3969536800000.0,3928655100000.0,4157705300000.0
2044.0,3963680000000.0,3863000000000.0,4126998800000.0
2045.0,3966163700000.0,3845317700000.0,4091795500000.0
2046.0,3942400700000.0,3805524800000.0,4055961000000.0
2047.0,3926978700000.0,3779225200000.0,4027973600000.0
2048.0,3902450400000.0,3714704200000.0,3990905700000.0
2049.0,3862985700000.0,3692647200000.0,3969528600000.0
2050.0,3835910400000.0,3648405600000.0,3945217700000.0
2051.0,3822267700000.0,3603778800000.0,3939566400000.0
2052.0,3788834600000.0,3566578400000.0,3925265600000.0
2053.0,3752339700000.0,3552941000000.0,3903094000000.0
2054.0,3748818000000.0,3514383000000.0,3886154800000.0
2055.0,3743554700000.0,3473757400000.0,3876741000000.0
2056.0,3717272200000.0,3454982200000.0,3861563600000.0
2057.0,3684221000000.0,3416285000000.0,3852312000000.0
2058.0,3666501400000.0,3386224000000.0,3843564000000.0
2059.0,3631941200000.0,3346492600000.0,3837827700000.0
2060.0,3593372200000.0,3334029000000.0,3831934200000.0
2061.0,3560388200000.0,3301633000000.0,3804484000000.0
2062.0,3535112800000.0,3269244200000.0,3783405600000.0
2063.0,3508785600000.0,3244948200000.0,3761065400000.0
2064.0,3492851200000.0,3232534000000.0,3734091300000.0
2065.0,3480404600000.0,3207341800000.0,3715761700000.0
2066.0,3447648700000.0,3188410000000.0,3693120800000.0
2067.0,3431221000000.0,3157172000000.0,3660955000000.0
2068.0,3418090400000.0,3115468700000.0,3630786400000.0
2069.0,3385448000000.0,3099687000000.0,3611106500000.0
2070.0,3363551000000.0,3076525700000.0,3591675600000.0
2071.0,3346563000000.0,3065664200000.0,3574267600000.0
2072.0,3329137600000.0,3053300500000.0,3563286200000.0
2073.0,3324323600000.0,3026821800000.0,3553820000000.0
2074.0,3298112600000.0,2999358300000.0,3546749000000.0
2075.0,3271737700000.0,2996728500000.0,3532039700000.0
2076.0,3233559000000.0,2986951800000.0,3507772500000.0
2077.0,3220137600000.0,2967256400000.0,3502844100000.0
2078.0,3203195700000.0,2950037000000.0,3503113600000.0
2079.0,3174703800000.0,2950485800000.0,3489899000000.0
2080.0,3124236000000.0,2932120000000.0,3463566600000.0
2081.0,3111720300000.0,2924371200000.0,3433439200000.0
2082.0,3100735400000.0,2918696400000.0,3414650300000.0
2083.0,3082803000000.0,2896756500000.0,3391525200000.0
2084.0,3046774000000.0,2877168500000.0,3376497300000.0
2085.0,3041892800000.0,2857573800000.0,3377789100000.0
2086.0,3026668000000.0,2839578700000.0,3367785700000.0
2087.0,3010227600000.0,2832819300000.0,3352586000000.0
2088.0,2969399500000.0,2826457000000.0,3337512000000.0
2089.0,2947663500000.0,2820932000000.0,3333165400000.0
2090.0,2929641400000.0,2794129000000.0,3324667800000.0
2091.0,2912988400000.0,2790277500000.0,3313300000000.0
2092.0,2881659600000.0,2786120200000.0,3323857500000.0
2093.0,2874881300000.0,2783994400000.0,3314208200000.0
2094.0,2855952200000.0,2768031700000.0,3316724500000.0
2095.0,2841928500000.0,2749345800000.0,3297149000000.0
2096.0,2837030400000.0,2737630600000.0,3295837000000.0
2097.0,2822255000000.0,2724970000000.0,3288525200000.0
2098.0,2805565800000.0,2707405100000.0,3270566700000.0
2099.0,2789861800000.0,2701324700000.0,3253232200000.0
2100.0,2783038100000.0,2693887000000.0,3247821600000.0
2101.0,2774340500000.0,2684971400000.0,3242466700000.0
2102.0,2771142800000.0,2693923300000.0,3235042300000.0
2103.0,2758152300000.0,2691186600000.0,3231644000000.0
2104.0,2742326400000.0,2683011900000.0,3227230400000.0
2105.0,2732396000000.0,2675006000000.0,3211753200000.0
2106.0,2728566200000.0,2662876800000.0,3198123000000.0
2107.0,2717455500000.0,2655833300000.0,3165979700000.0
2108.0,2708053000000.0,2648141500000.0,3142197000000.0
2109.0,2706824000000.0,2636018600000.0,3130492000000.0
2110.0,2711137300000.0,2618484600000.0,3122809800000.0
2111.0,2696565800000.0,2614812700000.0,3107773500000.0
2112.0,2690366300000.0,2599691500000.0,3107628800000.0
2113.0,2676911800000.0,2581453000000.0,3103439000000.0
2114.0,2673886000000.0,2572783000000.0,3097642000000.0
2115.0,2667288700000.0,2557009700000.0,3089362800000.0
2116.0,2654338500000.0,2558387600000.0,3079123200000.0
2117.0,2625008600000.0,2561853000000.0,3073466400000.0
2118.0,2619002000000.0,2559264000000.0,3060881700000.0
2119.0,2606329200000.0,2558298000000.0,3056675300000.0
2120.0,2587140800000.0,2552257000000.0,3057667500000.0
2121.0,2583056400000.0,2528585700000.0,3043864600000.0
2122.0,2574583900000.0,2523849600000.0,3030323800000.0
2123.0,2567314300000.0,2520679700000.0,3019376000000.0
2124.0,2556966700000.0,2524175000000.0,3018087700000.0
2125.0,2556964400000.0,2514695000000.0,3017001100000.0
2126.0,2553284100000.0,2508912000000.0,3018581000000.0
2127.0,2555313700000.0,2499421100000.0,3008040000000.0
2128.0,2543027000000.0,2488262700000.0,3000358100000.0
2129.0,2532552500000.0,2474597200000.0,2989882900000.0
2130.0,2530735800000.0,2458798300000.0,2983644400000.0
2131.0,2531943000000.0,2450464400000.0,2978063600000.0
2132.0,2533984800000.0,2446375500000.0,2979999000000.0
