time,CESM1-CAM5,CSIRO-MK3-6-0,NORESM1-M,MPI-ESM-LR
2031.0,4414155000000.0,4341957700000.0,4422466000000.0,4418811000000.0
2032.0,4378071100000.0,4334524300000.0,4405061500000.0,4390410800000.0
2033.0,4363788000000.0,4295691600000.0,4391203000000.0,4353557300000.0
2034.0,4348829800000.0,4270229600000.0,4365644700000.0,4316434300000.0
2035.0,4329450200000.0,4232855000000.0,4328775200000.0,4290151200000.0
2036.0,4293281000000.0,4208585300000.0,4325170700000.0,4264814400000.0
2037.0,4253920000000.0,4140639700000.0,4289991000000.0,4230642700000.0
2038.0,4215932200000.0,4109419000000.0,4252125600000.0,4198983800000.0
2039.0,4180006400000.0,4080438600000.0,4205064000000.0,4148175800000.0
2040.0,4167072700000.0,4055834000000.0,4196428200000.0,4111010600000.0
2041.0,4157771600000.0,4028200400000.0,4148941300000.0,4095829000000.0
2042.0,4137752500000.0,4003778800000.0,4127347000000.0,4087828000000.0
2043.0,4114296600000.0,3973018000000.0,4111074000000.0,4066137900000.0
2044.0,4087726700000.0,3913670700000.0,4087845700000.0,4032433200000.0
2045.0,4055735000000.0,3896183000000.0,4052120500000.0,3997354200000.0
2046.0,4018369000000.0,3875658000000.0,4010667400000.0,3978933000000.0
2047.0,4001639400000.0,3855022800000.0,4002089000000.0,3965498400000.0
2048.0,3930220100000.0,3830346000000.0,3988343200000.0,3935520000000.0
2049.0,3900276700000.0,3816693400000.0,3978684800000.0,3922256500000.0
2050.0,3896630000000.0,3780027600000.0,3939211400000.0,3897569800000.0
2051.0,3869571300000.0,3751596800000.0,3911931700000.0,3877659000000.0
2052.0,3815024600000.0,3741265400000.0,3891704600000.0,3847367200000.0
2053.0,3790841600000.0,3704731700000.0,3854805000000.0,3826792300000.0
2054.0,3766411600000.0,3680469300000.0,3840006400000.0,3802398000000.0
2055.0,3752536000000.0,3639644000000.0,3827384700000.0,3785575400000.0
2056.0,3705954600000.0,3595837000000.0,3796727500000.0,3769195300000.0
2057.0,3684094000000.0,3550795000000.0,3774738600000.0,3747455200000.0
2058.0,3661645700000.0,3512455100000.0,3769616300000.0,3703726000000.0
2059.0,3648219800000.0,3466276000000.0,3748563000000.0,3672711600000.0
2060.0,3629762000000.0,3431162700000.0,3737780500000.0,3644030700000.0
2061.0,3578089400000.0,3371662800000.0,3709803200000.0,3631950600000.0
2062.0,3549270600000.0,3346440400000.0,3709125300000.0,3610168000000.0
2063.0,3523768500000.0,3323472400000.0,3698001200000.0,3603418300000.0
2064.0,3504432200000.0,3313886800000.0,3657724300000.0,3585482700000.0
2065.0,3479666000000.0,3310516700000.0,3633235400000.0,3559274000000.0
2066.0,3459236200000.0,3278480300000.0,3599554000000.0,3540114200000.0
2067.0,3429919400000.0,3242622500000.0,3583421700000.0,3519175200000.0
2068.0,3385465000000.0,3215084200000.0,3568055600000.0,3509867800000.0
2069.0,3341256200000.0,3189394400000.0,3557965700000.0,3481798200000.0
2070.0,3301630300000.0,3159756400000.0,3533831400000.0,3429150500000.0
2071.0,3257725600000.0,3120335400000.0,3519220800000.0,3402849600000.0
2072.0,3242206000000.0,3095306400000.0,3501677300000.0,3395015100000.0
2073.0,3220081000000.0,3065747900000.0,3485973300000.0,3373486800000.0
2074.0,3190863400000.0,3050247000000.0,3482385400000.0,3362132900000.0
2075.0,3167707200000.0,3028688800000.0,3476872000000.0,3341336000000.0
2076.0,3151780000000.0,3016469300000.0,3452915000000.0,3317507800000.0
2077.0,3130004600000.0,2999787000000.0,3437547000000.0,3307726200000.0
2078.0,3103394400000.0,2981064300000.0,3415689100000.0,3305547000000.0
2079.0,3071914300000.0,2964471400000.0,3394836000000.0,3294925200000.0
2080.0,3061576400000.0,2951573000000.0,3383619000000.0,3268084800000.0
2081.0,3049183000000.0,2924537700000.0,3371751200000.0,3250908800000.0
2082.0,3028481200000.0,2909709500000.0,3346291200000.0,3229163700000.0
2083.0,2989338400000.0,2868835800000.0,3322008600000.0,3219255700000.0
2084.0,2956220700000.0,2840340000000.0,3304824800000.0,3194946600000.0
2085.0,2937208700000.0,2823674100000.0,3277273000000.0,3188716500000.0
2086.0,2913577500000.0,2815784400000.0,3250655600000.0,3192536400000.0
2087.0,2892993000000.0,2820870200000.0,3241116400000.0,3176061700000.0
2088.0,2870020400000.0,2795999300000.0,3232690600000.0,3156396000000.0
2089.0,2851216300000.0,2769515000000.0,3227572000000.0,3134393400000.0
2090.0,2823948000000.0,2743569700000.0,3203744400000.0,3103543800000.0
2091.0,2794442700000.0,2713688500000.0,3181669500000.0,3093780500000.0
2092.0,2777321300000.0,2696373000000.0,3162315200000.0,3088334200000.0
2093.0,2765870600000.0,2674346400000.0,3151186600000.0,3070810000000.0
2094.0,2752256000000.0,2657421600000.0,3140386000000.0,3049268400000.0
2095.0,2740572000000.0,2634695000000.0,3121345700000.0,3032696200000.0
2096.0,2726821000000.0,2631831400000.0,3130736000000.0,3007107800000.0
2097.0,2714465500000.0,2613542600000.0,3123603300000.0,3009900700000.0
2098.0,2682359600000.0,2581385700000.0,3113488200000.0,3005127600000.0
2099.0,2666552000000.0,2565870200000.0,3074014600000.0,2995039000000.0
2100.0,2652911200000.0,2542127500000.0,3063672700000.0,2986593500000.0
2101.0,2626825500000.0,2541059300000.0,3039285500000.0,2982665300000.0
2102.0,2611953000000.0,2540044800000.0,3024667800000.0,2960188800000.0
2103.0,2579425000000.0,2526125200000.0,3009917700000.0,2929090000000.0
2104.0,2572409000000.0,2505862800000.0,3005300600000.0,2920662700000.0
2105.0,2554885300000.0,2483673400000.0,2981227100000.0,2914561300000.0
2106.0,2539243200000.0,2439190200000.0,2962994200000.0,2905469600000.0
2107.0,2518014800000.0,2410004300000.0,2954491300000.0,2887778600000.0
2108.0,2491453000000.0,2380537800000.0,2947245400000.0,2846491100000.0
2109.0,2463678300000.0,2353684300000.0,2944289200000.0,2837837500000.0
2110.0,2445504700000.0,2349348200000.0,2923819400000.0,2823452600000.0
2111.0,2434383000000.0,2335265000000.0,2917072600000.0,2806347700000.0
2112.0,2412826600000.0,2320520000000.0,2901663800000.0,2802871700000.0
2113.0,2396827700000.0,2310225300000.0,2893212300000.0,2799139800000.0
2114.0,2389961000000.0,2301424300000.0,2884165400000.0,2788796400000.0
2115.0,2358522400000.0,2286353400000.0,2882541700000.0,2771917200000.0
2116.0,2339726700000.0,2283889800000.0,2878041500000.0,2766341000000.0
2117.0,2325054200000.0,2278152200000.0,2866166600000.0,2755394800000.0
2118.0,2307730200000.0,2275702200000.0,2864845400000.0,2750319200000.0
2119.0,2284429000000.0,2271352200000.0,2844675500000.0,2740729400000.0
2120.0,2282041000000.0,2266835000000.0,2836393400000.0,2723275900000.0
2121.0,2273817100000.0,2264471200000.0,2823522600000.0,2698962800000.0
2122.0,2257620600000.0,2270626800000.0,2812834700000.0,2680938800000.0
2123.0,2236432800000.0,2256932200000.0,2808494400000.0,2665356200000.0
2124.0,2225115000000.0,2249094000000.0,2799504000000.0,2674623000000.0
2125.0,2223209700000.0,2230130600000.0,2790596800000.0,2660948500000.0
2126.0,2194153900000.0,2215364800000.0,2767396800000.0,2651969600000.0
2127.0,2179291700000.0,2201963000000.0,2760146200000.0,2638194100000.0
2128.0,2162704500000.0,2189672300000.0,2750979500000.0,2627106200000.0
2129.0,2144072800000.0,2184844000000.0,2748961800000.0,2612739700000.0
2130.0,2122773000000.0,2185465200000.0,2732942200000.0,2593074400000.0
2131.0,2109113500000.0,2178850500000.0,2725605500000.0,2573592700000.0
2132.0,2100517400000.0,2173087500000.0,2709688700000.0,2571235800000.0
2133.0,2088268600000.0,2165236800000.0,2697351400000.0,2560112200000.0
2134.0,2087627300000.0,2158405900000.0,2664273300000.0,2550691300000.0
2135.0,2067436800000.0,2135288300000.0,2641861800000.0,2541381500000.0
2136.0,2051967400000.0,2127147400000.0,2631119100000.0,2542777700000.0
2137.0,2036504300000.0,2107797300000.0,2623093600000.0,2543978300000.0
2138.0,2034316700000.0,2098733400000.0,2609578000000.0,2539643700000.0
2139.0,2033322000000.0,2086044600000.0,2607998800000.0,2538186000000.0
2140.0,2023240400000.0,2077698700000.0,2602659000000.0,2537090000000.0
2141.0,1998797800000.0,2057302800000.0,2588166600000.0,2534805000000.0
2142.0,1994560800000.0,2048126100000.0,2587183000000.0,2513551200000.0
2143.0,1987705800000.0,2035666500000.0,2589083600000.0,2498961000000.0
2144.0,1977246800000.0,2028869100000.0,2592215700000.0,2490726600000.0
2145.0,1960647200000.0,2007938000000.0,2579013000000.0,2485599900000.0
2146.0,1963371900000.0,1990918300000.0,2574491000000.0,2473692800000.0
2147.0,1962920800000.0,1986969600000.0,2570052400000.0,2454091000000.0
2148.0,1953164700000.0,1969666800000.0,2546892800000.0,2450197800000.0
2149.0,1945864900000.0,1951113000000.0,2535675700000.0,2443356700000.0
2150.0,1941184000000.0,1934852200000.0,2523319500000.0,2435940400000.0
2151.0,1938302000000.0,1925386900000.0,2518220300000.0,2432466000000.0
2152.0,1937246000000.0,1920889100000.0,2512691400000.0,2427458700000.0
2153.0,1926305400000.0,1919856100000.0,2503126500000.0,2413718100000.0
2154.0,1902022500000.0,1910510500000.0,2488440700000.0,2405906300000.0
2155.0,1886378000000.0,1891217200000.0,2476397300000.0,2403387800000.0
2156.0,1879867300000.0,1879754300000.0,2472686600000.0,2392777300000.0
2157.0,1883022400000.0,1873182500000.0,2480175600000.0,2392202100000.0
2158.0,1872376500000.0,1868190800000.0,2479864000000.0,2378973800000.0
2159.0,1861539200000.0,1865448700000.0,2472955300000.0,2377650000000.0
2160.0,1858634600000.0,1858501500000.0,2461109300000.0,2360775800000.0
2161.0,1847409500000.0,1851870500000.0,2462441000000.0,2342711000000.0
2162.0,1839669800000.0,1844829200000.0,2452228700000.0,2330847600000.0
2163.0,1838194400000.0,1831291200000.0,2454597400000.0,2315317100000.0
2164.0,1832809700000.0,1831855600000.0,2447060200000.0,2305946600000.0
2165.0,1815175200000.0,1831376700000.0,2440812600000.0,2293515400000.0
2166.0,1805536100000.0,1820406000000.0,2434352800000.0,2296656700000.0
2167.0,1806157600000.0,1807915700000.0,2430777400000.0,2283415000000.0
2168.0,1796251300000.0,1800297000000.0,2420814600000.0,2278760000000.0
2169.0,1791436500000.0,1791347900000.0,2416006700000.0,2271249200000.0
2170.0,1781038600000.0,1781153100000.0,2405530000000.0,2266040600000.0
2171.0,1774236200000.0,1774900500000.0,2397678300000.0,2246388200000.0
2172.0,1765832300000.0,1769318000000.0,2392854000000.0,2240004200000.0
2173.0,1752618800000.0,1759374900000.0,2389034700000.0,2235073000000.0
2174.0,1749216100000.0,1741482400000.0,2388559000000.0,2224953200000.0
2175.0,1751018100000.0,1723264300000.0,2386709700000.0,2226352000000.0
2176.0,1744358600000.0,1713737800000.0,2380345000000.0,2228025600000.0
2177.0,1738326700000.0,1706027100000.0,2374072300000.0,2229643200000.0
2178.0,1733171300000.0,1695679900000.0,2376908000000.0,2224691000000.0
2179.0,1717426000000.0,1682828200000.0,2366743200000.0,2210718500000.0
2180.0,1711526800000.0,1674551500000.0,2357553500000.0,2211039200000.0
2181.0,1705341500000.0,1664808600000.0,2354798400000.0,2211870700000.0
2182.0,1694325700000.0,1650228500000.0,2356013700000.0,2203876300000.0
2183.0,1667720500000.0,1639748200000.0,2356495300000.0,2197236400000.0
2184.0,1661224000000.0,1635320900000.0,2363363200000.0,2200334200000.0
2185.0,1657930900000.0,1626540300000.0,2356104100000.0,2197507300000.0
2186.0,1644681600000.0,1619404400000.0,2350248000000.0,2186723200000.0
2187.0,1635864700000.0,1620236600000.0,2341680200000.0,2182549100000.0
2188.0,1632780700000.0,1606961500000.0,2339024400000.0,2181921900000.0
2189.0,1621954800000.0,1598175700000.0,2336147400000.0,2178095000000.0
2190.0,1618965000000.0,1595536200000.0,2337571000000.0,2169992000000.0
2191.0,1614260300000.0,1590787600000.0,2336206400000.0,2164249500000.0
2192.0,1611886000000.0,1582320200000.0,2335915600000.0,2160273300000.0
2193.0,1600818000000.0,1575062900000.0,2322679200000.0,2156702600000.0
2194.0,1593550700000.0,1572302500000.0,2305506700000.0,2147268400000.0
2195.0,1593293700000.0,1569139200000.0,2296756300000.0,2145312700000.0
2196.0,1585465700000.0,1562246100000.0,2297104200000.0,2130422100000.0
2197.0,1574949000000.0,1559448500000.0,2272183200000.0,2123170700000.0
2198.0,1576339200000.0,1558438700000.0,2271127300000.0,2125526900000.0
2199.0,1576417200000.0,1549044400000.0,2274109200000.0,2127042200000.0
2200.0,1571327000000.0,1534135400000.0,2269950800000.0,2128457100000.0
2201.0,1573608800000.0,1527591000000.0,2269110600000.0,2137757600000.0
2202.0,1563851600000.0,1522505200000.0,2264724100000.0,2142035100000.0
2203.0,1557715500000.0,1520647800000.0,2265875500000.0,2136292900000.0
2204.0,1551686400000.0,1514177700000.0,2263733000000.0,2122464000000.0
2205.0,1543991500000.0,1522579300000.0,2265908800000.0,2115675900000.0
2206.0,1531779900000.0,1522408100000.0,2260844000000.0,2114270800000.0
2207.0,1530368400000.0,1521066800000.0,2262729500000.0,2112416800000.0
2208.0,1525422500000.0,1515545400000.0,2264041500000.0,2108546100000.0
2209.0,1517152200000.0,1508236000000.0,2257173600000.0,2104813300000.0
2210.0,1509227800000.0,1500174900000.0,2245675200000.0,2102156700000.0
2211.0,1505343600000.0,1494610300000.0,2250869000000.0,2101518000000.0
2212.0,1502830500000.0,1486871700000.0,2258133600000.0,2102744800000.0
2213.0,1499664200000.0,1470892900000.0,2257970800000.0,2111843100000.0
2214.0,1485818800000.0,1460622700000.0,2252047600000.0,2113464400000.0
2215.0,1477799700000.0,1457353500000.0,2244939600000.0,2115277700000.0
2216.0,1469498500000.0,1445033300000.0,2239946800000.0,2117839100000.0
2217.0,1463865000000.0,1441060400000.0,2236551000000.0,2117510000000.0
2218.0,1458128200000.0,1437645000000.0,2234682400000.0,2105489200000.0
2219.0,1453771000000.0,1422465400000.0,2231855500000.0,2097723500000.0
2220.0,1448588000000.0,1420601200000.0,2222510300000.0,2105553800000.0
2221.0,1441237600000.0,1412986600000.0,2217325000000.0,2101995800000.0
2222.0,1435200000000.0,1412134000000.0,2218243000000.0,2097663300000.0
2223.0,1427658500000.0,1404999000000.0,2217347600000.0,2089578000000.0
2224.0,1422817900000.0,1392022100000.0,2220436000000.0,2087146700000.0
2225.0,1424521800000.0,1386483400000.0,2223384300000.0,2078733100000.0
2226.0,1422382700000.0,1380049400000.0,2219676800000.0,2060102700000.0
2227.0,1421965800000.0,1374703300000.0,2214442000000.0,2059516500000.0
2228.0,1410341500000.0,1370456600000.0,2214986300000.0,2053470000000.0
2229.0,1411153900000.0,1366934400000.0,2212542500000.0,2051747000000.0
2230.0,1407169200000.0,1363650700000.0,2207388800000.0,2053055200000.0
2231.0,1398468200000.0,1345977200000.0,2195204100000.0,2054225500000.0
2232.0,1392160800000.0,1335346600000.0,2197890500000.0,2044088800000.0
2233.0,1386690100000.0,1335073200000.0,2189793200000.0,2046621100000.0
2234.0,1384371200000.0,1330646900000.0,2177254000000.0,2043272400000.0
2235.0,1382932700000.0,1334777100000.0,2166567100000.0,2042613000000.0
2236.0,1375801600000.0,1333535000000.0,2157823700000.0,2044287000000.0
2237.0,1369468000000.0,1334011400000.0,2160307200000.0,2039324000000.0
2238.0,1365113600000.0,1330799700000.0,2161718700000.0,2036867000000.0
2239.0,1353644600000.0,1322802300000.0,2151310700000.0,2030975800000.0
2240.0,1343426800000.0,1317487500000.0,2146169000000.0,2025482400000.0
2241.0,1339952100000.0,1313404200000.0,2148275600000.0,2020515300000.0
2242.0,1335297700000.0,1304463700000.0,2137375900000.0,2023293300000.0
2243.0,1332547000000.0,1299997000000.0,2138958100000.0,2015228500000.0
2244.0,1327247500000.0,1302937700000.0,2137603600000.0,2017138700000.0
2245.0,1325467700000.0,1303022500000.0,2134574100000.0,2012011700000.0
2246.0,1321843200000.0,1303517900000.0,2134689200000.0,2006956000000.0
2247.0,1318276600000.0,1298079400000.0,2119947100000.0,2004610000000.0
2248.0,1308490600000.0,1295101500000.0,2119777300000.0,1996664000000.0
2249.0,1306662900000.0,1295537800000.0,2114738800000.0,1982988000000.0
2250.0,1303832200000.0,1284229800000.0,2116418500000.0,1974050000000.0
2251.0,1293746300000.0,1276118000000.0,2112510000000.0,1968782200000.0
2252.0,1285080500000.0,1272937200000.0,2106287700000.0,1965678300000.0
2253.0,1287771300000.0,1268966400000.0,2099826700000.0,1963861200000.0
2254.0,1284301700000.0,1267253500000.0,2089951400000.0,1963762600000.0
2255.0,1286024300000.0,1267064100000.0,2080978400000.0,1957532700000.0
2256.0,1283407600000.0,1266581800000.0,2078479400000.0,1946867500000.0
2257.0,1283648700000.0,1271694100000.0,2072960800000.0,1945850500000.0
2258.0,1279213000000.0,1262763400000.0,2067430600000.0,1947883000000.0
2259.0,1278511800000.0,1247803900000.0,2057094000000.0,1948044100000.0
2260.0,1277794800000.0,1243390800000.0,2058786400000.0,1944801000000.0
2261.0,1273819200000.0,1243842000000.0,2062064200000.0,1946874800000.0
2262.0,1275117400000.0,1240702900000.0,2063230800000.0,1943136200000.0
2263.0,1272316200000.0,1231691700000.0,2066982000000.0,1934379000000.0
2264.0,1269537400000.0,1226989800000.0,2062537300000.0,1938111700000.0
2265.0,1272786500000.0,1224679000000.0,2074557300000.0,1930069900000.0
2266.0,1270226600000.0,1222720000000.0,2076441400000.0,1922448200000.0
2267.0,1263111000000.0,1222218100000.0,2068071700000.0,1920593600000.0
2268.0,1262206500000.0,1221068200000.0,2047117600000.0,1916639400000.0
2269.0,1255669200000.0,1217407000000.0,2043489400000.0,1906548100000.0
2270.0,1245319300000.0,1213060300000.0,2043995200000.0,1898831400000.0
2271.0,1244683300000.0,1216564000000.0,2047332000000.0,1897974500000.0
2272.0,1243454100000.0,1220622800000.0,2052368000000.0,1890433600000.0
2273.0,1242363900000.0,1220759900000.0,2057850300000.0,1885350400000.0
2274.0,1239889900000.0,1215207600000.0,2056732800000.0,1886850300000.0
2275.0,1242280400000.0,1214848800000.0,2064961100000.0,1880206200000.0
2276.0,1237599900000.0,1213197300000.0,2065229500000.0,1874062600000.0
2277.0,1237764000000.0,1214201100000.0,2057423200000.0,1872430500000.0
2278.0,1232576300000.0,1212063400000.0,2056145200000.0,1874088400000.0
2279.0,1231431000000.0,1205588900000.0,2047028400000.0,1879312000000.0
2280.0,1225923800000.0,1196459800000.0,2049016500000.0,1878778400000.0
2281.0,1226800100000.0,1190393800000.0,2042589300000.0,1883087200000.0
2282.0,1220020000000.0,1183519700000.0,2039645200000.0,1890066200000.0
2283.0,1218198500000.0,1178935000000.0,2031873000000.0,1888284000000.0
2284.0,1208915000000.0,1177224900000.0,2023674000000.0,1874900000000.0
2285.0,1204812300000.0,1180315400000.0,2011565700000.0,1878917000000.0
2286.0,1197594900000.0,1186812400000.0,2007269500000.0,1879760200000.0
2287.0,1197849300000.0,1185915000000.0,2006681400000.0,1873577200000.0
2288.0,1198513000000.0,1180897100000.0,2001727100000.0,1876059400000.0
2289.0,1204665800000.0,1181858100000.0,1995540400000.0,1879359400000.0
2290.0,1204372400000.0,1175946500000.0,1995790900000.0,1876317000000.0
2291.0,1202625300000.0,1175252400000.0,1995322600000.0,1867627500000.0
2292.0,1208112600000.0,1169005600000.0,1983089200000.0,1871638200000.0
2293.0,1201850700000.0,1160496300000.0,1983186700000.0,1867752000000.0
2294.0,1196259500000.0,1154113000000.0,1983007600000.0,1868066200000.0
2295.0,1197184100000.0,1125863000000.0,1987672900000.0,1862375200000.0
2296.0,1196917300000.0,1117740700000.0,1983733800000.0,1864892200000.0
2297.0,1199869100000.0,1114581100000.0,1979484200000.0,1869320700000.0
2298.0,1196406300000.0,1114719500000.0,1980776600000.0,1870665700000.0
2299.0,1189047400000.0,1114098600000.0,1981474300000.0,1867166600000.0
2300.0,1188292600000.0,1114293700000.0,1977482200000.0,1867590700000.0
