time,CANESM5,ACCESS-ESM1-5,IPSL-CM6A-LR,MRI-ESM2-0,ACCESS-CM2,CESM2-WACCM
2078.0,70748316000.0,99990160000.0,57064500000.0,98897800000.0,84406160000.0,99333140000.0
2079.0,68849934000.0,96713960000.0,52104765000.0,95003620000.0,81222810000.0,93683880000.0
2080.0,66689460000.0,93897966000.0,47890346000.0,90281050000.0,80621160000.0,91173150000.0
2081.0,60361300000.0,89765840000.0,44333076000.0,86554526000.0,77621200000.0,88718290000.0
2082.0,58776252000.0,88547440000.0,39039095000.0,84689620000.0,76164060000.0,85498660000.0
2083.0,54631895000.0,85123690000.0,37844810000.0,79879510000.0,74526654000.0,80367860000.0
2084.0,49083236000.0,81356464000.0,35201372000.0,77189430000.0,71998090000.0,78214310000.0
2085.0,46747967000.0,78737105000.0,32388897000.0,74208540000.0,69642080000.0,75249750000.0
2086.0,46374207000.0,75986580000.0,32562469000.0,72683580000.0,65070293000.0,72620580000.0
2087.0,44448223000.0,75130905000.0,30417983000.0,72188030000.0,61801136000.0,69727980000.0
2088.0,42250590000.0,72094370000.0,27817843000.0,68820615000.0,59348914000.0,65539654000.0
2089.0,39786844000.0,68383556000.0,25944338000.0,67170546000.0,58702356000.0,62535730000.0
2090.0,37642480000.0,66308477000.0,25335888000.0,65566806000.0,56275554000.0,62179926000.0
2091.0,35774040000.0,64119970000.0,22548617000.0,64742617000.0,54324036000.0,60049134000.0
2092.0,33889784000.0,61765770000.0,21679393000.0,63818486000.0,52309110000.0,57574750000.0
2093.0,31835034000.0,59928633000.0,20864793000.0,61573132000.0,49496224000.0,53992440000.0
2094.0,29581570000.0,56986333000.0,19811686000.0,60144288000.0,47798444000.0,52137190000.0
2095.0,27401790000.0,55230083000.0,18407574000.0,58349580000.0,46172918000.0,48690033000.0
2096.0,28201253000.0,54366230000.0,17068623000.0,58935472000.0,44908438000.0,47110124000.0
2097.0,27579924000.0,53389386000.0,16119720000.0,55621730000.0,42392674000.0,44671844000.0
2098.0,26032247000.0,53299160000.0,17080661000.0,53336640000.0,40196235000.0,43312693000.0
2099.0,25018378000.0,52000720000.0,15888330000.0,52101870000.0,40411640000.0,42158510000.0
2100.0,22731740000.0,51357393000.0,14904309000.0,50839953000.0,41285865000.0,40828432000.0
2101.0,23062004000.0,50485477000.0,13910542000.0,49232744000.0,38834290000.0,39197102000.0
2102.0,22190707000.0,48368304000.0,13339629000.0,47917570000.0,37002890000.0,37568913000.0
2103.0,21127995000.0,46626603000.0,12333272000.0,46261820000.0,36027570000.0,35175997000.0
2104.0,19527821000.0,45470580000.0,11872255000.0,45142630000.0,32867348000.0,33430297000.0
2105.0,18811898000.0,45768106000.0,11253604000.0,42833320000.0,31079637000.0,32530092000.0
2106.0,17952246000.0,44021346000.0,10504838000.0,40946926000.0,28693445000.0,32356276000.0
2107.0,17526297000.0,42212340000.0,10056159000.0,38814160000.0,26524137000.0,31530138000.0
2108.0,17112527000.0,41387240000.0,9289068000.0,36933220000.0,25599566000.0,31096627000.0
2109.0,15066615000.0,40444340000.0,8642846000.0,35002814000.0,25773349000.0,30077231000.0
2110.0,15129188000.0,39343770000.0,8057881600.0,34155794000.0,25289816000.0,29283713000.0
2111.0,13546598000.0,38423120000.0,7619481000.0,32668470000.0,24380439000.0,28262541000.0
2112.0,12705145000.0,36482550000.0,7223575600.0,31751856000.0,22818136000.0,27455164000.0
2113.0,14279732000.0,34651963000.0,6841541600.0,31360662000.0,21243670000.0,26592050000.0
2114.0,14304163000.0,35249830000.0,6408106000.0,30350287000.0,20164946000.0,25395175000.0
2115.0,13233000000.0,35242643000.0,5844500500.0,29611550000.0,19418960000.0,24254046000.0
2116.0,13533771000.0,33428586000.0,5050109400.0,29220518000.0,19028687000.0,23853933000.0
2117.0,12804260000.0,32688579000.0,5317536300.0,29344414000.0,18155390000.0,23286077000.0
2118.0,11880864000.0,31975217000.0,4945172000.0,28585204000.0,18142271000.0,23236055000.0
2119.0,11354251000.0,30670152000.0,4502266400.0,28381243000.0,17275947000.0,21909310000.0
2120.0,10571221000.0,28338108000.0,4171545000.0,27349545000.0,16588727000.0,20815897000.0
2121.0,9967075000.0,27482690000.0,4109061400.0,27842610000.0,16064195000.0,19630387000.0
2122.0,8978550000.0,26418588000.0,3784002600.0,26929635000.0,15940199000.0,19711248000.0
2123.0,9334664000.0,26448865000.0,3483313000.0,27375786000.0,15170621000.0,18668878000.0
2124.0,9705784000.0,25902109000.0,3291952400.0,26236980000.0,14717365000.0,17866674000.0
2125.0,8898336000.0,25276799000.0,3115426300.0,25281341000.0,15128270000.0,17497625000.0
2126.0,8962853000.0,25027146000.0,3071899100.0,24697375000.0,14413758000.0,16674688000.0
2127.0,9201705000.0,23463348000.0,3301981400.0,23667126000.0,13887511000.0,15998499000.0
2128.0,9267954000.0,23749163000.0,3054095000.0,23235187000.0,13884698000.0,15956938000.0
2129.0,8825770000.0,23268577000.0,2919260400.0,22382060000.0,13122061000.0,15496060000.0
2130.0,8261994500.0,22389807000.0,2865667300.0,21937312000.0,13798232000.0,15501113000.0
2131.0,8271083500.0,22450070000.0,2633359000.0,21710641000.0,13364165000.0,15181810000.0
2132.0,8038017000.0,21894291000.0,2613734100.0,21047460000.0,13288843000.0,14797020000.0
2133.0,8756924000.0,21812326000.0,2477738200.0,20606212000.0,11920238000.0,14651985000.0
2134.0,8274241500.0,21777713000.0,2397959700.0,20026745000.0,11078335000.0,14373282000.0
2135.0,7929408000.0,21467380000.0,2227141600.0,20372673000.0,10373143000.0,13695974000.0
2136.0,7177149000.0,20708710000.0,2071152000.0,19326190000.0,10164565000.0,13554690000.0
2137.0,6566319600.0,20300382000.0,2090111100.0,18477832000.0,10526544000.0,13512036000.0
2138.0,6377431600.0,20129978000.0,1997950500.0,18325533000.0,10880669000.0,13031487000.0
2139.0,6183283700.0,19757763000.0,1913219300.0,17506750000.0,10977654000.0,12573631000.0
2140.0,6096931300.0,19243821000.0,1765037300.0,17304994000.0,12693104000.0,12205533000.0
2141.0,5971416000.0,18823944000.0,1662086400.0,16456520000.0,11803427000.0,11660738000.0
2142.0,5438019000.0,18694054000.0,1656292200.0,15494457000.0,11003424000.0,11512782000.0
2143.0,5230929000.0,18402443000.0,1531898900.0,15560089000.0,10102154000.0,11050999000.0
2144.0,4974354400.0,17392488000.0,1388146800.0,15110742000.0,9280447000.0,10982130000.0
2145.0,4695266000.0,16954568000.0,1241882100.0,15094937000.0,8676465000.0,10751156000.0
2146.0,4460036000.0,17022495000.0,1202153100.0,14794566000.0,8088514600.0,10972989000.0
2147.0,4071504600.0,16557795000.0,1237475600.0,14536821000.0,7832922600.0,10565567000.0
2148.0,4148548900.0,16415554000.0,1250698000.0,14251213000.0,7367564000.0,9916010000.0
2149.0,3942192400.0,16794858000.0,1191297200.0,14033725000.0,7161088000.0,10113154000.0
2150.0,3685092600.0,16276944000.0,1097198100.0,13658101000.0,6865992700.0,9912953000.0
2151.0,3464733200.0,16159433000.0,1024810900.0,13659518000.0,6823023000.0,9599405000.0
2152.0,3239004000.0,16399470000.0,995971800.0,14050597000.0,6970845700.0,9275052000.0
2153.0,3113433900.0,16078521000.0,1043766140.0,13764730000.0,6910320000.0,9212529000.0
2154.0,3294560500.0,15843533000.0,978450050.0,13912866000.0,6579729400.0,9238620000.0
2155.0,2971664600.0,15599401000.0,924736640.0,13629187000.0,6269665300.0,9012125000.0
2156.0,2974134800.0,14598820000.0,892839100.0,13856091000.0,6527269000.0,8726742000.0
2157.0,2810464500.0,14719542000.0,969666200.0,14006100000.0,6239026000.0,8492306400.0
2158.0,2823867100.0,14494554000.0,923838800.0,13652686000.0,5992366600.0,8374505500.0
2159.0,2781578800.0,14467497000.0,894378400.0,13272540000.0,5732023300.0,7998569000.0
2160.0,2657894400.0,13950587000.0,862006300.0,13073433000.0,5386538500.0,7672853500.0
2161.0,2420779000.0,14347299000.0,793058000.0,12371921000.0,5635176400.0,7734560000.0
2162.0,2439395800.0,14067609000.0,753593200.0,12094026000.0,5617790500.0,7578153500.0
2163.0,2386595600.0,13892603000.0,744493440.0,12293712000.0,5249900500.0,7432738300.0
2164.0,2313497000.0,13805624000.0,749255700.0,12387433000.0,5178882000.0,7242282500.0
2165.0,2202056400.0,13406984000.0,693677100.0,12081893000.0,4952447000.0,6867702000.0
2166.0,2247930400.0,13597254000.0,646718400.0,11776574000.0,4792204300.0,6584244700.0
2167.0,2148249600.0,13762111000.0,636930300.0,11468059000.0,4590033000.0,6326802400.0
2168.0,2016428900.0,13408208000.0,556748600.0,11533794000.0,4372638000.0,6481042400.0
2169.0,1795158300.0,12925687000.0,527074270.0,11236139000.0,4499842000.0,6468234000.0
2170.0,1709536400.0,12838587000.0,496333540.0,11027888000.0,4514489000.0,6313069600.0
2171.0,1654897300.0,12705102000.0,455158340.0,10575441000.0,4716368400.0,6370230300.0
2172.0,1487514000.0,12634578000.0,459841020.0,10375827000.0,4460584000.0,6196935700.0
2173.0,1701831800.0,12244794000.0,431667300.0,10998273000.0,4144674800.0,5901321700.0
2174.0,1561048800.0,11699750000.0,386682800.0,11034254000.0,3945323800.0,5889638400.0
2175.0,1433247700.0,11484579000.0,370320960.0,10889062000.0,3899656000.0,5685159400.0
2176.0,1311628400.0,11267602000.0,337425800.0,10714466000.0,3984072700.0,5521546000.0
2177.0,1266376200.0,10775031000.0,374691780.0,10596646000.0,3831285000.0,5381797000.0
2178.0,1324120600.0,10411855000.0,348113000.0,10234523000.0,4013632000.0,5315995600.0
2179.0,1281436700.0,10395563000.0,320635420.0,10101966000.0,3984549400.0,5289218600.0
2180.0,1193399800.0,10393767000.0,300736900.0,9934408000.0,3653877800.0,5122686500.0
2181.0,1220951600.0,10774334000.0,282330750.0,9768358000.0,3389525500.0,5178161700.0
2182.0,1347319700.0,10674048000.0,290929540.0,9926361000.0,3320209200.0,5125512000.0
2183.0,1498291000.0,10280704000.0,285708930.0,9706482000.0,3137894000.0,5060116500.0
2184.0,1410927100.0,9755445000.0,261119710.0,9973636000.0,3157233700.0,5007955500.0
2185.0,1383477800.0,10322547000.0,253926740.0,9706030000.0,3184005000.0,5131198500.0
2186.0,1345049500.0,10229458000.0,227219600.0,9403064000.0,3075788500.0,5179851000.0
2187.0,1301837700.0,10697138000.0,217455000.0,9479203000.0,2863790000.0,5038736400.0
2188.0,1346098800.0,10601844000.0,213273170.0,9195521000.0,3404366600.0,4937604600.0
2189.0,1571176000.0,9761439000.0,182532100.0,9318963000.0,3214697500.0,4815259000.0
2190.0,1581412400.0,9403595000.0,164847220.0,9070644000.0,3203629000.0,4749930000.0
2191.0,1429150100.0,8973503000.0,174787340.0,8736280000.0,3271587300.0,4778755600.0
2192.0,1244228400.0,9013801000.0,180185700.0,8646773000.0,3245616000.0,4685026300.0
2193.0,1067800400.0,9006361000.0,175927800.0,9066385000.0,2922083600.0,4580071000.0
2194.0,980184640.0,9184399000.0,166812750.0,9078632000.0,2926255000.0,4495987700.0
2195.0,996836900.0,8991932000.0,163606080.0,8993283000.0,2980870700.0,4604562000.0
2196.0,1037976060.0,9250243000.0,174650750.0,8529898000.0,2787917800.0,4660807000.0
2197.0,975426050.0,8856841000.0,174513730.0,8631277000.0,2802731000.0,4376886000.0
2198.0,838436400.0,8560195600.0,177313710.0,8326637000.0,2910632700.0,4232313000.0
2199.0,762135900.0,8463663000.0,167312510.0,7874248700.0,2700146700.0,4269046800.0
2200.0,808352300.0,8390842000.0,159865390.0,7674750000.0,2534599000.0,4237237500.0
2201.0,777548400.0,8775114000.0,157121710.0,7870748000.0,2497974800.0,4240448500.0
2202.0,715835100.0,8909022000.0,187745070.0,7547389000.0,2584223500.0,4275477000.0
2203.0,726508350.0,8829784000.0,179501710.0,7176721000.0,2446676700.0,4422458400.0
2204.0,684629950.0,8742057000.0,164181890.0,6792065000.0,2456037600.0,4498413000.0
2205.0,701618050.0,8412422000.0,162602830.0,6965202400.0,2320424700.0,4408979500.0
2206.0,738860500.0,8443969500.0,157129800.0,6978324500.0,2285606100.0,4294371600.0
2207.0,675598400.0,8406563000.0,141437950.0,7079560000.0,2103801500.0,4207934500.0
2208.0,632300860.0,8354803700.0,133508664.0,6988470300.0,2461476400.0,4138347300.0
2209.0,567385540.0,8594668000.0,132821220.0,6937081300.0,2547082500.0,3987803400.0
2210.0,642119100.0,8869821000.0,124104200.0,6881437700.0,2486626000.0,4001821700.0
2211.0,572467500.0,8718236000.0,133112536.0,7120847400.0,2436390000.0,3909619500.0
2212.0,696056200.0,8273130000.0,129378040.0,7234059300.0,2516138800.0,3909400300.0
2213.0,655257150.0,7921476600.0,130941704.0,7114855400.0,2478595300.0,3803138300.0
2214.0,561301060.0,8068882400.0,131663190.0,6870586000.0,2639027700.0,3787293000.0
2215.0,554192700.0,7988226600.0,124654270.0,6614405000.0,2597905400.0,3750102300.0
2216.0,549523700.0,8107270000.0,116607944.0,7026952000.0,2422780000.0,3782554400.0
2217.0,500152000.0,8056340000.0,108226200.0,6975075000.0,2648081400.0,3737959200.0
2218.0,494960800.0,7884004000.0,116379960.0,6703521300.0,2578121000.0,3601425700.0
2219.0,549559200.0,7678099000.0,109796080.0,6584576000.0,2819716000.0,3604280300.0
2220.0,537646850.0,7737875500.0,102166510.0,6499163600.0,3084493800.0,3638165200.0
2221.0,513896860.0,7569130000.0,100037224.0,6725371000.0,2955064300.0,3639600000.0
2222.0,519911070.0,7370319400.0,91432230.0,6817301500.0,2938187500.0,3541053000.0
2223.0,531554750.0,6994723000.0,92184140.0,6834331000.0,2862910700.0,3562467000.0
2224.0,523368700.0,6882409000.0,89503860.0,6717228500.0,2851411000.0,3586194000.0
2225.0,480826200.0,6837425700.0,83469224.0,6574289400.0,2683304200.0,3576920300.0
2226.0,471701200.0,6796400600.0,78047060.0,6852974000.0,2518805200.0,3569304600.0
2227.0,447206750.0,7125089000.0,75283010.0,6734540300.0,2471701000.0,3643737600.0
2228.0,500795360.0,7372808000.0,66519450.0,6764593000.0,2280630300.0,3587865000.0
2229.0,502529730.0,7295554600.0,65490084.0,6654990000.0,2123263900.0,3539803000.0
2230.0,446593730.0,7158200000.0,65552980.0,6777653000.0,2098619900.0,3588148500.0
2231.0,388574430.0,6945542700.0,56338412.0,6843690000.0,2134840800.0,3431683800.0
2232.0,369038720.0,6634230300.0,50947812.0,6782347300.0,2188104700.0,3411308000.0
2233.0,361948640.0,6449791500.0,48603744.0,6916329500.0,2108562700.0,3308189700.0
2234.0,369894340.0,6169246700.0,45114950.0,6749791700.0,2130174700.0,3366501400.0
2235.0,342571970.0,6282684000.0,50558304.0,6531269600.0,2055982600.0,3225163500.0
2236.0,352053220.0,6081306600.0,53324590.0,6569213000.0,1980705300.0,3095057700.0
2237.0,337232450.0,6299236000.0,54834764.0,6536629000.0,1943264600.0,3049983500.0
2238.0,300495600.0,6006327300.0,57669544.0,6664903000.0,1910570100.0,3065778000.0
2239.0,354330900.0,5999924000.0,67932140.0,6420195000.0,1984543500.0,3163535400.0
2240.0,368532830.0,5992430600.0,67115380.0,6194777600.0,1916812400.0,3154091300.0
2241.0,371077000.0,5981185000.0,64663628.0,6201898500.0,1880648300.0,3144395300.0
2242.0,334472400.0,5941494300.0,63987810.0,6946420700.0,1854907300.0,3118987800.0
2243.0,325035780.0,6159382500.0,62933810.0,6885321700.0,1790674300.0,3058934800.0
2244.0,290126900.0,6343068000.0,68230100.0,6532190000.0,1895452400.0,3048114700.0
2245.0,282573860.0,6244709000.0,69312990.0,6548980700.0,1815038300.0,3009630700.0
2246.0,279083260.0,6121705000.0,68087630.0,6540269600.0,1761511000.0,3039851000.0
2247.0,274903200.0,6010397700.0,63105480.0,6679084000.0,1688465400.0,3016348700.0
2248.0,295345920.0,5806024700.0,63814660.0,6816968000.0,1719981600.0,3062129400.0
2249.0,267833650.0,5379962000.0,62967420.0,6807110000.0,1723564800.0,3025959200.0
2250.0,263995890.0,5402750500.0,64008030.0,6626413000.0,1819391500.0,3069948000.0
2251.0,303091200.0,5236748300.0,61898344.0,6389199400.0,1739735600.0,3003486700.0
2252.0,295610340.0,5225872000.0,61131384.0,6425019000.0,1847104600.0,2987929900.0
2253.0,312440400.0,5367937500.0,61662776.0,6153889000.0,1820512100.0,2996863000.0
2254.0,289753440.0,5352936000.0,55480856.0,6194404400.0,1884804100.0,2987735000.0
2255.0,284067070.0,5092793300.0,55057850.0,6126455000.0,1873771600.0,3005214200.0
2256.0,267101420.0,4935387600.0,51051624.0,6261494000.0,1850899100.0,3100431600.0
2257.0,303544130.0,4922136600.0,55424824.0,6089281500.0,1819627600.0,3079491600.0
2258.0,303987140.0,4957925000.0,56646544.0,6150283300.0,1731437000.0,2963723500.0
2259.0,271350720.0,5065317000.0,57988560.0,6717391400.0,1655340800.0,2950609400.0
2260.0,233691300.0,5201171500.0,58814000.0,6904695300.0,1617821600.0,2896009700.0
2261.0,219281010.0,5372223000.0,57142292.0,6768105500.0,1614895000.0,2821849900.0
2262.0,286931070.0,5293316000.0,55384170.0,6583270000.0,1767897300.0,2754865200.0
2263.0,306110560.0,5337367000.0,57062184.0,6436321300.0,1787045600.0,2721485300.0
2264.0,283121100.0,5592340500.0,56111096.0,6225205000.0,1738639000.0,2643249400.0
2265.0,270584350.0,5695889400.0,53090900.0,6302236700.0,1689056800.0,2723158800.0
2266.0,250673820.0,5467440000.0,55637900.0,6817634000.0,1589034900.0,2622183700.0
2267.0,212269820.0,5327248400.0,58942016.0,7148973600.0,1577558900.0,2652190700.0
2268.0,191056340.0,5467949600.0,57456052.0,7243267600.0,1649868000.0,2561463600.0
2269.0,212324110.0,5250694000.0,54840864.0,6883739600.0,1807905500.0,2663506000.0
2270.0,215714660.0,5393826000.0,51361984.0,7030266400.0,1794313900.0,2683333000.0
2271.0,218195620.0,5151610400.0,49234116.0,6827975000.0,1750374900.0,2698763000.0
2272.0,211801630.0,5260588500.0,45254130.0,6147429400.0,1663529100.0,2700750000.0
2273.0,189101360.0,5233387500.0,46969876.0,6075995000.0,1635941400.0,2612664600.0
2274.0,199661520.0,5111905000.0,50174516.0,6068576000.0,1599174900.0,2733596700.0
2275.0,207331730.0,5304951300.0,46824390.0,5901857300.0,1544582700.0,2792252400.0
2276.0,207131340.0,5205301000.0,43286730.0,6263247400.0,1672008800.0,2793096200.0
2277.0,235709580.0,5441971700.0,42276430.0,6302110000.0,1773124200.0,2724867600.0
2278.0,205486850.0,5542157300.0,43509044.0,6083788300.0,1725768600.0,2673194500.0
2279.0,215575310.0,5087552500.0,40728960.0,5876553700.0,1575434100.0,2761711000.0
2280.0,216089710.0,5038866400.0,41586384.0,5774183000.0,1576664400.0,2730520600.0
2281.0,241694240.0,4949320700.0,40100292.0,6177136600.0,1736832100.0,2680648200.0
2282.0,211745070.0,4668514300.0,38868364.0,6161148400.0,1719742100.0,2739087600.0
2283.0,233169860.0,4831212000.0,40733744.0,6277224000.0,1867090300.0,2784424000.0
2284.0,229558740.0,4841381400.0,42580080.0,6351768600.0,2101256600.0,2692960300.0
2285.0,207675790.0,4932771000.0,42371644.0,6553137000.0,2178474200.0,2712021000.0
2286.0,205747620.0,5110618600.0,42039184.0,6841136000.0,2070607600.0,2652631600.0
2287.0,219942200.0,4949279000.0,43711924.0,6698129400.0,2014224000.0,2655612700.0
2288.0,191558030.0,4812802600.0,44373708.0,6655171000.0,1804662400.0,2594263600.0
2289.0,183864900.0,4645355000.0,40793364.0,6497608000.0,1682989400.0,2698271000.0
2290.0,187991490.0,4745774000.0,40575170.0,6130109000.0,1640796900.0,2739792000.0
2291.0,203204130.0,4710738000.0,44186100.0,6036781600.0,1760511500.0,2669186300.0
2292.0,178557840.0,4560023000.0,47612132.0,6258409500.0,2010783700.0,2575711500.0
2293.0,186612500.0,4655718400.0,47157264.0,6169555500.0,2139148200.0,2553792300.0
2294.0,186715860.0,4799624000.0,43646480.0,5878563300.0,2095958100.0,2590813700.0
2295.0,261914510.0,5035777000.0,41253704.0,5977865700.0,2027373800.0,2651640300.0
2296.0,260153970.0,5188069400.0,38991240.0,6008191000.0,2026074500.0,2670905000.0
2297.0,230988740.0,5268804000.0,38368772.0,6168276000.0,1878912300.0,2707420000.0
2298.0,198915220.0,5057832400.0,35631676.0,5845741600.0,1748001500.0,2644257300.0
2299.0,220233740.0,5386763300.0,35113840.0,5666560000.0,1791594900.0,2687490000.0
