time,CCSM4,CESM1-CAM5
2000,28635624535341.215,28635624535341.215
2001,28562614679631.28,28564708672872.87
2002,28549766605367.85,28561124977159.066
2003,28476548558868.58,28540603641171.08
2004,28431477568886.1,28541200339554.246
2005,28368676801410.387,28508165287306.35
2006,28362055109833.2,28405184000288.184
2007,28346806247205.848,28390441172146.477
2008,28305673925691.875,28369335053884.69
2009,28241912037864.973,28338038215423.438
2010,28220605934501.55,28303451286265.938
2011,28200229020711.723,28253587500185.04
2012,28158400286192.227,28175871593966.207
2013,28087009251951.324,28166016688519.074
2014,28071739125577.48,28128334403149.633
2015,28052896107933.562,28118599560321.23
2016,28009479517865.07,28028370831972.926
2017,27989994806553.164,27997087245965.438
2018,27951518071579.184,27959546862545.65
2019,27914258309216.68,27938742711196.965
2020,27884303072787.938,27877749294707.92
2021,27864382696704.055,27788451534066.74
2022,27830763572423.844,27682731663095.215
2023,27815229076700.562,27578350136524.992
2024,27729843179093.01,27449552339059.832
2025,27670479128125.03,27299918892268.13
2026,27535382210840.492,27142120500397.426
2027,27501587168702.29,27078327907928.707
2028,27460475631419.4,26985799122855.3
2029,27393618651001.23,26858545489734.098
2030,27346457966460.234,26754238997518.46
2031,27338389618354.535,26608593254940.094
2032,27298152106725.55,26556359033182.12
2033,27261910919195.98,26483462509898.133
2034,27243505756657.742,26411014591152.36
2035,27176009994163.19,26301776636214.812
2036,27145088029079.793,26231675579325.418
2037,27053467886107.91,26078956468546.094
2038,27025506889372.87,25987233383424.664
2039,26922597623756.742,25862192927121.836
2040,26852187394025.184,25718241621212.746
2041,26829233615949.812,25619589602952.387
2042,26730659239037.625,25488360584735.406
2043,26692825969065.004,25316493131624.637
2044,26609901451962.848,25275221271616.82
2045,26509802044773.375,25208617520840.676
2046,26441927644717.297,25073032879559.848
2047,26428149894859.11,24877223812226.312
2048,26400356760142.46,24652045389279.414
2049,26330918091527.633,24582111034030.82
2050,26295710682130.613,24474116578534.066
2051,26234391550324.33,24268233127771.844
2052,26162453651698.996,24078434721529.863
2053,26050360998226.027,23865122074560.395
2054,25944404652207.28,23803072426111.56
2055,25884872936247.754,23655292843179.24
2056,25817494799732.72,23502053845469.258
2057,25806108634911.914,23317960805606.766
2058,25732904943292.945,23289815011209.7
2059,25649091367714.332,23142594231667.664
2060,25579581805868.457,22955982930178.156
2061,25519518085614.41,22758645816006.027
2062,25389110839827.117,22553750105984.83
2063,25329210509640.652,22407802577115.35
2064,25226484378608.42,22182355037692.684
2065,25096193988241.508,21964771644729.527
2066,24959497120009.88,21749599277166.62
2067,24904932996043.35,21503530594842.668
2068,24833924483119.45,21271016947974.066
2069,24748369444289.18,21050012891997.633
2070,24689821302981.73,20810495899746.926
2071,24648188968803.492,20602669469328.96
2072,24604356899610.72,20419008287970.535
2073,24550484921394.008,20343777994105.93
2074,24507787328534.6,20183152110300.207
2075,24418726671535.336,19947254300375.008
2076,24380137741204.914,19783155523013.24
2077,24195940989241.254,19653747303671.945
2078,24039213608789.188,19457560565477.004
2079,23925551478923.67,19269969805983.89
2080,23863990958767.203,19056226867545.906
2081,23817126152366.875,18920756103522.863
2082,23712272803803.38,18830896083106.758
2083,23624374785914.785,18642432856356.66
2084,23485184077723.367,18434008296356.945
2085,23282412028652.9,18237801135006.707
2086,23217082161535.13,17996667959739.957
2087,23160575429749.254,17759371863558.35
2088,23102375019566.117,17539036340653.732
2089,23042772763059.29,17297953980268.982
2090,22972885314275.766,17148492459751.355
2091,22881487768302.902,16895127636715.777
2092,22805634194492.04,16730800653215.373
2093,22683279568806.184,16644504781785.494
2094,22574372569280.586,16462833941781.926
2095,22455862783475.56,16282478624537.88
2096,22379271753478.473,16129990059884.559
2097,22270808467534.49,15921486747547.025
2098,22230059995495.445,15746474565549.068
2099,22147952392396.56,15520429342369.48
2100,22067471366234.39,15276849370237.207
2101,21961040012405.152,15040522484143.762
2102,21844491073061.793,14836639424690.723
2103,21760836864480.44,14685281356101.582
2104,21732775617636.355,14524411880531.562
2105,21661453254177.14,14411246730786.36
2106,21575531782791.03,14214869923904.393
2107,21477938346793.492,13979316138761.352
2108,21386821621845.867,13819020313711.55
2109,21266327975927.543,13632033841668.168
2110,21128660833843.215,13451432547559.781
2111,20998221802189.24,13319191741701.736
2112,20875577381124.1,13185900060702.688
2113,20783746489233.31,13053410368641.625
2114,20735322193535.84,12925726343693.574
2115,20572367409887.094,12798585409400.836
2116,20468842664902.773,12633990177966.05
2117,20436335127075.152,12507881187472.807
2118,20411126456110.105,12410702541410.885
2119,20346816481938.29,12290979738125.607
2120,20233119552702.83,12154280625781.664
2121,20099363148383.14,12019178122888.295
2122,20029075346524.453,11828880068044.69
2123,19906893038548.203,11662742589947.482
2124,19829639336693.61,11512528480325.066
2125,19782259745507.297,11420599159241.514
2126,19692213526133.54,11277999966596.252
2127,19622326151968.99,11142852021277.715
2128,19560135220759.41,10961096978031.035
2129,19516190114120.88,10889233983641.404
2130,19382210915324.51,10717049070526.053
2131,19267872922215.52,10546382228366.57
2132,19194043399778.906,10460949014881.145
2133,19113553217279.035,10355522105263.148
2134,18930576327818.64,10262701103780.21
2135,18903073915035.848,10147620617649.258
2136,18796806777920.316,9980360846186.357
2137,18651115325059.65,9777123279384.55
2138,18495522731838.957,9636098045195.195
2139,18356855618372.41,9458039916232.842
2140,18307273691830.184,9242575989608.316
2141,18261227208692.89,9118958172923.268
2142,18182045014972.64,8968169088356.268
2143,18067827901652.26,8847375242861.365
2144,17992470343793.68,8759238953451.13
2145,17894524258766.47,8637359634261.412
2146,17850505825719.98,8579319642401.297
2147,17718653259138.484,8516464376656.596
2148,17607118993770.33,8431462816207.486
2149,17453562762782.941,8372282218575.495
2150,17412558526860.154,8286941740734.965
2151,17335767868976.277,8181162877895.848
2152,17282666961164.37,8062904746161.466
2153,17263037892995.014,7943771454298.903
2154,17201301592339.074,7841406289998.105
2155,17080144263347.465,7728026822304.226
2156,16974349434853.115,7618972050493.463
2157,16935866739732.014,7464246254600.976
2158,16863955538667.684,7370338310416.086
2159,16784926849563.74,7269791832325.448
2160,16697122338177.355,7187009489087.082
2161,16591324598348.13,7080375612233.611
2162,16533709521832.291,6971474069217.21
2163,16430068287677.06,6905390019146.977
2164,16317307584071.535,6766826032932.387
2165,16231213301331.812,6700643129676.541
2166,16159704826636.252,6650690472818.685
2167,16069396437676.676,6566018449868.255
2168,15982239962120.98,6447719414622.882
2169,15853373421736.055,6319946733149.244
2170,15762508956497.455,6236493806841.268
2171,15690078708996.365,6159690246873.921
2172,15624836324634.389,6105406923135.237
2173,15535673476902.826,5977580397499.678
2174,15456494209395.445,5921580735908.098
2175,15345381999509.805,5844044834941.041
2176,15237203875920.883,5769735897836.795
2177,15177721551265.877,5664436577506.086
2178,15137833161794.248,5530151980457.014
2179,15077090346756.066,5463101944087.688
2180,14954135560186.445,5375416293390.545
2181,14903753690529.549,5296141557373.938
2182,14853328043523.012,5229493397151.9
2183,14785886211313.094,5152912661574.869
2184,14738261956365.223,5084449187010.745
2185,14614260535587.404,4989581379287.999
2186,14474212245386.648,4937773667839.611
2187,14423746654597.438,4886463538556.095
2188,14374067226860.344,4815831731286.282
