time,CCSM4,CSIRO-Mk3-6-0,MPI-ESM-LR
2000,28635624535341.215,28635624535341.215,28635624535341.215
2001,28579421953425.996,28605343541189.875,28603974325476.92
2002,28572346192950.28,28589026392061.8,28562007097495.25
2003,28515291790395.797,28542272457466.62,28536714732429.324
2004,28481174809726.832,28485508142619.996,28529225044487.08
2005,28435774861463.38,28475839736796.816,28498363873798.902
2006,28434795219275.184,28430747009449.875,28453313504389.945
2007,28424844678117.883,28402249251431.664,28413862612660.25
2008,28358801606516.164,28357866746000.41,28382988369742.258
2009,28332694353472.492,28312073049092.312,28354878305692.87
2010,28306890920922.004,28237385997300.254,28336978630427.39
2011,28224172124312.266,28209767587310.48,28248034219341.582
2012,28206776917591.9,28200939483094.02,28187766706684.668
2013,28157867522184.773,28168203098626.207,28156832945532.48
2014,28149647993576.098,28136696472960.33,28134075994907.164
2015,28139153383499.93,28076591031041.92,28096322118235.633
2016,28080416358449.52,28001591287912.08,28023031742636.293
2017,28068083017491.535,27939334202673.773,28006728746707.426
2018,27997743434170.08,27923046218933.363,27916373448218.547
2019,27926333127356.027,27871663033095.09,27897193831716.336
2020,27827712818192.836,27841622844041.41,27845980474671.805
2021,27820650358716.668,27762234004888.785,27756699513771.95
2022,27794923769982.793,27714230951684.62,27747509800658.676
2023,27801125006778.31,27706803379137.562,27695245032725.336
2024,27786173642652.973,27699181847282.43,27672273459862.78
2025,27758907377508.996,27669702814789.203,27619768468839.04
2026,27754840268549.83,27651811191036.04,27613174163443.156
2027,27667629504447.105,27609433125093.836,27552593624020.812
2028,27599282238290.223,27540164202645.895,27486481685849.85
2029,27529613361202.086,27476393703112.043,27437086333172.344
2030,27520382762001.105,27457521859632.195,27392573631846.664
2031,27507196026259.297,27419661215701.562,27313725245596.184
2032,27481740127045.312,27387714103133.184,27249039087446.523
2033,27375743239901.957,27329278986739.867,27204069938868.547
2034,27342612065270.75,27286229284387.062,27153810611391.57
2035,27247835690918.88,27226184489016.62,27121579853240.207
2036,27229739193486.914,27138825585004.88,27092975220130.51
2037,27164026300715.92,27131611412536.277,27071564213438.133
2038,27066732412554.96,27051935051125.7,26961073650083.523
2039,27042872392241.375,27005789636867.46,26919586545552.926
2040,27007783043839.062,26962176319626.547,26866406444390.184
2041,26985398448190.332,26875592869149.18,26780324542150.906
2042,26907077063517.168,26855526052811.258,26763847850913.895
2043,26847200620309.215,26749918007822.71,26720369141869.125
2044,26802273332403.31,26681574305790.77,26588233550896.68
2045,26730460505248.223,26531461310103.72,26522642131661.03
2046,26731659584657.195,26499681823994.27,26440693269217.836
2047,26636122009415.863,26473804536442.13,26369185884065.85
2048,26597166886445.426,26422936858525.227,26311434023345.61
2049,26525184920878.266,26378852908097.645,26195015866789.902
2050,26464078485340.656,26339595388125.008,26092454016127.395
2051,26386293200135.496,26288361291432.71,26005743534358.86
2052,26352647255912.36,26263863443788.36,25955770578958.14
2053,26291880006621.105,26222250556783.54,25895111186236.574
2054,26226551354001.99,26113356983907.035,25814540925872.207
2055,26162877842808.074,26075961330891.766,25790173271125.707
2056,26118120605009.703,26019010337935.438,25732573825848.82
2057,26045785363201.8,25972904205614.188,25650320840852.69
2058,25958133178301.496,25892044517513.32,25572179428949.965
2059,25903204122096.23,25813137042926.668,25516801511504.81
2060,25856565136794.344,25752525152463.9,25463295165823.465
2061,25786332289701.58,25674502873905.516,25396957508270.625
2062,25736964022524.85,25561608924551.996,25278411755802.688
2063,25662122649950.16,25518437927043.613,25157659560592.227
2064,25543824286186.605,25460692720169.92,25073334322612.14
2065,25432276330114.44,25418685414704.133,24978722728255.84
2066,25341404057881.77,25394276466369.938,24888709715679.44
2067,25289694691742.74,25317470127897.684,24797983546635.07
2068,25229717798175.02,25225669542722.17,24695617998338.344
2069,25145300356654.777,25109363372918.715,24568436751148.94
2070,25058385162868.04,24992058876046.98,24515908424288.996
2071,24961491838968.043,24897788681353.14,24434714741905.57
2072,24819258180556.746,24797441686845.09,24323723272985.55
2073,24757522419596.86,24727003154425.504,24211793629926.76
2074,24686186117855.13,24619924778503.46,24133062187796.957
2075,24562359466425.56,24559374538540.3,23996867234783.582
2076,24431821184252.45,24455391437620.285,23902991055880.086
2077,24368307348270.35,24331263956094.27,23773035695834.04
2078,24302494690498.344,24255196122079.82,23697565514795.227
2079,24213165883006.543,24124478314166.48,23592466707135.543
2080,24066534523738.934,24008729502009.99,23482323167194.484
