time,CESM1-CAM5,CSIRO-Mk3-6-0,MPI-ESM-LR,NorESM1-M
2000,28635624535341.215,28635624535341.215,28635624535341.215,28635624535341.215
2001,28573586286773.73,28600594962398.73,28601846692068.027,28630427251345.066
2002,28568151591648.83,28580950927948.88,28559475210541.414,28600838693932.11
2003,28548461251427.51,28527363927144.42,28535743194490.25,28595110422939.094
2004,28547918754686.297,28465765045835.87,28527740271280.82,28574242896345.633
2005,28518834781561.28,28453172910438.99,28494779797461.875,28530839653395.637
2006,28413816995001.32,28403132759495.258,28453755997694.223,28502217869184.023
2007,28392287670706.117,28341322420151.117,28392474831136.48,28383935425109.48
2008,28382469620167.17,28323630501499.973,28350318471534.812,28342687999734.01
2009,28368996418559.215,28302240423223.617,28335394539101.957,28268399003264.387
2010,28305787584990.375,28275647380094.375,28305002657663.574,28229284633421.31
2011,28252551867538.59,28258869134337.14,28273430892240.625,28148389603776.383
2012,28204615352117.05,28217745862260.375,28242977397618.785,28080867922626.3
2013,28170645505679.684,28172706655311.613,28211760976375.805,28075818672890.793
2014,28162175566952.074,28146189924110.766,28165703878323.043,28066924900746.52
2015,28141777070505.742,28062673910760.867,28068630286648.168,28066624046199.508
2016,28095869238537.797,28014441083668.664,28004131389839.44,28040079292627.555
2017,28005314359667.027,27981322555910.02,27986851359432.844,27991141523836.55
2018,27984021831265.957,27933345519020.477,27938721462608.38,27942704119254.555
2019,27903945313494.473,27896541325065.742,27862916293820.17,27914898819257.586
2020,27858792903129.77,27859259477784.12,27826102817931.094,27858226796577.96
2021,27821658862797.16,27826069767576.543,27784609307869.035,27781638950997.91
2022,27729708361780.75,27772608415103.6,27732584215910.156,27735650660456.836
2023,27629466476990.703,27739022107117.633,27651380837459.348,27699801878608.777
2024,27502756267867.527,27695740219174.355,27634634575546.312,27575532951634.086
2025,27375258020270.85,27673366871313.062,27619127206551.883,27527400730139.42
2026,27325553959400.316,27614458222359.254,27583271540514.316,27460793553989.246
2027,27242877748380.03,27553587633400.477,27528015001853.582,27372460159189.027
2028,27157263673979.68,27531564121582.902,27505879255777.652,27374936045198.387
2029,27094654532989.203,27474000587789.906,27469043554668.43,27358119008648.168
2030,26975369875344.16,27467194354570.766,27368222801609.9,27307135828605.934
2031,26861321907180.508,27431448435319.8,27333337955626.156,27232689406035.684
2032,26735001391150.574,27409935131984.7,27281120633147.363,27207656687903.84
2033,26581018337736.95,27348872533154.938,27206103615713.625,27158298370501.43
2034,26467633905300.285,27258618663642.266,27128423812492.633,27159539384687.008
2035,26395589663458.023,27233580342172.05,27102190947974.332,27106353397622.57
2036,26285729789508.902,27174914359840.875,27056397680337.31,27093818517432.336
2037,26120528834074.527,27132275107601.168,27041845919349.793,27038228914148.42
2038,25949747435149.54,27086100048886.367,26982796910888.934,26987674643565.87
2039,25737311983623.383,27064336923658.582,26925781475585.387,26943204606897.61
2040,25596602057315.715,27033148999905.91,26859499563365.496,26862920324183.957
2041,25437006622891.625,26984826226044.19,26794704214500.06,26803525728421.547
2042,25279300332979.17,26846168258601.977,26735497078110.473,26758136149200.734
2043,25162383842627.367,26841413327859.117,26688377987422.22,26707145837674.715
2044,25021570589786.527,26827699309788.777,26667561539842.87,26636291664599.89
2045,24824327854511.934,26768077801398.574,26623825146973.043,26579970730603.277
