time,CESM2-WACCM,ACCESS-ESM1-5,ACCESS-CM2,MRI-ESM2-0,CANESM5,IPSL-CM6A-LR
2283.0,4413949000000.0,6458123500000.0,5077008400000.0,13458091000000.0,7127268000000.0,7268504400000.0
2284.0,4399846400000.0,6473188000000.0,5063233000000.0,13513704000000.0,7109874300000.0,7260991000000.0
2285.0,4411351000000.0,6492206000000.0,5085326700000.0,13538012000000.0,7089705000000.0,7264761500000.0
2286.0,4416359000000.0,6479396000000.0,5068715700000.0,13583739000000.0,7078483600000.0,7307833000000.0
2287.0,4428421700000.0,6471591400000.0,5063212000000.0,13609720000000.0,7058391300000.0,7298296600000.0
2288.0,4408822000000.0,6452644700000.0,5075624300000.0,13603688000000.0,7028723000000.0,7283251000000.0
2289.0,4390209200000.0,6458427000000.0,5065895000000.0,13600814000000.0,7046852000000.0,7254266000000.0
2290.0,4393502500000.0,6452012400000.0,5050205700000.0,13618270000000.0,7041264400000.0,7237083000000.0
2291.0,4392292200000.0,6476204600000.0,5038328000000.0,13682687000000.0,7036947000000.0,7225666000000.0
2292.0,4360769000000.0,6439119600000.0,5034843600000.0,13657915000000.0,7015676500000.0,7257751300000.0
2293.0,4346964300000.0,6442321000000.0,5025815300000.0,13719567000000.0,7013123000000.0,7258748000000.0
2294.0,4336793400000.0,6412865000000.0,4995719600000.0,13719611000000.0,7018802300000.0,7227954000000.0
2295.0,4327000500000.0,6470736300000.0,4991564000000.0,13734064000000.0,7064157000000.0,7250122400000.0
2296.0,4332005600000.0,6492727000000.0,4987982700000.0,13791968000000.0,7073737000000.0,7227878400000.0
2297.0,4339061000000.0,6488649000000.0,4987127000000.0,13855564000000.0,7066459600000.0,7223628500000.0
2298.0,4348301800000.0,6458766300000.0,4984582000000.0,13823504000000.0,7114134000000.0,7192054300000.0
2299.0,4349191500000.0,6493164000000.0,4994482300000.0,13804157000000.0,7149285000000.0,7194072000000.0
2300.0,4359241000000.0,6490734700000.0,4994085400000.0,13854746000000.0,7160653000000.0,7177000000000.0
