time,ACCESS-ESM1-5,ACCESS-CM2,CESM2-WACCM,IPSL-CM6A-LR,CANESM5,MRI-ESM2-0
2033.0,16245770000000.0,16314277000000.0,16195035000000.0,16404557000000.0,16782134000000.0,16624328000000.0
2034.0,16064688000000.0,16130924000000.0,16007334000000.0,16298428000000.0,16612009000000.0,16550495000000.0
2035.0,15919438000000.0,15953373000000.0,15800830000000.0,16219807000000.0,16489538000000.0,16501663000000.0
2036.0,15795845000000.0,15737445000000.0,15669378000000.0,16135017000000.0,16350298000000.0,16398034000000.0
2037.0,15609610000000.0,15527153000000.0,15489028000000.0,15990478000000.0,16163891000000.0,16283111000000.0
2038.0,15495621000000.0,15350040000000.0,15249825000000.0,15807216000000.0,16091009000000.0,16049405000000.0
2039.0,15219156000000.0,15273131000000.0,15111403000000.0,15686088000000.0,15975160000000.0,15851042000000.0
2040.0,15015803000000.0,15176708000000.0,15041482000000.0,15496532000000.0,15784455000000.0,15627272000000.0
2041.0,14791303000000.0,14949736000000.0,14900132000000.0,15358805000000.0,15563393000000.0,15500458000000.0
2042.0,14612879000000.0,14775697000000.0,14645107000000.0,15236010000000.0,15421951000000.0,15241671000000.0
2043.0,14469682000000.0,14527399000000.0,14432412000000.0,15126983000000.0,15199904000000.0,15091274000000.0
2044.0,14333605000000.0,14346652000000.0,14273945000000.0,14997319000000.0,14971624000000.0,14936353000000.0
2045.0,14191255000000.0,14131368000000.0,14108088000000.0,14818549000000.0,14738745000000.0,14770839000000.0
2046.0,14087872000000.0,13915624000000.0,13888611000000.0,14604332000000.0,14525721000000.0,14650737000000.0
2047.0,13855159000000.0,13701211000000.0,13796034000000.0,14366593000000.0,14342639000000.0,14503164000000.0
2048.0,13726087000000.0,13552379000000.0,13486238000000.0,14207371000000.0,14118030000000.0,14332144000000.0
2049.0,13577500000000.0,13396854000000.0,13193875000000.0,13975631000000.0,13910894000000.0,14145406000000.0
2050.0,13456077000000.0,13197037000000.0,12973420000000.0,13773459000000.0,13717553000000.0,14005253000000.0
2051.0,13373632000000.0,12990467000000.0,12830244000000.0,13618641000000.0,13505801000000.0,13830362000000.0
2052.0,13210558000000.0,12844135000000.0,12675501000000.0,13367662000000.0,13296766000000.0,13765103000000.0
2053.0,12978596000000.0,12676812000000.0,12505310000000.0,13163251000000.0,13111552000000.0,13642516000000.0
2054.0,12777075000000.0,12459845000000.0,12171554000000.0,12905009000000.0,12939306000000.0,13482567000000.0
2055.0,12531800000000.0,12247502000000.0,11878277000000.0,12698146000000.0,12762075000000.0,13322563000000.0
2056.0,12321912000000.0,11993472000000.0,11652132000000.0,12530982000000.0,12589800000000.0,13185747000000.0
2057.0,12031763000000.0,11715569000000.0,11376386000000.0,12302590000000.0,12344662000000.0,13075499000000.0
2058.0,11795213000000.0,11522656000000.0,11171511000000.0,12098423000000.0,12123025000000.0,12865720000000.0
2059.0,11520144000000.0,11303791000000.0,10964056000000.0,11912133000000.0,11949590000000.0,12700848000000.0
2060.0,11238023000000.0,11089416000000.0,10693399000000.0,11661612000000.0,11737181000000.0,12472289000000.0
2061.0,10951591000000.0,10855580000000.0,10447086000000.0,11479630000000.0,11530212000000.0,12300253000000.0
2062.0,10804384000000.0,10660172000000.0,10214804000000.0,11210779000000.0,11331660000000.0,12162835000000.0
2063.0,10572373000000.0,10403519000000.0,9993842000000.0,11021632000000.0,11142619000000.0,11989997000000.0
2064.0,10379141000000.0,10197166000000.0,9758707000000.0,10827073000000.0,10990162000000.0,11731170000000.0
2065.0,10134141000000.0,9968554000000.0,9426655000000.0,10640516000000.0,10826219000000.0,11628664000000.0
2066.0,9849021000000.0,9797105000000.0,9129139000000.0,10397100000000.0,10678467000000.0,11455975000000.0
2067.0,9648159000000.0,9572387000000.0,8797052000000.0,10174067000000.0,10437268000000.0,11342831000000.0
2068.0,9428555000000.0,9330254000000.0,8490711000000.0,9998031000000.0,10257747000000.0,11206577000000.0
2069.0,9200823000000.0,9111538000000.0,8288931000000.0,9847743000000.0,10103183000000.0,11115205000000.0
2070.0,8898360000000.0,8913259000000.0,8128771400000.0,9671619000000.0,9902879000000.0,11013659000000.0
2071.0,8672126700000.0,8716795500000.0,7853727000000.0,9509575000000.0,9689835000000.0,10835017000000.0
2072.0,8389503000000.0,8523164000000.0,7558427000000.0,9274707000000.0,9485767000000.0,10661589000000.0
2073.0,8168962000000.0,8289241000000.0,7275248000000.0,9111088000000.0,9319095000000.0,10496270000000.0
2074.0,7934536300000.0,8071300000000.0,7045406000000.0,8988449000000.0,9116697000000.0,10351276000000.0
2075.0,7762595500000.0,7844757000000.0,6763793000000.0,8817002000000.0,8934900000000.0,10207713000000.0
2076.0,7621055000000.0,7665045000000.0,6497582400000.0,8674865600000.0,8789289000000.0,10052744000000.0
2077.0,7411305300000.0,7450254600000.0,6238147400000.0,8537545600000.0,8634960000000.0,9851990000000.0
2078.0,7246226000000.0,7224452000000.0,6003099700000.0,8393991000000.0,8495326000000.0,9665381000000.0
2079.0,7065204000000.0,6956292000000.0,5796813300000.0,8262933500000.0,8355779700000.0,9470062000000.0
2080.0,6938999400000.0,6735259000000.0,5603821400000.0,8115382000000.0,8213579700000.0,9287690000000.0
2081.0,6696793000000.0,6508586000000.0,5405702400000.0,7939991500000.0,8071471000000.0,9097643000000.0
2082.0,6471468000000.0,6328657000000.0,5240930000000.0,7722997600000.0,7947747000000.0,8933321000000.0
2083.0,6273792700000.0,6198565000000.0,5086045500000.0,7595056000000.0,7808403000000.0,8781534000000.0
2084.0,6091050600000.0,6020975300000.0,4890900300000.0,7444429300000.0,7680104600000.0,8604037400000.0
2085.0,5940490300000.0,5807761500000.0,4728342700000.0,7276314000000.0,7536823000000.0,8435452600000.0
2086.0,5777984600000.0,5588812000000.0,4591978500000.0,7157372000000.0,7385191000000.0,8299782600000.0
2087.0,5579748700000.0,5402202700000.0,4431767700000.0,7009473700000.0,7245498700000.0,8208775000000.0
2088.0,5438607700000.0,5194932000000.0,4259396700000.0,6842193300000.0,7133017000000.0,8060780000000.0
2089.0,5286747700000.0,5063033500000.0,4092260000000.0,6733477400000.0,7000670000000.0,7949393600000.0
2090.0,5104453000000.0,4925334000000.0,3951545000000.0,6591252300000.0,6928713400000.0,7781686000000.0
2091.0,4920685000000.0,4790688400000.0,3841147300000.0,6457346000000.0,6802240400000.0,7634565500000.0
2092.0,4754277700000.0,4681123000000.0,3720448000000.0,6352365000000.0,6676441000000.0,7474590500000.0
2093.0,4643317000000.0,4587842400000.0,3591585000000.0,6242084300000.0,6554376000000.0,7372424600000.0
2094.0,4507494000000.0,4417929000000.0,3453960600000.0,6174454000000.0,6444111000000.0,7231847000000.0
2095.0,4373768800000.0,4280302000000.0,3308237000000.0,6064904300000.0,6330072400000.0,7101112000000.0
2096.0,4270000400000.0,4166645000000.0,3190958900000.0,5962318500000.0,6246719600000.0,6983625700000.0
2097.0,4136544500000.0,4035396800000.0,3059432000000.0,5885518000000.0,6168447500000.0,6852495500000.0
2098.0,4004301000000.0,3933742600000.0,2948666500000.0,5801065300000.0,6072803300000.0,6704845600000.0
2099.0,3896962400000.0,3778428500000.0,2840026400000.0,5710503500000.0,5959694400000.0,6596927700000.0
2100.0,3814068300000.0,3640276500000.0,2734826700000.0,5639694700000.0,5885590500000.0,6485267000000.0
2101.0,3688871000000.0,3509000900000.0,2634667500000.0,5561258000000.0,5807702300000.0,6338088300000.0
2102.0,3594402700000.0,3375722400000.0,2555835000000.0,5483749400000.0,5721983000000.0,6223800300000.0
2103.0,3494702000000.0,3280728000000.0,2457284400000.0,5419423500000.0,5657654000000.0,6057559600000.0
2104.0,3373006600000.0,3203967200000.0,2375042000000.0,5238926300000.0,5563352600000.0,5937336700000.0
2105.0,3283287000000.0,3111138400000.0,2300174100000.0,5101653000000.0,5438015000000.0,5804570000000.0
2106.0,3206097000000.0,3014843700000.0,2212200000000.0,4995037000000.0,5296554000000.0,5670467000000.0
2107.0,3146082700000.0,2935634500000.0,2144360100000.0,4932366000000.0,5195468600000.0,5570533000000.0
2108.0,3048169500000.0,2872820600000.0,2070833800000.0,4891091700000.0,5096230000000.0,5460975400000.0
2109.0,2957991000000.0,2785069000000.0,2005430600000.0,4750299400000.0,5006380500000.0,5416541000000.0
2110.0,2887660600000.0,2729174000000.0,1933385900000.0,4651581700000.0,4922558000000.0,5365944000000.0
2111.0,2798573800000.0,2637378400000.0,1870411200000.0,4548376700000.0,4850953000000.0,5272751000000.0
2112.0,2747209600000.0,2539348300000.0,1809209800000.0,4457126400000.0,4782965000000.0,5160135000000.0
2113.0,2662744500000.0,2443332800000.0,1756772300000.0,4323696400000.0,4697887300000.0,5038500500000.0
2114.0,2563295400000.0,2391721600000.0,1707959300000.0,4200098400000.0,4623145000000.0,4935359000000.0
2115.0,2496455000000.0,2330247300000.0,1651399500000.0,4041450700000.0,4546170000000.0,4823719000000.0
2116.0,2438622600000.0,2288420700000.0,1599794700000.0,3840405100000.0,4476639000000.0,4717054300000.0
2117.0,2394917000000.0,2217642300000.0,1538931400000.0,3721601700000.0,4400804000000.0,4647723000000.0
2118.0,2333773400000.0,2169807300000.0,1491787700000.0,3612703700000.0,4343044000000.0,4607366000000.0
2119.0,2291254400000.0,2112270800000.0,1440922900000.0,3513362400000.0,4289783000000.0,4521985000000.0
2120.0,2219809000000.0,2029917200000.0,1382311800000.0,3386713000000.0,4237135200000.0,4424097300000.0
2121.0,2172395500000.0,1950786400000.0,1331950800000.0,3306209100000.0,4164250000000.0,4294034800000.0
2122.0,2108851000000.0,1891276300000.0,1278869400000.0,3224774400000.0,4112657000000.0,4192191400000.0
2123.0,2069186300000.0,1845351800000.0,1233574600000.0,3184682000000.0,4056497800000.0,4132325000000.0
2124.0,2019588800000.0,1778006500000.0,1181154000000.0,3131240300000.0,4002157200000.0,4078700000000.0
2125.0,1970058300000.0,1724112600000.0,1147784000000.0,3022284000000.0,3936063600000.0,3998399000000.0
2126.0,1919177600000.0,1647954400000.0,1110285400000.0,2939026400000.0,3868664000000.0,3897691200000.0
2127.0,1877643500000.0,1597473600000.0,1064824800000.0,2844347300000.0,3820121200000.0,3789276000000.0
2128.0,1830369800000.0,1550640600000.0,1030109270000.0,2752441500000.0,3783410600000.0,3714604600000.0
2129.0,1790564000000.0,1497361400000.0,987608800000.0,2665850000000.0,3731634800000.0,3647112700000.0
2130.0,1753800800000.0,1441465500000.0,946646550000.0,2594377800000.0,3680936100000.0,3579820000000.0
2131.0,1705252700000.0,1402092900000.0,902013060000.0,2527151000000.0,3629685700000.0,3505239600000.0
2132.0,1666300600000.0,1348550500000.0,860713500000.0,2439220300000.0,3576227400000.0,3434051800000.0
2133.0,1599535800000.0,1322112300000.0,821426200000.0,2330950000000.0,3533255200000.0,3351688200000.0
2134.0,1536573200000.0,1285644700000.0,778384200000.0,2256474700000.0,3469699000000.0,3288681000000.0
2135.0,1491321600000.0,1242732400000.0,751899500000.0,2170973300000.0,3434866500000.0,3224066000000.0
2136.0,1463581900000.0,1195189600000.0,723231970000.0,2085591300000.0,3397467000000.0,3154788500000.0
2137.0,1433449300000.0,1172689600000.0,693955130000.0,2030685400000.0,3361827700000.0,3096335600000.0
2138.0,1383224600000.0,1119307800000.0,666857700000.0,1965661000000.0,3326374300000.0,3029975400000.0
2139.0,1346396700000.0,1096742100000.0,640507050000.0,1914209700000.0,3305797000000.0,2976597400000.0
2140.0,1301743000000.0,1046766940000.0,604060650000.0,1854900700000.0,3268792800000.0,2929051600000.0
2141.0,1263368000000.0,998020400000.0,571537950000.0,1793681800000.0,3233699000000.0,2859253400000.0
2142.0,1214685900000.0,951926500000.0,549411000000.0,1755387100000.0,3213596800000.0,2787733700000.0
2143.0,1168544400000.0,916772360000.0,521778170000.0,1698581400000.0,3187926000000.0,2741472600000.0
2144.0,1132994800000.0,882812650000.0,503238160000.0,1638150300000.0,3156668000000.0,2694223000000.0
2145.0,1096361500000.0,832610240000.0,474813700000.0,1595260900000.0,3125487600000.0,2671288500000.0
2146.0,1063903200000.0,798293800000.0,456776020000.0,1546613200000.0,3096417100000.0,2614998900000.0
2147.0,1030525000000.0,759248600000.0,440690540000.0,1489645000000.0,3068405000000.0,2563504300000.0
2148.0,990191500000.0,728657900000.0,426337500000.0,1432931800000.0,3031049200000.0,2512958300000.0
2149.0,948283200000.0,693123100000.0,408058230000.0,1379231000000.0,3002787000000.0,2479846900000.0
2150.0,919296500000.0,658590100000.0,394594400000.0,1337084200000.0,2960911000000.0,2424919600000.0
2151.0,889502900000.0,615449800000.0,386865100000.0,1298674100000.0,2938628200000.0,2374480700000.0
2152.0,858903940000.0,581394800000.0,368829830000.0,1236423500000.0,2911013700000.0,2332456400000.0
2153.0,837381060000.0,553107060000.0,351795540000.0,1197618800000.0,2881949500000.0,2286958700000.0
2154.0,796230200000.0,503831400000.0,333538160000.0,1132985300000.0,2859286000000.0,2231114700000.0
2155.0,761428640000.0,456107260000.0,321263270000.0,1078140700000.0,2827567500000.0,2195559500000.0
2156.0,730835500000.0,429768440000.0,300021400000.0,1028091500000.0,2807328100000.0,2152800300000.0
2157.0,694481800000.0,401970760000.0,279190930000.0,987169360000.0,2777617500000.0,2108890200000.0
2158.0,657573400000.0,366952800000.0,265491970000.0,935347600000.0,2752568600000.0,2061331900000.0
2159.0,625559300000.0,341154140000.0,245067510000.0,906612970000.0,2729566800000.0,2032976100000.0
2160.0,591612150000.0,314726840000.0,227195320000.0,866696950000.0,2708344100000.0,1998550700000.0
2161.0,554646400000.0,290869380000.0,210582290000.0,836010100000.0,2685111600000.0,1964070800000.0
2162.0,521821320000.0,265053240000.0,188878770000.0,805871600000.0,2661086000000.0,1930380600000.0
2163.0,489591000000.0,250783170000.0,173194560000.0,776990500000.0,2637724600000.0,1891858900000.0
2164.0,457856840000.0,232686780000.0,161390460000.0,746844450000.0,2605760600000.0,1844597800000.0
2165.0,429669970000.0,218039710000.0,147143110000.0,719430500000.0,2589788000000.0,1808115000000.0
2166.0,398129800000.0,209687040000.0,136415890000.0,693427000000.0,2561348200000.0,1781682900000.0
2167.0,371183900000.0,204547390000.0,125272736000.0,673419170000.0,2528337000000.0,1756236700000.0
2168.0,349825200000.0,196001680000.0,115244500000.0,651146360000.0,2495359200000.0,1739870400000.0
2169.0,319953630000.0,194704640000.0,106400014000.0,632911900000.0,2473306000000.0,1707038600000.0
2170.0,299767600000.0,194814900000.0,100375850000.0,615362130000.0,2439349300000.0,1676876800000.0
2171.0,278343550000.0,191005560000.0,94532620000.0,600731750000.0,2410081200000.0,1657608700000.0
2172.0,252235380000.0,185211260000.0,90440114000.0,584212700000.0,2388420500000.0,1633058600000.0
2173.0,240656630000.0,183714710000.0,88777220000.0,568425700000.0,2361724000000.0,1603084900000.0
2174.0,221004050000.0,177006700000.0,85794670000.0,550344800000.0,2314003800000.0,1585793600000.0
2175.0,209653810000.0,173418180000.0,83483650000.0,541292950000.0,2288455300000.0,1555710500000.0
2176.0,200667120000.0,166399870000.0,83320410000.0,535907430000.0,2252051600000.0,1522082000000.0
2177.0,186878400000.0,159442000000.0,81325466000.0,529969100000.0,2222681500000.0,1494205600000.0
2178.0,179109360000.0,154853690000.0,81188850000.0,527524000000.0,2205802300000.0,1455266000000.0
2179.0,172006440000.0,148192260000.0,80616240000.0,521634250000.0,2171155000000.0,1426908000000.0
2180.0,164556050000.0,145182720000.0,78489900000.0,517626460000.0,2146384700000.0,1395650600000.0
2181.0,157874340000.0,135377360000.0,76641550000.0,512126800000.0,2128934100000.0,1364840400000.0
2182.0,150704370000.0,138461800000.0,75367784000.0,511825180000.0,2101198300000.0,1336793900000.0
2183.0,146906550000.0,137074300000.0,75481220000.0,511329340000.0,2065433100000.0,1316759300000.0
2184.0,142565930000.0,136640610000.0,73908770000.0,508288700000.0,2043236800000.0,1291284100000.0
2185.0,138304630000.0,140255020000.0,72002680000.0,509646640000.0,2023632500000.0,1270144300000.0
2186.0,138528420000.0,139991990000.0,71201505000.0,508237250000.0,2003801600000.0,1232709600000.0
2187.0,135686780000.0,140089110000.0,72566940000.0,507574030000.0,1977107100000.0,1196381400000.0
2188.0,131769990000.0,134500770000.0,70055985000.0,504739760000.0,1954473000000.0,1167372000000.0
2189.0,131015070000.0,134555060000.0,68620575000.0,497552260000.0,1932410700000.0,1142972000000.0
2190.0,128744680000.0,137652340000.0,69128266000.0,495516450000.0,1918027700000.0,1125027000000.0
2191.0,128150856000.0,134730605000.0,69554010000.0,493168900000.0,1911606700000.0,1109366100000.0
2192.0,124863210000.0,134168360000.0,70009820000.0,488857860000.0,1879818600000.0,1078741800000.0
2193.0,124702270000.0,129182590000.0,69322826000.0,483791930000.0,1863767700000.0,1053753800000.0
2194.0,125487550000.0,127412530000.0,68954070000.0,478370070000.0,1853867700000.0,1022665560000.0
2195.0,125860140000.0,125971030000.0,68935295000.0,473594700000.0,1835716200000.0,989024500000.0
2196.0,125943110000.0,124270854000.0,68735330000.0,475348270000.0,1821349100000.0,961120100000.0
2197.0,125620460000.0,127052740000.0,68308287000.0,469323840000.0,1802773300000.0,938017100000.0
2198.0,126765000000.0,128879665000.0,66305600000.0,469359330000.0,1790613100000.0,907595900000.0
2199.0,125526330000.0,124787140000.0,65575990000.0,467918600000.0,1777361400000.0,885641200000.0
2200.0,122560970000.0,123130370000.0,63580610000.0,468308130000.0,1761904000000.0,856151500000.0
2201.0,119640520000.0,123100100000.0,63221076000.0,467634200000.0,1753871000000.0,823613650000.0
2202.0,123990516000.0,123128420000.0,62233715000.0,465598400000.0,1746441200000.0,798067460000.0
2203.0,123837120000.0,121491775000.0,61803820000.0,470144300000.0,1738470300000.0,777598530000.0
2204.0,122085065000.0,122028140000.0,61162734000.0,471661540000.0,1718481300000.0,753489540000.0
2205.0,120804745000.0,115180010000.0,60941283000.0,470742560000.0,1704780400000.0,727971100000.0
2206.0,120172630000.0,116329820000.0,61235400000.0,471017060000.0,1698242400000.0,714609660000.0
2207.0,119902910000.0,119098980000.0,59118410000.0,474546200000.0,1682520500000.0,693727800000.0
2208.0,120211770000.0,114698230000.0,60243083000.0,476052260000.0,1671372900000.0,679167200000.0
2209.0,117120475000.0,117259166000.0,58440140000.0,450414740000.0,1647564000000.0,655058860000.0
2210.0,118394310000.0,114033770000.0,57413943000.0,428231130000.0,1628898900000.0,628036140000.0
2211.0,119412790000.0,112482830000.0,56060200000.0,390987200000.0,1609979000000.0,617432100000.0
2212.0,118748930000.0,115162325000.0,54652150000.0,352750340000.0,1586096500000.0,596270100000.0
2213.0,117098190000.0,113898185000.0,54728598000.0,310466150000.0,1574271000000.0,571235300000.0
2214.0,115171460000.0,111703300000.0,55330263000.0,241307250000.0,1558055000000.0,546507720000.0
2215.0,113555770000.0,114361720000.0,54126002000.0,172149000000.0,1549713700000.0,529398600000.0
2216.0,113825020000.0,112565460000.0,54569222000.0,132463436000.0,1534041900000.0,513636240000.0
2217.0,111262970000.0,108986130000.0,53516403000.0,122313910000.0,1517651100000.0,501483770000.0
2218.0,112139030000.0,106982410000.0,53982564000.0,117601740000.0,1507777200000.0,489619880000.0
2219.0,111943655000.0,107876820000.0,54589220000.0,116401060000.0,1495662000000.0,473157140000.0
2220.0,112865935000.0,110105600000.0,53382570000.0,113976705000.0,1482654700000.0,450139000000.0
2221.0,112351680000.0,108611390000.0,51986305000.0,98242580000.0,1467479000000.0,432811600000.0
2222.0,113019170000.0,110565770000.0,52140917000.0,67620610000.0,1458519800000.0,423468070000.0
2223.0,113249210000.0,108642845000.0,51184374000.0,70024220000.0,1455034200000.0,413569970000.0
2224.0,116488020000.0,108957940000.0,51119390000.0,69576490000.0,1444282800000.0,402478140000.0
2225.0,112994610000.0,109642120000.0,51766153000.0,53737107000.0,1447517500000.0,388387700000.0
2226.0,111846785000.0,108313520000.0,51864630000.0,49286890000.0,1437819100000.0,372452500000.0
2227.0,107338000000.0,107010150000.0,51164200000.0,44789310000.0,1421012900000.0,365016300000.0
2228.0,106407000000.0,105457670000.0,52307657000.0,45724820000.0,1413774400000.0,358449680000.0
2229.0,103415870000.0,106384474000.0,52190257000.0,48532450000.0,1403595900000.0,348615900000.0
2230.0,100949430000.0,104697270000.0,52387060000.0,53002970000.0,1410414800000.0,339277770000.0
2231.0,100091220000.0,102615060000.0,50877575000.0,53615120000.0,1402311400000.0,328602300000.0
2232.0,100357380000.0,101731090000.0,51486695000.0,52367774000.0,1389839000000.0,323274400000.0
2233.0,98311500000.0,99860260000.0,50580087000.0,54172262000.0,1384296100000.0,320577080000.0
2234.0,101055095000.0,96209190000.0,52138510000.0,44233080000.0,1368110000000.0,320764440000.0
2235.0,97598950000.0,96560366000.0,51547857000.0,43646345000.0,1357187500000.0,317660530000.0
2236.0,97837420000.0,95533070000.0,51691053000.0,39787210000.0,1338990900000.0,318181470000.0
2237.0,95924370000.0,95318510000.0,51191206000.0,40329687000.0,1329978400000.0,316588100000.0
2238.0,98379220000.0,98890550000.0,49565270000.0,38943010000.0,1313742500000.0,317599220000.0
2239.0,95187420000.0,96905010000.0,49101090000.0,40135540000.0,1296532000000.0,316678900000.0
2240.0,94048900000.0,97035440000.0,48535683000.0,39139230000.0,1286317100000.0,316944680000.0
2241.0,93972440000.0,94925780000.0,48738255000.0,37608410000.0,1262717200000.0,311509120000.0
2242.0,91094884000.0,96487990000.0,48537400000.0,40059736000.0,1246612000000.0,310973000000.0
2243.0,90177310000.0,92638450000.0,46636820000.0,37401276000.0,1241528800000.0,306342900000.0
2244.0,87056630000.0,91157930000.0,46424027000.0,37889890000.0,1232128200000.0,299946050000.0
2245.0,89208590000.0,89742940000.0,47009886000.0,39739703000.0,1222526800000.0,296955020000.0
2246.0,84785504000.0,87984450000.0,46877640000.0,39793430000.0,1224716000000.0,298697560000.0
2247.0,83560915000.0,86133820000.0,46123980000.0,46202515000.0,1215608000000.0,297643930000.0
2248.0,84027654000.0,86470080000.0,46095060000.0,45609026000.0,1206865800000.0,296842900000.0
2249.0,84460225000.0,85190480000.0,45906866000.0,43266875000.0,1204274300000.0,304390570000.0
2250.0,83915090000.0,86044210000.0,45832745000.0,41328360000.0,1210262600000.0,304297300000.0
2251.0,83607620000.0,86974670000.0,46500504000.0,41017393000.0,1203565400000.0,306318700000.0
2252.0,84653120000.0,83749536000.0,46426040000.0,42598437000.0,1190517800000.0,307961760000.0
2253.0,83790920000.0,82139210000.0,47067640000.0,41713877000.0,1181477800000.0,306064720000.0
2254.0,84316630000.0,82340010000.0,46544466000.0,43875725000.0,1178343300000.0,305116680000.0
2255.0,84021940000.0,82468360000.0,46925038000.0,47018330000.0,1171353200000.0,303647720000.0
2256.0,85839890000.0,82293080000.0,46172217000.0,46722700000.0,1161535300000.0,305285070000.0
2257.0,88492880000.0,79777410000.0,45628244000.0,48822567000.0,1154746700000.0,310602330000.0
2258.0,87844380000.0,80592810000.0,44655903000.0,51209626000.0,1139494000000.0,311989730000.0
2259.0,87569850000.0,81319010000.0,44736180000.0,51273785000.0,1122569400000.0,311824200000.0
2260.0,87720770000.0,82802810000.0,44748290000.0,47374483000.0,1115320600000.0,308798500000.0
2261.0,88435440000.0,83826850000.0,43707544000.0,44120535000.0,1105653300000.0,307306530000.0
2262.0,88573436000.0,84295295000.0,43398255000.0,41629930000.0,1089310200000.0,308556660000.0
2263.0,86891080000.0,84137230000.0,42484760000.0,37799404000.0,1076890040000.0,313540400000.0
2264.0,85393530000.0,86698130000.0,42450846000.0,33860581000.0,1069037700000.0,313962100000.0
2265.0,84933070000.0,86816694000.0,42848540000.0,32383375000.0,1066285500000.0,311432740000.0
2266.0,86438730000.0,89698820000.0,42789134000.0,30043494000.0,1063978100000.0,309250330000.0
2267.0,85384390000.0,87597250000.0,43152440000.0,30558962000.0,1048079200000.0,309014530000.0
2268.0,84457630000.0,85935010000.0,43310360000.0,27664447000.0,1035260260000.0,307007030000.0
2269.0,86807590000.0,85487670000.0,43474047000.0,28968751000.0,1028700500000.0,303553970000.0
2270.0,84000080000.0,83215680000.0,42784834000.0,29077023000.0,1025683000000.0,298096950000.0
2271.0,83974920000.0,81901450000.0,41052905000.0,32870926000.0,1017617650000.0,299246350000.0
