time,CCSM4,CESM1-CAM5
2000.0,1023126000000.0,1023126000000.0
2001.0,1016465300000.0,1016465300000.0
2002.0,1014436900000.0,1014436900000.0
2003.0,1006492000000.0,1006492000000.0
2004.0,999308300000.0,999308300000.0
2005.0,986141300000.0,986141300000.0
2006.0,982813900000.0,982813900000.0
2007.0,972127540000.0,972127540000.0
2008.0,975897000000.0,975897000000.0
2009.0,970234600000.0,970234600000.0
2010.0,956573940000.0,956573940000.0
2011.0,951373400000.0,951373400000.0
2012.0,953487500000.0,953487500000.0
2013.0,949656940000.0,949656940000.0
2014.0,928923700000.0,928923700000.0
2015.0,915110360000.0,915110360000.0
2016.0,897954350000.0,897954350000.0
2017.0,886827100000.0,886827100000.0
2018.0,876229400000.0,876229400000.0
2019.0,868895300000.0,868895300000.0
2020.0,853284000000.0,853284000000.0
2021.0,843329000000.0,837817500000.0
2022.0,827868450000.0,820845600000.0
2023.0,823534160000.0,809521640000.0
2024.0,819475500000.0,794573860000.0
2025.0,801276000000.0,782829940000.0
2026.0,794392500000.0,766819400000.0
2027.0,785041850000.0,741408050000.0
2028.0,786112100000.0,732722800000.0
2029.0,777855700000.0,721455700000.0
2030.0,758689370000.0,705088000000.0
2031.0,741494500000.0,699097350000.0
2032.0,722566300000.0,679038600000.0
2033.0,705102150000.0,666843940000.0
2034.0,688023700000.0,652319460000.0
2035.0,677481150000.0,641793650000.0
2036.0,659984400000.0,625861460000.0
2037.0,651423700000.0,609063670000.0
2038.0,634278900000.0,592178450000.0
2039.0,616315360000.0,581014000000.0
2040.0,594252500000.0,560238360000.0
2041.0,578597950000.0,550395450000.0
2042.0,557099900000.0,535054970000.0
2043.0,549979700000.0,531714180000.0
2044.0,538937430000.0,519729450000.0
2045.0,526890900000.0,501702800000.0
2046.0,514670260000.0,484665500000.0
2047.0,500365850000.0,475093600000.0
2048.0,481030900000.0,460970000000.0
2049.0,470331880000.0,445423420000.0
2050.0,461527800000.0,425014920000.0
2051.0,449836740000.0,411249050000.0
2052.0,434792560000.0,398257720000.0
2053.0,427052430000.0,391340360000.0
2054.0,415376300000.0,380476750000.0
2055.0,406260480000.0,362425650000.0
2056.0,398044040000.0,348751430000.0
2057.0,391764300000.0,337943270000.0
2058.0,381173920000.0,319141180000.0
2059.0,371764560000.0,305504850000.0
2060.0,360290300000.0,296259880000.0
2061.0,353853150000.0,288312430000.0
2062.0,342216640000.0,279392500000.0
2063.0,337549820000.0,269508920000.0
2064.0,325268240000.0,249597020000.0
2065.0,315222650000.0,234139980000.0
2066.0,310104330000.0,221618230000.0
2067.0,304110470000.0,208533780000.0
2068.0,291749800000.0,196575950000.0
2069.0,282374100000.0,183253020000.0
2070.0,272742660000.0,172341790000.0
2071.0,266791570000.0,159754730000.0
