time,CCSM4,CSIRO-MK3-6-0,MPI-ESM-LR
2000.0,1023126000000.0,1023126000000.0,1023126000000.0
2001.0,1016465300000.0,1016465300000.0,1016465300000.0
2002.0,1014436900000.0,1014436900000.0,1014436900000.0
2003.0,1006492000000.0,1006492000000.0,1006492000000.0
2004.0,999308300000.0,999308300000.0,999308300000.0
2005.0,986141300000.0,986141300000.0,986141300000.0
2006.0,982813900000.0,982813900000.0,982813900000.0
2007.0,972127540000.0,972127540000.0,972127540000.0
2008.0,975897000000.0,975897000000.0,975897000000.0
2009.0,970234600000.0,970234600000.0,970234600000.0
2010.0,956573940000.0,956573940000.0,956573940000.0
2011.0,951373400000.0,951373400000.0,951373400000.0
2012.0,953487500000.0,953487500000.0,953487500000.0
2013.0,949656940000.0,949656940000.0,949656940000.0
2014.0,928923700000.0,928923700000.0,928923700000.0
2015.0,915110360000.0,915110360000.0,915110360000.0
2016.0,897954350000.0,897954350000.0,897954350000.0
2017.0,886827100000.0,886827100000.0,886827100000.0
2018.0,876229400000.0,876229400000.0,876229400000.0
2019.0,868895300000.0,868895300000.0,868895300000.0
2020.0,853284000000.0,853284000000.0,853284000000.0
2021.0,843600760000.0,844202200000.0,839500000000.0
2022.0,834004100000.0,834195400000.0,818429360000.0
2023.0,801197460000.0,837909940000.0,807130700000.0
2024.0,757418950000.0,834398900000.0,797869500000.0
2025.0,740947600000.0,826031300000.0,792165600000.0
2026.0,708224000000.0,810804000000.0,782004100000.0
2027.0,679529200000.0,798686640000.0,765391670000.0
2028.0,664385100000.0,788745750000.0,756216370000.0
2029.0,639081600000.0,778190300000.0,754821000000.0
2030.0,609842230000.0,759932100000.0,760004000000.0
2031.0,598618200000.0,745997400000.0,756358250000.0
2032.0,579885800000.0,732497200000.0,761140100000.0
2033.0,554342350000.0,725331400000.0,746900550000.0
2034.0,526748200000.0,719817800000.0,726963100000.0
2035.0,508484320000.0,710265540000.0,705382400000.0
2036.0,478940360000.0,704487800000.0,697792800000.0
2037.0,465332340000.0,680866000000.0,684706040000.0
2038.0,444234560000.0,661357100000.0,661685200000.0
2039.0,419736220000.0,652019800000.0,654663000000.0
